stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count,scoring_mode
1788942940.067952,133.643584,-10.541596,6.757298,-0.464466,-10.645189,6.809913,-0.464466,0.116188,0.000000,-10.654236,6.814445,-0.464466,0.126307,0.000000,-10.645188,6.809914,-0.464466,0.116188,0.000000,-10.645188,6.809914,-0.464466,0.116188,0.000000,0.176084,0,relative_first_pair
1788942940.121701,133.697333,-10.533247,6.753148,-0.463811,-10.645189,6.809913,-0.464466,0.125511,0.000654,-10.636702,6.805664,-0.463811,0.116021,0.000000,-10.645188,6.809914,-0.464466,0.125512,0.000655,-10.645188,6.809914,-0.464466,0.125512,0.000655,0.173456,0,relative_first_pair
1788942940.121701,133.697333,-10.533247,6.753148,-0.463811,-10.645189,6.809913,-0.464466,0.125511,0.000654,-10.636702,6.805664,-0.463811,0.116021,0.000000,-10.636702,6.805665,-0.463811,0.116022,0.000000,-10.636702,6.805665,-0.463811,0.116022,0.000000,0.173456,0,relative_first_pair
1788942940.175548,133.751179,-10.524784,6.748915,-0.462709,-10.645189,6.809913,-0.464466,0.134974,0.001757,-10.636702,6.805664,-0.463811,0.125483,0.001103,-10.628205,6.801421,-0.462709,0.115986,0.000000,-10.628205,6.801421,-0.462709,0.115986,0.000000,0.175733,0,relative_first_pair
1788942940.175548,133.751179,-10.524784,6.748915,-0.462709,-10.645189,6.809913,-0.464466,0.134974,0.001757,-10.636695,6.805663,-0.463363,0.125476,0.000654,-10.628205,6.801421,-0.462709,0.115986,0.000000,-10.628205,6.801421,-0.462709,0.115986,0.000000,0.175733,0,relative_first_pair
1788942940.243701,133.819332,-10.514128,6.743611,-0.461556,-10.645189,6.809913,-0.464466,0.146877,0.002909,-10.634430,6.804530,-0.463313,0.134847,0.001757,-10.617437,6.796057,-0.461556,0.115859,0.000000,-10.617437,6.796057,-0.461556,0.115859,0.000000,0.174663,0,relative_first_pair
1788942940.243701,133.819332,-10.514128,6.743611,-0.461556,-10.617437,6.796056,-0.461556,0.115859,0.000000,-10.634430,6.804530,-0.463313,0.134847,0.001757,-10.617437,6.796057,-0.461556,0.115859,0.000000,-10.617437,6.796057,-0.461556,0.115859,0.000000,0.174663,0,relative_first_pair
1788942940.300387,133.876019,-10.504911,6.739093,-0.460452,-10.617437,6.796056,-0.461556,0.126123,0.001104,-10.608452,6.791593,-0.460452,0.116091,0.000000,-10.608451,6.791594,-0.460452,0.116090,0.000000,-10.608451,6.791594,-0.460452,0.116090,0.000000,0.181084,0,relative_first_pair
1788942940.300387,133.876019,-10.504911,6.739093,-0.460452,-10.617437,6.796056,-0.461556,0.126123,0.001104,-10.608452,6.791593,-0.460452,0.116091,0.000000,-10.608451,6.791594,-0.460452,0.116090,0.000000,-10.608451,6.791594,-0.460452,0.116090,0.000000,0.181084,0,relative_first_pair
1788942940.368595,133.944227,-10.494368,6.733872,-0.459348,-10.617437,6.796056,-0.461556,0.137887,0.002208,-10.606679,6.790712,-0.460452,0.125875,0.001104,-10.597688,6.786262,-0.459348,0.115844,0.000000,-10.597688,6.786262,-0.459348,0.115844,0.000000,0.172478,0,relative_first_pair
1788942940.368595,133.944227,-10.494368,6.733872,-0.459348,-10.597688,6.786261,-0.459348,0.115843,0.000000,-10.606679,6.790712,-0.460452,0.125875,0.001104,-10.597688,6.786262,-0.459348,0.115844,0.000000,-10.597688,6.786262,-0.459348,0.115844,0.000000,0.172478,0,relative_first_pair
1788942940.424413,134.000045,-10.485692,6.729571,-0.458190,-10.597688,6.786261,-0.459348,0.125526,0.001158,-10.588889,6.781915,-0.458190,0.115713,0.000000,-10.588888,6.781917,-0.458191,0.115713,0.000001,-10.588888,6.781917,-0.458191,0.115713,0.000001,0.173482,0,relative_first_pair
1788942940.424413,134.000045,-10.485692,6.729571,-0.458190,-10.597688,6.786261,-0.459348,0.125526,0.001158,-10.588889,6.781915,-0.458190,0.115713,0.000000,-10.588888,6.781917,-0.458191,0.115713,0.000001,-10.588888,6.781917,-0.458191,0.115713,0.000001,0.173482,0,relative_first_pair
1788942940.494394,134.070025,-10.476247,6.724886,-0.457285,-10.597688,6.786261,-0.459348,0.136070,0.002063,-10.586977,6.780969,-0.458443,0.124123,0.001158,-10.588888,6.781917,-0.458191,0.126256,0.000906,-10.588888,6.781917,-0.458191,0.126256,0.000906,0.150667,0,relative_first_pair
1788942940.494394,134.070025,-10.476247,6.724886,-0.457285,-10.578172,6.776636,-0.457285,0.114310,0.000000,-10.586977,6.780969,-0.458443,0.124123,0.001158,-10.578171,6.776636,-0.457285,0.114309,0.000000,-10.578171,6.776636,-0.457285,0.114309,0.000000,0.150667,0,relative_first_pair
1788942940.567829,134.143461,-10.463183,6.718443,-0.455728,-10.578172,6.776636,-0.457285,0.128875,0.001557,-10.566534,6.770921,-0.455728,0.115911,0.000000,-10.566535,6.770922,-0.455728,0.115912,0.000000,-10.566535,6.770922,-0.455728,0.115912,0.000000,0.198352,0,relative_first_pair
1788942940.567829,134.143461,-10.463183,6.718443,-0.455728,-10.578172,6.776636,-0.457285,0.128875,0.001557,-10.566534,6.770921,-0.455728,0.115911,0.000000,-10.566535,6.770922,-0.455728,0.115912,0.000000,-10.566535,6.770922,-0.455728,0.115912,0.000000,0.198352,0,relative_first_pair
1788942940.643778,134.219409,-10.451559,6.712786,-0.454369,-10.578172,6.776636,-0.457285,0.141801,0.002917,-10.566257,6.770783,-0.455926,0.128527,0.001557,-10.566535,6.770922,-0.455728,0.128838,0.001359,-10.566535,6.770922,-0.455728,0.128838,0.001359,0.170213,0,relative_first_pair
1788942940.643778,134.219409,-10.451559,6.712786,-0.454369,-10.554611,6.765086,-0.454369,0.115564,0.000000,-10.566257,6.770783,-0.455926,0.128527,0.001557,-10.554611,6.765088,-0.454369,0.115564,0.000000,-10.554611,6.765088,-0.454369,0.115564,0.000000,0.170213,0,relative_first_pair
1788942940.717758,134.293389,-10.439280,6.706826,-0.453008,-10.554611,6.765086,-0.454369,0.129210,0.001360,-10.542831,6.759342,-0.453008,0.116106,0.000000,-10.542831,6.759343,-0.453008,0.116107,0.000000,-10.542831,6.759343,-0.453008,0.116107,0.000000,0.184488,0,relative_first_pair
1788942940.717758,134.293389,-10.439280,6.706826,-0.453008,-10.554611,6.765086,-0.454369,0.129210,0.001360,-10.542831,6.759342,-0.453008,0.116106,0.000000,-10.542831,6.759343,-0.453008,0.116107,0.000000,-10.542831,6.759343,-0.453008,0.116107,0.000000,0.184488,0,relative_first_pair
1788942940.774233,134.349865,-10.430292,6.702474,-0.451901,-10.554611,6.765086,-0.454369,0.139196,0.002468,-10.545613,6.760697,-0.453261,0.129185,0.001360,-10.533827,6.754967,-0.451901,0.116082,0.000000,-10.533827,6.754967,-0.451901,0.116082,0.000000,0.176828,0,relative_first_pair
1788942940.774233,134.349865,-10.430292,6.702474,-0.451901,-10.533827,6.754966,-0.451901,0.116081,0.000000,-10.545613,6.760697,-0.453261,0.129185,0.001360,-10.533827,6.754967,-0.451901,0.116082,0.000000,-10.533827,6.754967,-0.451901,0.116082,0.000000,0.176828,0,relative_first_pair
1788942940.842884,134.418515,-10.419438,6.697201,-0.450792,-10.533827,6.754966,-0.451901,0.128147,0.001108,-10.522912,6.749675,-0.450792,0.116019,0.000000,-10.533827,6.754967,-0.451901,0.128147,0.001109,-10.533827,6.754967,-0.451901,0.128147,0.001109,0.175779,0,relative_first_pair
1788942940.842884,134.418515,-10.419438,6.697201,-0.450792,-10.533827,6.754966,-0.451901,0.128147,0.001108,-10.522912,6.749675,-0.450792,0.116019,0.000000,-10.522912,6.749676,-0.450792,0.116019,0.000000,-10.522912,6.749676,-0.450792,0.116019,0.000000,0.175779,0,relative_first_pair
1788942940.898871,134.474503,-10.410777,6.692999,-0.449631,-10.533827,6.754966,-0.451901,0.137772,0.002270,-10.524969,6.750672,-0.450739,0.127929,0.001108,-10.514049,6.745392,-0.449631,0.115802,0.000000,-10.514049,6.745392,-0.449631,0.115802,0.000000,0.171931,0,relative_first_pair
1788942940.898871,134.474503,-10.410777,6.692999,-0.449631,-10.514049,6.745391,-0.449631,0.115801,0.000000,-10.524969,6.750672,-0.450739,0.127929,0.001108,-10.514049,6.745392,-0.449631,0.115802,0.000000,-10.514049,6.745392,-0.449631,0.115802,0.000000,0.171931,0,relative_first_pair
1788942940.968379,134.544011,-10.399710,6.687659,-0.448521,-10.514049,6.745391,-0.449631,0.128087,0.001109,-10.503015,6.740074,-0.448521,0.115841,0.000000,-10.503014,6.740075,-0.448522,0.115841,0.000001,-10.503014,6.740075,-0.448522,0.115841,0.000001,0.176795,0,relative_first_pair
1788942940.968379,134.544011,-10.399710,6.687659,-0.448521,-10.514049,6.745391,-0.449631,0.128087,0.001109,-10.503015,6.740074,-0.448521,0.115841,0.000000,-10.503014,6.740075,-0.448522,0.115841,0.000001,-10.503014,6.740075,-0.448522,0.115841,0.000001,0.176795,0,relative_first_pair
1788942941.043555,134.619187,-10.387660,6.681866,-0.446904,-10.514049,6.745391,-0.449631,0.141455,0.002727,-10.502100,6.739637,-0.448014,0.128195,0.001109,-10.491061,6.734334,-0.446904,0.115951,0.000000,-10.491061,6.734334,-0.446904,0.115951,0.000000,0.177851,0,relative_first_pair
1788942941.043555,134.619187,-10.387660,6.681866,-0.446904,-10.491060,6.734333,-0.446904,0.115950,0.000000,-10.502100,6.739637,-0.448014,0.128195,0.001109,-10.491061,6.734334,-0.446904,0.115951,0.000000,-10.491061,6.734334,-0.446904,0.115951,0.000000,0.177851,0,relative_first_pair
1788942941.101604,134.677236,-10.378474,6.677545,-0.445995,-10.491060,6.734333,-0.446904,0.126097,0.000910,-10.481807,6.729904,-0.445995,0.115841,0.000000,-10.491061,6.734334,-0.446904,0.126098,0.000909,-10.481807,6.729905,-0.445995,0.115842,0.000000,0.174876,0,relative_first_pair
1788942941.101604,134.677236,-10.378474,6.677545,-0.445995,-10.491060,6.734333,-0.446904,0.126097,0.000910,-10.481807,6.729904,-0.445995,0.115841,0.000000,-10.481807,6.729905,-0.445995,0.115842,0.000000,-10.481807,6.729905,-0.445995,0.115842,0.000000,0.174876,0,relative_first_pair
1788942941.168048,134.743680,-10.367635,6.672371,-0.444630,-10.491060,6.734333,-0.446904,0.138105,0.002274,-10.480445,6.729254,-0.445539,0.126340,0.000910,-10.471188,6.724836,-0.444630,0.116085,0.000000,-10.471188,6.724836,-0.444630,0.116085,0.000000,0.180759,0,relative_first_pair
1788942941.168048,134.743680,-10.367635,6.672371,-0.444630,-10.471187,6.724835,-0.444630,0.116084,0.000000,-10.480445,6.729254,-0.445539,0.126340,0.000910,-10.471188,6.724836,-0.444630,0.116085,0.000000,-10.471188,6.724836,-0.444630,0.116085,0.000000,0.180759,0,relative_first_pair
1788942941.243736,134.819367,-10.357337,6.667415,-0.443518,-10.471187,6.724835,-0.444630,0.127510,0.001112,-10.459447,6.719249,-0.443518,0.114513,0.000000,-10.471188,6.724836,-0.444630,0.127511,0.001112,-10.459448,6.719250,-0.443518,0.114514,0.000000,0.150996,0,relative_first_pair
1788942941.243736,134.819367,-10.357337,6.667415,-0.443518,-10.471187,6.724835,-0.444630,0.127510,0.001112,-10.459447,6.719249,-0.443518,0.114513,0.000000,-10.459448,6.719250,-0.443518,0.114514,0.000000,-10.459448,6.719250,-0.443518,0.114514,0.000000,0.150996,0,relative_first_pair
1788942941.303704,134.879336,-10.346842,6.662491,-0.442408,-10.471187,6.724835,-0.444630,0.139100,0.002222,-10.461636,6.720291,-0.443519,0.128525,0.001112,-10.459448,6.719250,-0.443518,0.126102,0.001110,-10.459448,6.719250,-0.443518,0.126102,0.001110,0.193327,0,relative_first_pair
1788942941.303704,134.879336,-10.346842,6.662491,-0.442408,-10.449891,6.714716,-0.442408,0.115528,0.000000,-10.461636,6.720291,-0.443519,0.128525,0.001112,-10.449890,6.714717,-0.442408,0.115527,0.000000,-10.449890,6.714717,-0.442408,0.115527,0.000000,0.193327,0,relative_first_pair
1788942941.368037,134.943669,-10.336460,6.657649,-0.441295,-10.449891,6.714716,-0.442408,0.126977,0.001113,-10.439626,6.709860,-0.441295,0.115625,0.000000,-10.449890,6.714717,-0.442408,0.126977,0.001113,-10.449890,6.714717,-0.442408,0.126977,0.001113,0.178054,0,relative_first_pair
1788942941.368037,134.943669,-10.336460,6.657649,-0.441295,-10.449891,6.714716,-0.442408,0.126977,0.001113,-10.439626,6.709860,-0.441295,0.115625,0.000000,-10.439626,6.709861,-0.441295,0.115626,0.000000,-10.439626,6.709861,-0.441295,0.115626,0.000000,0.178054,0,relative_first_pair
1788942941.425782,135.001414,-10.326931,6.653078,-0.440129,-10.449891,6.714716,-0.442408,0.137543,0.002279,-10.440600,6.710321,-0.441242,0.127268,0.001113,-10.430330,6.705477,-0.440129,0.115918,0.000000,-10.430330,6.705477,-0.440129,0.115918,0.000000,0.183017,0,relative_first_pair
1788942941.425782,135.001414,-10.326931,6.653078,-0.440129,-10.430330,6.705475,-0.440129,0.115917,0.000000,-10.440600,6.710321,-0.441242,0.127268,0.001113,-10.430330,6.705477,-0.440129,0.115918,0.000000,-10.430330,6.705477,-0.440129,0.115918,0.000000,0.183017,0,relative_first_pair
1788942941.493533,135.069165,-10.316108,6.648003,-0.438761,-10.430330,6.705475,-0.440129,0.127866,0.001368,-10.419433,6.700353,-0.438761,0.115829,0.000000,-10.419433,6.700353,-0.438761,0.115830,0.000000,-10.419433,6.700353,-0.438761,0.115830,0.000000,0.176441,0,relative_first_pair
1788942941.493533,135.069165,-10.316108,6.648003,-0.438761,-10.430330,6.705475,-0.440129,0.127866,0.001368,-10.419433,6.700353,-0.438761,0.115829,0.000000,-10.419433,6.700353,-0.438761,0.115830,0.000000,-10.419433,6.700353,-0.438761,0.115830,0.000000,0.176441,0,relative_first_pair
1788942941.556187,135.131819,-10.306268,6.643380,-0.437646,-10.430330,6.705475,-0.440129,0.138735,0.002483,-10.420277,6.700748,-0.439015,0.127629,0.001368,-10.409373,6.695639,-0.437647,0.115593,0.000001,-10.409373,6.695639,-0.437647,0.115593,0.000001,0.173533,0,relative_first_pair
1788942941.556187,135.131819,-10.306268,6.643380,-0.437646,-10.409373,6.695639,-0.437646,0.115593,0.000000,-10.420277,6.700748,-0.439015,0.127629,0.001368,-10.409373,6.695639,-0.437647,0.115593,0.000001,-10.409373,6.695639,-0.437647,0.115593,0.000001,0.173533,0,relative_first_pair
1788942941.618397,135.194029,-10.296214,6.638690,-0.436479,-10.409373,6.695639,-0.437646,0.126682,0.001167,-10.399384,6.690972,-0.436479,0.115661,0.000000,-10.399384,6.690973,-0.436479,0.115662,0.000000,-10.399384,6.690973,-0.436479,0.115662,0.000000,0.178332,0,relative_first_pair
1788942941.618397,135.194029,-10.296214,6.638690,-0.436479,-10.409373,6.695639,-0.437646,0.126682,0.001167,-10.399384,6.690972,-0.436479,0.115661,0.000000,-10.399384,6.690973,-0.436479,0.115662,0.000000,-10.399384,6.690973,-0.436479,0.115662,0.000000,0.178332,0,relative_first_pair
1788942941.678828,135.254460,-10.286503,6.634249,-0.435367,-10.409373,6.695639,-0.437646,0.137353,0.002279,-10.399669,6.691105,-0.436535,0.126646,0.001167,-10.399384,6.690973,-0.436479,0.126332,0.001112,-10.399384,6.690973,-0.436479,0.126332,0.001112,0.176698,0,relative_first_pair
1788942941.678828,135.254460,-10.286503,6.634249,-0.435367,-10.389675,6.686449,-0.435367,0.115626,0.000000,-10.399669,6.691105,-0.436535,0.126646,0.001167,-10.389674,6.686450,-0.435367,0.115626,0.000000,-10.389674,6.686450,-0.435367,0.115626,0.000000,0.176698,0,relative_first_pair
1788942941.743271,135.318903,-10.276449,6.629558,-0.434251,-10.389675,6.686449,-0.435367,0.126715,0.001116,-10.379375,6.681665,-0.434251,0.115364,0.000000,-10.379375,6.681667,-0.434251,0.115365,0.000000,-10.379375,6.681667,-0.434251,0.115365,0.000000,0.172155,0,relative_first_pair
1788942941.743271,135.318903,-10.276449,6.629558,-0.434251,-10.389675,6.686449,-0.435367,0.126715,0.001116,-10.379375,6.681665,-0.434251,0.115364,0.000000,-10.379375,6.681667,-0.434251,0.115365,0.000000,-10.379375,6.681667,-0.434251,0.115365,0.000000,0.172155,0,relative_first_pair
1788942941.810072,135.385704,-10.265413,6.624415,-0.433135,-10.389675,6.686449,-0.435367,0.138885,0.002233,-10.378927,6.681457,-0.434251,0.127040,0.001116,-10.368622,6.676687,-0.433135,0.115691,0.000000,-10.368622,6.676687,-0.433135,0.115691,0.000000,0.182271,0,relative_first_pair
1788942941.810072,135.385704,-10.265413,6.624415,-0.433135,-10.368622,6.676686,-0.433135,0.115690,0.000000,-10.378927,6.681457,-0.434251,0.127040,0.001116,-10.368622,6.676687,-0.433135,0.115691,0.000000,-10.368622,6.676687,-0.433135,0.115691,0.000000,0.182271,0,relative_first_pair
1788942941.892770,135.468402,-10.253852,6.619153,-0.431762,-10.368622,6.676686,-0.433135,0.128383,0.001372,-10.355301,6.670537,-0.431762,0.113721,0.000000,-10.355302,6.670538,-0.431762,0.113721,0.000000,-10.355302,6.670538,-0.431762,0.113721,0.000000,0.153604,0,relative_first_pair
1788942941.892770,135.468402,-10.253852,6.619153,-0.431762,-10.368622,6.676686,-0.433135,0.128383,0.001372,-10.355301,6.670537,-0.431762,0.113721,0.000000,-10.355302,6.670538,-0.431762,0.113721,0.000000,-10.355302,6.670538,-0.431762,0.113721,0.000000,0.153604,0,relative_first_pair
1788942941.955170,135.530802,-10.242831,6.614109,-0.430645,-10.368622,6.676686,-0.433135,0.140496,0.002490,-10.358373,6.671953,-0.432017,0.129213,0.001372,-10.345046,6.665820,-0.430645,0.114551,0.000000,-10.345046,6.665820,-0.430645,0.114551,0.000000,0.194234,0,relative_first_pair
1788942941.955170,135.530802,-10.242831,6.614109,-0.430645,-10.345046,6.665819,-0.430645,0.114551,0.000000,-10.358373,6.671953,-0.432017,0.129213,0.001372,-10.345046,6.665820,-0.430645,0.114551,0.000000,-10.345046,6.665820,-0.430645,0.114551,0.000000,0.194234,0,relative_first_pair
1788942942.017856,135.593488,-10.232678,6.609434,-0.429219,-10.345046,6.665819,-0.430645,0.125721,0.001426,-10.334746,6.661096,-0.429219,0.114397,0.000000,-10.334745,6.661097,-0.429219,0.114397,0.000000,-10.334745,6.661097,-0.429219,0.114397,0.000000,0.178305,0,relative_first_pair
1788942942.017856,135.593488,-10.232678,6.609434,-0.429219,-10.345046,6.665819,-0.430645,0.125721,0.001426,-10.334746,6.661096,-0.429219,0.114397,0.000000,-10.334745,6.661097,-0.429219,0.114397,0.000000,-10.334745,6.661097,-0.429219,0.114397,0.000000,0.178305,0,relative_first_pair
1788942942.094871,135.670502,-10.222427,6.604775,-0.428100,-10.345046,6.665819,-0.430645,0.136974,0.002545,-10.332886,6.660241,-0.429526,0.123604,0.001426,-10.334745,6.661097,-0.429219,0.125648,0.001119,-10.334745,6.661097,-0.429219,0.125648,0.001119,0.146213,0,relative_first_pair
1788942942.094871,135.670502,-10.222427,6.604775,-0.428100,-10.322578,6.655535,-0.428100,0.112280,0.000000,-10.332886,6.660241,-0.429526,0.123604,0.001426,-10.322578,6.655536,-0.428100,0.112280,0.000000,-10.322578,6.655536,-0.428100,0.112280,0.000000,0.146213,0,relative_first_pair
1788942942.171463,135.747095,-10.212487,6.600167,-0.426982,-10.322578,6.655535,-0.428100,0.123230,0.001118,-10.332886,6.660241,-0.429526,0.134554,0.002544,-10.310909,6.650218,-0.426982,0.110417,0.000000,-10.310909,6.650218,-0.426982,0.110417,0.000000,0.143034,0,relative_first_pair
1788942942.171463,135.747095,-10.212487,6.600167,-0.426982,-10.322578,6.655535,-0.428100,0.123230,0.001118,-10.310909,6.650218,-0.426982,0.110417,0.000000,-10.310909,6.650218,-0.426982,0.110417,0.000000,-10.310909,6.650218,-0.426982,0.110417,0.000000,0.143034,0,relative_first_pair
1788942942.248538,135.824169,-10.195816,6.592674,-0.425148,-10.322578,6.655535,-0.428100,0.141493,0.002952,-10.309844,6.649739,-0.426266,0.127510,0.001118,-10.298168,6.644436,-0.425148,0.114696,0.000000,-10.298168,6.644436,-0.425148,0.114696,0.000000,0.237150,0,relative_first_pair
1788942942.248538,135.824169,-10.195816,6.592674,-0.425148,-10.298168,6.644436,-0.425148,0.114697,0.000000,-10.309844,6.649739,-0.426266,0.127510,0.001118,-10.298168,6.644436,-0.425148,0.114696,0.000000,-10.298168,6.644436,-0.425148,0.114696,0.000000,0.237150,0,relative_first_pair
1788942942.343120,135.918752,-10.182518,6.586673,-0.423823,-10.298168,6.644436,-0.425148,0.129273,0.001324,-10.282524,6.637365,-0.423823,0.112120,0.000000,-10.282524,6.637366,-0.423823,0.112120,0.000000,-10.282524,6.637366,-0.423823,0.112120,0.000000,0.154247,0,relative_first_pair
1788942942.343120,135.918752,-10.182518,6.586673,-0.423823,-10.298168,6.644436,-0.425148,0.129273,0.001324,-10.282524,6.637365,-0.423823,0.112120,0.000000,-10.282524,6.637366,-0.423823,0.112120,0.000000,-10.282524,6.637366,-0.423823,0.112120,0.000000,0.154247,0,relative_first_pair
1788942942.418675,135.994306,-10.168352,6.580303,-0.422242,-10.298168,6.644436,-0.425148,0.144794,0.002905,-10.285356,6.638647,-0.423567,0.130744,0.001324,-10.282524,6.637366,-0.423823,0.127638,0.001581,-10.282524,6.637366,-0.423823,0.127638,0.001581,0.205576,0,relative_first_pair
1788942942.418675,135.994306,-10.168352,6.580303,-0.422242,-10.269704,6.631593,-0.422242,0.113591,0.000000,-10.285356,6.638647,-0.423567,0.130744,0.001324,-10.269704,6.631594,-0.422242,0.113591,0.000000,-10.269704,6.631594,-0.422242,0.113591,0.000000,0.205576,0,relative_first_pair
1788942942.473943,136.049574,-10.159213,6.576278,-0.421068,-10.269704,6.631593,-0.422242,0.123564,0.001175,-10.260366,6.627404,-0.421068,0.113339,0.000000,-10.260366,6.627405,-0.421068,0.113340,0.000000,-10.260366,6.627405,-0.421068,0.113340,0.000000,0.180684,0,relative_first_pair
1788942942.473943,136.049574,-10.159213,6.576278,-0.421068,-10.269704,6.631593,-0.422242,0.123564,0.001175,-10.260366,6.627404,-0.421068,0.113339,0.000000,-10.260366,6.627405,-0.421068,0.113340,0.000000,-10.260366,6.627405,-0.421068,0.113340,0.000000,0.180684,0,relative_first_pair
1788942942.543435,136.119066,-10.148193,6.571234,-0.419689,-10.269704,6.631593,-0.422242,0.135677,0.002553,-10.258090,6.626385,-0.420863,0.122960,0.001175,-10.248745,6.622211,-0.419689,0.112736,0.000000,-10.248745,6.622211,-0.419689,0.112736,0.000000,0.174412,0,relative_first_pair
1788942942.543435,136.119066,-10.148193,6.571234,-0.419689,-10.248745,6.622210,-0.419689,0.112736,0.000000,-10.258090,6.626385,-0.420863,0.122960,0.001175,-10.248745,6.622211,-0.419689,0.112736,0.000000,-10.248745,6.622211,-0.419689,0.112736,0.000000,0.174412,0,relative_first_pair
1788942942.618111,136.193743,-10.136777,6.566252,-0.418565,-10.248745,6.622210,-0.419689,0.125173,0.001124,-10.236458,6.616736,-0.418565,0.111736,0.000000,-10.236458,6.616737,-0.418565,0.111737,0.000000,-10.236458,6.616737,-0.418565,0.111737,0.000000,0.166792,0,relative_first_pair
1788942942.618111,136.193743,-10.136777,6.566252,-0.418565,-10.248745,6.622210,-0.419689,0.125173,0.001124,-10.236458,6.616736,-0.418565,0.111736,0.000000,-10.236458,6.616737,-0.418565,0.111737,0.000000,-10.236458,6.616737,-0.418565,0.111737,0.000000,0.166792,0,relative_first_pair
1788942942.674102,136.249734,-10.127082,6.561910,-0.417441,-10.248745,6.622210,-0.419689,0.135787,0.002248,-10.239453,6.618070,-0.418565,0.125624,0.001124,-10.236458,6.616737,-0.418565,0.122348,0.001124,-10.236458,6.616737,-0.418565,0.122348,0.001124,0.189729,0,relative_first_pair
1788942942.674102,136.249734,-10.127082,6.561910,-0.417441,-10.227161,6.612606,-0.417441,0.112188,0.000000,-10.239453,6.618070,-0.418565,0.125624,0.001124,-10.227161,6.612607,-0.417441,0.112188,0.000000,-10.227161,6.612607,-0.417441,0.112188,0.000000,0.189729,0,relative_first_pair
1788942942.743376,136.319008,-10.115978,6.556980,-0.416316,-10.227161,6.612606,-0.417441,0.124322,0.001125,-10.215730,6.607544,-0.416316,0.111836,0.000000,-10.215730,6.607545,-0.416316,0.111836,0.000000,-10.215730,6.607545,-0.416316,0.111836,0.000000,0.175378,0,relative_first_pair
1788942942.743376,136.319008,-10.115978,6.556980,-0.416316,-10.227161,6.612606,-0.417441,0.124322,0.001125,-10.215730,6.607544,-0.416316,0.111836,0.000000,-10.215730,6.607545,-0.416316,0.111836,0.000000,-10.215730,6.607545,-0.416316,0.111836,0.000000,0.175378,0,relative_first_pair
1788942942.796183,136.371814,-10.107494,6.553257,-0.415139,-10.227161,6.612606,-0.417441,0.133576,0.002302,-10.218495,6.608769,-0.416264,0.124108,0.001125,-10.207060,6.603717,-0.415139,0.111623,0.000000,-10.207060,6.603717,-0.415139,0.111623,0.000000,0.175450,0,relative_first_pair
1788942942.796183,136.371814,-10.107494,6.553257,-0.415139,-10.207060,6.603717,-0.415139,0.111623,0.000000,-10.218495,6.608769,-0.416264,0.124108,0.001125,-10.207060,6.603717,-0.415139,0.111623,0.000000,-10.207060,6.603717,-0.415139,0.111623,0.000000,0.175450,0,relative_first_pair
1788942942.851848,136.427480,-10.098469,6.549315,-0.414270,-10.207060,6.603717,-0.415139,0.121456,0.000870,-10.197943,6.599703,-0.414270,0.111507,0.000000,-10.197942,6.599703,-0.414270,0.111507,0.000000,-10.197942,6.599703,-0.414270,0.111507,0.000000,0.176913,0,relative_first_pair
1788942942.851848,136.427480,-10.098469,6.549315,-0.414270,-10.207060,6.603717,-0.415139,0.121456,0.000870,-10.197943,6.599703,-0.414270,0.111507,0.000000,-10.197942,6.599703,-0.414270,0.111507,0.000000,-10.197942,6.599703,-0.414270,0.111507,0.000000,0.176913,0,relative_first_pair
1788942942.918618,136.494249,-10.087807,6.544619,-0.413093,-10.207060,6.603717,-0.415139,0.133093,0.002046,-10.196190,6.598933,-0.413962,0.121230,0.000870,-10.197942,6.599703,-0.414270,0.123142,0.001177,-10.197942,6.599703,-0.414270,0.123142,0.001177,0.174485,0,relative_first_pair
1788942942.918618,136.494249,-10.087807,6.544619,-0.413093,-10.187068,6.594929,-0.413093,0.111283,0.000000,-10.196190,6.598933,-0.413962,0.121230,0.000870,-10.187068,6.594930,-0.413093,0.111283,0.000000,-10.187068,6.594930,-0.413093,0.111283,0.000000,0.174485,0,relative_first_pair
1788942942.971182,136.546814,-10.079323,6.540896,-0.411966,-10.187068,6.594929,-0.413093,0.120534,0.001127,-10.178500,6.591179,-0.411966,0.111196,0.000000,-10.178500,6.591180,-0.411966,0.111196,0.000000,-10.178500,6.591180,-0.411966,0.111196,0.000000,0.176259,0,relative_first_pair
1788942942.971182,136.546814,-10.079323,6.540896,-0.411966,-10.187068,6.594929,-0.413093,0.120534,0.001127,-10.178500,6.591179,-0.411966,0.111196,0.000000,-10.178500,6.591180,-0.411966,0.111196,0.000000,-10.178500,6.591180,-0.411966,0.111196,0.000000,0.176259,0,relative_first_pair
1788942943.042753,136.618384,-10.067694,6.535846,-0.410839,-10.187068,6.594929,-0.413093,0.133195,0.002254,-10.175400,6.589822,-0.411966,0.120474,0.001127,-10.166826,6.586087,-0.410839,0.111136,0.000000,-10.166826,6.586087,-0.410839,0.111136,0.000000,0.177139,0,relative_first_pair
