stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count,scoring_mode
1788942810.167594,3.743226,-2.756375,4.200224,-2.940834,-2.731682,4.205403,-2.951658,0.025230,0.010825,-2.739700,4.203846,-2.948053,0.017064,0.007219,-2.755691,4.200653,-2.940834,0.000807,0.000000,-2.755691,4.200653,-2.940834,0.000807,0.000000,0.175149,0,relative_first_pair
1788942810.167594,3.743226,-2.756375,4.200224,-2.940834,-2.755691,4.200652,-2.940834,0.000806,0.000000,-2.739700,4.203846,-2.948053,0.017064,0.007219,-2.755691,4.200653,-2.940834,0.000807,0.000000,-2.755691,4.200653,-2.940834,0.000807,0.000000,0.175149,0,relative_first_pair
1788942810.218556,3.794188,-2.765088,4.198344,-2.937246,-2.755691,4.200652,-2.940834,0.009676,0.003588,-2.764086,4.198928,-2.937246,0.001160,0.000000,-2.764086,4.198928,-2.937246,0.001160,0.000000,-2.764086,4.198928,-2.937246,0.001160,0.000000,0.174915,0,relative_first_pair
1788942810.218556,3.794188,-2.765088,4.198344,-2.937246,-2.755691,4.200652,-2.940834,0.009676,0.003588,-2.764086,4.198928,-2.937246,0.001160,0.000000,-2.764086,4.198928,-2.937246,0.001160,0.000000,-2.764086,4.198928,-2.937246,0.001160,0.000000,0.174915,0,relative_first_pair
1788942810.268453,3.844085,-2.773619,4.196593,-2.933653,-2.755691,4.200652,-2.940834,0.018382,0.007181,-2.763985,4.198948,-2.937241,0.009918,0.003588,-2.772374,4.197195,-2.933653,0.001383,0.000000,-2.772374,4.197195,-2.933653,0.001383,0.000000,0.174544,0,relative_first_pair
1788942810.268453,3.844085,-2.773619,4.196593,-2.933653,-2.755691,4.200652,-2.940834,0.018382,0.007181,-2.763985,4.198948,-2.937241,0.009918,0.003588,-2.772374,4.197195,-2.933653,0.001383,0.000000,-2.772374,4.197195,-2.933653,0.001383,0.000000,0.174544,0,relative_first_pair
1788942810.319212,3.894844,-2.782333,4.194712,-2.929796,-2.755691,4.200652,-2.940834,0.027296,0.011038,-2.764198,4.198904,-2.936977,0.018613,0.007181,-2.780868,4.195386,-2.929796,0.001613,0.000000,-2.780868,4.195386,-2.929796,0.001613,0.000000,0.175616,0,relative_first_pair
1788942810.319212,3.894844,-2.782333,4.194712,-2.929796,-2.780868,4.195385,-2.929796,0.001612,0.000000,-2.764198,4.198904,-2.936977,0.018613,0.007181,-2.780868,4.195386,-2.929796,0.001613,0.000000,-2.780868,4.195386,-2.929796,0.001613,0.000000,0.175616,0,relative_first_pair
1788942810.369855,3.945487,-2.791030,4.192732,-2.926216,-2.780868,4.195385,-2.929796,0.010503,0.003580,-2.789376,4.193540,-2.926216,0.001841,0.000000,-2.789376,4.193540,-2.926216,0.001841,0.000000,-2.789376,4.193540,-2.926216,0.001841,0.000000,0.176137,0,relative_first_pair
1788942810.369855,3.945487,-2.791030,4.192732,-2.926216,-2.780868,4.195385,-2.929796,0.010503,0.003580,-2.789376,4.193540,-2.926216,0.001841,0.000000,-2.789376,4.193540,-2.926216,0.001841,0.000000,-2.789376,4.193540,-2.926216,0.001841,0.000000,0.176137,0,relative_first_pair
1788942810.419805,3.995437,-2.799447,4.190898,-2.922655,-2.780868,4.195385,-2.929796,0.019114,0.007141,-2.789376,4.193540,-2.926216,0.010412,0.003561,-2.797760,4.191691,-2.922655,0.001864,0.000000,-2.797760,4.191691,-2.922655,0.001864,0.000000,0.172464,0,relative_first_pair
1788942810.419805,3.995437,-2.799447,4.190898,-2.922655,-2.780868,4.195385,-2.929796,0.019114,0.007141,-2.789258,4.193566,-2.926235,0.010533,0.003580,-2.797760,4.191691,-2.922655,0.001864,0.000000,-2.797760,4.191691,-2.922655,0.001864,0.000000,0.172464,0,relative_first_pair
1788942810.469151,4.044783,-2.807948,4.188949,-2.919088,-2.780868,4.195385,-2.929796,0.027834,0.010708,-2.789214,4.193575,-2.926229,0.019296,0.007141,-2.806094,4.189820,-2.919088,0.002049,0.000000,-2.806094,4.189820,-2.919088,0.002049,0.000000,0.176723,0,relative_first_pair
1788942810.469151,4.044783,-2.807948,4.188949,-2.919088,-2.806093,4.189820,-2.919088,0.002049,0.000000,-2.789214,4.193575,-2.926229,0.019296,0.007141,-2.806094,4.189820,-2.919088,0.002049,0.000000,-2.806094,4.189820,-2.919088,0.002049,0.000000,0.176723,0,relative_first_pair
1788942810.519223,4.094854,-2.816448,4.187001,-2.915245,-2.806093,4.189820,-2.919088,0.010732,0.003843,-2.814563,4.187887,-2.915245,0.002082,0.000000,-2.806094,4.189820,-2.919088,0.010731,0.003843,-2.814563,4.187888,-2.915245,0.002083,0.000000,0.174165,0,relative_first_pair
1788942810.519223,4.094854,-2.816448,4.187001,-2.915245,-2.806093,4.189820,-2.919088,0.010732,0.003843,-2.814563,4.187887,-2.915245,0.002082,0.000000,-2.814563,4.187888,-2.915245,0.002083,0.000000,-2.814563,4.187888,-2.915245,0.002083,0.000000,0.174165,0,relative_first_pair
1788942810.568743,4.144374,-2.824735,4.184985,-2.911690,-2.806093,4.189820,-2.919088,0.019259,0.007398,-2.814468,4.187910,-2.915533,0.010675,0.003843,-2.822931,4.185945,-2.911690,0.002043,0.000000,-2.822931,4.185945,-2.911690,0.002043,0.000000,0.172230,0,relative_first_pair
1788942810.568743,4.144374,-2.824735,4.184985,-2.911690,-2.806093,4.189820,-2.919088,0.019259,0.007398,-2.814468,4.187910,-2.915533,0.010675,0.003843,-2.822931,4.185945,-2.911690,0.002043,0.000000,-2.822931,4.185945,-2.911690,0.002043,0.000000,0.172230,0,relative_first_pair
1788942810.618557,4.194188,-2.833235,4.183036,-2.908156,-2.806093,4.189820,-2.919088,0.027977,0.010932,-2.814544,4.187893,-2.915554,0.019312,0.007398,-2.822931,4.185945,-2.911690,0.010706,0.003534,-2.831367,4.183955,-2.908156,0.002082,0.000000,0.175064,0,relative_first_pair
1788942810.618557,4.194188,-2.833235,4.183036,-2.908156,-2.831367,4.183954,-2.908156,0.002081,0.000000,-2.814544,4.187893,-2.915554,0.019312,0.007398,-2.831367,4.183955,-2.908156,0.002082,0.000000,-2.831367,4.183955,-2.908156,0.002082,0.000000,0.175064,0,relative_first_pair
1788942810.668128,4.243759,-2.841818,4.180973,-2.904615,-2.831367,4.183954,-2.908156,0.010868,0.003542,-2.839766,4.181941,-2.904615,0.002269,0.000000,-2.839766,4.181941,-2.904615,0.002269,0.000000,-2.839766,4.181941,-2.904615,0.002269,0.000000,0.178084,0,relative_first_pair
1788942810.668128,4.243759,-2.841818,4.180973,-2.904615,-2.831367,4.183954,-2.908156,0.010868,0.003542,-2.839766,4.181941,-2.904615,0.002269,0.000000,-2.839766,4.181941,-2.904615,0.002269,0.000000,-2.839766,4.181941,-2.904615,0.002269,0.000000,0.178084,0,relative_first_pair
1788942810.718396,4.294028,-2.850287,4.178827,-2.901079,-2.831367,4.183954,-2.908156,0.019602,0.007077,-2.839888,4.181912,-2.904621,0.010847,0.003542,-2.848279,4.179869,-2.901079,0.002262,0.000000,-2.848279,4.179869,-2.901079,0.002262,0.000000,0.173801,0,relative_first_pair
1788942810.718396,4.294028,-2.850287,4.178827,-2.901079,-2.831367,4.183954,-2.908156,0.019602,0.007077,-2.839888,4.181912,-2.904621,0.010847,0.003542,-2.848279,4.179869,-2.901079,0.002262,0.000000,-2.848279,4.179869,-2.901079,0.002262,0.000000,0.173801,0,relative_first_pair
1788942810.767581,4.343212,-2.858574,4.176811,-2.897550,-2.831367,4.183954,-2.908156,0.028129,0.010607,-2.839707,4.181956,-2.904627,0.019557,0.007077,-2.856604,4.177812,-2.897550,0.002209,0.000000,-2.856604,4.177812,-2.897550,0.002209,0.000000,0.173404,0,relative_first_pair
1788942810.767581,4.343212,-2.858574,4.176811,-2.897550,-2.856605,4.177812,-2.897550,0.002210,0.000000,-2.839707,4.181956,-2.904627,0.019557,0.007077,-2.856604,4.177812,-2.897550,0.002209,0.000000,-2.856604,4.177812,-2.897550,0.002209,0.000000,0.173404,0,relative_first_pair
1788942810.818505,4.394137,-2.867225,4.174535,-2.893757,-2.856605,4.177812,-2.897550,0.011115,0.003793,-2.865234,4.175646,-2.893757,0.002280,0.000000,-2.865234,4.175647,-2.893757,0.002280,0.000000,-2.865234,4.175647,-2.893757,0.002280,0.000000,0.175659,0,relative_first_pair
1788942810.818505,4.394137,-2.867225,4.174535,-2.893757,-2.856605,4.177812,-2.897550,0.011115,0.003793,-2.865234,4.175646,-2.893757,0.002280,0.000000,-2.865234,4.175647,-2.893757,0.002280,0.000000,-2.865234,4.175647,-2.893757,0.002280,0.000000,0.175659,0,relative_first_pair
1788942810.867826,4.443457,-2.875497,4.172420,-2.890245,-2.856605,4.177812,-2.897550,0.019647,0.007304,-2.864956,4.175717,-2.894038,0.011045,0.003793,-2.865234,4.175647,-2.893757,0.010758,0.003512,-2.873577,4.173519,-2.890245,0.002213,0.000000,0.173105,0,relative_first_pair
1788942810.867826,4.443457,-2.875497,4.172420,-2.890245,-2.856605,4.177812,-2.897550,0.019647,0.007304,-2.864956,4.175717,-2.894038,0.011045,0.003793,-2.873577,4.173519,-2.890245,0.002213,0.000000,-2.873577,4.173519,-2.890245,0.002213,0.000000,0.173105,0,relative_first_pair
1788942810.917830,4.493462,-2.883950,4.170176,-2.886453,-2.856605,4.177812,-2.897550,0.028392,0.011096,-2.865080,4.175684,-2.893758,0.019658,0.007304,-2.882037,4.171330,-2.886454,0.002234,0.000001,-2.882037,4.171330,-2.886454,0.002234,0.000001,0.174911,0,relative_first_pair
1788942810.917830,4.493462,-2.883950,4.170176,-2.886453,-2.882037,4.171330,-2.886453,0.002234,0.000000,-2.865080,4.175684,-2.893758,0.019658,0.007304,-2.882037,4.171330,-2.886454,0.002234,0.000001,-2.882037,4.171330,-2.886454,0.002234,0.000001,0.174911,0,relative_first_pair
1788942810.968606,4.544237,-2.892503,4.167915,-2.882950,-2.882037,4.171330,-2.886453,0.011008,0.003503,-2.890619,4.169075,-2.882950,0.002212,0.000000,-2.890619,4.169075,-2.882950,0.002212,0.000000,-2.890619,4.169075,-2.882950,0.002212,0.000000,0.174218,0,relative_first_pair
1788942810.968606,4.544237,-2.892503,4.167915,-2.882950,-2.882037,4.171330,-2.886453,0.011008,0.003503,-2.890619,4.169075,-2.882950,0.002212,0.000000,-2.890619,4.169075,-2.882950,0.002212,0.000000,-2.890619,4.169075,-2.882950,0.002212,0.000000,0.174218,0,relative_first_pair
1788942811.018477,4.594108,-2.900956,4.165670,-2.879171,-2.882037,4.171330,-2.886453,0.019747,0.007282,-2.890478,4.169111,-2.882675,0.011029,0.003503,-2.899051,4.166828,-2.879171,0.002229,0.000000,-2.899051,4.166828,-2.879171,0.002229,0.000000,0.175380,0,relative_first_pair
1788942811.018477,4.594108,-2.900956,4.165670,-2.879171,-2.882037,4.171330,-2.886453,0.019747,0.007282,-2.890478,4.169111,-2.882675,0.011029,0.003503,-2.899051,4.166828,-2.879171,0.002229,0.000000,-2.899051,4.166828,-2.879171,0.002229,0.000000,0.175380,0,relative_first_pair
1788942811.067759,4.643391,-2.909212,4.163457,-2.875681,-2.882037,4.171330,-2.886453,0.028292,0.010773,-2.890371,4.169140,-2.882963,0.019680,0.007282,-2.907369,4.164578,-2.875681,0.002157,0.000000,-2.907369,4.164578,-2.875681,0.002157,0.000000,0.173439,0,relative_first_pair
1788942811.067759,4.643391,-2.909212,4.163457,-2.875681,-2.907369,4.164577,-2.875681,0.002157,0.000000,-2.890371,4.169140,-2.882963,0.019680,0.007282,-2.907369,4.164578,-2.875681,0.002157,0.000000,-2.907369,4.164578,-2.875681,0.002157,0.000000,0.173439,0,relative_first_pair
1788942811.118418,4.694050,-2.917832,4.160983,-2.871934,-2.907369,4.164577,-2.875681,0.011063,0.003747,-2.915932,4.162228,-2.871934,0.002272,0.000000,-2.915932,4.162229,-2.871934,0.002272,0.000000,-2.915932,4.162229,-2.871934,0.002272,0.000000,0.177021,0,relative_first_pair
1788942811.118418,4.694050,-2.917832,4.160983,-2.871934,-2.907369,4.164577,-2.875681,0.011063,0.003747,-2.915932,4.162228,-2.871934,0.002272,0.000000,-2.915932,4.162229,-2.871934,0.002272,0.000000,-2.915932,4.162229,-2.871934,0.002272,0.000000,0.177021,0,relative_first_pair
1788942811.167663,4.743295,-2.926072,4.158671,-2.868441,-2.907369,4.164577,-2.875681,0.019614,0.007240,-2.915683,4.162297,-2.872188,0.011003,0.003747,-2.924238,4.159917,-2.868441,0.002217,0.000000,-2.924238,4.159917,-2.868441,0.002217,0.000000,0.173798,0,relative_first_pair
1788942811.167663,4.743295,-2.926072,4.158671,-2.868441,-2.907369,4.164577,-2.875681,0.019614,0.007240,-2.915683,4.162297,-2.872188,0.011003,0.003747,-2.924238,4.159917,-2.868441,0.002217,0.000000,-2.924238,4.159917,-2.868441,0.002217,0.000000,0.173798,0,relative_first_pair
1788942811.218354,4.793986,-2.934708,4.156296,-2.864704,-2.907369,4.164577,-2.875681,0.028565,0.010977,-2.915927,4.162229,-2.871943,0.019695,0.007240,-2.932779,4.157507,-2.864704,0.002278,0.000000,-2.932779,4.157507,-2.864704,0.002278,0.000000,0.176679,0,relative_first_pair
1788942811.218354,4.793986,-2.934708,4.156296,-2.864704,-2.932779,4.157507,-2.864704,0.002277,0.000000,-2.915927,4.162229,-2.871943,0.019695,0.007240,-2.932779,4.157507,-2.864704,0.002278,0.000000,-2.932779,4.157507,-2.864704,0.002278,0.000000,0.176679,0,relative_first_pair
1788942811.268073,4.843704,-2.943031,4.153869,-2.862035,-2.932779,4.157507,-2.864704,0.010878,0.002669,-2.941164,4.155111,-2.862035,0.002242,0.000000,-2.941164,4.155112,-2.862035,0.002243,0.000000,-2.941164,4.155112,-2.862035,0.002243,0.000000,0.174383,0,relative_first_pair
1788942811.268073,4.843704,-2.943031,4.153869,-2.862035,-2.932779,4.157507,-2.864704,0.010878,0.002669,-2.941164,4.155111,-2.862035,0.002242,0.000000,-2.941164,4.155112,-2.862035,0.002243,0.000000,-2.941164,4.155112,-2.862035,0.002243,0.000000,0.174383,0,relative_first_pair
1788942811.318544,4.894175,-2.951453,4.151427,-2.859374,-2.932779,4.157507,-2.864704,0.019639,0.005330,-2.941278,4.155079,-2.862043,0.010811,0.002669,-2.949657,4.152662,-2.859374,0.002180,0.000000,-2.949657,4.152662,-2.859374,0.002180,0.000000,0.173748,0,relative_first_pair
1788942811.318544,4.894175,-2.951453,4.151427,-2.859374,-2.932779,4.157507,-2.864704,0.019639,0.005330,-2.941278,4.155079,-2.862043,0.010811,0.002669,-2.949657,4.152662,-2.859374,0.002180,0.000000,-2.949657,4.152662,-2.859374,0.002180,0.000000,0.173748,0,relative_first_pair
1788942811.368647,4.944279,-2.959860,4.148885,-2.856711,-2.932779,4.157507,-2.864704,0.028420,0.007993,-2.941216,4.155097,-2.862042,0.019651,0.005330,-2.958081,4.150207,-2.856711,0.002216,0.000000,-2.958081,4.150207,-2.856711,0.002216,0.000000,0.175285,0,relative_first_pair
1788942811.368647,4.944279,-2.959860,4.148885,-2.856711,-2.958081,4.150206,-2.856711,0.002215,0.000000,-2.941216,4.155097,-2.862042,0.019651,0.005330,-2.958081,4.150207,-2.856711,0.002216,0.000000,-2.958081,4.150207,-2.856711,0.002216,0.000000,0.175285,0,relative_first_pair
1788942811.417661,4.993292,-2.968085,4.146474,-2.854036,-2.958081,4.150206,-2.856711,0.010677,0.002676,-2.966336,4.147777,-2.854036,0.002180,0.000000,-2.958081,4.150207,-2.856711,0.010678,0.002675,-2.966336,4.147777,-2.854036,0.002181,0.000000,0.174867,0,relative_first_pair
1788942811.417661,4.993292,-2.968085,4.146474,-2.854036,-2.958081,4.150206,-2.856711,0.010677,0.002676,-2.966336,4.147777,-2.854036,0.002180,0.000000,-2.966336,4.147777,-2.854036,0.002181,0.000000,-2.966336,4.147777,-2.854036,0.002181,0.000000,0.174867,0,relative_first_pair
1788942811.467960,5.043591,-2.976689,4.143902,-2.851099,-2.958081,4.150206,-2.856711,0.019647,0.005612,-2.966561,4.147709,-2.853775,0.010820,0.002676,-2.974809,4.145258,-2.851100,0.002318,0.000001,-2.974809,4.145258,-2.851100,0.002318,0.000001,0.178543,0,relative_first_pair
1788942811.467960,5.043591,-2.976689,4.143902,-2.851099,-2.958081,4.150206,-2.856711,0.019647,0.005612,-2.966561,4.147709,-2.853775,0.010820,0.002676,-2.974809,4.145258,-2.851100,0.002318,0.000001,-2.974809,4.145258,-2.851100,0.002318,0.000001,0.178543,0,relative_first_pair
1788942811.518611,5.094242,-2.985096,4.141361,-2.848448,-2.958081,4.150206,-2.856711,0.028426,0.008263,-2.966598,4.147700,-2.854060,0.019554,0.005612,-2.974809,4.145258,-2.851100,0.011000,0.002652,-2.983312,4.142703,-2.848448,0.002233,0.000000,0.173390,0,relative_first_pair
1788942811.518611,5.094242,-2.985096,4.141361,-2.848448,-2.983312,4.142703,-2.848448,0.002233,0.000000,-2.966598,4.147700,-2.854060,0.019554,0.005612,-2.983312,4.142703,-2.848448,0.002233,0.000000,-2.983312,4.142703,-2.848448,0.002233,0.000000,0.173390,0,relative_first_pair
1788942811.568336,5.143968,-2.993502,4.138820,-2.845800,-2.983312,4.142703,-2.848448,0.010906,0.002648,-2.991664,4.140170,-2.845800,0.002281,0.000000,-2.983312,4.142703,-2.848448,0.010905,0.002648,-2.991664,4.140171,-2.845801,0.002281,0.000001,0.176616,0,relative_first_pair
1788942811.568336,5.143968,-2.993502,4.138820,-2.845800,-2.983312,4.142703,-2.848448,0.010906,0.002648,-2.991664,4.140170,-2.845800,0.002281,0.000000,-2.991664,4.140171,-2.845801,0.002281,0.000001,-2.991664,4.140171,-2.845801,0.002281,0.000001,0.176616,0,relative_first_pair
1788942811.617612,5.193243,-3.001711,4.136310,-2.843157,-2.983312,4.142703,-2.848448,0.019479,0.005291,-2.991664,4.140170,-2.845800,0.010763,0.002644,-2.999923,4.137642,-2.843157,0.002229,0.000000,-2.999923,4.137642,-2.843157,0.002229,0.000000,0.174211,0,relative_first_pair
1788942811.617612,5.193243,-3.001711,4.136310,-2.843157,-2.983312,4.142703,-2.848448,0.019479,0.005291,-2.991577,4.140197,-2.845804,0.010854,0.002648,-2.999923,4.137642,-2.843157,0.002229,0.000000,-2.999923,4.137642,-2.843157,0.002229,0.000000,0.174211,0,relative_first_pair
1788942811.668057,5.243689,-3.010201,4.133654,-2.840236,-2.983312,4.142703,-2.848448,0.028372,0.008213,-2.991798,4.140128,-2.845527,0.019509,0.005291,-3.008395,4.135022,-2.840236,0.002265,0.000000,-3.008395,4.135022,-2.840236,0.002265,0.000000,0.176338,0,relative_first_pair
