event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
42,98924110168511,1789740772093182016,/cmd/speed,AckermannDriveStamped,1789740772090930692,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
55,98924144565873,1789740772127579318,/cmd/speed,AckermannDriveStamped,1789740772125158455,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
68,98924169946469,1789740772152960034,/cmd/speed,AckermannDriveStamped,1789740772150483086,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
85,98924194904591,1789740772177917976,/cmd/speed,AckermannDriveStamped,1789740772175654910,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
102,98924220033124,1789740772203046358,/cmd/speed,AckermannDriveStamped,1789740772200285296,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
118,98924245164471,1789740772228178357,/cmd/speed,AckermannDriveStamped,1789740772226045867,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
136,98924272061299,1789740772255074683,/cmd/speed,AckermannDriveStamped,1789740772251996445,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
153,98924295414393,1789740772278427677,/cmd/speed,AckermannDriveStamped,1789740772276201872,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
174,98924320451764,1789740772303465078,/cmd/speed,AckermannDriveStamped,1789740772300985125,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
195,98924347844313,1789740772330857728,/cmd/speed,AckermannDriveStamped,1789740772327361744,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
215,98924370392424,1789740772353406069,/cmd/speed,AckermannDriveStamped,1789740772350677247,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
235,98924397449503,1789740772380463138,/cmd/speed,AckermannDriveStamped,1789740772376833082,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
255,98924420831350,1789740772403844855,/cmd/speed,AckermannDriveStamped,1789740772400973526,,"{""acceleration_mps2"":0.0,""speed_mps"":0.003000000026077032,""steering_angle_rad"":0.0031999999191612005}"
258,98924421406562,1789740772404419897,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.4009056,1789740772.398836,0.8006,3.1583,-1.5707963267948963,0.0,0.0,1.0,0.4248784384528182,0.42488445028900046,0.25810862235608933,0.8420461592968521,312.0,4.0,2.236362178083449,0.4781515186252501,0.0032,0.003,1.367684154600134,2.535839321733468]}"
275,98924445963009,1789740772428976333,/cmd/speed,AckermannDriveStamped,1789740772426559238,,"{""acceleration_mps2"":0.0,""speed_mps"":0.07990793138742447,""steering_angle_rad"":0.0852351263165474}"
277,98924446385493,1789740772429398918,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.4265106,1789740772.4245448,0.8006,3.1583,-1.5707963267948963,0.0,0.0,1.0,0.4248784384528182,0.42488445028900046,0.25810862235608933,0.8420461592968521,312.0,4.0,2.236362178083449,0.4781515186252501,0.0852351232,0.079907928,1.367684154600134,2.535839321733468]}"
296,98924470650141,1789740772453663686,/cmd/speed,AckermannDriveStamped,1789740772451272590,,"{""acceleration_mps2"":0.0,""speed_mps"":0.1540597379207611,""steering_angle_rad"":0.1643303781747818}"
298,98924471093565,1789740772454106970,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.451228,1789740772.4495025,0.8006,3.1583,-1.5707963267948963,0.0,0.0,1.0,0.4248784384528182,0.42488445028900046,0.25810862235608933,0.8420461592968521,312.0,4.0,2.236362178083449,0.4781515186252501,0.164330384,0.154059735,1.367684154600134,2.535839321733468]}"
317,98924495824009,1789740772478837243,/cmd/speed,AckermannDriveStamped,1789740772476235381,,"{""acceleration_mps2"":0.0,""speed_mps"":0.22894011437892914,""steering_angle_rad"":0.24420279264450073}"
319,98924496192652,1789740772479205917,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.4761882,1789740772.474206,0.8006,3.1583,-1.5707963267948963,0.0,0.0,1.0,0.4248784384528182,0.42488445028900046,0.25810862235608933,0.8420461592968521,312.0,4.0,2.236362178083449,0.4781515186252501,0.2442027872,0.228940113,1.367684154600134,2.535839321733468]}"
340,98924520813129,1789740772503826373,/cmd/speed,AckermannDriveStamped,1789740772500404940,,"{""acceleration_mps2"":0.0,""speed_mps"":0.30143263936042786,""steering_angle_rad"":0.3215281665325165}"
343,98924521830252,1789740772504843566,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.5003521,1789740772.4986308,0.8006,3.1583,-1.5707963267948963,0.0,0.0,1.0,0.4248784384528182,0.42488445028900046,0.25810862235608933,0.8420461592968521,312.0,4.0,2.236362178083449,0.4781515186252501,0.32152816,0.30143264999999997,1.367684154600134,2.535839321733468]}"
360,98924545613855,1789740772528627370,/cmd/speed,AckermannDriveStamped,1789740772525635845,,"{""acceleration_mps2"":0.0,""speed_mps"":0.3770928382873535,""steering_angle_rad"":0.4022323787212372}"
364,98924546854668,1789740772529868083,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.5255725,1789740772.5238001,0.8006000392579364,3.1580916164391923,-1.5704195414488964,0.00774279024927123,0.014,1.0,0.42493260389270904,0.42493867381622896,0.2577065400830907,0.8420615162722304,312.0,4.0,2.2367988907851553,0.4779919970746999,0.402232368,0.37709284499999995,1.3677180276564342,2.5356409883396385]}"
380,98924570576876,1789740772553590371,/cmd/speed,AckermannDriveStamped,1789740772550611820,,"{""acceleration_mps2"":0.0,""speed_mps"":0.45205479860305786,""steering_angle_rad"":0.4821917712688446}"
382,98924571170623,1789740772554184038,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.5505588,1789740772.5488732,0.8006006212501516,3.1574343324668046,-1.5691986160831752,0.028730630090506876,0.0591,1.0,0.4251030083992373,0.42510926344819744,0.2564058080845384,0.8421097549812376,312.0,4.0,2.2382191200598913,0.47747368206818874,0.4821917824,0.452054796,1.3678248902238581,2.535015287030529]}"
402,98924594889895,1789740772577903140,/cmd/speed,AckermannDriveStamped,1789740772575296789,,"{""acceleration_mps2"":0.0,""speed_mps"":0.5261159539222717,""steering_angle_rad"":0.5235999822616577}"
405,98924595370860,1789740772578384184,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.5752466,1789740772.5737576,0.800605198847439,3.1559448125084186,-1.5661389102757695,0.06833285848730514,0.1431,1.0,0.4254860176268985,0.42549270297926955,0.25316513986305833,0.8422176347865408,312.0,4.0,2.2418177495860965,0.47616352577539967,0.5236,0.5261159519999999,1.3680672022659677,2.533596502458761]}"
422,98924619116602,1789740772602129906,/cmd/speed,AckermannDriveStamped,1789740772599930200,,"{""acceleration_mps2"":0.0,""speed_mps"":0.600030243396759,""steering_angle_rad"":0.5120647549629211}"
424,98924619493521,1789740772602506845,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.5998847,1789740772.5983582,0.8006252348144004,3.1534136574607468,-1.5602975847394658,0.11969865457617314,0.2591,1.0,0.42612499981055735,0.42613245094644003,0.24701590194147727,0.8423955152339292,312.0,4.0,2.2488071647995076,0.47363182519079167,0.5120647799745316,0.600030222,1.3684795026834273,2.5311824025810448]}"
445,98924646194159,1789740772629207634,/cmd/speed,AckermannDriveStamped,1789740772626168299,,"{""acceleration_mps2"":0.0,""speed_mps"":0.6785928606987,""steering_angle_rad"":0.4881047308444977}"
448,98924647078272,1789740772630091646,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.6260738,1789740772.6242812,0.8006999120293924,3.1485112719129638,-1.5507983261371978,0.2064923428514382,0.4034,1.0,0.4273278337507611,0.4273368922924358,0.23691909886093132,0.842724150140311,312.0,4.0,2.260305667064116,0.4695037876184434,0.48810473514294256,0.678592854,1.3692796258665947,2.526497524281519]}"
465,98924669963836,1789740772652977051,/cmd/speed,AckermannDriveStamped,1789740772650688858,,"{""acceleration_mps2"":0.0,""speed_mps"":0.7523297071456909,""steering_angle_rad"":0.460283100605011}"
467,98924670322100,1789740772653335385,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.6506507,1789740772.649013,0.8008586935846332,3.142488354461028,-1.5381291564130835,0.2850710586384463,0.5944,1.0,0.4287406479787254,0.4287519082934717,0.2235136100636843,0.8430980545119173,312.0,4.0,2.2761602653035453,0.4638864921039289,0.4602831138305299,0.752329731,1.3702655708163654,2.5207246230622053]}"
485,98924694856926,1789740772677870381,/cmd/speed,AckermannDriveStamped,1789740772675448036,,"{""acceleration_mps2"":0.0,""speed_mps"":0.8265727758407593,""steering_angle_rad"":0.4390283226966858}"
487,98924695282887,1789740772678296152,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.6753983,1789740772.6737485,0.8011338857422947,3.135985424463168,-1.5207563518030045,0.3012118978372048,0.7539,1.0,0.4301655969057082,0.4301795209836408,0.20534240665876172,0.8434551178968813,312.0,4.0,2.29900439034688,0.45594264855661915,0.4390283151303595,0.826572789,1.3713346416694814,2.5144650033614098]}"
508,98924721410929,1789740772704424424,/cmd/speed,AckermannDriveStamped,1789740772700784820,,"{""acceleration_mps2"":0.0,""speed_mps"":0.9025875926017761,""steering_angle_rad"":0.4282008111476898}"
511,98924722816242,1789740772705829696,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.700737,1789740772.6988888,0.8019050253216403,3.123917780865875,-1.5005780739903773,0.40614464509808235,0.8365,1.0,0.4325576341159761,0.43257730237515235,0.1836739940137826,0.8459640427789415,312.0,4.0,2.331380777644081,0.44498065163917494,0.42820081922197284,0.90258759,1.3737236592994373,2.5004768361801277]}"
528,98924745299841,1789740772728313195,/cmd/speed,AckermannDriveStamped,1789740772725549929,,"{""acceleration_mps2"":0.0,""speed_mps"":0.9768835306167603,""steering_angle_rad"":0.41986119747161865}"
530,98924745695925,1789740772728709270,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.7255025,1789740772.7237694,0.803090605167214,3.110934573329031,-1.4792246545822598,0.44481685169574126,0.8957,1.0,0.4347863135638892,0.4348133460717907,0.16070573155745957,0.8479334876093226,312.0,4.0,2.3664486207261115,0.4334889554435459,0.41986119293352553,0.976883517,1.3761959031070359,2.486001363391667]}"
549,98924770916170,1789740772753929395,/cmd/speed,AckermannDriveStamped,1789740772750652813,,"{""acceleration_mps2"":0.0,""speed_mps"":1.052188515663147,""steering_angle_rad"":0.40038585662841797}"
552,98924771455084,1789740772754468428,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.750604,1789740772.7488365,0.8048618917235454,3.0948459171728655,-1.4565929176819614,0.525895816646458,0.9398,1.0,0.43691872968722373,0.4369376643045754,0.13480433468564512,0.8601299605955397,0.0,5.0,2.4342489463787818,0.4123486855993499,0.40038585406663885,1.052188533,1.3808219969634064,2.456023949574558]}"
570,98924794826241,1789740772777839656,/cmd/speed,AckermannDriveStamped,1789740772775524062,,"{""acceleration_mps2"":0.0,""speed_mps"":1.126800298690796,""steering_angle_rad"":0.38598453998565674}"
573,98924795379091,1789740772778392415,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.7754745,1789740772.7739742,0.8073143689519562,3.076392519580019,-1.4328330676805066,0.6314411347078195,0.988,1.0,0.4389254832974851,0.43893631282115236,0.10875936853898982,0.864534348656175,0.0,5.0,2.4880015524728187,0.3965476306899295,0.38598453658619347,1.126800297,1.3843112301922667,2.432580231622429]}"
592,98924819807026,1789740772802820300,/cmd/speed,AckermannDriveStamped,1789740772799762220,,"{""acceleration_mps2"":0.0,""speed_mps"":1.1994812488555908,""steering_angle_rad"":0.37024664878845215}"
595,98924820652746,1789740772803665981,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.7997015,1789740772.7982218,0.8101697352263209,3.058430417632284,-1.408030222317068,0.6731847547593979,1.0528,1.0,0.44042190748493126,0.4404269528409281,0.08171852164833449,0.8660763393282124,0.0,5.0,2.540609903375142,0.38185731126091144,0.37024664075699026,1.199481258,1.3872777862250047,2.4126483158234326]}"
612,98924844357461,1789740772827370736,/cmd/speed,AckermannDriveStamped,1789740772824998976,,"{""acceleration_mps2"":0.0,""speed_mps"":1.2752455472946167,""steering_angle_rad"":0.349947988986969}"
615,98924844811365,1789740772827824649,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.8249562,1789740772.823582,0.8140787021597793,3.0371287435505137,-1.3799549992617086,0.7394404225793131,1.1151,1.0,0.4416859706367827,0.44168696052804185,0.05097387856133917,0.8683823141199152,0.0,5.0,2.608606870194342,0.3639383886153368,0.34994798574532915,1.2752455980000001,1.3909405829920316,2.3880384463507056]}"
632,98924869287240,1789740772852300504,/cmd/speed,AckermannDriveStamped,1789740772850196388,,"{""acceleration_mps2"":0.0,""speed_mps"":1.3508496284484863,""steering_angle_rad"":0.33174026012420654}"
634,98924869696359,1789740772852709804,/pure_pursuit/diagnostics,Float64MultiArray,,,"{""data"":[1.0,1789740772.8501568,1789740772.848734,0.8189058352854518,3.0141804601591593,-1.353103411265523,0.8195182354793505,1.1491,1.0,0.4424458396280131,0.44244597307390887,0.02122846929769828,0.870974859551044,0.0,5.0,2.6834642035591214,0.34551220178922004,0.33174025565783166,1.3508496450000003,1.3949757643618441,2.360926571702396]}"
654,98924895957491,1789740772878970906,/cmd/speed,AckermannDriveStamped,1789740772875793131,,"{""acceleration_mps2"":0.0,""speed_mps"":1.4276142120361328,""steering_angle_rad"":0.31284961104393005}"
