event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
0,98923725452670,1789740771708466957,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
1,98923725696298,1789740771708710134,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
2,98923726758025,1789740771709771810,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
3,98923726973089,1789740771709987055,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
4,98923747285626,1789740771730299591,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
5,98923747501361,1789740771730514956,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
6,98923772212288,1789740771755226234,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
7,98923772388159,1789740771755401634,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
8,98923797350800,1789740771780364926,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
9,98923797556607,1789740771780570152,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
10,98923822302960,1789740771805317016,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
11,98923822509068,1789740771805522653,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
12,98923847324582,1789740771830338467,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
13,98923847548192,1789740771830561587,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
14,98923872510372,1789740771855524408,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
15,98923872747768,1789740771855761594,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
16,98923897274669,1789740771880288565,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
17,98923897468033,1789740771880481468,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
18,98923922275962,1789740771905290569,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
19,98923922481870,1789740771905495374,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
20,98923947415465,1789740771930430002,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
21,98923947676426,1789740771930690171,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
22,98923972244565,1789740771955258400,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
23,98923972487602,1789740771955501036,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
24,98923997242431,1789740771980256928,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
25,98923997572522,1789740771980586177,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
26,98924022158093,1789740772005171969,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
27,98924022388517,1789740772005401911,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
28,98924047127757,1789740772030142023,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
29,98924047305431,1789740772030318926,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
30,98924072228107,1789740772055242934,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
31,98924072428584,1789740772055442048,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
32,98924097308448,1789740772080322404,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
33,98924097522240,1789740772080535585,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
45,98924122247805,1789740772105261961,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
46,98924122426241,1789740772105439806,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
58,98924147156374,1789740772130169789,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
59,98924147267784,1789740772130281018,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
71,98924172343326,1789740772155356861,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
72,98924172474363,1789740772155487597,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
88,98924197028375,1789740772180042010,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
89,98924197161295,1789740772180174679,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
105,98924222434890,1789740772205448234,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
106,98924222647800,1789740772205661405,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
122,98924248130990,1789740772231144424,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
123,98924248258570,1789740772231271974,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
138,98924273204108,1789740772256217613,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
139,98924273342638,1789740772256355913,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
159,98924298564697,1789740772281578252,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
160,98924298668402,1789740772281681736,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
179,98924323375942,1789740772306389417,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
180,98924323500727,1789740772306514062,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
198,98924349043799,1789740772332057204,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
199,98924349157984,1789740772332171298,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
219,98924372855655,1789740772355869090,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
220,98924372985540,1789740772355998854,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
238,98924398887076,1789740772381900500,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
239,98924398990230,1789740772382003494,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
259,98924422214952,1789740772405228567,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.006111535243690014}"
260,98924422323076,1789740772405336370,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
279,98924447721876,1789740772430735231,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.16278672218322754}"
280,98924447850728,1789740772430864223,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.003180626081302762}"
302,98924473762083,1789740772456775518,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.3138471841812134}"
303,98924473898620,1789740772456912155,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.00613213749602437}"
321,98924497452531,1789740772480465916,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.4663918912410736}"
325,98924499463954,1789740772482477278,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.009112648665904999}"
