event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
34,98924104110990,1789740772087125066,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
35,98924104890045,1789740772087903770,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
47,98924141580599,1789740772124595016,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
48,98924141936919,1789740772124950745,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
60,98924166758144,1789740772149772119,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
61,98924166985942,1789740772149999427,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
77,98924191870275,1789740772174884051,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
81,98924193267032,1789740772176280346,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
94,98924216446920,1789740772199461096,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
99,98924218479262,1789740772201492536,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
111,98924242229913,1789740772225244259,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
112,98924242454746,1789740772225468321,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
128,98924268070164,1789740772251084540,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
129,98924268317018,1789740772251330573,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
146,98924292515081,1789740772275529107,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
152,98924295228102,1789740772278241447,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
166,98924317373666,1789740772300387992,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
173,98924320278899,1789740772303292474,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
186,98924343496297,1789740772326510664,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
191,98924345700131,1789740772328713566,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
206,98924367077660,1789740772350091646,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
207,98924367272096,1789740772350285641,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
226,98924393124239,1789740772376138566,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
227,98924393493474,1789740772376507279,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
246,98924417027307,1789740772400041664,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
247,98924417269763,1789740772400283178,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
267,98924442765596,1789740772425779602,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
