event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
38,98924108446793,1789740772091460248,/autodrive/roboracer_1/left_encoder,JointState,1789740772084281950,,"{""position"":[0.0],""velocity"":[]}"
39,98924108732220,1789740772091745495,/autodrive/roboracer_1/right_encoder,JointState,1789740772084281950,,"{""position"":[0.0],""velocity"":[]}"
51,98924143546917,1789740772126560281,/autodrive/roboracer_1/left_encoder,JointState,1789740772123423733,,"{""position"":[0.0],""velocity"":[]}"
52,98924143722577,1789740772126736022,/autodrive/roboracer_1/right_encoder,JointState,1789740772123423733,,"{""position"":[0.0],""velocity"":[]}"
64,98924168775167,1789740772151788691,/autodrive/roboracer_1/left_encoder,JointState,1789740772148590918,,"{""position"":[0.0],""velocity"":[]}"
65,98924168978609,1789740772151991954,/autodrive/roboracer_1/right_encoder,JointState,1789740772148590918,,"{""position"":[0.0],""velocity"":[]}"
79,98924192940918,1789740772175954483,/autodrive/roboracer_1/left_encoder,JointState,1789740772173804611,,"{""position"":[0.0],""velocity"":[]}"
80,98924193149992,1789740772176163336,/autodrive/roboracer_1/right_encoder,JointState,1789740772173804611,,"{""position"":[0.0],""velocity"":[]}"
97,98924218119866,1789740772201133401,/autodrive/roboracer_1/left_encoder,JointState,1789740772198318918,,"{""position"":[0.0],""velocity"":[]}"
98,98924218334870,1789740772201348425,/autodrive/roboracer_1/right_encoder,JointState,1789740772198318918,,"{""position"":[0.0],""velocity"":[]}"
115,98924244196541,1789740772227209856,/autodrive/roboracer_1/left_encoder,JointState,1789740772224009658,,"{""position"":[0.0],""velocity"":[]}"
116,98924244448956,1789740772227462471,/autodrive/roboracer_1/right_encoder,JointState,1789740772224009658,,"{""position"":[0.0],""velocity"":[]}"
132,98924270573431,1789740772253586746,/autodrive/roboracer_1/left_encoder,JointState,1789740772249686391,,"{""position"":[0.0],""velocity"":[]}"
133,98924270837327,1789740772253850662,/autodrive/roboracer_1/right_encoder,JointState,1789740772249686391,,"{""position"":[0.0],""velocity"":[]}"
149,98924294434109,1789740772277447704,/autodrive/roboracer_1/left_encoder,JointState,1789740772274323510,,"{""position"":[0.0],""velocity"":[]}"
150,98924294657900,1789740772277671595,/autodrive/roboracer_1/right_encoder,JointState,1789740772274323510,,"{""position"":[0.0],""velocity"":[]}"
169,98924319205671,1789740772302219456,/autodrive/roboracer_1/left_encoder,JointState,1789740772299157298,,"{""position"":[0.0],""velocity"":[]}"
170,98924319420945,1789740772302434310,/autodrive/roboracer_1/right_encoder,JointState,1789740772299157298,,"{""position"":[0.0],""velocity"":[]}"
189,98924345271626,1789740772328285281,/autodrive/roboracer_1/left_encoder,JointState,1789740772325296951,,"{""position"":[0.0],""velocity"":[]}"
190,98924345524491,1789740772328538337,/autodrive/roboracer_1/right_encoder,JointState,1789740772325296951,,"{""position"":[0.0],""velocity"":[]}"
210,98924369074465,1789740772352087800,/autodrive/roboracer_1/left_encoder,JointState,1789740772348910956,,"{""position"":[0.0],""velocity"":[]}"
211,98924369267137,1789740772352280512,/autodrive/roboracer_1/right_encoder,JointState,1789740772348910956,,"{""position"":[0.0],""velocity"":[]}"
230,98924395527989,1789740772378541484,/autodrive/roboracer_1/left_encoder,JointState,1789740772374512859,,"{""position"":[0.0],""velocity"":[]}"
231,98924395830909,1789740772378844394,/autodrive/roboracer_1/right_encoder,JointState,1789740772374512859,,"{""position"":[0.0],""velocity"":[]}"
250,98924419228867,1789740772402242352,/autodrive/roboracer_1/left_encoder,JointState,1789740772398835986,,"{""position"":[0.0],""velocity"":[]}"
251,98924419495649,1789740772402509083,/autodrive/roboracer_1/right_encoder,JointState,1789740772398835986,,"{""position"":[0.0],""velocity"":[]}"
271,98924444710002,1789740772427723628,/autodrive/roboracer_1/left_encoder,JointState,1789740772424544670,,"{""position"":[0.0],""velocity"":[]}"
272,98924444930297,1789740772427943982,/autodrive/roboracer_1/right_encoder,JointState,1789740772424544670,,"{""position"":[0.0],""velocity"":[]}"
292,98924469288250,1789740772452301535,/autodrive/roboracer_1/left_encoder,JointState,1789740772449502371,,"{""position"":[0.0],""velocity"":[]}"
293,98924469460885,1789740772452474149,/autodrive/roboracer_1/right_encoder,JointState,1789740772449502371,,"{""position"":[0.0],""velocity"":[]}"
313,98924494510038,1789740772477523403,/autodrive/roboracer_1/left_encoder,JointState,1789740772474205914,,"{""position"":[0.0],""velocity"":[]}"
314,98924494762783,1789740772477776388,/autodrive/roboracer_1/right_encoder,JointState,1789740772474205914,,"{""position"":[0.0],""velocity"":[]}"
334,98924518362761,1789740772501376206,/autodrive/roboracer_1/left_encoder,JointState,1789740772498630653,,"{""position"":[0.0],""velocity"":[]}"
335,98924518541117,1789740772501554361,/autodrive/roboracer_1/right_encoder,JointState,1789740772498630653,,"{""position"":[0.0],""velocity"":[]}"
354,98924543526800,1789740772526540165,/autodrive/roboracer_1/left_encoder,JointState,1789740772523800133,,"{""position"":[0.0164],""velocity"":[]}"
355,98924543759618,1789740772526773033,/autodrive/roboracer_1/right_encoder,JointState,1789740772523800133,,"{""position"":[0.0164],""velocity"":[]}"
376,98924568978421,1789740772551992066,/autodrive/roboracer_1/left_encoder,JointState,1789740772548873211,,"{""position"":[0.0589],""velocity"":[]}"
377,98924569277453,1789740772552291018,/autodrive/roboracer_1/right_encoder,JointState,1789740772548873211,,"{""position"":[0.0622],""velocity"":[]}"
397,98924593418278,1789740772576431633,/autodrive/roboracer_1/left_encoder,JointState,1789740772573757674,,"{""position"":[0.1374],""velocity"":[]}"
