stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count
1788897789.221654,-0.018064,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1788897789.271969,0.032251,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.271969,0.032251,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.323230,0.083512,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.323230,0.083512,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.374842,0.135124,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.374842,0.135124,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.425174,0.185456,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.425174,0.185456,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.497005,0.257288,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.497005,0.257288,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.553288,0.313570,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.553288,0.313570,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.622101,0.382383,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.622101,0.382383,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
1788897789.674285,0.434567,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,0.000000,0
