event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
72,89786436885907,1789731634419899512,/cmd/speed,AckermannDriveStamped,1789731634416800689,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
73,89786437109697,1789731634420123392,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
83,89786457655072,1789731634440668356,/cmd/speed,AckermannDriveStamped,1789731634438562389,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
85,89786457928546,1789731634440941820,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
95,89786482305920,1789731634465319565,/cmd/speed,AckermannDriveStamped,1789731634463490789,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
97,89786482706763,1789731634465720018,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
107,89786506796467,1789731634489810032,/cmd/speed,AckermannDriveStamped,1789731634488299925,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
109,89786507254729,1789731634490268103,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
119,89786534049415,1789731634517063000,/cmd/speed,AckermannDriveStamped,1789731634515480687,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
121,89786534497347,1789731634517510872,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
133,89786556634442,1789731634539647747,/cmd/speed,AckermannDriveStamped,1789731634537634444,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
136,89786557196999,1789731634540210294,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""rejected\"",\""reason\"":\""MPC coherent control-time state unavailable\"",\""source_stamp_ns\"":0}""}"
148,89786582426285,1789731634565439519,/cmd/speed,AckermannDriveStamped,1789731634563104351,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
151,89786584227790,1789731634567241184,/mpc_shadow/diagnostics,String,,,"{""value"":""{\""status\"":\""accepted_optimal\"",\""source_stamp_ns\"":1789731634560795813,\""control_ros_stamp_ns\"":1789731634563214849,\""source_age_s\"":0.002419036,\""source_dt_s\"":0,\""pose_odom_skew_s\"":0.024913451,\""control_time_prediction\"":{\""mode\"":\""ct2\"",\""age_s\"":0.002419036,\""elapsed_us\"":80.181,\""command_changes_used\"":0,\""command_fallback\"":false,\""source_map_pose\"":[0.8006,3.1583,-1.57079633],\""predicted_map_pose\"":[0.800591601,3.15832703,-1.57062546],\""predicted_speed_state\"":[0,0,0],\""prediction_previous_command_rate\"":[0,0]},\""host_timing_ns\"":{\""callback\"":89786580198268,\""synchronize\"":89786580201855},\""observed_command\"":{\""stamp_ns\"":1789731634537634444,\""target_speed_mps\"":0,\""steering_rad\"":0,\""steering_rate_radps\"":0,\""target_speed_rate_mps2\"":0},\""progress_m\"":21.8056414,\""state\"":[0.165691748,-0.30120784,0,0,0,0,0,0,0],\""solver\"":{\""iterations\"":95,\""primal_residual\"":0.00977611542,\""dual_residual\"":0.00221633911,\""max_regularization\"":0,\""regularization_count\"":0,\""nonsmooth_columns\"":30,\""solve_us\"":2969.771},\""first_action\"":[0.000258672255,0.075000003,0.0103468895,3],\""predictions\"":[{\""n\"":1,\""s_m\"":21.8056414,\""state\"":[0.165691748,-0.30120787,0,0,0,0.075000003,0.000258672255],\""reference\"":[0,0,8.03457649,0,-0.41687694,-0.0172251019],\""input\"":[0.0103468895,3],\""corridor\"":[1.19587769,0.725]},{\""n\"":5,\""s_m\"":21.8099532,\""state\"":[0.164341271,-0.300977737,0.119578496,0,0.000289272226,0.375,0.00294561614],\""reference\"":[0,0,8.03535676,0,-0.414135118,-0.0171101723],\""input\"":[0.0380054675,3],\""corridor\"":[1.19318266,0.725]},{\""n\"":10,\""s_m\"":21.8411368,\""state\"":[0.154614002,-0.299084634,0.42124629,0,0.00708995294,0.74999994,0.0131386835],\""reference\"":[0,0,8.04098291,0,-0.394951626,-0.0163063269],\""input\"":[0.116939493,3],\""corridor\"":[1.18619258,0.7375]},{\""n\"":20,\""s_m\"":22.0262012,\""state\"":[0.0990140289,-0.27952382,1.14159572,0,0.1110643,1.50000024,0.0468926616],\""reference\"":[0,0,8.07408002,0,-0.256689629,-0.0105550189],\""input\"":[0.054234609,3],\""corridor\"":[1.125,0.791977849]},{\""n\"":30,\""s_m\"":22.391589,\""state\"":[0.00338737294,-0.228167862,1.88457215,0,0.138944373,2.25000072,0.0208143368],\""reference\"":[0,0,8.12829654,0,-0.829621952,-0.033874618],\""input\"":[-0.115144141,3],\""corridor\"":[1.04214462,0.895355376]}],\""diagnostic_publish_steady_ns\"":89786583728181}""}"
163,89786610839663,1789731634593853238,/cmd/speed,AckermannDriveStamped,1789731634591486952,,"{""acceleration_mps2"":0.0,""speed_mps"":0.0,""steering_angle_rad"":0.0}"
