event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
524,89787181325245,1789731635164339562,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06750000268220901}"
525,89787181497288,1789731635164510803,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.04800000041723251}"
546,89787206319128,1789731635189333284,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06909999996423721}"
547,89787206517341,1789731635189530896,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.050999999046325684}"
568,89787231375328,1789731635214389665,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.07020000368356705}"
569,89787231573230,1789731635214586735,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.05400000140070915}"
590,89787256737754,1789731635239752100,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.07119999825954437}"
591,89787256951906,1789731635239965421,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.05700000002980232}"
612,89787280999772,1789731635264033755,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.07169999927282333}"
613,89787281212522,1789731635264225806,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.05999999865889549}"
634,89787306522919,1789731635289536695,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0723000019788742}"
635,89787306676728,1789731635289690033,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06199999898672104}"
656,89787331166685,1789731635314180650,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0723000019788742}"
657,89787331330723,1789731635314344077,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06199999898672104}"
678,89787355521076,1789731635338535052,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0723000019788742}"
679,89787355704771,1789731635338718376,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06300000101327896}"
700,89787381444526,1789731635364458501,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06300000101327896}"
706,89787383546225,1789731635366559469,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.07169999927282333}"
722,89787406108920,1789731635389122926,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.07020000368356705}"
723,89787406276595,1789731635389289929,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06400000303983688}"
744,89787431091231,1789731635414105618,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06909999996423721}"
745,89787431353223,1789731635414366969,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06400000303983688}"
766,89787455956813,1789731635438970689,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06700000166893005}"
767,89787456130459,1789731635439144325,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06499999761581421}"
788,89787481532760,1789731635464546936,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06499999761581421}"
796,89787484153795,1789731635467167219,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0649000033736229}"
810,89787508095431,1789731635491109206,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06340000033378601}"
811,89787508314652,1789731635491328147,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06499999761581421}"
832,89787531440846,1789731635514454822,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.06019999831914902}"
833,89787531599865,1789731635514613510,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.06599999964237213}"
