event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
527,89787182629896,1789731635165643542,/autodrive/roboracer_1/imu,Imu,1789731635163298896,,"{""angular_velocity_x_radps"":0.0023,""angular_velocity_y_radps"":-0.0035,""ax_mps2"":1.9541,""ay_mps2"":0.325,""az_mps2"":0.0446,""orientation_w"":0.7217,""orientation_x"":0.0073,""orientation_y"":0.0064,""orientation_z"":-0.6921,""yaw_rate_radps"":0.2266}"
549,89787207666289,1789731635190679824,/autodrive/roboracer_1/imu,Imu,1789731635188352010,,"{""angular_velocity_x_radps"":0.0028,""angular_velocity_y_radps"":-0.0028,""ax_mps2"":1.9855,""ay_mps2"":0.3675,""az_mps2"":0.0402,""orientation_w"":0.7238,""orientation_x"":0.0073,""orientation_y"":0.0063,""orientation_z"":-0.6899,""yaw_rate_radps"":0.2464}"
571,89787232663679,1789731635215677094,/autodrive/roboracer_1/imu,Imu,1789731635213279168,,"{""angular_velocity_x_radps"":0.0032,""angular_velocity_y_radps"":-0.0022,""ax_mps2"":2.0113,""ay_mps2"":0.4093,""az_mps2"":0.0413,""orientation_w"":0.726,""orientation_x"":0.0072,""orientation_y"":0.0061,""orientation_z"":-0.6876,""yaw_rate_radps"":0.2649}"
593,89787258221712,1789731635241235317,/autodrive/roboracer_1/imu,Imu,1789731635238587793,,"{""angular_velocity_x_radps"":0.0038,""angular_velocity_y_radps"":-0.0015,""ax_mps2"":2.0332,""ay_mps2"":0.4555,""az_mps2"":0.0401,""orientation_w"":0.7284,""orientation_x"":0.0072,""orientation_y"":0.006,""orientation_z"":-0.6851,""yaw_rate_radps"":0.2839}"
615,89787282390525,1789731635265404020,/autodrive/roboracer_1/imu,Imu,1789731635262886379,,"{""angular_velocity_x_radps"":0.0042,""angular_velocity_y_radps"":-0.0009,""ax_mps2"":2.0534,""ay_mps2"":0.5,""az_mps2"":0.0406,""orientation_w"":0.7309,""orientation_x"":0.0072,""orientation_y"":0.0058,""orientation_z"":-0.6824,""yaw_rate_radps"":0.3011}"
637,89787307828032,1789731635290841506,/autodrive/roboracer_1/imu,Imu,1789731635288422421,,"{""angular_velocity_x_radps"":0.004,""angular_velocity_y_radps"":0.0079,""ax_mps2"":1.7238,""ay_mps2"":0.5302,""az_mps2"":0.032,""orientation_w"":0.7336,""orientation_x"":0.0073,""orientation_y"":0.0058,""orientation_z"":-0.6796,""yaw_rate_radps"":0.3161}"
659,89787332360578,1789731635315374123,/autodrive/roboracer_1/imu,Imu,1789731635313181032,,"{""angular_velocity_x_radps"":0.0025,""angular_velocity_y_radps"":0.0282,""ax_mps2"":0.8797,""ay_mps2"":0.522,""az_mps2"":0.0218,""orientation_w"":0.7363,""orientation_x"":0.0075,""orientation_y"":0.0059,""orientation_z"":-0.6766,""yaw_rate_radps"":0.3229}"
681,89787356766857,1789731635339780482,/autodrive/roboracer_1/imu,Imu,1789731635337546104,,"{""angular_velocity_x_radps"":0.0018,""angular_velocity_y_radps"":0.0288,""ax_mps2"":0.7971,""ay_mps2"":0.5365,""az_mps2"":0.0116,""orientation_w"":0.739,""orientation_x"":0.0078,""orientation_y"":0.0061,""orientation_z"":-0.6736,""yaw_rate_radps"":0.3288}"
702,89787382613402,1789731635365626997,/autodrive/roboracer_1/imu,Imu,1789731635363497556,,"{""angular_velocity_x_radps"":0.0005,""angular_velocity_y_radps"":0.0348,""ax_mps2"":0.4241,""ay_mps2"":0.5293,""az_mps2"":0.0082,""orientation_w"":0.7417,""orientation_x"":0.0081,""orientation_y"":0.0063,""orientation_z"":-0.6707,""yaw_rate_radps"":0.3296}"
725,89787407400547,1789731635390414001,/autodrive/roboracer_1/imu,Imu,1789731635388225700,,"{""angular_velocity_x_radps"":-0.0003,""angular_velocity_y_radps"":0.0287,""ax_mps2"":0.5444,""ay_mps2"":0.5302,""az_mps2"":0.0076,""orientation_w"":0.7445,""orientation_x"":0.0083,""orientation_y"":0.0066,""orientation_z"":-0.6675,""yaw_rate_radps"":0.3264}"
747,89787432404338,1789731635415417843,/autodrive/roboracer_1/imu,Imu,1789731635413045846,,"{""angular_velocity_x_radps"":-0.0013,""angular_velocity_y_radps"":0.0316,""ax_mps2"":0.2808,""ay_mps2"":0.5229,""az_mps2"":0.006,""orientation_w"":0.7472,""orientation_x"":0.0086,""orientation_y"":0.0068,""orientation_z"":-0.6645,""yaw_rate_radps"":0.3238}"
769,89787457149484,1789731635440162979,/autodrive/roboracer_1/imu,Imu,1789731635438025963,,"{""angular_velocity_x_radps"":-0.002,""angular_velocity_y_radps"":0.0239,""ax_mps2"":0.4835,""ay_mps2"":0.5197,""az_mps2"":0.0073,""orientation_w"":0.7498,""orientation_x"":0.0088,""orientation_y"":0.0071,""orientation_z"":-0.6616,""yaw_rate_radps"":0.3171}"
