simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
8.613001,8.63800049,8614.0,8639.0,25.0,0.024999489999999014,0.8034,3.1587,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8034,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.63800049,8.663,8639.0,8664.0,25.0,0.02499951000000067,0.8034,3.1587,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8034,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.663,8.688001,8664.0,8689.0,25.0,0.025000999999999607,0.8034,3.1587,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.688001,8.713,8689.0,8714.0,25.0,0.024998999999999327,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.713,8.738001,8714.0,8739.0,25.0,0.025001000000001383,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.738001,8.76300049,8739.0,8764.0,25.0,0.024999489999999014,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.76300049,8.788,8764.0,8789.0,25.0,0.02499951000000067,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.788,8.813001,8789.0,8814.0,25.0,0.025000999999999607,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.813001,8.838,8814.0,8839.0,25.0,0.024998999999999327,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.838,8.863001,8839.0,8864.0,25.0,0.025001000000001383,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,3.1587,-1.5707963267948968,0.0,0.0,0.0
