s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,0.52276735,0.073926991,2.23299629,2.91088654,2.57878551,0.372599435,-0.313732723,2.99999918,1.8809450,2.7972800
0.13977683,-2.73809791,4.19244938,0.762704123,0.52973442,0.085211874,2.32998001,2.78972317,2.69462307,0.345045145,-1.174329002,2.99999908,1.7775731,2.8234568
0.27955365,-2.86253205,4.12890605,0.898978337,0.53545240,0.059525761,2.41721023,2.68904936,2.79351301,0.320965796,-0.200392121,2.99999891,1.6569652,2.6049405
0.41933048,-2.97800675,4.05028795,1.026418737,0.53755411,-0.001866538,2.49252763,2.60779406,2.87628413,0.304777723,-1.048483698,2.99999869,1.5266775,2.2669155
0.55910731,-3.08107931,3.95602634,1.111314636,0.53493127,-0.090235690,2.55848634,2.54056268,2.94735731,0.288674494,-0.263017144,2.99999851,1.4165705,1.9541775
0.69888413,-3.16841323,3.84703532,1.123478921,0.52686168,-0.190683682,2.62115867,2.47981874,3.01397007,0.277873228,-0.710709760,2.99999849,1.3418688,1.6798766
0.83866096,-3.23776367,3.72579762,1.055741520,0.51193325,-0.285402345,2.68829348,2.41788887,3.08456548,0.263495504,-0.522233771,2.99999864,1.3075699,1.4265528
0.97843779,-3.28864640,3.59570342,0.934842002,0.48821262,-0.359940634,2.76638855,2.34963321,3.16593641,0.251375401,-0.382881117,2.99999882,1.3865941,1.2377330
1.11821461,-3.32218516,3.46007457,0.796569381,0.45465518,-0.407834093,2.85829175,2.27408411,3.26092437,0.235444851,-0.606994592,2.99999895,1.3334223,1.1210125
1.25799144,-3.34042296,3.32153591,0.666828277,0.41214018,-0.430187816,2.96294818,2.19376035,3.36835109,0.221306924,-0.203274690,2.99999901,1.3186214,1.0483448
1.39776827,-3.34563110,3.18188508,0.550950418,0.36312674,-0.431752675,3.07704629,2.11241363,3.48482375,0.205371053,-0.605377882,2.99999901,1.3142535,1.0045077
1.53754510,-3.33991063,3.04224505,0.470446056,0.31076996,-0.419315584,3.19639677,2.03353904,3.60615360,0.192149024,-0.054393264,2.99999895,0.9861462,0.9803019
1.67732192,-3.32603850,2.90316091,0.003550517,0.25734107,-0.366861528,3.32352142,1.95575380,3.73499046,0.177757474,-0.590033959,2.99999894,0.9761868,0.9709849
1.81709875,-3.31097155,2.76419878,-0.000734019,0.21015707,-0.283347924,3.45282275,1.88251664,3.86576551,0.166321020,0.087426030,2.99999872,1.0293573,0.9660055
1.95687558,-3.29617750,2.62520713,-0.012285094,0.17513916,-0.206395054,3.57491251,1.81601634,3.98906969,0.153743105,-0.720466665,2.99999846,1.0277276,0.9599361
2.09665240,-3.28163043,2.48618935,-0.012495060,0.15099218,-0.134606128,3.69133756,1.76087747,4.10654524,0.148420060,0.475303050,2.99999812,1.0168000,0.9529218
2.23642923,-3.26732399,2.34714661,-0.012739686,0.13667207,-0.068989073,3.80317890,1.63377723,4.21932766,0.098474490,-3.199823605,2.99999769,1.0025036,0.9464611
2.37620606,-3.25326293,2.20807884,-0.012858027,0.13078626,-0.014971973,3.91136966,1.23358872,4.32838439,-0.017848186,-3.199924693,2.99999710,0.9887759,0.9388558
2.51598288,-3.23945131,2.06898607,-0.012703205,0.13099471,0.017949096,4.01655315,0.51935434,4.43438006,-0.130907107,-3.199890810,2.99999625,0.9797756,0.9317042
2.65575971,-3.22589253,1.92986844,-0.013142846,0.13380612,0.022203527,4.11908021,-0.38851902,4.53767856,-0.230244190,-2.562024338,2.99999494,0.9788049,0.9239266
2.79553654,-3.21259063,1.79072600,-0.013490761,0.13519976,-0.002301100,4.21912900,-1.19077384,4.63846615,-0.220700431,3.199823990,2.99999269,0.9759661,0.9328725
2.93531336,-3.19954955,1.65155888,-0.013641358,0.13191323,-0.044610212,4.31690546,-1.50569244,4.73695484,-0.115654717,3.199612229,2.99998810,0.9756792,1.0176639
3.07509019,-3.18677386,1.51236714,-0.013677831,0.12242717,-0.090610401,4.41270795,-1.47301607,4.83344807,-0.096620442,-2.065972249,2.99997400,0.9735033,1.0415481
3.21486702,-3.17426624,1.37315106,-0.014846175,0.10658539,-0.134627529,4.50114400,-1.43663648,4.84181436,-0.104428087,1.599591303,-2.51206943,0.9734570,1.0655881
3.35464384,-3.16202910,1.23391097,-0.020263214,0.08458333,-0.176978127,4.55722048,-1.42630645,4.67754559,-0.100495955,-1.356602717,-7.99996861,0.9733126,1.0856284
3.49442067,-3.15004414,1.09464922,-0.033891029,0.05655488,-0.217947550,4.55223807,-1.42786408,4.42666262,-0.107410951,0.904866430,-7.99998273,0.9741435,0.8759137
3.63419750,-3.13952295,0.95527162,-0.494782615,0.02470954,-0.226967146,4.48396656,-1.44960819,4.17108877,-0.111950522,-1.160777051,-7.99998714,0.9703806,0.8679428
3.77397433,-3.13663577,0.81553993,-0.470072911,-0.00628286,-0.207285777,4.36620025,-1.48870683,3.91108395,-0.123385917,0.451300515,-7.99998834,0.9672108,0.8563205
3.91375115,-3.14298246,0.67592597,-0.505949463,-0.03407542,-0.188999824,4.20975664,-1.54403126,3.64772718,-0.133022484,-1.023207296,-7.99998753,0.9767088,0.8397537
4.05352798,-3.15919136,0.53711348,-0.536248066,-0.05879115,-0.169413719,4.02117814,-1.61644074,3.37822581,-0.150769937,-0.043968871,-7.99998182,1.0012480,0.8185975
4.19330481,-3.18573984,0.39990509,-0.559239212,-0.08050661,-0.150742027,3.80632064,-1.70768507,3.12624501,-0.167956584,-0.926712403,-6.50488882,0.9942780,0.7927722
4.33308163,-3.22290092,0.26518499,-0.572284181,-0.09964781,-0.135776990,3.57499320,-1.81818469,2.90076186,-0.193880273,-0.509946325,-5.91836375,1.0339942,0.7683229
4.47285846,-3.27069327,0.13386060,-0.575103505,-0.11703239,-0.127873213,3.33290069,-1.95025251,2.65861437,-0.221310659,-0.909914349,-6.69573512,1.0680260,1.0689986
4.61263529,-3.32886310,0.00679150,-0.566562284,-0.13393939,-0.131252006,3.07744256,-2.11214303,2.42199303,-0.263035578,-1.123474243,-4.94074661,1.1076522,1.0588508
4.75241211,-3.39689418,-0.11528408,-0.548852036,-0.15224815,-0.151569765,2.80407719,-2.31805273,2.13256198,-0.314608360,-1.202729575,-7.99972065,1.1380960,2.5546957
4.89218894,-3.47406921,-0.23179724,-0.522207749,-0.17465705,-0.196233436,2.52620442,-2.57302985,2.02462181,-0.382136747,-1.550203350,2.99999248,1.1821444,3.5813529
5.03196577,-3.55953061,-0.34237931,-0.489484826,-0.20464944,-0.269434076,2.33245167,-2.78676700,2.18543713,-0.405143682,0.598155742,2.99999766,1.2437719,3.6880447
5.17174259,-3.65236745,-0.44685010,-0.449616589,-0.24579203,-0.365304588,2.27545987,-2.85656525,2.35709965,-0.394059591,-0.193061383,2.99999877,1.3232709,3.8014457
5.31151942,-3.75166903,-0.54520133,-0.532233371,-0.29868995,-0.460001688,2.31204566,-2.81136293,2.52996402,-0.367212897,1.145284297,2.99999914,1.4230536,3.9375830
5.45129625,-3.85869775,-0.63502762,-0.890750395,-0.35409438,-0.502330876,2.39197070,-2.71742440,2.68354403,-0.336645678,-0.084414313,2.99999918,1.5796882,4.3780466
5.59107307,-3.97611118,-0.71071794,-1.130333905,-0.39977097,-0.468646794,2.47529801,-2.62594606,2.80404755,-0.314027354,1.414993727,2.99999907,1.8481302,4.0837197
