s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,-1.17787315,0.270070142,2.56726285,2.52770914,2.83006134,0.293288988,-0.400634168,1.97540742,1.8809450,2.7972800
0.13977683,-2.73809791,4.19244938,0.762704123,-1.08725213,0.415400971,2.75108349,2.32309815,3.03793761,0.254876301,-0.362183060,2.14940047,1.7775731,2.8234568
0.27955365,-2.86253205,4.12890605,0.898978337,-0.95549038,0.525677137,2.95461380,2.13346292,3.26148128,0.217862638,-0.366235075,2.25016022,1.6569652,2.6049405
0.41933048,-2.97800675,4.05028795,1.026418737,-0.79468815,0.592571959,3.16609346,1.92583384,3.48562658,0.178520884,-0.428385009,2.27210161,1.5266775,2.2669155
0.55910731,-3.08107931,3.95602634,1.111314636,-0.62686398,0.607367386,3.36653677,1.66042125,3.69015691,0.132251058,-0.595299789,2.20995657,1.4165705,1.9541775
0.69888413,-3.16841323,3.84703532,1.123478921,-0.47575831,0.569977754,3.53965701,1.32448687,3.85914916,0.082086240,-0.684515110,2.06348019,1.3418688,1.6798766
0.83866096,-3.23776367,3.72579762,1.055741520,-0.35532352,0.493858970,3.67958484,0.96388017,3.98831677,0.039688982,-0.600097163,1.85298687,1.3075699,1.4265528
0.97843779,-3.28864640,3.59570342,0.934842002,-0.26675885,0.399322442,3.79010190,0.64140482,4.08376420,0.011558637,-0.413552486,1.62055542,1.3865941,1.2377330
1.11821461,-3.32218516,3.46007457,0.796569381,-0.20452138,0.302827515,3.87852958,0.38810022,4.15507957,-0.003553499,-0.215672942,1.40377041,1.3334223,1.1210125
1.25799144,-3.34042296,3.32153591,0.666828277,-0.16236211,0.213131571,3.95130346,0.20595080,4.21031405,-0.009790359,-0.072433413,1.21821893,1.3186214,1.0483448
