# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
3.4733788,-3.2172950,0.5460782,-1.89329164,-0.40198188,4.0211781,-5.9555774,1.060039,0.759806
3.6095306,-3.2641318,0.4182360,-1.95124752,-0.44864457,3.8063206,-6.3801801,1.074785,0.712266
3.7435206,-3.3178326,0.2954779,-2.01546155,-0.50858410,3.5749932,-6.3513543,1.133642,0.668675
3.8757148,-3.3789718,0.1782716,-2.08789966,-0.58515170,3.3329007,-6.2844016,1.185058,0.951966
4.0065331,-3.4483290,0.0673528,-2.17122732,-0.68633061,3.0774426,-6.2137542,1.241592,0.924911
4.1364152,-3.5269076,-0.0360627,-2.26961919,-0.82667222,2.8040772,-6.1381537,1.290344,2.402448
4.2658861,-3.6159983,-0.1300072,-2.38919913,-1.01853588,2.5262044,-5.3071597,1.356801,3.406696
4.3957353,-3.7169763,-0.2116420,-2.53321390,-1.19478017,2.3324517,-2.0631507,1.448421,3.483395
4.5271922,-3.8306563,-0.2776556,-2.69533301,-1.25537931,2.2754599,0.0245078,1.569063,3.555654
4.6605231,-3.9548210,-0.3262380,-2.85363610,-1.21596341,2.3120457,1.2642496,1.721744,3.638893
4.7784885,-4.0701568,-0.3510067,-3.00393928,-1.13606090,2.3919707,1.9304538,1.933783,4.023952
4.8762547,-4.1675309,-0.3597545,-3.11092551,-1.06086057,2.4752980,2.2639633,2.247901,3.683949
4.9497938,-4.2410666,-0.3590522,3.09519992,-1.00420094,2.5441713,2.4381072,2.725459,3.257674
5.0030884,-4.2941766,-0.3546196,3.03967990,-0.96403817,2.5966264,2.5351287,3.315064,2.472880
5.0488146,-4.3395231,-0.3487399,2.99320937,-0.93081506,2.6425606,2.6025170,2.568826,0.850244
5.0990867,-4.3890883,-0.3403385,2.95866905,-0.89915866,2.6886758,2.6586537,2.558529,1.212279
5.1395038,-4.4286840,-0.3322320,2.91977540,-0.87231039,2.7297389,2.7011632,3.393399,1.128326
5.1798181,-4.4680259,-0.3234303,2.88086163,-0.84648717,2.7710632,2.7370954,2.473416,3.198909
5.2425155,-4.5284119,-0.3065638,2.82703646,-0.80955825,2.8335612,2.7815557,2.011486,2.793999
5.3434989,-4.6230875,-0.2714329,2.74942650,-0.75627974,2.9316723,2.8346627,1.729827,2.641275
5.4850203,-4.7506972,-0.2102438,2.63770137,-0.69069831,3.0676970,2.8852423,1.520777,2.662422
5.6611114,-4.8981574,-0.1139966,2.55134540,-0.62457389,3.2260022,2.9226629,1.360522,2.792411
5.8341940,-5.0368560,-0.0104576,2.44561433,-0.56888054,3.3802283,2.9448542,1.225908,2.919714
5.9980039,-5.1578143,0.1000085,2.35550395,-0.52443220,3.5205600,2.9572244,1.105139,2.802403
6.1555750,-5.2646783,0.2158046,2.27556324,-0.48767415,3.6508297,2.9646215,0.997159,1.061412
6.3087681,-5.3596841,0.3359796,2.20316412,-0.45650884,3.7733887,2.9692614,0.910168,1.098522
6.4588052,-5.4443253,0.4598625,2.13665483,-0.42959098,3.8898113,2.9722759,0.832548,1.136959
6.6065333,-5.5196650,0.5869355,2.07491185,-0.40600181,4.0012122,2.9742883,0.767368,1.192738
6.7525798,-5.5865007,0.7167915,2.01710710,-0.38508713,4.1084210,2.9756612,0.708525,1.239047
6.8974029,-5.6454462,0.8490758,1.96268358,-0.36636683,4.2120752,2.9766147,0.660441,1.276095
7.0413863,-5.6970470,0.9834952,1.91188787,-0.33876917,4.3126725,2.9772867,0.617693,1.306306
7.1848500,-5.7420862,1.1197057,1.86835090,-0.26762178,4.4106315,2.9777666,0.584526,1.329306
7.3280646,-5.7820231,1.2572392,1.83843479,-0.15020648,4.5063084,2.9781131,0.554202,1.347075
7.4712427,-5.8189595,1.3955710,1.82501590,-0.03713492,4.5999705,2.9783655,0.529203,1.362399
7.6144988,-5.8549659,1.5342283,1.82470031,0.03264514,4.6918214,2.9785510,0.502896,1.375952
7.7579329,-5.8914405,1.6729472,1.83111354,0.05652755,4.7820282,2.9786881,0.478751,1.391127
7.9016157,-5.9289283,1.8116534,1.83839510,0.04465113,4.8707193,2.9787902,0.451477,1.407995
8.0455913,-5.9672206,1.9504434,1.84163931,0.00118716,4.9579838,2.9788666,0.425404,1.425019
8.1897843,-6.0054414,2.0894787,1.83651133,-0.07178267,5.0438718,2.9789240,0.397395,1.441040
8.3340628,-6.0421783,2.2290017,1.81999898,-0.15699751,5.1283801,2.9789673,0.372987,1.456486
8.4782727,-6.0758599,2.3692231,1.79304831,-0.21679579,5.2114856,2.9790001,0.350105,1.468257
8.6223310,-6.1053482,2.5102311,1.76080055,-0.23166608,5.2932212,2.9790250,0.333023,1.476132
8.7662683,-6.1302099,2.6520050,1.72797716,-0.22509700,5.3736460,2.9790440,0.319108,1.479583
8.9101495,-6.1504608,2.7944539,1.69605763,-0.21849488,5.4528362,2.9790585,0.311167,1.477909
9.0540213,-6.1662188,2.9374601,1.66503585,-0.21248165,5.5308836,2.9790696,0.306852,1.472996
9.1979212,-6.1775960,3.0809096,1.63485250,-0.20668620,5.6078578,2.9790782,0.307779,1.464176
9.3421869,-6.1847602,3.2249973,1.60607100,-0.20117665,5.6841667,2.9790847,0.312254,1.450123
9.4880791,-6.1877709,3.3708584,1.57652986,-0.19591656,5.7599666,2.9790897,0.321476,1.431638
9.6340111,-6.1865476,3.5167853,1.54825342,-0.19091389,5.8349478,2.9790935,0.334683,1.409968
9.7800130,-6.1812483,3.6626910,1.52072769,-0.18615741,5.9090262,2.9790962,0.352398,1.383408
9.9260742,-6.1719795,3.8084578,1.49387365,-0.18162980,5.9822178,2.9790980,0.373758,1.353807
10.0722034,-6.1588412,3.9539952,1.46763764,-0.17731612,6.0545543,2.9790991,0.399048,1.321452
10.2183666,-6.1419287,4.0991766,1.44203625,-0.17320054,6.1260585,2.9790994,0.427544,1.285125
10.3645783,-6.1213415,4.2439317,1.41697946,-0.16927170,6.1967534,2.9790987,0.459066,1.243930
10.5108033,-6.0971713,4.3881453,1.39252138,-0.16551545,6.2666644,2.9790966,0.496154,1.200445
10.6570464,-6.0695157,4.5317496,1.36854722,-0.16192335,6.3358038,2.9790913,0.535540,1.157191
10.8032806,-6.0384649,4.6746492,1.34509196,-0.15864281,6.4009648,2.6948030,0.579969,1.119804
10.9494973,-6.0041033,4.8167710,1.32205379,-0.15653241,6.4439827,1.0785678,0.626618,1.087401
11.0956828,-5.9664967,4.9580364,1.29919531,-0.15628033,6.4491645,-0.6224619,0.677717,1.059798
11.2418435,-5.9256712,5.0983797,1.27620627,-0.15773886,6.4192929,-2.0045600,0.730899,1.031511
11.3879799,-5.8816172,5.2377178,1.25292488,-0.16066828,6.3604910,-3.1324400,0.788925,0.999768
11.5341138,-5.8342957,5.3759777,1.22913562,-0.16495565,6.2773012,-4.0552733,0.849489,0.967730
11.6802711,-5.7836397,5.5130759,1.20461393,-0.17056929,6.1731304,-4.8112367,0.914494,0.937210
11.8264954,-5.7295474,5.6489272,1.17911599,-0.17755273,6.0505229,-5.4305778,0.982414,0.912511
11.9728389,-5.6718871,5.7834326,1.15250131,-0.18601147,5.9113435,-5.9375592,1.054864,0.887575
12.1193746,-5.6104944,5.9164876,1.12450525,-0.19612637,5.7568991,-6.3518351,1.131152,0.860579
12.2661971,-5.5451610,6.0479730,1.09481622,-0.20815203,5.5881226,-6.6804802,1.211940,0.830715
12.4134277,-5.4756266,6.1777491,1.06307697,-0.22235448,5.4067175,-6.8579233,1.297769,0.794668
12.5612315,-5.4015739,6.3056636,1.02899583,-0.23886126,5.2165519,-6.8053310,1.386826,0.753519
12.7098071,-5.3226122,6.4315198,0.99205976,-0.25796344,5.0196977,-6.7508913,1.476969,0.712030
12.8593841,-5.2383642,6.5551141,0.95221642,-0.28033271,4.8152586,-6.6943530,1.553437,0.681672
13.0101575,-5.1490108,6.6765578,0.91229618,-0.30670301,4.6036005,-6.6358182,1.615295,0.660726
13.1451686,-5.0649277,6.7821894,0.86909353,-0.33478230,4.4063119,-6.5812560,1.673444,0.634095
13.2636563,-4.9872029,6.8716220,0.83134447,-0.36356434,4.2283021,-6.5320260,1.731558,0.602158
13.3736123,-4.9114765,6.9513456,0.78983701,-0.39517629,4.0556553,-6.4842790,1.804817,0.570265
13.4752025,-4.8384596,7.0219790,0.74790461,-0.42856829,3.8944545,-6.1180828,1.873632,0.540145
13.5693907,-4.7680563,7.0845474,0.70593799,-0.45825730,3.7661858,-4.2676719,1.903481,0.512541
13.6577724,-4.6995848,7.1404309,0.66421416,-0.47960364,3.6814204,-2.8395683,1.928013,0.487744
13.7423645,-4.6318829,7.1911485,0.62278193,-0.49370896,3.6284480,-1.7193459,1.968795,0.465348
13.8253232,-4.5634854,7.2380946,0.58126251,-0.50175799,3.5992292,-0.8223958,2.028181,0.444734
13.9086708,-4.4928546,7.2823451,0.53909536,-0.50470472,3.5887050,-0.0906218,2.108850,0.424930
13.9940811,-4.4186094,7.3245657,0.49592110,-0.50326318,3.5938428,0.5131860,2.199366,0.405143
14.0827393,-4.3396922,7.3649681,0.45143833,-0.49800990,3.6127467,1.0129509,2.220280,0.384611
14.1751915,-4.2555582,7.4032939,0.40480806,-0.48947776,3.6440991,1.4257467,2.209937,0.363060
14.2760978,-4.1618058,7.4406112,0.35646144,-0.47783662,3.6882203,1.7715831,2.211519,0.339446
14.3803298,-4.0632509,7.4745413,0.30611388,-0.46417895,3.7420875,2.0492004,2.211947,0.319308
14.4836030,-3.9640749,7.5033416,0.25886315,-0.44989305,3.8010355,2.2571576,2.166038,0.307823
14.5862903,-3.8642380,7.5273682,0.21336239,-0.43543197,3.8636387,2.4154893,2.093163,0.302546
14.6887865,-3.7636135,7.5468663,0.16942403,-0.42110984,3.9287905,2.5370632,2.010942,0.300000
14.7914839,-3.6620403,7.5620204,0.12685695,-0.40710825,3.9957813,2.6311347,1.942730,0.302279
14.8947879,-3.5593170,7.5729584,0.08547348,-0.39352020,4.0641810,2.7044404,1.891264,0.312120
14.9990446,-3.4552815,7.5797458,0.04505908,-0.38039006,4.1337298,2.7619013,1.844200,0.324312
15.1045870,-3.3497724,7.5823994,0.00549596,-0.36773444,4.2042583,2.8071471,1.800033,0.331482
15.2116962,-3.2426738,7.5808947,-0.03325287,-0.35555963,4.2756331,2.8428840,1.759168,0.332217
15.3205446,-3.1339754,7.5751825,-0.07133923,-0.34385861,4.3477702,2.8711749,1.724959,0.329015
15.4312777,-3.0236936,7.5651957,-0.10890206,-0.33261994,4.4206132,2.8936073,1.701642,0.324315
15.5438219,-2.9120644,7.5508734,-0.14657117,-0.32181769,4.4941914,2.9114237,1.685631,0.323954
15.6631131,-2.7944505,7.5309391,-0.18637818,-0.31100064,4.5716820,2.9260569,1.671344,0.329905
15.7878173,-2.6723612,7.5055356,-0.22561478,-0.30043783,4.6513520,2.9378468,1.656531,0.338882
15.9117310,-2.5521111,7.4756275,-0.26204186,-0.29064915,4.7290306,2.9467751,1.646193,0.346356
16.0350926,-2.4335394,7.4415856,-0.29731230,-0.28148707,4.8053746,2.9536477,1.641414,0.350583
16.1579572,-2.3166913,7.4036088,-0.33135350,-0.27290178,4.8803781,2.9589644,1.642365,0.350288
16.2803197,-2.2016519,7.3619134,-0.36427816,-0.26484243,4.9540757,2.9630993,1.648667,0.351759
16.4022128,-2.0884575,7.3166921,-0.39607209,-0.25726674,5.0264901,2.9663304,1.660054,0.363443
16.5236601,-1.9771431,7.2681275,-0.42684582,-0.25013086,5.0976818,2.9688679,1.667635,0.382421
16.6446861,-1.8677328,7.2163905,-0.45674757,-0.24339649,5.1677261,2.9708706,1.660173,0.402250
16.7653786,-1.7601906,7.1616060,-0.48572612,-0.23702928,5.2366712,2.9724580,1.646431,0.420551
16.8858024,-1.6544940,7.1038989,-0.51388179,-0.23099799,5.3045987,2.9737219,1.637484,0.436253
17.0060453,-1.5505984,7.0433674,-0.54131053,-0.22527102,5.3715990,2.9747327,1.632162,0.449158
17.1262274,-1.4484332,6.9800742,-0.56806674,-0.21982270,5.4377641,2.9755444,1.632777,0.459392
17.2464600,-1.3479356,6.9140735,-0.59423179,-0.21462674,5.5031871,2.9761987,1.634416,0.467126
17.3669040,-1.2490056,6.8453740,-0.61977285,-0.20966325,5.5679519,2.9767280,1.632556,0.472798
17.4876975,-1.1515632,6.7739874,-0.64478174,-0.20490948,5.6321618,2.9771577,1.634575,0.478216
17.6090027,-1.0555159,6.6998938,-0.66933867,-0.20034785,5.6959253,2.9775077,1.640701,0.487098
17.7309581,-0.9607974,6.6230724,-0.69354130,-0.19595972,5.7593398,2.9777935,1.652600,0.501300
17.8537412,-0.8673215,6.5434612,-0.71737492,-0.19173244,5.8224909,2.9780275,1.669391,0.518741
17.9774728,-0.7750493,6.4610272,-0.74092768,-0.18765126,5.8854591,2.9782194,1.691636,0.536218
18.1023090,-0.6839252,6.3757016,-0.76412568,-0.18370755,5.9483033,2.9783771,1.719742,0.552002
18.2283578,-0.5939300,6.2874453,-0.78701166,-0.17988981,6.0110839,2.9785069,1.751569,0.565871
18.3557018,-0.5050642,6.1962348,-0.80972583,-0.17619060,6.0738664,2.9786137,1.769316,0.577816
18.4844298,-0.4173381,6.1020275,-0.83218588,-0.17260205,6.1366743,2.9787017,1.741158,0.588116
18.6145819,-0.3307881,6.0048231,-0.85390109,-0.16912489,6.1994453,2.9787741,1.696024,0.598143
18.7473704,-0.2447826,5.9036509,-0.87751300,-0.16570368,6.2631093,2.9788345,1.654685,0.611703
18.8844513,-0.1583617,5.7972431,-0.89793039,-0.16233962,6.3276774,2.9788848,1.616985,0.633287
19.0218162,-0.0739444,5.6888788,-0.91982831,-0.15908856,6.3919967,2.9789258,1.580921,0.662894
19.1595494,0.0083231,5.5784138,-0.94155581,-0.15595640,6.4558730,2.9789593,1.539789,0.693947
19.2976685,0.0884158,5.4658881,-0.96288389,-0.15293627,6.5192963,2.9789865,1.495026,0.722980
19.4361873,0.1663348,5.3513626,-0.98386792,-0.15002342,6.5822903,2.9790088,1.451145,0.749543
19.5751307,0.2420849,5.2348843,-1.00449811,-0.14721024,6.6448763,2.9790270,1.410151,0.773617
19.7145079,0.3156620,5.1165103,-1.02485311,-0.14449302,6.7070743,2.9790419,1.366329,0.795500
19.8543472,0.3870711,4.9962781,-1.04485527,-0.14186501,6.7689017,2.9790541,1.308462,0.817812
19.9946530,0.4563062,4.8742445,-1.06460027,-0.13932339,6.8303749,2.9790642,1.235720,0.845234
20.1354434,0.5233665,4.7504508,-1.08407879,-0.13686198,6.8915098,2.9790724,1.162241,0.877343
20.2767309,0.5882492,4.6249423,-1.10326363,-0.13447875,6.9523193,2.9790792,1.102545,0.909161
20.4185247,0.6509535,4.4977667,-1.12218191,-0.13216805,7.0128165,2.9790848,1.039481,0.940226
20.5608346,0.7114777,4.3689686,-1.14081300,-0.12992841,7.0730135,2.9790895,0.978904,0.970296
20.7036682,0.7698203,4.2385939,-1.15921499,-0.12775457,7.1329212,2.9790933,0.930356,0.996933
20.8470307,0.8259754,4.1066871,-1.17739018,-0.12564565,7.1925488,2.9790964,0.885254,1.020134
20.9909250,0.8799403,3.9732953,-1.19532324,-0.12359672,7.2519048,2.9790990,0.842946,1.041123
21.1353548,0.9317111,3.8384629,-1.21302844,-0.12160734,7.3109973,2.9791011,0.803403,1.060259
21.2803181,0.9812811,3.7022383,-1.23053476,-0.11967294,7.3698304,2.9791029,0.764369,1.078729
21.4258166,1.0286463,3.5646652,-1.24785462,-0.11779347,7.4284103,2.9791044,0.728329,1.100159
21.5718402,1.0738037,3.4257994,-1.26491264,-0.11596440,7.4867444,2.9791056,0.685403,1.129711
21.7183877,1.1167513,3.2856864,-1.28177486,-0.11418617,7.5448337,2.9791065,0.641135,1.167114
21.8654572,1.1574844,3.1443703,-1.29847957,-0.11245455,7.6026797,2.9791073,0.599636,1.205921
22.0130300,1.1960037,3.0019132,-1.31493679,-0.11077001,7.6602901,2.9791080,0.566488,1.243013
22.1610888,1.2323171,2.8583767,-1.33109340,-0.10912832,7.7176715,2.9791086,0.542564,1.278291
22.3093943,1.2661492,2.7139817,-1.34833275,-0.10753795,7.7745491,2.9791090,0.513772,1.311522
22.4536372,1.2972121,2.5731232,-1.36047545,-0.10601754,7.8300733,2.9791093,0.482880,1.342364
22.5970834,1.3260470,2.4326050,-1.37590310,-0.10456165,7.8844150,2.9791096,0.454029,1.369060
22.7402477,1.3527218,2.2919477,-1.39082089,-0.10314583,7.9383190,2.9791098,0.427322,1.386480
22.8831966,1.3772858,2.1511252,-1.40543389,-0.10177044,7.9917925,2.9791099,0.402746,1.400253
23.0259565,1.3997726,2.0101473,-1.41983288,-0.10043218,8.0448410,2.9791100,0.380255,1.419976
23.1685603,1.4202107,1.8690158,-1.43409115,-0.09913087,8.0974731,2.9791101,0.359830,1.440212
23.3110080,1.4386294,1.7277639,-1.44815067,-0.09786383,8.1497079,2.9791101,0.342128,1.458623
23.4533222,1.4550618,1.5864016,-1.46200021,-0.09662982,8.2015651,2.9791101,0.333211,1.474635
23.5955242,1.4695367,1.4449382,-1.47566000,-0.09542740,8.2530569,2.9791101,0.331105,1.484501
23.7376147,1.4820835,1.3034027,-1.48912062,-0.09425526,8.3041935,2.9791101,0.327540,1.485040
23.8796253,1.4927265,1.1617915,-1.50243347,-0.09311160,8.3549835,2.9791100,0.329811,1.485458
24.0215554,1.5014920,1.0201323,-1.51557272,-0.09199793,8.4054393,2.9791100,0.329673,1.482085
24.1634288,1.5084039,0.8784274,-1.52854824,-0.09090304,8.4555744,2.9791099,0.333110,1.477962
24.3052403,1.5134881,0.7367071,-1.54134253,-0.08984653,8.5053972,2.9791098,0.339191,1.471686
24.4470109,1.5167678,0.5949744,-1.55398216,-0.08873061,8.5549150,2.9791097,0.338204,1.463388
24.5887595,1.5182641,0.4532337,-1.56649705,-0.08779277,8.6041352,2.9791095,0.336872,1.454236
24.7304802,1.5179974,0.3115133,-1.57885266,-0.08647014,8.6530651,2.9791094,0.337197,1.444498
24.8721908,1.5160167,0.1698165,-1.59070014,-0.08060819,8.7017158,2.9791092,0.340408,1.449151
25.0138898,1.5124595,0.0281621,-1.60110380,-0.06640021,8.7500966,2.9791090,0.352789,1.455632
25.1556024,1.5076006,-0.1134671,-1.60907743,-0.04597292,8.7982106,2.9791088,0.369154,1.453677
25.2973084,1.5018228,-0.2550552,-1.61408981,-0.02501382,8.8460667,2.9791086,0.377631,1.450083
25.4390294,1.4955230,-0.3966362,-1.61643617,-0.00820202,8.8936682,2.9791083,0.376750,1.453943
25.5807467,1.4890283,-0.5382046,-1.61683991,0.00239008,8.9410152,2.9791080,0.370895,1.457872
25.7224841,1.4825510,-0.6797939,-1.61619053,0.00703997,8.9881140,2.9791077,0.368218,1.454399
25.8642416,1.4762035,-0.8214093,-1.61505070,0.00738030,9.0350016,2.9791074,0.361725,1.449532
26.0054815,1.4699907,-0.9625124,-1.61415244,0.00541271,9.0814527,2.9791070,0.359642,1.452905
26.1459370,1.4639560,-1.1028382,-1.61345663,0.00280557,9.1274361,2.9791066,0.355446,1.466264
26.2864331,1.4579825,-1.2432073,-1.61319823,0.00059273,9.1731823,2.9791062,0.349717,1.481393
26.4269366,1.4520265,-1.3835845,-1.61320338,-0.00078940,9.2187017,2.9791056,0.347048,1.496779
26.5674354,1.4460622,-1.5239567,-1.61332001,-0.00133905,9.2640008,2.9791051,0.345944,1.513547
26.7079487,1.4400752,-1.6643424,-1.61349780,-0.00128469,9.3090788,2.9791044,0.357632,1.529551
26.8484729,1.4340620,-1.8047378,-1.61368459,-0.00091355,9.3539352,2.9791036,0.370105,1.544511
26.9889992,1.4280309,-1.9451346,-1.61378353,-0.00046461,9.3985842,2.9791028,0.377676,1.561695
27.1295272,1.4219900,-2.0855327,-1.61380142,-0.00008461,9.4430272,2.9791017,0.383855,1.583230
27.2700681,1.4159477,-2.2259437,-1.61380229,0.00016978,9.4872606,2.9791005,0.389937,1.607471
27.4106151,1.4099073,-2.3663608,-1.61377047,0.00030260,9.5312916,2.9790990,0.395772,1.631997
27.5511694,1.4038701,-2.5067854,-1.61374475,0.00034088,9.5751187,2.9790971,0.398059,1.656552
27.6917373,1.3978377,-2.6472238,-1.61371471,0.00030616,9.6187511,2.9790946,0.392080,1.680814
27.8322999,1.3918103,-2.7876571,-1.61366031,0.00020224,9.6621917,2.9790913,0.387169,1.701136
27.9728877,1.3857832,-2.9281156,-1.61368135,0.00001831,9.7054344,2.9790864,0.380957,1.713250
28.1134747,1.3797535,-3.0685733,-1.61371705,-0.00025511,9.7484884,2.9790781,0.376555,1.722191
28.2540861,1.3737145,-3.2090550,-1.61379909,-0.00059957,9.7914045,2.9853168,0.372183,1.728276
28.3946864,1.3676648,-3.3495251,-1.61388888,-0.00093922,9.8301737,2.4235733,0.365847,1.737231
28.5353097,1.3615973,-3.4900174,-1.61402778,-0.00112416,9.8556962,1.1476124,0.361396,1.748131
28.6759294,1.3555131,-3.6305054,-1.61413936,-0.00094289,9.8641009,0.0304291,0.354803,1.757787
28.8165809,1.3494110,-3.7710244,-1.61423190,-0.00017921,9.8575459,-0.9493530,0.351863,1.766881
28.9572338,1.3433106,-3.9115450,-1.61415074,0.00128268,9.8378336,-1.8098642,0.345530,1.774486
29.0978937,1.3372423,-4.0520739,-1.61377741,0.00331600,9.8064801,-2.5665317,0.342248,1.783513
29.2385701,1.3312428,-4.1926224,-1.61313460,0.00540487,9.7647834,-3.2321865,0.336558,1.792827
29.3792696,1.3253461,-4.3331982,-1.61229877,0.00655931,9.7138475,-3.8180195,0.330909,1.802454
29.5199864,1.3195666,-4.4737963,-1.61146010,0.00537188,9.6546103,-4.3338132,0.325291,1.812269
29.6607196,1.3138734,-4.6144143,-1.61106107,0.00029835,9.5878843,-4.7879407,0.319530,1.821849
29.8014687,1.3081587,-4.7550474,-1.61174719,-0.00979159,9.5143766,-5.1876775,0.317451,1.831043
29.9422204,1.3022263,-4.8956740,-1.61418518,-0.02486438,9.4346831,-5.5394596,0.311029,1.838713
30.0829552,1.2957862,-5.0362614,-1.61895235,-0.04301421,9.3493431,-5.8488505,0.308152,1.844532
30.2236850,1.2884962,-5.1768022,-1.62627169,-0.06036887,9.2588297,-6.1207282,0.303567,1.841911
30.3643688,1.2800394,-5.3172316,-1.63562542,-0.07248438,9.1635150,-6.3595274,0.301585,1.841770
30.5050407,1.2701816,-5.4575576,-1.64624338,-0.07837557,9.0637271,-6.5691113,0.301177,1.843733
30.6456718,1.2587986,-5.5977273,-1.65742027,-0.08096386,8.9597509,-6.7528770,0.300000,1.838135
30.7862932,1.2458283,-5.7377492,-1.66890853,-0.08293890,8.8518173,-6.9138454,0.302440,1.834410
30.9269355,1.2312247,-5.8776314,-1.68071847,-0.08508857,8.7401260,-7.0546797,0.304606,1.831154
31.0675788,1.2149480,-6.0173296,-1.69284251,-0.08737487,8.6248378,-7.1777408,0.311865,1.820512
31.2082721,1.1969466,-6.1568666,-1.70535139,-0.08983633,8.5060717,-7.2851322,0.317151,1.812331
31.3490179,1.1771701,-6.2962160,-1.71822343,-0.09247099,8.3838910,-7.3787302,0.326585,1.803452
31.4898197,1.1555678,-6.4353508,-1.73142877,-0.09530771,8.2583201,-7.4601978,0.335734,1.787275
31.6307284,1.1320806,-6.5742882,-1.74508141,-0.09835153,8.1294169,-7.5301734,0.349098,1.774302
31.7717533,1.1066472,-6.7130007,-1.75920327,-0.10163005,7.9973301,-7.5743705,0.363759,1.759225
31.9129235,1.0791949,-6.8514760,-1.77381473,-0.10513434,7.8628249,-7.5371723,0.376175,1.736936
32.0542732,1.0496492,-6.9897033,-1.78894435,-0.10888035,7.7264774,-7.4994653,0.390616,1.718628
32.1958232,1.0179293,-7.1276535,-1.80462958,-0.11288292,7.5881789,-7.4612186,0.408771,1.696276
32.3376385,0.9839452,-7.2653367,-1.82099039,-0.11718026,7.4478201,-7.4224020,0.428337,1.667586
32.4797457,0.9475936,-7.4027158,-1.83800633,-0.12179759,7.3052175,-7.3829649,0.449563,1.643212
32.6221824,0.9087681,-7.5397588,-1.85569271,-0.12678393,7.1601873,-7.3428563,0.463646,1.612218
32.7650374,0.8673497,-7.6764777,-1.87420872,-0.13217605,7.0125660,-7.3020312,0.471032,1.572026
32.9083650,0.8232004,-7.8128362,-1.89348051,-0.13804000,6.8620528,-7.2604063,0.476582,1.528519
33.0521914,0.7761493,-7.9487488,-1.91255323,-0.14445891,6.7078311,-7.2177558,0.484473,1.488179
