s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,-1.23290136,0.365796033,2.58488785,2.25469644,2.87331183,0.257489240,-0.389537757,2.07787056,1.8809450,2.7972800
0.13977683,-2.73809791,4.19244938,0.762704123,-1.11525534,0.491641866,2.79498865,2.04155627,3.09778384,0.220588679,-0.315609171,2.20876684,1.7775731,2.8234568
0.27955365,-2.86253205,4.12890605,0.898978337,-0.96073772,0.579108981,3.01492906,1.87188295,3.33143219,0.189187203,-0.287899267,2.28141094,1.6569652,2.6049405
0.41933048,-2.97800675,4.05028795,1.026418737,-0.78482628,0.623074764,3.23384678,1.70857435,3.55889629,0.158094862,-0.336821890,2.28479772,1.5266775,2.2669155
0.55910731,-3.08107931,3.95602634,1.111314636,-0.61071797,0.618340505,3.43461135,1.49846987,3.76117954,0.119166243,-0.537935152,2.21024884,1.4165705,1.9541775
0.69888413,-3.16841323,3.84703532,1.123478921,-0.45995605,0.566749866,3.60430639,1.20798078,3.92528277,0.072984181,-0.670150750,2.05626060,1.3418688,1.6798766
0.83866096,-3.23776367,3.72579762,1.055741520,-0.34303271,0.481269241,3.74012212,0.87388674,4.04962707,0.032172738,-0.600124602,1.84297179,1.3075699,1.4265528
0.97843779,-3.28864640,3.59570342,0.934842002,-0.25885627,0.380608697,3.84729441,0.56489256,4.14149757,0.005168619,-0.397928619,1.61218968,1.3865941,1.2377330
1.11821461,-3.32218516,3.46007457,0.796569381,-0.20105056,0.279956369,3.93338459,0.32243138,4.21053903,-0.007863489,-0.157831456,1.40049951,1.3334223,1.1210125
1.25799144,-3.34042296,3.32153591,0.666828277,-0.16321283,0.187517366,4.00465271,0.15793512,4.26452395,-0.010079799,0.053827969,1.22222138,1.3186214,1.0483448
1.39776827,-3.34563110,3.18188508,0.550950418,-0.14055226,0.106661864,4.06532163,0.06621370,4.30849325,-0.005899946,0.162308567,1.07312268,1.3142535,1.0045077
1.53754510,-3.33991063,3.04224505,0.470446056,-0.12976824,0.037027997,4.11809182,0.02985238,4.34547876,-0.000464124,0.136296987,0.94720806,0.9861462,0.9803019
1.67732192,-3.32603850,2.90316091,0.003550517,-0.12668497,0.004843832,4.16353300,0.02466729,4.37528968,0.002658319,0.044907069,0.76245506,0.9761868,0.9709849
1.81709875,-3.31097155,2.76419878,-0.000734019,-0.12598241,0.005507399,4.20261831,0.02848592,4.39910160,0.002730192,-0.039949940,0.66501762,1.0293573,0.9660055
1.95687558,-3.29617750,2.62520713,-0.012285094,-0.12510727,0.007310554,4.23705364,0.02798830,4.41937458,0.000940054,-0.068824229,0.56148542,1.0277276,0.9599361
2.09665240,-3.28163043,2.48618935,-0.012495060,-0.12393042,0.009787221,4.26725021,0.02082328,4.43605356,-0.000787793,-0.038230015,0.45523767,1.0168000,0.9529218
2.23642923,-3.26732399,2.34714661,-0.012739686,-0.12241911,0.012009101,4.29348118,0.01182979,4.44909364,-0.001132849,0.014187488,0.34403166,1.0025036,0.9464611
2.37620606,-3.25326293,2.20807884,-0.012858027,-0.12060755,0.014004059,4.31588974,0.00642799,4.45839305,-0.000383901,0.028013770,0.22834296,0.9887759,0.9388558
2.51598288,-3.23945131,2.06898607,-0.012703205,-0.11852260,0.015869141,4.33454466,0.00457338,4.46385735,-0.000140310,-0.017610562,0.10860921,0.9797756,0.9317042
2.65575971,-3.22589253,1.92986844,-0.013142846,-0.11618049,0.017663506,4.34946546,0.00069127,4.46540067,-0.001569517,-0.076021264,-0.01470648,0.9788049,0.9239266
2.79553654,-3.21259063,1.79072600,-0.013490761,-0.11360082,0.019270601,4.36064080,-0.01137168,4.46295700,-0.004658748,-0.121108992,-0.14044797,0.9759661,0.9328725
2.93531336,-3.19954955,1.65155888,-0.013641358,-0.11083347,0.020359487,4.36804213,-0.03525802,4.45648575,-0.009125736,-0.162056294,-0.26767168,0.9756792,1.0176639
3.07509019,-3.18677386,1.51236714,-0.013677831,-0.10798051,0.020505496,4.37163095,-0.07290862,4.44596022,-0.014969629,-0.206815530,-0.39574759,0.9735033,1.0415481
3.21486702,-3.17426624,1.37315106,-0.014846175,-0.10519985,0.019328540,4.37136199,-0.12515805,4.43135673,-0.021945888,-0.232056229,-0.52437629,0.9734570,1.0655881
3.35464384,-3.16202910,1.23391097,-0.020263214,-0.10268052,0.016764141,4.36718621,-0.19020907,4.41265335,-0.029147016,-0.219851256,-0.65323756,0.9733126,1.0856284
3.49442067,-3.15004414,1.09464922,-0.033891029,-0.10057926,0.013348526,4.35905679,-0.26300691,4.38983602,-0.035639671,-0.186729989,-0.78210096,0.9741435,0.8759137
3.63419750,-3.13952295,0.95527162,-0.494782615,-0.09691741,0.041007639,4.34722016,-0.33566300,4.36264524,-0.040844853,-0.144712860,-0.96752321,0.9703806,0.8679428
3.77397433,-3.13663577,0.81553993,-0.470072911,-0.08767832,0.097105761,4.33149383,-0.40349665,4.33127015,-0.044908117,-0.117937194,-1.07486668,0.9672108,0.8563205
3.91375115,-3.14298246,0.67592597,-0.505949463,-0.07089587,0.151796823,4.31141258,-0.46579238,4.29601766,-0.048303054,-0.097200714,-1.18468364,0.9767088,0.8397537
4.05352798,-3.15919136,0.53711348,-0.536248066,-0.04621486,0.208933745,4.28679398,-0.52184655,4.25654522,-0.051234584,-0.083885660,-1.28978248,1.0012480,0.8185975
4.19330481,-3.18573984,0.39990509,-0.559239212,-0.01284048,0.267518751,4.25719856,-0.57197517,4.21230287,-0.053905154,-0.075308937,-1.39318622,0.9942780,0.7927722
4.33308163,-3.22290092,0.26518499,-0.572284181,0.03012056,0.326158644,4.22196051,-0.61681069,4.16242861,-0.056416609,-0.067572535,-1.49935867,1.0339942,0.7683229
4.47285846,-3.27069327,0.13386060,-0.575103505,0.08359022,0.383179952,4.18015081,-0.65664866,4.10567734,-0.058711963,-0.055577687,-1.61439919,1.0680260,1.0689986
4.61263529,-3.32886310,0.00679150,-0.566562284,0.14839367,0.436788804,4.13054063,-0.69065766,4.04033961,-0.060521978,-0.034749813,-1.74614768,1.1076522,1.0588508
