bag_time,time,x,y,yaw,vx,vy,wz
1788881897.0608118,1788881896.9899747,0.8003,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881897.1494913,1788881897.0652287,0.8003,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881897.2128928,1788881897.1658175,0.8003,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881897.2609713,1788881897.2151215,0.8003,3.1537,-1.5698040630787218,0.1389,0.0053,0.0331
1788881897.3121312,1788881897.2651772,0.8003,3.1464,-1.5664028445269504,0.148,0.0163,0.1044
1788881897.363148,1788881897.3155694,0.8004,3.1391,-1.559327447959978,0.1436,0.0279,0.1764
1788881897.4118633,1788881897.365639,0.8006,3.1319,-1.5484315664221109,0.1367,0.0374,0.2324
1788881897.462401,1788881897.4159758,0.8008,3.1251,-1.5368322007377968,0.1362,0.0375,0.2319
1788881897.5120823,1788881897.4657905,0.8012,3.1183,-1.525376472630991,0.1361,0.0374,0.2319
1788881897.5618,1788881897.5153248,0.8016,3.1117,-1.5139163269663514,0.136,0.0374,0.2319
1788881897.6122384,1788881897.565963,0.8021,3.1048,-1.5020313697923315,0.1359,0.0374,0.2319
1788881897.6636972,1788881897.6157546,0.8026,3.098,-1.4905685652588234,0.1359,0.0374,0.2319
1788881897.7111702,1788881897.6650152,0.8033,3.0914,-1.4791038385640425,0.1359,0.0373,0.2319
1788881897.7621212,1788881897.7154028,0.804,3.0846,-1.4674940181630705,0.1359,0.0373,0.2319
1788881897.812441,1788881897.765347,0.8048,3.0778,-1.4560177039760915,0.1358,0.0373,0.2319
1788881897.863716,1788881897.815683,0.8057,3.071,-1.4439736984243896,0.1358,0.0373,0.2319
1788881897.9131541,1788881897.8660307,0.8066,3.0642,-1.4324972371256404,0.1358,0.0373,0.2319
1788881897.9616232,1788881897.9153278,0.8077,3.0577,-1.4211522517521453,0.1358,0.0373,0.2319
1788881898.0123227,1788881897.9658823,0.8088,3.0508,-1.4095208475147643,0.1365,0.0365,0.2266
1788881898.0619407,1788881898.0155768,0.81,3.0441,-1.3993042525241979,0.1386,0.0338,0.2101
1788881898.1135888,1788881898.066068,0.8113,3.0371,-1.3894977710213048,0.1406,0.031,0.1926
1788881898.1625943,1788881898.1150131,0.8126,3.0302,-1.380841904312397,0.1425,0.028,0.1741
1788881898.212524,1788881898.1658063,0.8141,3.0231,-1.372597296558333,0.1439,0.0257,0.1595
1788881898.2624898,1788881898.215871,0.8158,3.0152,-1.3647857133372845,0.1679,0.0264,0.1643
1788881898.3123326,1788881898.2658653,0.8177,3.0061,-1.3566629669333181,0.1935,0.027,0.1682
1788881898.3619864,1788881898.3158865,0.8199,2.9965,-1.3491343865430707,0.1966,0.0243,0.1509
1788881898.4119906,1788881898.3651648,0.8221,2.9871,-1.3421712810844617,0.1972,0.0227,0.1411
1788881898.4622087,1788881898.415094,0.8244,2.9775,-1.335330252291741,0.1975,0.0219,0.1355
1788881898.5121942,1788881898.4652693,0.827,2.9671,-1.328206698691979,0.2204,0.0238,0.1478
1788881898.562339,1788881898.5153255,0.8297,2.9564,-1.3209247372922808,0.2224,0.0237,0.1471
1788881898.6194017,1788881898.5658774,0.8326,2.9454,-1.3133609459877413,0.2225,0.0236,0.1462
1788881898.6871102,1788881898.640616,0.837,2.9293,-1.3025203742227476,0.2225,0.0235,0.1455
1788881898.7370658,1788881898.6902885,0.84,2.9188,-1.295398838704513,0.2225,0.0234,0.1451
1788881898.7876546,1788881898.7405233,0.8431,2.9081,-1.2881164103361942,0.2225,0.0234,0.1451
1788881898.8372583,1788881898.7909303,0.8466,2.8963,-1.2841225397739429,0.2481,0.0126,0.0788
1788881898.8861647,1788881898.8405569,0.8496,2.8862,-1.278396148484036,0.2008,0.0245,0.1571
1788881898.9374583,1788881898.8904297,0.8523,2.8776,-1.2702311699595215,0.1722,0.0258,0.1588
1788881898.9912486,1788881898.9443462,0.8551,2.8688,-1.261510638112136,0.1697,0.0265,0.1645
1788881899.0463378,1788881898.992481,0.8577,2.8611,-1.2536288764868833,0.1695,0.0266,0.1647
1788881899.1134188,1788881899.0657392,0.8617,2.8492,-1.2413045535865872,0.1694,0.0269,0.1663
1788881899.164594,1788881899.1157866,0.8646,2.8412,-1.2329806206125284,0.1694,0.0271,0.1676
1788881899.2119675,1788881899.1658003,0.8675,2.8332,-1.2243778560385103,0.1694,0.0271,0.1677
1788881899.2612352,1788881899.2153752,0.8703,2.8254,-1.2163326968592034,0.1694,0.0271,0.168
1788881899.312321,1788881899.2657647,0.8734,2.8174,-1.207730140844757,0.1694,0.0271,0.168
1788881899.3610892,1788881899.3154354,0.8765,2.8096,-1.1995206119011073,0.1694,0.0271,0.168
