model,regime,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
leave_one_recording_out,accelerating,1-3_mps,1652,0.09310168304772803,0.3432357822675969,4.805400608019401,17.43139362500757
leave_one_recording_out,accelerating,3-5_mps,1695,0.10814470620403682,0.33195339407922003,2.675124842340778,8.804990937450953
leave_one_recording_out,accelerating,5-10_mps,4421,0.08546704001997085,0.5347066179591486,1.1403452578310647,6.973311623648354
leave_one_recording_out,accelerating,10-15_mps,4785,0.0878447926883279,1.0815673181442365,0.7224843191287631,8.101464951005807
leave_one_recording_out,accelerating,15-20_mps,3957,0.577589641003847,2.0457710093022192,3.282051309373404,11.851956923241936
leave_one_recording_out,accelerating,20-23_mps,557,0.5190963514018883,1.5155259755690833,2.4673696102511564,7.393671808463174
leave_one_recording_out,steady,1-3_mps,1401,0.19360390130884708,2.403125932838229,9.930431609885119,125.52211088731514
leave_one_recording_out,steady,3-5_mps,1397,0.21001715450392577,1.6337055106007063,5.5750173529273885,36.32135987224416
leave_one_recording_out,steady,5-10_mps,2965,0.6051313522451274,2.201479747982282,7.663549338290411,33.08824411431797
leave_one_recording_out,steady,10-15_mps,3594,0.6296227009360091,1.5678809721601807,5.06990655592927,12.656726787172012
leave_one_recording_out,steady,15-20_mps,4481,0.8161746011452777,2.542748342726462,4.608581905642272,14.47773379289129
leave_one_recording_out,steady,20-23_mps,2877,0.5277731938388897,1.804282959380896,2.4866823173879467,8.683368896215407
leave_one_recording_out,decelerating,1-3_mps,10,1.2472843580493551,1.994934358049355,61.883188873073934,155.3514011287552
leave_one_recording_out,decelerating,3-5_mps,7,0.2621018844534255,1.0550661287969865,7.935988265765147,24.166913166752337
leave_one_recording_out,decelerating,5-10_mps,28,1.0524123472433917,2.4652122647874344,14.519489079950123,41.636225882237234
leave_one_recording_out,decelerating,10-15_mps,28,1.2181365600612768,2.3908843201598717,8.92292676240621,20.647677443869775
leave_one_recording_out,decelerating,15-20_mps,30,0.7823868321477816,2.6647501681184984,4.601461095203414,16.31784340561282
leave_one_recording_out,decelerating,20-23_mps,13,1.1708626860802944,2.441864872776724,5.624658618988184,11.022163496882309
leave_one_recording_out,frozen,1-3_mps,3454,0.12002762592681304,1.5244910701774295,6.851601998486152,86.18158619472617
leave_one_recording_out,frozen,3-5_mps,3461,0.15171838690012462,1.7890665974378308,3.8521896310814254,44.97604225685318
leave_one_recording_out,frozen,5-10_mps,6990,0.1702870150909388,1.7777685380033372,2.249564947371405,25.649413547619634
leave_one_recording_out,frozen,10-15_mps,6598,0.23800683195664263,1.4558203309263804,1.9408835654057126,11.9510814156531
leave_one_recording_out,frozen,15-20_mps,5558,0.6045585264661302,1.8289342328708067,3.430891883022631,10.397395858391924
leave_one_recording_out,frozen,20-23_mps,2149,0.4984878991037327,1.5177693604318934,2.354397984698139,7.095601301180425
leave_one_recording_out,all,1-3_mps,6517,0.12295592212738926,1.4864014940990373,6.622260185533103,80.23941014879189
leave_one_recording_out,all,3-5_mps,6560,0.1413039276957475,1.5818154283661159,3.5507510188728926,37.78843501974324
leave_one_recording_out,all,5-10_mps,14404,0.15310233842791465,1.771771740468967,2.078782808714871,25.86257324679576
leave_one_recording_out,all,10-15_mps,15005,0.22684936312589876,1.391975564251799,1.8305661513809197,11.400832718247758
leave_one_recording_out,all,15-20_mps,14026,0.6736505512849771,2.1893555226285435,3.8689084330654335,12.554049248028
leave_one_recording_out,all,20-23_mps,5596,0.5127943297627429,1.6464098981328972,2.4416116440727396,7.858801989766086
