bag_time,time,x,y,yaw,vx,vy,wz
1788880735.1568651,1788880735.0717485,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880735.216549,1788880735.1689847,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880735.2648501,1788880735.2189298,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880735.3149848,1788880735.2691836,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880735.3657303,1788880735.3190823,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880735.4159575,1788880735.3688748,0.8002,3.1535,-1.5693775233621494,0.1388,0.0097,0.0646
1788880735.4648962,1788880735.4183784,0.8002,3.1464,-1.5644202856806793,0.146,0.0218,0.1385
1788880735.5157843,1788880735.4691842,0.8003,3.1391,-1.556357975994067,0.1446,0.0258,0.1588
1788880735.564647,1788880735.5187829,0.8005,3.132,-1.5485778859494392,0.1445,0.0258,0.1588
1788880735.613638,1788880735.5687296,0.8008,3.1248,-1.5406602104773282,0.1444,0.0257,0.1588
1788880735.667215,1788880735.6190822,0.801,3.1176,-1.5307512312509783,0.1373,0.0364,0.23
1788880735.713803,1788880735.6684997,0.8014,3.1109,-1.5192936971475646,0.136,0.0374,0.2319
1788880735.765634,1788880735.718986,0.8019,3.104,-1.5075505287564845,0.1359,0.0374,0.2319
1788880735.8156862,1788880735.7690914,0.8024,3.0972,-1.4959490420232582,0.1359,0.0374,0.2319
1788880735.8670733,1788880735.8188474,0.803,3.0904,-1.484339386645217,0.1359,0.0374,0.2319
1788880735.914682,1788880735.8684368,0.8037,3.0838,-1.4728772178675753,0.1358,0.0373,0.2319
1788880735.9646683,1788880735.9187508,0.8045,3.077,-1.4613988010154413,0.1358,0.0373,0.2319
1788880736.015652,1788880735.9687371,0.8053,3.0703,-1.4497891435173322,0.1358,0.0373,0.2319
1788880736.0644026,1788880736.0188258,0.8062,3.0636,-1.4381623206550032,0.1358,0.0373,0.2319
1788880736.1170716,1788880736.06883,0.8072,3.0567,-1.426247972450197,0.1358,0.0373,0.2319
1788880736.1667688,1788880736.1192272,0.8083,3.05,-1.414620238758051,0.1358,0.0373,0.2319
1788880736.2148647,1788880736.1689577,0.8094,3.0434,-1.4032751327832873,0.1358,0.0373,0.2319
1788880736.2650573,1788880736.2191527,0.8107,3.0366,-1.3914914313226798,0.1358,0.0373,0.2319
1788880736.3168943,1788880736.2692652,0.812,3.0298,-1.3795585604198073,0.1358,0.0373,0.2319
1788880736.3660028,1788880736.3190682,0.8134,3.0233,-1.3681887533260413,0.1358,0.0373,0.2319
1788880736.4160473,1788880736.369302,0.8149,3.0165,-1.3580982590419919,0.1394,0.0326,0.203
1788880736.466032,1788880736.4192407,0.8164,3.0097,-1.3479790698042122,0.1395,0.0327,0.203
1788880736.5150263,1788880736.4691916,0.8181,3.0029,-1.337886880290997,0.1395,0.0327,0.2031
1788880736.5658424,1788880736.519298,0.8198,2.9962,-1.3277666175566794,0.1395,0.0327,0.2031
1788880736.6158051,1788880736.568963,0.8215,2.9894,-1.3175190378559523,0.1395,0.0327,0.203
1788880736.668985,1788880736.6189096,0.824,2.9805,-1.3099648349292383,0.1928,0.0246,0.1539
1788880736.717831,1788880736.6700778,0.8265,2.9713,-1.3022430068243085,0.1961,0.0251,0.1562
1788880736.7657983,1788880736.718935,0.8291,2.962,-1.2946793947616826,0.1964,0.0252,0.1563
1788880736.81682,1788880736.76902,0.8319,2.9526,-1.286838487414046,0.1964,0.0252,0.1564
1788880736.8667476,1788880736.8191807,0.8347,2.9432,-1.2789555588366261,0.1963,0.0252,0.1563
1788880736.9157524,1788880736.8688848,0.8381,2.9321,-1.2752444235689495,0.246,0.012,0.0755
1788880736.9657404,1788880736.918933,0.8418,2.9202,-1.271401660022132,0.2502,0.0123,0.0766
1788880737.0170827,1788880736.969037,0.8455,2.9083,-1.267520925268248,0.2505,0.0123,0.0767
1788880737.0659323,1788880737.0192792,0.8493,2.8963,-1.2637987147905319,0.2505,0.0123,0.0767
1788880737.1156206,1788880737.069228,0.8531,2.8844,-1.2597976216667413,0.2504,0.0124,0.0767
1788880737.1648948,1788880737.118711,0.856,2.8757,-1.2590861141388636,0.1585,-0.0031,-0.0228
1788880737.2171774,1788880737.1690724,0.8584,2.8683,-1.262091565313072,0.1489,-0.0148,-0.0946
1788880737.2661655,1788880737.2184377,0.8605,2.8614,-1.2685371808033608,0.1438,-0.0261,-0.1644
1788880737.314864,1788880737.2684107,0.8625,2.8547,-1.2784242344311092,0.1363,-0.0372,-0.2328
1788880737.366961,1788880737.318972,0.8644,2.8481,-1.2902640812880004,0.1356,-0.0376,-0.2318
1788880737.4170475,1788880737.3691807,0.8661,2.8417,-1.301701449554883,0.1356,-0.0375,-0.2318
1788880737.466997,1788880737.4192085,0.8679,2.835,-1.3135396698855872,0.1356,-0.0374,-0.2318
1788880737.5156734,1788880737.4692054,0.8695,2.8284,-1.3250639871470715,0.1357,-0.0374,-0.2318
1788880737.5648081,1788880737.518833,0.871,2.8219,-1.3364659440088473,0.1357,-0.0374,-0.2318
1788880737.6171157,1788880737.5688632,0.8725,2.8151,-1.348429351353189,0.1357,-0.0374,-0.2318
1788880737.6658382,1788880737.6192086,0.8739,2.8085,-1.3599571908815538,0.1357,-0.0373,-0.2318
1788880737.7148442,1788880737.66892,0.8752,2.802,-1.3713270695787918,0.1358,-0.0373,-0.2319
1788880737.7648058,1788880737.7189345,0.8765,2.7953,-1.3829786535014097,0.1358,-0.0373,-0.2319
1788880737.815712,1788880737.7689216,0.8777,2.7885,-1.3946318279025873,0.1358,-0.0373,-0.2319
1788880737.865981,1788880737.8187873,0.8787,2.7819,-1.406131460933944,0.1358,-0.0373,-0.2319
1788880737.9147637,1788880737.868364,0.8798,2.7752,-1.4177584478164664,0.1358,-0.0373,-0.2319
1788880737.9648414,1788880737.918978,0.8807,2.7685,-1.4293879863072443,0.1358,-0.0373,-0.2319
1788880738.0159276,1788880737.9689949,0.8816,2.7616,-1.4410174517322587,0.1358,-0.0373,-0.2319
1788880738.0659359,1788880738.0190554,0.8824,2.7549,-1.452776356738584,0.1358,-0.0373,-0.2319
1788880738.1172051,1788880738.0689886,0.8831,2.7481,-1.4642546853777818,0.1358,-0.0373,-0.2319
1788880738.1653428,1788880738.1182954,0.884,2.7387,-1.4704758095999757,0.2164,-0.0208,-0.1304
1788880738.2148588,1788880738.1685836,0.885,2.7277,-1.4769893720827014,0.2228,-0.0215,-0.1337
1788880738.2649589,1788880738.2189722,0.886,2.7166,-1.483785584429139,0.2233,-0.0215,-0.134
