simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
10.736,10.7610006,10737.0,10762.0,25.0,0.025000599999998485,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
10.7610006,10.786,10762.0,10787.0,25.0,0.02499940000000045,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
10.786,10.8110008,10787.0,10812.0,25.0,0.025000800000000822,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,6.0,0.25,0.0,0.8029,3.157,-1.5707963267948968,0.1271,0.0,0.0
10.8110008,10.836,10812.0,10837.0,25.0,0.024999199999999888,0.8029,3.157,-1.5707963267948968,0.1271,0.0,0.0,7.0,0.25,0.0,0.8029,3.152,-1.570937785045363,0.2603,0.0,0.0
10.836,10.8600006,10837.0,10861.0,24.0,0.02400059999999904,0.8029,3.152,-1.570937785045363,0.2603,0.0,0.0,8.0,0.25,0.0,0.8029,3.1442,-1.5709377809248128,0.3874,0.0,0.0
10.8600006,10.887,10861.0,10888.0,27.0,0.026999400000001117,0.8029,3.1442,-1.5709377809248128,0.3874,0.0,0.0,9.0,0.25,0.0,0.8029,3.1317,-1.570937777166719,0.5293,0.0,0.0
10.887,10.911,10888.0,10912.0,24.0,0.023999999999999133,0.8029,3.1317,-1.570937777166719,0.5293,0.0,0.0,10.0,0.25,0.0,0.8029,3.1174,-1.5709377745859745,0.6547,0.0,0.0
10.911,10.937,10912.0,10938.0,26.0,0.0259999999999998,0.8029,3.1174,-1.5709377745859745,0.6547,0.0,0.0,11.0,0.25,0.0,0.8029,3.0985,-1.5707963267948963,0.7895,0.0,0.0
10.937,10.9620008,10938.0,10963.0,25.0,0.025000800000000822,0.8029,3.0985,-1.5707963267948963,0.7895,0.0,0.0,12.0,0.25,0.0,0.8029,3.0771,-1.5707963267948963,0.9183,0.0,0.0
10.9620008,10.986,10963.0,10987.0,24.0,0.023999200000000442,0.8029,3.0771,-1.5707963267948963,0.9183,0.0,0.0,13.0,0.25,0.0,0.8029,3.0535,-1.5707963267948968,1.0411,0.0,0.0
10.986,11.012,10987.0,11013.0,26.0,0.0259999999999998,0.8029,3.0535,-1.5707963267948968,1.0411,0.0,0.0,14.0,0.25,0.0,0.8029,3.0246,-1.5707963267948968,1.1733,0.0,0.0
11.012,11.036,11013.0,11037.0,24.0,0.023999999999999133,0.8029,3.0246,-1.5707963267948968,1.1733,0.0,0.0,15.0,0.25,0.0,0.8029,2.995,-1.5707963267948968,1.2944,0.0,0.0
11.036,11.062,11037.0,11063.0,26.0,0.0259999999999998,0.8029,2.995,-1.5707963267948968,1.2944,0.0,0.0,16.0,0.25,0.0,0.8029,2.9595,-1.5707963267948968,1.4247,0.0,0.0
11.062,11.0870008,11063.0,11088.0,25.0,0.025000800000000822,0.8029,2.9595,-1.5707963267948968,1.4247,0.0,0.0,17.0,0.25,0.0,0.803,2.9223,-1.5707963267948968,1.5492,0.0,0.0
