bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788888201.8260512,1788888201.8180907,0.8103,2.9442,0.0591,-1.483778400066876,0.2745,0.0184,0.0085,-0.0036,0.0007,0.1138
1788888201.8774667,1788888201.8305998,0.8107,2.9395,0.0591,-1.4817997403953223,0.2745,0.0184,0.0085,-0.0036,0.0006,0.1138
1788888201.928624,1788888201.88098,0.8111,2.9358,0.06,-1.481517127817146,-0.0002,-0.0001,0.0003,0.0013,-0.0042,0.0
1788888201.9780722,1788888201.9310615,0.8117,2.9294,0.0592,-1.4793929216621684,0.2324,0.0149,0.0065,0.0106,-0.076,0.0987
1788888202.0296667,1788888201.9813895,0.8129,2.9162,0.059,-1.47400873589474,0.271,0.0181,0.008,-0.0032,-0.0015,0.1124
1788888202.0795372,1788888202.031624,0.8143,2.9026,0.059,-1.469623633131917,0.2752,0.0138,0.0083,-0.0026,0.0044,0.0851
1788888202.1274135,1788888202.0808766,0.8157,2.8892,0.059,-1.4655065194139818,0.2755,0.0138,0.0083,-0.0026,0.004,0.0852
1788888202.1777864,1788888202.1308472,0.8172,2.8755,0.059,-1.4612705043995537,0.2754,0.0138,0.0084,-0.0026,0.0032,0.0852
1788888202.2289531,1788888202.1801744,0.8188,2.8618,0.0591,-1.4570170943643603,0.2754,0.0138,0.0084,-0.0026,0.0025,0.0852
1788888202.2774122,1788888202.2306497,0.8204,2.8481,0.0591,-1.4527657931370257,0.2754,0.0138,0.0084,-0.0026,0.0019,0.0852
1788888202.329518,1788888202.281394,0.8221,2.8342,0.0591,-1.4485123330239553,0.2753,0.0138,0.0085,-0.0026,0.0015,0.0852
1788888202.3775232,1788888202.3310263,0.8238,2.8208,0.0591,-1.4442607875283595,0.2753,0.0138,0.0085,-0.0026,0.0012,0.0852
1788888202.4283502,1788888202.3812847,0.8256,2.8071,0.0591,-1.4400071597808535,0.2753,0.0138,0.0085,-0.0026,0.0009,0.0852
1788888202.4788208,1788888202.4307373,0.8275,2.7935,0.0591,-1.435753510883957,0.2753,0.0138,0.0085,-0.0026,0.0007,0.0852
1788888202.5271516,1788888202.4804094,0.8294,2.7798,0.0591,-1.431504235398443,0.2753,0.0138,0.0085,-0.0026,0.0006,0.0852
1788888202.5761647,1788888202.5305023,0.8313,2.7665,0.0591,-1.4272506581323339,0.2752,0.0138,0.0085,-0.0026,0.0004,0.0852
1788888202.6273942,1788888202.5804772,0.8334,2.7526,0.0591,-1.4229971751209838,0.2752,0.0138,0.0085,-0.0027,0.0003,0.0852
1788888202.6802764,1788888202.6313734,0.8356,2.7384,0.0591,-1.418463703462575,0.2752,0.0138,0.0085,-0.0027,0.0003,0.0852
1788888202.7293704,1788888202.6817684,0.8377,2.7251,0.0591,-1.4143405425325046,0.2752,0.0138,0.0085,-0.0026,0.0002,0.0852
1788888202.778449,1788888202.7307494,0.8399,2.711,0.0591,-1.411370498215561,0.2983,0.0099,0.0091,-0.0013,-0.0025,0.0613
1788888202.828294,1788888202.781357,0.8424,2.6962,0.0591,-1.408247869114453,0.3007,0.01,0.0092,-0.0015,0.0016,0.0617
1788888202.8774018,1788888202.8307853,0.8448,2.6814,0.0591,-1.4051204678694709,0.3009,0.01,0.0092,-0.0016,0.0016,0.0618
1788888202.92774,1788888202.880802,0.8474,2.6665,0.0591,-1.4019972923560544,0.3009,0.01,0.0093,-0.0017,0.0013,0.0618
1788888202.9762573,1788888202.9303112,0.8499,2.652,0.0591,-1.399025175094199,0.3009,0.01,0.0093,-0.0018,0.001,0.0618
1788888203.0275612,1788888202.9808965,0.8525,2.6369,0.0591,-1.395900125486152,0.3009,0.01,0.0093,-0.0018,0.0008,0.0618
1788888203.081554,1788888203.0313618,0.8552,2.6221,0.0591,-1.3927770040321226,0.3009,0.01,0.0093,-0.0018,0.0006,0.0618
1788888203.1294546,1788888203.082775,0.858,2.6067,0.0591,-1.389498206898797,0.3008,0.01,0.0093,-0.0018,0.0005,0.0618
