bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788888200.9206738,1788888200.9203908,gap_selected,b'\x00',0.860104,0.274000,0.080000,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555399,1.299628,7.544887,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945062,2.006427,28.440615,0.087271,0.380710,1.330814,0.000000,0.080000,0.139627,0.233990,0.087271,1.418085,7.945062,2.006427,28.440615,0.087271,0.380710,1.330814,0.233990,1788888200.854992,1.000000,1.500000,0.141956
1788888201.0085678,1788888201.0084686,gap_selected,b'\x00',0.860113,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555447,1.299641,7.545041,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945015,2.006411,28.440366,0.087271,0.380709,1.330814,0.000000,0.139627,0.139627,0.233990,0.087271,1.418085,7.945015,2.006411,28.440366,0.087271,0.380709,1.330814,0.233990,1788888200.913451,1.000000,1.500000,0.141948
1788888201.0605102,1788888201.060374,gap_selected,b'\x00',0.860113,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555438,1.299640,7.545011,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945036,2.006413,28.440479,0.087271,0.380709,1.330814,0.000000,0.139627,0.139627,0.233990,0.087271,1.418085,7.945036,2.006413,28.440479,0.087271,0.380709,1.330814,0.233990,1788888201.005163,1.000000,1.500000,0.141949
1788888201.111985,1788888201.111837,gap_selected,b'\x00',0.860234,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.569420,1.301486,7.590009,-1.400622,-0.561098,1.213004,0.087271,1.418085,7.916237,2.002887,28.284647,0.087271,0.381182,1.330814,0.000000,0.139627,0.139627,0.234226,0.087271,1.418085,7.916237,2.002887,28.284647,0.087271,0.381182,1.330814,0.234226,1788888201.055264,1.000000,1.500000,0.141131
1788888201.1622996,1788888201.1621616,gap_selected,b'\x00',0.861237,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.754114,1.313590,8.189882,-1.400622,-0.557168,1.213004,0.082908,1.418085,7.922520,1.999445,28.434334,0.082908,0.377396,1.335177,0.000000,0.139627,0.139627,0.230152,0.082908,1.418085,7.922520,1.999445,28.434334,0.082908,0.377396,1.335177,0.230152,1788888201.105580,1.000000,1.500000,0.135138
1788888201.2099795,1788888201.2098682,gap_selected,b'\x00',0.862851,0.274000,0.139627,2.000000,0.000000,1.500000,-0.196345,-0.196345,3.609022,1.310660,7.650114,-1.400622,-0.566798,1.204277,0.074181,1.418085,8.041580,2.006051,29.321351,0.074181,0.367828,1.343904,0.000000,0.139627,0.139627,0.221004,0.074181,1.418085,8.041580,2.006051,29.321351,0.074181,0.367828,1.343904,0.221004,1788888201.155193,1.000000,1.500000,0.126323
1788888201.263581,1788888201.263382,gap_selected,b'\x00',0.864565,0.274000,0.139627,2.000000,0.000000,1.500000,-0.200708,-0.200708,3.743046,1.319762,8.046594,-1.400622,-0.567796,1.199914,0.069818,1.418085,7.967601,1.991579,29.030877,0.069818,0.365534,1.348267,0.000000,0.139627,0.139627,0.217676,0.069818,1.418085,7.967601,1.991579,29.030877,0.069818,0.365534,1.348267,0.217676,1788888201.205789,1.000000,1.500000,0.117368
1788888201.3122926,1788888201.312118,gap_selected,b'\x00',0.866357,0.274000,0.139627,2.000000,0.000000,1.500000,-0.209435,-0.209435,3.602020,1.317153,7.527096,-1.400622,-0.577398,1.191187,0.061091,1.418085,8.085132,1.997315,29.922366,0.061091,0.355966,1.356993,0.000000,0.139627,0.139627,0.208528,0.061091,1.418085,8.085132,1.997315,29.922366,0.061091,0.355966,1.356993,0.208528,1788888201.256027,1.000000,1.500000,0.108372
1788888201.362765,1788888201.3624835,gap_selected,b'\x00',0.868225,0.274000,0.139627,2.000000,0.000000,1.500000,-0.209435,-0.209435,3.946386,1.336085,8.636935,-1.400622,-0.571596,1.191187,0.056728,1.418085,8.009050,1.983147,29.615818,0.056728,0.353587,1.361357,0.000000,0.139627,0.139627,0.205157,0.056728,1.418085,8.009050,1.983147,29.615818,0.056728,0.353587,1.361357,0.205157,1788888201.305703,1.000000,1.500000,0.099327
1788888201.4110222,1788888201.4108725,gap_selected,b'\x00',0.870171,0.274000,0.139627,2.000000,0.000000,1.500000,-0.222525,-0.222525,3.597069,1.322774,7.438184,-1.404986,-0.588973,1.182461,0.052364,1.418085,7.933738,1.968679,29.312512,0.052364,0.351174,1.365720,0.000000,0.139627,0.139627,0.201769,0.052364,1.418085,7.933738,1.968679,29.312512,0.052364,0.351174,1.365720,0.201769,1788888201.355654,1.000000,1.500000,0.090252
