scan_index,bag_time,time,finite_count,min_range,max_range,angle_min,angle_max,angle_increment,range_min,range_max,odom_index,odom_dt
0,1788888201.8180907,1788888201.8180907,1032,0.8924958109855652,9.99587345123291,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,0,0.0
1,1788888201.8305998,1788888201.8305998,1032,0.8924958109855652,9.99587345123291,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,1,0.0
2,1788888201.88098,1788888201.88098,1032,0.8939546942710876,9.970550537109375,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,2,0.0
3,1788888201.9310615,1788888201.9310615,1031,0.8942996859550476,9.808629989624023,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,3,0.0
4,1788888201.9813895,1788888201.9813895,1031,0.8966153860092163,9.7549467086792,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,4,0.0
5,1788888202.031624,1788888202.031624,1032,0.8992223739624023,9.966410636901855,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,5,0.0
6,1788888202.0808766,1788888202.0808766,1032,0.9017382264137268,9.948324203491211,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,6,0.0
7,1788888202.1308472,1788888202.1308472,1032,0.9043146967887878,9.929564476013184,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,7,0.0
8,1788888202.1801744,1788888202.1801744,1032,0.906947672367096,9.910454750061035,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,8,0.0
9,1788888202.2306497,1788888202.2306497,1032,0.9096397757530212,9.890809059143066,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,9,0.0
10,1788888202.281394,1788888202.281394,1032,0.9123883247375488,9.888568878173828,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,10,0.0
11,1788888202.3310263,1788888202.3310263,1032,0.9151933193206787,9.916305541992188,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,11,0.0
12,1788888202.3812847,1788888202.3812847,1032,0.9180572032928467,9.945219039916992,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,12,0.0
13,1788888202.4307373,1788888202.4307373,1032,0.9209774732589722,9.9744234085083,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,13,0.0
14,1788888202.4804094,1788888202.4804094,1031,0.9239553213119507,9.787969589233398,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,14,0.0
15,1788888202.5305023,1788888202.5305023,1031,0.926990270614624,9.766249656677246,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,15,0.0
16,1788888202.5804772,1788888202.5804772,1031,0.9300826191902161,9.744172096252441,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,16,0.0
17,1788888202.6313734,1788888202.6313734,1032,0.9293190836906433,9.990241050720215,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,17,0.0
18,1788888202.6817684,1788888202.6817684,1032,0.9260495901107788,9.967118263244629,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,18,0.0
19,1788888202.7307494,1788888202.7307494,1032,0.9228609204292297,9.994376182556152,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,19,0.0
20,1788888202.781357,1788888202.781357,1032,0.9196469783782959,9.987536430358887,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,20,0.0
21,1788888202.8307853,1788888202.8307853,1032,0.9163647294044495,9.903087615966797,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,21,0.0
22,1788888202.880802,1788888202.880802,1032,0.9130305051803589,9.869765281677246,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,22,0.0
23,1788888202.9303112,1788888202.9303112,1032,0.909652829170227,9.918869972229004,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,23,0.0
24,1788888202.9808965,1788888202.9808965,1032,0.9062299132347107,9.962943077087402,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,24,0.0
25,1788888203.0313618,1788888203.0313618,1032,0.9027600288391113,9.977421760559082,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,25,0.0
