bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788887891.153724,1788887891.1535792,gap_selected,b'\x00',0.860034,0.274000,0.080000,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.554988,1.299517,7.543578,-1.400622,-0.561689,1.213004,0.087271,1.418085,7.945478,2.006583,28.442833,0.087271,0.380716,1.330814,0.000000,0.080000,0.139627,0.233994,0.087271,1.418085,7.945478,2.006583,28.442833,0.087271,0.380716,1.330814,0.233994,1788886603.663709,1.000000,1.500000,0.142025
1788887891.1593726,1788887891.1592994,gap_selected,b'\x00',0.860053,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555104,1.299547,7.543948,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945354,2.006545,28.442169,0.087271,0.380716,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945354,2.006545,28.442169,0.087271,0.380716,1.330814,0.233993,1788886603.940190,1.000000,1.500000,0.142006
1788887891.164576,1788887891.1645153,gap_selected,b'\x00',0.860056,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555125,1.299552,7.544015,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945327,2.006538,28.442023,0.087271,0.380716,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945327,2.006538,28.442023,0.087271,0.380716,1.330814,0.233993,1788886603.964063,1.000000,1.500000,0.142004
1788887891.1698291,1788887891.169756,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555161,1.299560,7.544130,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945276,2.006528,28.441748,0.087271,0.380716,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945276,2.006528,28.441748,0.087271,0.380716,1.330814,0.233993,1788886604.014583,1.000000,1.500000,0.141999
1788887891.1752152,1788887891.1751413,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555146,1.299558,7.544081,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.233993,1788886604.064800,1.000000,1.500000,0.142000
1788887891.18115,1788887891.181076,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555141,1.299558,7.544065,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945317,2.006532,28.441970,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945317,2.006532,28.441970,0.087271,0.380715,1.330814,0.233993,1788886604.164648,1.000000,1.500000,0.142000
1788887891.1866708,1788887891.1866145,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555146,1.299558,7.544081,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.233993,1788886604.213742,1.000000,1.500000,0.142000
1788887891.1918602,1788887891.1918147,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555141,1.299558,7.544065,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945317,2.006532,28.441970,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945317,2.006532,28.441970,0.087271,0.380715,1.330814,0.233993,1788886604.264959,1.000000,1.500000,0.142000
1788887891.197215,1788887891.1971593,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555146,1.299558,7.544081,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945306,2.006531,28.441911,0.087271,0.380715,1.330814,0.233993,1788886604.314617,1.000000,1.500000,0.142000
1788887891.2024364,1788887891.2023923,gap_selected,b'\x00',0.860059,0.274000,0.139627,2.000000,0.000000,1.500000,-0.187618,-0.187618,3.555137,1.299557,7.544052,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.000000,0.139627,0.139627,0.233993,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.233993,1788886604.364053,1.000000,1.500000,0.142001
