estimate_x_m,estimate_y_m,estimate_yaw_rad,position_error_m,r_error_radps,source_stamp_ns,topic,truth_com_v_mps,truth_pose_u_mps,truth_pose_v_mps,truth_x_m,truth_y_m,truth_yaw_rad,u_error_mps,v_error_mps,v_error_mps_com
0.8,3.1595,-1.5707976268464565,0.0,0.0,1789417678562497303,/odom,0.0,,,0.8,3.1595,-1.5707976268464565,,,0.0
0.8,3.1595,-1.570810767557368,9.999999999976694e-05,0.0,1789417678587497301,/odom,0.0,0.00400000027186681,3.1481630202764856e-08,0.8,3.1594,-1.570810767557368,-0.00400000027186681,-3.1481630202764856e-08,0.0
0.8,3.1595,-1.5708251687330668,0.000300000000000189,0.0,1789417678612497307,/odom,0.0,0.00799999807814395,1.7313076100040295e-07,0.8,3.1592,-1.5708251687330668,-0.00799999807814395,-1.7313076100040295e-07,0.0
0.8,3.1595,-1.570842130649717,0.00039999999999995595,0.0,1789417678638497297,/odom,0.0,0.0038461553227565476,1.4354965708197904e-07,0.8,3.1591,-1.570842130649717,-0.0038461553227565476,-1.4354965708197904e-07,0.0
0.8,3.1595,-1.5708565327287205,0.000500000000000167,0.0,1789417678662497297,/odom,0.0,0.0041666666608222965,2.2085372623904348e-07,0.8,3.159,-1.5708565327287205,-0.0041666666608222965,-2.2085372623904348e-07,0.0
0.8,3.1595,-1.5708723754947211,0.0005999999999999339,0.0,1789417678687497310,/odom,0.0,0.003999997910709099,2.725091253810674e-07,0.8,3.1589,-1.5708723754947211,-0.003999997910709099,-2.725091253810674e-07,0.0
0.8,3.1595,-1.5708866784229052,0.000608276253029755,0.0,1789417678712497297,/odom,0.0,-3.3280082833862535e-07,0.0040000020661561,0.8001,3.1589,-1.5708866784229052,3.3280082833862535e-07,-0.0040000020661561,0.0
0.8,3.1595,-1.5708988412347213,0.0007071067811866894,0.0,1789417678737497322,/odom,0.0,0.003999995981413798,3.8573174933826053e-07,0.8001,3.1588,-1.5708988412347213,-0.003999995981413798,-3.8573174933826053e-07,0.0
0.8,3.1595,-1.570911644514106,0.0008062257748297661,0.0,1789417678762497297,/odom,0.0,0.004000003976269228,4.3566475287065067e-07,0.8001,3.1587,-1.570911644514106,-0.004000003976269228,-4.3566475287065067e-07,0.0
0.8,3.1595,-1.5706387787282845,0.0008062257748297661,0.0,1789417678787497297,/odom,0.0,0.0,0.0,0.8001,3.1587,-1.5706387787282845,0.0,0.0,0.0
0.8,3.1595,-1.5706491603678943,0.0009055385138138627,0.0,1789417678812497297,/odom,0.0,0.003999999953582976,-6.094289848724893e-07,0.8001,3.1586,-1.5706491603678943,-0.003999999953582976,6.094289848724893e-07,0.0
0.8,3.1595,-1.570659902291341,0.0009055385138138627,0.0,1789417678836497297,/odom,0.0,0.0,0.0,0.8001,3.1586,-1.570659902291341,0.0,0.0,0.0
0.8,3.1595,-1.57066726374276,0.0010049875621119784,0.0,1789417678862497322,/odom,0.0,0.003846150114037247,-5.105524993000195e-07,0.8001,3.1585,-1.57066726374276,-0.003846150114037247,5.105524993000195e-07,0.0
0.8,3.1595,-1.5706747853377037,0.0010049875621119784,0.0,1789417678887497328,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.5706747853377037,0.0,0.0,0.0
0.8,3.1595,-1.570682467083398,0.0010049875621119784,0.0,1789417678912497297,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.570682467083398,0.0,0.0,0.0
0.8000000140943528,3.1593802526008,-1.5706747851066958,0.0017830581886138957,0.0,1789417678937497297,/odom,0.0018,0.0359999997506427,-4.2372251848057695e-06,0.8001,3.1576,-1.5706747851066958,-0.02642015293197493,4.2372251848057695e-06,-0.0018
0.8000002560818525,3.1587900488326306,-1.570097855127607,0.0036913966511885033,0.0,1789417678962497316,/odom,0.0043,0.0999999155947884,-4.100063546528738e-05,0.8001,3.1551,-1.570097855127607,-0.06236363710646497,4.100063546528738e-05,-0.0043
0.8000017362088828,3.157479964403487,-1.5692352091294806,0.006580698087878151,0.0,1789417678987497297,/odom,0.0068,0.16800002045940318,-0.0001898056078204616,0.8001,3.1509,-1.5692352091294806,-0.10082887801378976,0.0001898056078204616,-0.0068
0.8000070214037743,3.1551545243611687,-1.5678119083938706,0.010354941804056255,0.0,1789417679012497328,/odom,0.0091,0.24399906725353432,-0.0005545542350351946,0.8001,3.1448,-1.5678119083938706,-0.12513523549967898,0.0005545542350351946,-0.0091
0.8000217733063222,3.151002087598886,-1.566675596420859,0.014003221839320273,0.0,1789417679037497297,/odom,0.0087,0.3120126283229646,0.0028915774665875943,0.8002,3.137,-1.566675596420859,-0.09868069002906787,-0.0028915774665875943,-0.0087
0.8000511480779336,3.145094342204197,-1.5649726443438217,0.017794964775878705,0.0,1789417679062497340,/odom,0.0104,0.3879945364289795,-0.0019292048205670853,0.8002,3.1273,-1.5649726443438217,-0.12869829643844766,0.0019292048205670853,-0.0104
0.8001002939568443,3.137729231305036,-1.5632746163043947,0.021830144797330864,0.0,1789417679087497297,/odom,0.0121,0.45601732330305433,0.000957185585878789,0.8003,3.1159,-1.5632746163043947,-0.12608820231616102,-0.000957185585878789,-0.0121
0.800181886962542,3.1281423484294884,-1.5612966473784462,0.025543279675689753,0.0,1789417679112497352,/odom,0.0139,0.5320136051622124,-0.0005277787591009077,0.8004,3.1026,-1.5612966473784462,-0.09497455954015899,0.0005277787591009077,-0.0139
