bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788885219.6434135,1788885219.5571296,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788885219.6944125,1788885219.6467707,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788885219.745547,1788885219.6974978,0.8006,3.1515,0.0585,-1.5692364850928398,0.2652,0.0098,0.0063,0.0059,-0.0997,0.0662
1788885219.7950985,1788885219.747745,0.8006,3.1315,0.0577,-1.5613065831088075,0.527,0.0336,0.0111,0.0085,-0.0778,0.2219
1788885219.8443093,1788885219.7968242,0.8011,3.0993,0.0572,-1.5477241868025282,0.7809,0.0497,0.0142,0.0093,-0.0606,0.3272
1788885219.893641,1788885219.846769,0.8025,3.0557,0.0567,-1.5297552628578066,1.0266,0.0644,0.0162,0.0123,-0.047,0.4259
1788885219.9478748,1788885219.8968515,0.8056,2.9954,0.0564,-1.5051349643829557,1.2894,0.0788,0.0177,0.0169,-0.0351,0.5238
1788885220.0042636,1788885219.951185,0.8113,2.9232,0.0561,-1.4771049882999727,1.5443,0.0871,0.0187,0.0002,-0.0266,0.581
1788885220.054919,1788885220.0060856,0.8211,2.833,0.0559,-1.444661354539899,1.8104,0.0955,0.0194,0.0253,-0.0179,0.644
1788885220.1209068,1788885220.0718083,0.8413,2.6956,0.0557,-1.4012672969175035,2.1501,0.0986,0.0202,0.0287,-0.0101,0.6713
1788885220.1714356,1788885220.122808,0.8619,2.5839,0.0553,-1.3723123314158452,2.4694,0.0899,0.0175,0.0266,-0.0265,0.6058
1788885220.220001,1788885220.1735268,0.8887,2.4585,0.0562,-1.3492405546161956,2.3778,0.0636,0.0317,-0.0019,0.1121,0.4149
1788885220.2673762,1788885220.2213926,0.9121,2.3571,0.0576,-1.3413882647024828,2.0846,0.0219,0.0466,-0.0216,0.1496,0.1302
1788885220.3201344,1788885220.272637,0.9349,2.2593,0.0588,-1.345528774170509,1.7807,-0.0126,0.0533,-0.0198,0.1329,-0.0939
1788885220.3680553,1788885220.3214853,0.9522,2.1827,0.0598,-1.357085534225798,1.4993,-0.0371,0.0533,-0.0099,0.105,-0.2496
1788885220.4188554,1788885220.3726788,0.9665,2.1143,0.0606,-1.375866411805556,1.1979,-0.0535,0.0483,0.0064,0.0816,-0.3475
1788885220.4691174,1788885220.4225776,0.9787,2.0488,0.0596,-1.4010538941965136,1.4873,-0.086,0.0486,-0.0179,-0.1582,-0.5631
1788885220.5181017,1788885220.472293,0.9906,1.9723,0.0588,-1.4344288739618511,1.6409,-0.1108,0.0467,-0.0126,-0.0423,-0.7171
1788885220.569061,1788885220.5215836,1.0003,1.8904,0.0588,-1.4729870534165115,1.6535,-0.1204,0.0465,-0.0031,0.0071,-0.7744
1788885220.6190062,1788885220.5716038,1.0067,1.8073,0.0587,-1.5122150565257266,1.6744,-0.123,0.0467,0.0011,0.0066,-0.7894
1788885220.6694903,1788885220.6212971,1.01,1.7224,0.0586,-1.5505577955746006,1.7163,-0.1206,0.0469,0.0034,0.0033,-0.7737
1788885220.7191772,1788885220.6724885,1.0102,1.6333,0.0585,-1.5867682922389492,1.7658,-0.1111,0.0473,0.0059,0.0037,-0.7121
1788885220.7691069,1788885220.7214463,1.0073,1.5448,0.0584,-1.6168894310500257,1.8323,-0.0964,0.0477,0.0075,-0.0008,-0.6177
1788885220.8172603,1788885220.7712638,1.0019,1.4535,0.0583,-1.6413569012763913,1.8888,-0.0774,0.0485,0.0103,0.0027,-0.4947
1788885220.8702307,1788885220.8217137,0.9941,1.3563,0.0583,-1.6594652789384152,1.926,-0.0554,0.0496,0.0134,0.0076,-0.3514
1788885220.9184265,1788885220.8715558,0.9849,1.2595,0.0583,-1.6696306387983482,1.9547,-0.0315,0.0507,0.0159,0.0071,-0.1959
1788885220.9683177,1788885220.9217684,0.9749,1.1615,0.0583,-1.6723000694139285,1.9805,-0.0083,0.0518,0.0171,0.0058,-0.0453
1788885221.018416,1788885220.9715602,0.9649,1.0627,0.0584,-1.668737883579905,1.9891,0.0121,0.0529,0.0171,0.0087,0.0865
1788885221.075618,1788885221.0224988,0.9555,0.964,0.0585,-1.6592285380298413,1.9757,0.0305,0.054,0.0156,0.0123,0.2053
1788885221.1285248,1788885221.0772095,0.9473,0.8643,0.0587,-1.6444842701125033,1.9537,0.044,0.0549,0.0122,0.0114,0.2909
1788885221.1967309,1788885221.1470523,0.9385,0.7204,0.0587,-1.6187016776226648,1.9444,0.0536,0.0554,0.0067,0.0047,0.3498
1788885221.2507887,1788885221.1999063,0.9346,0.6194,0.0588,-1.5991674223429977,1.9425,0.0579,0.0556,0.0036,0.0036,0.3766
1788885221.2998886,1788885221.2520838,0.9327,0.5164,0.0588,-1.5789305170133445,1.942,0.0591,0.0557,0.0004,0.0033,0.3824
1788885221.3473997,1788885221.3013062,0.9327,0.4212,0.0588,-1.5622387059462601,1.9424,0.0528,0.0558,-0.0029,0.0027,0.3401
1788885221.3952413,1788885221.3493817,0.9342,0.3279,0.0588,-1.5486640677709897,1.943,0.0432,0.0559,-0.0057,0.002,0.2767
1788885221.4442363,1788885221.3966317,0.9368,0.2342,0.0587,-1.5389132506461818,1.959,0.0314,0.0559,-0.0075,-0.0028,0.1998
1788885221.4941921,1788885221.4465861,0.9402,0.1356,0.0587,-1.5334071226893036,1.9814,0.0172,0.0559,-0.0089,-0.0035,0.1069
1788885221.5433576,1788885221.4965236,0.944,0.0383,0.0587,-1.5325744291063275,1.9891,0.0026,0.0561,-0.0099,0.0009,0.012
1788885221.5934687,1788885221.546584,0.9478,-0.0632,0.0587,-1.536267947336627,1.9917,-0.0112,0.0564,-0.0098,0.002,-0.0772
1788885221.6444976,1788885221.596708,0.9508,-0.1603,0.0588,-1.54350015890693,1.9767,-0.0234,0.0567,-0.009,0.0062,-0.1563
1788885221.695616,1788885221.647574,0.9531,-0.2629,0.0588,-1.5546933494213422,1.9707,-0.0334,0.0569,-0.0072,0.0023,-0.2199
1788885221.745367,1788885221.6972063,0.9541,-0.359,0.0588,-1.5674361899586668,1.9527,-0.0398,0.057,-0.0048,0.0053,-0.2603
1788885221.7957077,1788885221.746811,0.9537,-0.4565,0.0589,-1.581447567024266,1.946,-0.0431,0.0569,-0.0025,0.0012,-0.2804
1788885221.8460333,1788885221.7980168,0.9519,-0.5576,0.0589,-1.5963076400523184,1.9437,-0.0442,0.0568,-0.0002,0.0002,-0.2861
1788885221.8964322,1788885221.8482213,0.9489,-0.6528,0.0588,-1.6096080579053589,1.9432,-0.0415,0.0567,0.002,0.0,-0.2678
1788885221.9463458,1788885221.8985105,0.9445,-0.7504,0.0588,-1.621489865333899,1.9591,-0.0373,0.0565,0.0034,-0.004,-0.2394
1788885221.9966323,1788885221.9485447,0.939,-0.8484,0.0588,-1.6316770263372882,1.965,-0.0313,0.0564,0.005,-0.0002,-0.2005
1788885222.0454905,1788885221.998031,0.9326,-0.9466,0.0588,-1.6393133260794521,1.9672,-0.0239,0.0565,0.0062,0.0007,-0.1519
