# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
0.0000000,-2.4342551,3.7153043,-2.69767347,1.16699441,2.6182469,2.5066722,1.326097,3.352128
0.1444205,-2.5599519,3.6441875,-2.54015633,1.05272021,2.7566937,2.6983229,1.113279,3.231617
0.2528751,-2.6457612,3.5778613,-2.42596807,0.97523210,2.8641186,2.7863082,0.884358,2.655515
0.3442915,-2.7121869,3.5150554,-2.33078892,0.91556193,2.9559775,2.8366114,0.762574,2.158199
0.4591776,-2.7873891,3.4282024,-2.22513914,0.85058438,3.0668059,2.8786191,0.849345,1.748716
0.6224317,-2.8772644,3.2919147,-2.09419821,0.77309367,3.2168361,2.9162310,0.855436,1.517519
0.8289004,-2.9653198,3.1051646,-1.95006396,0.69297973,3.3976976,2.9436783,0.703490,1.363920
1.0764900,-3.0328866,2.8669729,-1.80003769,0.61630759,3.6028504,2.9605419,0.713867,1.256036
1.3351654,-3.0726584,2.6113733,-1.64448120,0.55069377,3.8114472,2.9697266,0.804761,1.178914
1.5866275,-3.0748798,2.3599209,-1.51381283,0.48627888,4.0032712,2.9740487,0.809054,1.138887
1.8364961,-3.0486998,2.1114276,-1.41789264,0.28071758,4.1851530,2.9762789,0.786769,1.126874
2.0870091,-3.0072807,1.8643624,-1.39154581,-0.06979323,4.3597846,2.9774865,0.765727,1.130244
2.3374735,-2.9685802,1.6169060,-1.43984328,-0.31605798,4.5277300,2.9781585,0.748200,1.256609
2.5875121,-2.9465887,1.3678364,-1.52565263,-0.36925264,4.6546088,1.6585916,0.747218,1.296058
2.8382270,-2.9468340,1.1171216,-1.61617563,-0.36956024,4.6526713,-1.7136634,0.769751,1.080582
3.1049626,-2.9720785,0.8515833,-1.73908958,-0.39930516,4.4760253,-4.2857219,0.802469,1.024265
3.3753263,-3.0325504,0.5880692,-1.85702552,-0.46173676,4.1624379,-5.6884544,0.869198,0.947689
3.6412056,-3.1246408,0.3386475,-1.99428105,-0.56754815,3.7544268,-6.4009803,0.932155,0.858265
3.9017603,-3.2514685,0.1110437,-2.16551561,-0.74204321,3.2834499,-6.2707292,1.045204,1.092830
4.1574265,-3.4168578,-0.0839219,-2.38336481,-0.95612814,2.8925904,-3.2871332,1.167037,2.259664
4.4108924,-3.6216956,-0.2332083,-2.63842845,-1.04693948,2.7642938,0.3504335,1.338539,3.535187
4.6676324,-3.8609966,-0.3262161,-2.89834318,-0.97306628,2.8673043,1.9084134,1.598103,3.620100
4.8982943,-4.0887988,-0.3624247,-3.11438749,-0.86779082,3.0362496,2.5000985,1.983326,4.196515
5.0524776,-4.2428527,-0.3561088,3.03611213,-0.79832856,3.1655863,2.6908856,2.734934,3.254282
5.1407749,-4.3297117,-0.3402364,2.94949585,-0.75909905,3.2463532,2.7615750,2.582545,0.878697
5.2207094,-4.4077867,-0.3230954,2.91827914,-0.73163539,3.3067217,2.8014355,2.695883,1.005374
5.2906246,-4.4763457,-0.3093911,2.84549768,-0.70320284,3.3729095,2.8353716,2.271602,2.988059
