s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,0.55484824,0.126207843,2.61824694,3.05547955,2.97462823,0.344997956,-0.577760575,3.00000002,1.8809450,2.7972800
0.24924806,-2.83620324,4.14392180,0.868901051,0.57100714,0.096448760,2.75669369,2.90202716,3.13507316,0.304557730,-0.994667160,3.00000002,1.6842864,2.6606096
0.49849612,-3.03813500,3.99880229,1.083463814,0.57545503,-0.034663603,2.86411861,2.79318040,3.25290478,0.294697806,0.787074804,3.00000001,1.4598132,2.0800596
0.74774418,-3.19476339,3.80588364,1.105593624,0.56343690,-0.217621485,2.95597755,2.70638049,3.35092689,0.264836609,-2.626564262,3.00000001,1.3260109,1.5947621
0.99699223,-3.29405840,3.57795275,0.916393012,0.52833605,-0.366965875,3.06680590,2.60857721,3.46714126,0.258059181,1.602452577,3.00000002,1.3776814,1.2203800
1.24624029,-3.33942247,3.33324583,0.677507921,0.46400249,-0.434208402,3.21683611,2.48691563,3.62235000,0.228492981,-2.238862437,3.00000002,1.3194383,1.0535165
1.49548835,-3.34270323,3.08420976,0.523801195,0.37796478,-0.434737379,3.39769763,2.35453559,3.80749098,0.212453424,1.526555066,3.00000002,1.0814549,0.9859556
1.74473641,-3.31868713,2.83614883,-0.037798208,0.28745798,-0.336677684,3.60285043,2.22046408,4.01593231,0.185087565,-2.075216204,3.00000002,1.0013252,0.9685778
1.99398447,-3.29229288,2.58830211,-0.011622175,0.22084289,-0.178344419,3.81144723,2.09894024,4.22699927,0.171540497,1.901304339,3.00000002,1.0256040,0.9580713
2.24323253,-3.26663392,2.34037840,-0.012755044,0.19274743,-0.044580228,4.00327118,1.94670622,4.42064229,0.134910126,-3.199999622,3.00000001,1.0018018,0.9461397
2.49248059,-3.24175602,2.09237510,-0.012754143,0.19399403,0.054533199,4.18515302,1.17484603,4.60404396,-0.060718303,-3.199999766,3.00000000,0.9807628,0.9328799
2.74172864,-3.21768080,1.84429259,-0.013296856,0.21135516,0.084149376,4.35978462,-0.30428346,4.78003236,-0.209945808,-1.861890016,2.99999998,0.9770825,0.9188893
2.99097670,-3.19442977,1.59613149,-0.013769185,0.22680300,0.039227279,4.52773003,-1.43102523,4.94922894,-0.175085031,3.199998953,2.99999990,0.9750029,1.0298058
3.24022476,-3.17202712,1.34789236,-0.013703509,0.22631888,-0.043094173,4.65460879,-1.71872660,4.86443875,-0.117086991,-1.131739364,-6.23776669,0.9735367,1.0697393
3.48947282,-3.15046848,1.09957878,-0.023714878,0.20438875,-0.131315534,4.65267126,-1.71944231,4.47956069,-0.127102528,0.751711313,-7.99999988,0.9741397,0.8761928
3.73872088,-3.13652052,0.85079488,-0.451110062,0.16444393,-0.173087565,4.47602527,-1.78730000,4.01947498,-0.141437998,-1.144328516,-7.99999993,0.9669132,0.8598210
3.98796894,-3.15032609,0.60207183,-0.523407434,0.11860522,-0.167891992,4.16243790,-1.92195059,3.55897792,-0.170904005,0.163638336,-6.74692249,0.9878037,0.8290838
4.23721700,-3.19626486,0.35727048,-0.564028809,0.07400553,-0.169107389,3.75442678,-2.13081796,3.06073543,-0.211752731,-1.314898580,-7.99999973,1.0061600,0.7842596
4.48646505,-3.27590627,0.12129107,-0.574927728,0.02649935,-0.197664563,3.28344992,-2.43646171,2.63174723,-0.280670253,-0.579945071,-3.77492047,1.0717035,1.0663307
4.73571311,-3.38826991,-0.10098307,-0.551859328,-0.03329191,-0.274506641,2.89259041,-2.76568710,2.61520994,-0.336994128,-0.763194970,3.00000000,1.1337454,2.2929562
4.98496117,-3.52992264,-0.30586917,-0.501713165,-0.11705507,-0.397944576,2.76429383,-2.89404835,2.88512068,-0.331424996,0.849434987,3.00000002,1.2214844,3.6522424
5.23420923,-3.69598509,-0.49156881,-0.437639818,-0.23360286,-0.541115965,2.86730427,-2.79007711,3.15979186,-0.294452152,-0.046768076,3.00000002,1.3645005,3.8537027
5.48345729,-3.88477547,-0.65386198,-0.934971397,-0.35575444,-0.583560541,3.03624958,-2.63482952,3.39484015,-0.262487422,1.038646275,3.00000002,1.6275715,4.5522694
5.73270535,-4.10568313,-0.76756034,-1.369330273,-0.43371406,-0.427272669,3.16558631,-2.52717797,3.54601645,-0.238850743,-0.595275896,3.00000002,2.3012200,3.6879959
5.98195340,-4.35117266,-0.80221213,-1.486318713,-0.46247399,-0.145675490,3.24635319,-2.46430364,3.63510547,-0.231729488,1.449228400,3.00000001,2.1200710,1.3411709
6.23120146,-4.59287850,-0.74666111,-1.622529734,-0.46224115,0.188664388,3.30672167,-2.41931459,3.70027060,-0.218021039,-0.403444658,3.00000001,2.2336423,1.4676154
6.48044952,-4.79434171,-0.60278567,-1.562655628,-0.43266826,0.529520040,3.37290947,-2.37183953,3.77064583,-0.215024582,0.495189761,3.00000002,1.8389337,3.4207272
6.72969758,-4.92877986,-0.39409088,-1.049406629,-0.33358763,0.750000010,3.50328800,-2.28356903,3.90703993,-0.196973805,0.353952860,3.00000002,1.3823482,2.9545664
6.97894564,-5.00976263,-0.15853789,-0.025634583,-0.14994356,0.716822109,3.72391506,-2.14827671,4.13449503,-0.177062852,0.197345032,3.00000003,1.2432719,2.9099128
7.22819370,-5.08101054,0.08030762,-0.055772942,0.03602052,0.557043229,3.96325535,-2.01854265,4.37851375,-0.156231962,0.326088708,3.00000002,1.1844372,2.9556698
7.47744176,-5.14891295,0.32012625,-0.055934099,0.17185758,0.432334606,4.17162553,-1.91771765,4.58952616,-0.142756851,0.041266778,3.00000002,1.1226867,0.9041122
7.72668981,-5.21346769,0.56086756,-0.056245479,0.27275509,0.326425760,4.36128987,-1.83431970,4.78107209,-0.129948689,0.373393342,3.00000002,1.0743805,0.8922183
7.97593787,-5.27463943,0.80249061,-0.056576643,0.34582061,0.233561424,4.53800445,-1.76288934,4.95930797,-0.121607864,-0.107589773,3.00000002,1.0302780,0.9164863
8.22518593,-5.33239632,1.04495259,-0.056790465,0.39535685,0.150381531,4.70519305,-1.70024897,5.12782206,-0.112203911,0.456384223,3.00000002,0.9903952,0.9355460
8.47443399,-5.38670750,1.28820956,-0.057131739,0.42449442,0.076856882,4.86510049,-1.56382319,5.28893749,-0.082838950,0.640872494,3.00000002,0.9546814,0.9510793
8.72368205,-5.43754618,1.53221587,-0.057374598,0.43719958,0.022503351,5.01928806,-1.07909898,5.44425688,0.015378500,3.195540842,3.00000002,0.9229707,0.9638574
8.97293011,-5.48488735,1.77692479,-0.057875846,0.44046955,0.003088234,5.16876183,-0.25504083,5.59480905,0.084494005,-0.494928460,3.00000001,0.8948631,0.9734842
9.22217817,-5.52870799,2.02228858,-0.057345971,0.44322470,0.018469134,5.31405774,0.30465620,5.74114220,0.045492742,-1.112749016,3.00000001,0.8700291,0.9806417
9.47142622,-5.56899002,2.26825807,-0.058095581,0.45170906,0.047845797,5.45561829,0.32647811,5.88370672,-0.001609236,-0.866577742,3.00000001,0.8486260,0.9827740
9.72067428,-5.60571431,2.51478383,-0.057698894,0.46668768,0.069078468,5.59385069,-0.03751752,6.02291548,-0.063356362,-1.805619656,3.00000001,0.8311928,0.9813074
9.96992234,-5.63886934,2.76181494,-0.058338922,0.48423579,0.067736529,5.72895684,-0.66650786,6.15897345,-0.119564941,-0.660130307,3.00000000,0.8179827,0.9770478
10.21917040,-5.66844242,3.00930041,-0.058050564,0.49822682,0.041290694,5.86097721,-1.18774813,6.29192234,-0.103644703,1.402926854,2.99999999,0.8089480,0.9698390
