s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
14.95488351,-5.10589639,7.62194971,-0.650074049,-0.44063860,-0.102509853,4.15292147,-1.59016528,3.96533215,-0.134284148,-0.161038825,-1.11619805,1.3279625,1.1059147
15.20413157,-4.92406774,7.79208160,-0.610100496,-0.45124082,-0.016104882,4.06374521,-1.63856223,3.93132397,-0.140655043,-0.130681073,-0.44856258,1.4245836,1.0942231
15.45337963,-4.71861264,7.93285059,-0.538646432,-0.44789169,0.050739520,3.99385899,-1.68327242,3.92754195,-0.145287164,-0.072841424,0.26193533,1.5442517,1.0726476
15.70262769,-4.49614082,8.04491949,-0.431043701,-0.43420324,0.087474674,3.94854905,-1.71686157,3.95724425,-0.146962895,0.002026369,0.91312236,1.5240843,1.0403091
15.95187575,-4.26291156,8.13261007,-0.375606252,-0.41504976,0.097288705,3.93405333,-1.73095681,4.01740622,-0.145399211,0.056304861,1.36470396,1.5223392,1.0049918
16.20112380,-4.02249753,8.19805865,-0.386635524,-0.39424040,0.099451290,3.95138241,-1.72460018,4.09818424,-0.141853412,0.075723277,1.64259249,1.4118116,0.9918923
16.45037186,-3.77691354,8.24012986,-0.385346414,-0.37260547,0.103558272,3.99540748,-1.70434434,4.19173525,-0.137331846,0.092650219,1.84065343,1.2743897,0.9882230
16.69961992,-3.52842782,8.25850971,-0.373971218,-0.34982639,0.107453419,4.06003962,-1.67559580,4.29443575,-0.131941074,0.108188351,1.98529248,1.1869312,1.0001740
16.94886798,-3.27930192,8.25373376,-0.353584254,-0.32605099,0.109214694,4.14030038,-1.64051058,4.40377828,-0.125905664,0.116935975,2.09312897,1.1166701,1.0047948
17.19811604,-3.03155195,8.22706305,-0.327954121,-0.30184625,0.107475324,4.23219833,-1.60119889,4.51786055,-0.119788478,0.111849092,2.17390821,1.0643986,0.9883393
17.44736410,-2.78679630,8.18025151,-0.301158048,-0.27806722,0.101803619,4.33248248,-1.56067066,4.63505861,-0.113984263,0.106426989,2.23410821,1.0449351,0.9664773
17.69661216,-2.54584641,8.11657277,-0.185620556,-0.25684303,0.080382267,4.43983354,-1.51915041,4.75575876,-0.107960733,0.119474397,2.29375529,1.0366363,0.9607191
17.94586021,-2.30815403,8.04162570,-0.193283970,-0.24154053,0.048306988,4.55160313,-1.47546572,4.87784929,-0.101803430,0.113015528,2.31815582,1.0320715,0.9601404
18.19510827,-2.07435010,7.95531838,-0.206620956,-0.23305054,0.023164768,4.66419226,-1.43180268,4.99782362,-0.096387305,0.096811758,2.33483545,1.0417217,0.9513121
18.44435633,-1.84529785,7.85710077,-0.219805456,-0.22966283,0.005423487,4.77633868,-1.39097709,5.11535388,-0.091632409,0.092516872,2.34648614,1.0667308,0.9555516
18.69360439,-1.62195805,7.74651456,-0.231653718,-0.22966620,-0.005442232,4.88730744,-1.35310676,5.23032975,-0.087166703,0.090030970,2.35437452,1.0788677,0.9818004
18.94285245,-1.40536906,7.62323609,-0.242155872,-0.23149721,-0.010074849,4.99666182,-1.31724641,5.34271772,-0.083005385,0.084422304,2.35920230,1.0656982,1.0045706
19.19210051,-1.19661496,7.48711606,-0.251463550,-0.23374949,-0.009060088,5.10415778,-1.28316660,5.45253572,-0.079182863,0.079838851,2.36149213,1.0673680,1.0167684
19.44134857,-0.99678237,7.33821097,-0.257418458,-0.23519568,-0.003233011,5.20971946,-1.25053174,5.55989028,-0.075559615,0.079589020,2.36201377,1.0845541,1.0173681
19.69059662,-0.80690299,7.17680815,-0.260844588,-0.23482842,0.006421104,5.31339458,-1.21859531,5.66495999,-0.072064703,0.077506764,2.36103329,1.1027568,1.0088085
19.93984468,-0.62789737,7.00342485,-0.260663912,-0.23186864,0.018909514,5.41530910,-1.18714737,5.76796583,-0.068805807,0.071777344,2.35907009,1.1392827,1.0042989
20.18909274,-0.46051905,6.81879129,-0.258121716,-0.22575469,0.033266857,5.51563405,-1.15656992,5.86914981,-0.065799868,0.068268250,2.35624240,1.1976274,1.0070782
20.43834080,-0.30531618,6.62380958,-0.251444677,-0.21613902,0.048466306,5.61456682,-1.12693266,5.96876387,-0.062948618,0.066509611,2.35296865,1.2791158,1.0025963
20.68758886,-0.16260828,6.41950250,-0.242156262,-0.20289773,0.063469769,5.71230390,-1.09827085,6.06704274,-0.060316758,0.059373047,2.34902160,1.3605582,0.9865681
20.93683692,-0.03248522,6.20695504,-0.234410141,-0.18605801,0.077991643,5.80896143,-1.07095880,6.16411156,-0.057913605,0.056804200,2.34380595,1.3407698,0.9606746
21.18608498,0.08573434,5.98754903,-0.122289898,-0.16711398,0.078755879,5.90541230,-1.04399929,6.26102334,-0.055382974,0.065659367,2.34717383,1.3168661,0.9388051
21.43533303,0.19610614,5.76408140,-0.130566772,-0.14917470,0.067888944,6.00137375,-1.01579085,6.35733518,-0.052695345,0.064967954,2.33420139,1.3007116,0.9403633
21.68458109,0.29915226,5.53714284,-0.132390895,-0.13350560,0.060081627,6.09574335,-0.98650923,6.45165926,-0.050183691,0.058925666,2.32033238,1.2710108,0.9447456
21.93382915,0.39465757,5.30692942,-0.133937142,-0.11946358,0.054431106,6.18852854,-0.95711423,6.54408627,-0.047842651,0.058214701,2.30485487,1.2428269,0.9422307
22.18307721,0.48242842,5.07365780,-0.134886300,-0.10654423,0.050768563,6.27970870,-0.92777865,6.63463712,-0.045539186,0.058609370,2.28776470,1.2042116,0.9342100
22.43232527,0.56230346,4.83756613,-0.135988157,-0.09427480,0.048986822,6.36927384,-0.89813928,6.72332753,-0.043259238,0.058517451,2.26897126,1.1216847,0.9373519
22.68157333,0.63415086,4.59890901,-0.135744662,-0.08221589,0.048898705,6.45722499,-0.86796635,6.81017453,-0.041008905,0.058520100,2.24851781,1.0565570,0.9474839
22.93082138,0.69787828,4.35795656,-0.135647331,-0.06997078,0.050325410,6.54356847,-0.83711976,6.89519296,-0.038777159,0.058920691,2.22624045,0.9934930,0.9545226
23.18006944,0.75342751,4.11498828,-0.134837523,-0.05717404,0.053175760,6.62831037,-0.80543777,6.97839102,-0.036548600,0.059666782,2.20210594,0.9571886,0.9515764
23.42931750,0.80078080,3.87029039,-0.133744701,-0.04348562,0.057312521,6.71145951,-0.77273334,7.05977594,-0.034310667,0.060677355,2.17598492,0.9314131,0.9399334
23.67856556,0.83995504,3.62415044,-0.132304599,-0.02859006,0.062653123,6.79302320,-0.73880227,7.13934932,-0.032048847,0.062158734,2.14774975,0.9126037,0.9245166
23.92781362,0.87100513,3.37685399,-0.130215096,-0.01219361,0.069079660,6.87300719,-0.70335575,7.21710776,-0.029731244,0.064881031,2.11723710,0.8892233,0.9240278
24.17706168,0.89402045,3.12868046,-0.127669159,0.00597156,0.076476237,6.95141318,-0.66591005,7.29303993,-0.027305641,0.069240827,2.08422705,0.8638955,0.9417250
24.42630974,0.90912081,2.87989949,-0.123646014,0.02613676,0.084644093,7.02823512,-0.62593429,7.36712195,-0.024765081,0.072356525,2.04842753,0.8634331,0.9550458
24.67555779,0.91665719,2.63077228,-0.010886737,0.04673701,0.079962635,7.10321174,-0.58358978,7.43899302,-0.022225533,0.070708387,2.00426915,0.8634942,0.9618373
24.92480585,0.92108165,2.38156374,-0.021644003,0.06476911,0.064336614,7.17616651,-0.53979517,7.50843262,-0.019813836,0.066777148,1.95913581,0.8590202,0.9623693
25.17405391,0.92418183,2.13233522,-0.021996908,0.07928533,0.051823950,7.24715026,-0.49567118,7.57552703,-0.017574927,0.062065022,1.91020326,0.8558604,0.9462946
25.42330197,0.92594691,1.88309368,-0.021263935,0.09087717,0.040948181,7.31611117,-0.45224368,7.64020564,-0.015517133,0.057436298,1.85736470,0.8540716,0.9459556
25.67255003,0.92637202,1.63384625,-0.021819210,0.09994906,0.031662405,7.38300489,-0.41010374,7.70240528,-0.013598555,0.055035647,1.80044303,0.8580431,0.9462557
25.92179809,0.92544811,1.38460018,-0.021640811,0.10689778,0.023958881,7.44777794,-0.36915551,7.76204707,-0.011714866,0.056607582,1.73885973,0.8794179,0.9356751
26.17104615,0.92316950,1.13536282,-0.021772352,0.11210422,0.017728902,7.51036327,-0.32844431,7.81903193,-0.009718929,0.063137780,1.67230603,0.9020000,0.9133762
26.42029420,0.91952921,0.88614162,-0.022059556,0.11594135,0.013020236,7.57068605,-0.28623970,7.87325032,-0.007461198,0.073767353,1.60036128,0.9223176,0.8888282
26.66954226,0.91452032,0.63694418,-0.022016645,0.11879177,0.009864792,7.62866019,-0.24049090,7.92457778,-0.004852457,0.085588313,1.52259172,0.9404922,0.8628849
26.91879032,0.90813730,0.38777815,-0.022230686,0.12105299,0.008346242,7.68419175,-0.19093357,7.97288095,-0.002291462,0.071687106,1.43871467,0.9472684,0.8372890
27.16803838,0.90037265,0.13865135,-0.022299079,0.12313129,0.008443582,7.73717896,-0.14579276,8.01801701,-0.001688694,-0.034807812,1.34824849,0.9586513,0.8374789
27.41728644,0.89122084,-0.11042834,-0.022370387,0.12536538,0.009632013,7.78750858,-0.12642330,8.05982727,-0.005449477,-0.199580907,1.25068732,0.9869271,0.8369566
27.66653450,0.88067587,-0.35945295,-0.022632941,0.12788832,0.010786064,7.83505520,-0.15232283,8.09813294,-0.012463373,-0.239139634,1.14525315,0.9929504,0.8376027
27.91578256,0.86873055,-0.60841430,-0.022854786,0.13053518,0.010638935,7.87967717,-0.21372219,8.13272272,-0.017375249,-0.069278707,1.03072072,0.9856125,0.8393945
28.16503061,0.85537837,-0.85730417,-0.016735274,0.13283197,0.007968191,7.92119440,-0.26743559,8.16331014,-0.015438600,0.192470382,0.90435677,0.9787152,0.8309448
28.41427867,0.84103233,-1.10613898,-0.007934129,0.13413494,0.002625267,7.95939201,-0.26785103,8.18954748,-0.007091908,0.338730448,0.76508831,0.9755759,0.8483886
28.66352673,0.82618387,-1.35494433,-0.008141949,0.13410674,-0.002749227,7.99405908,-0.20334236,8.21110795,0.002507307,0.274281031,0.61358506,0.9734000,0.8712612
28.91277479,0.81083685,-1.60371942,-0.007761423,0.13312555,-0.005038239,8.02495458,-0.06994636,8.22761900,0.017263120,0.678135361,0.44629346,0.9867816,0.8959241
29.16202285,0.79499128,-1.85246325,-0.008140517,0.13216574,-0.002594752,8.05177915,0.10141160,8.23862498,0.023931886,-0.245710917,0.26248727,1.0118033,0.9184325
29.41127091,0.77864603,-2.10117475,-0.008094590,0.13236242,0.004214229,8.07419298,0.21059544,8.24364273,0.014243632,-0.383194908,0.06123067,1.0286425,0.9509174
29.66051897,0.76180245,-2.34985299,-0.008083966,0.13446882,0.012690483,8.09181468,0.21107844,8.24215278,0.003031921,-0.347095455,-0.15847621,1.0450872,0.9884830
29.90976702,0.74446062,-2.59849699,-0.008202374,0.13855020,0.020022562,8.10422169,0.13585858,8.23358842,-0.006487993,-0.273692222,-0.39811553,1.0473287,1.0252748
30.15901508,0.72661936,-2.84710565,-0.007972615,0.14409654,0.024416475,8.11094579,0.02059398,8.21732997,-0.014082210,-0.222098342,-0.65888420,1.0450137,1.0485362
30.40826314,0.70828097,-3.09567813,-0.008290545,0.15026549,0.025003214,8.11147062,-0.11346897,8.19272367,-0.021020103,-0.232281646,-0.94078259,1.0449294,1.0555141
30.65751120,0.68944289,-3.34421324,-0.008047535,0.15604105,0.021263686,8.10523435,-0.26283155,8.15910659,-0.029168540,-0.303465955,-1.24330993,1.0428863,1.0626191
30.90675926,0.67010798,-3.59271020,-0.008364639,0.16037244,0.013440725,8.09163631,-0.38076425,8.11583707,-0.024556095,0.602159164,-1.56416574,1.0410488,1.0719953
31.15600732,0.65027447,-3.84116786,-0.008407591,0.16253907,0.003936182,8.07005437,-0.37461348,8.06239111,-0.004820465,0.686890931,-1.89622194,1.0419668,1.0777103
31.40525537,0.62994256,-4.08958523,-0.007781326,0.16258853,-0.003502179,8.03988029,-0.23964490,7.99844175,0.011145953,0.355056190,-2.23176246,1.0446600,1.0840946
31.65450343,0.60911438,-4.33796148,-0.008053523,0.16136405,-0.006258786,8.00054633,-0.06565194,7.92379023,0.016808114,0.014899661,-2.56670390,1.0449481,1.0907719
31.90375149,0.58778803,-4.58629546,-0.008073729,0.16005757,-0.004163420,7.95153860,0.07317915,7.83832734,0.015720468,-0.082972008,-2.89587085,1.0466165,1.0968589
32.15299955,0.56596477,-4.83458626,-0.008240375,0.15970902,0.001396401,7.89241125,0.15573862,7.74207278,0.012834853,-0.102251621,-3.21364710,1.0498390,1.0999950
32.40224761,0.54364345,-5.08283278,-0.008033608,0.16098484,0.008824812,7.82280710,0.19118525,7.63518532,0.009740055,-0.097262795,-3.51500261,1.0540393,1.0933472
32.65149567,0.52082637,-5.33103422,-0.008214219,0.16419322,0.016850384,7.74246783,0.19028208,7.51793244,0.005978798,-0.142132678,-3.79631281,1.0585402,1.0869012
32.90074373,0.49751117,-5.57918937,-0.007817078,0.16933876,0.024316296,7.65123249,0.15334181,7.39065710,-0.000067465,-0.234440748,-4.05444342,1.0611255,1.0759741
33.14999178,0.47370100,-5.82729752,-0.008124756,0.17612619,0.029976207,7.54901506,0.07529681,7.25372287,-0.008377807,-0.274101406,-4.28818019,1.0639877,1.0714082
33.39923984,0.44939378,-6.07535746,-0.007655386,0.18393857,0.032507755,7.43579364,-0.03798117,7.10746605,-0.016561979,-0.218938581,-4.49807869,1.0690481,1.0604610
33.64848790,0.42459085,-6.32336833,-0.008016642,0.19188100,0.031002545,7.31158510,-0.16442388,6.95214867,-0.022158747,-0.113897823,-4.68599657,1.0740151,1.0508167
33.89773596,0.39929158,-6.57132906,-0.008141498,0.19893433,0.025364560,7.17641671,-0.27925345,6.78794805,-0.025002384,-0.053146633,-4.85303591,1.0811136,1.0440622
34.14698402,0.37349716,-6.81923877,-0.007844631,0.20410682,0.015920777,7.03031771,-0.37259535,6.61497865,-0.027204424,-0.072735829,-5.00070482,1.0812222,1.0299975
34.39623208,0.34720762,-7.06709646,-0.007922345,0.20650394,0.003121322,6.87327037,-0.45174358,6.43323951,-0.030540888,-0.112130998,-5.13085961,1.0821681,1.0220731
34.64548014,0.32042303,-7.31490114,-0.008130753,0.20530980,-0.012851833,6.70518373,-0.52812785,6.24260952,-0.035091260,-0.133572921,-5.24464754,1.0829078,1.0104894
34.89472819,0.29314320,-7.56265180,-0.008072881,0.19969998,-0.032239575,6.52588651,-0.60795861,6.04286749,-0.040453622,-0.148955088,-5.34306223,1.0616242,0.9940494
35.14397625,0.26536584,-7.81034718,-0.003399092,0.18869764,-0.056047482,6.33516768,-0.69255171,5.83374461,-0.046354202,-0.154201056,-5.42702112,1.0210844,0.9690732
35.39322431,0.23599893,-8.05785484,-0.157388751,0.17325390,-0.065979145,6.12976259,-0.78162873,5.61120537,-0.052614879,-0.154000837,-5.52523787,0.9778103,0.9596866
35.64247237,0.19829363,-8.30422118,-0.149499565,0.15675765,-0.062927406,5.90922486,-0.87277048,5.37551349,-0.059308372,-0.160822072,-5.55493017,0.9400505,0.9317030
35.89172043,0.15145716,-8.54901660,-0.143406399,0.14019427,-0.066912788,5.67607426,-0.96455613,5.13034110,-0.066874038,-0.182425335,-5.57385344,0.9109374,0.8904186
36.14096849,0.09589609,-8.79198145,-0.137901321,0.12172520,-0.078272830,5.42977319,-1.05960505,4.87471227,-0.075793100,-0.206328505,-5.57851080,0.8921544,0.8411577
36.39021655,0.03203118,-9.03289785,-0.131739439,0.09937110,-0.097922837,5.16947354,-1.16091737,4.60762196,-0.086379138,-0.234817580,-5.56536862,0.8831250,0.8049352
36.63946460,-0.03970833,-9.27158873,-0.125774943,0.07087452,-0.127208924,4.89391330,-1.27148194,4.32789004,-0.099226671,-0.273920866,-5.52972486,0.8832784,0.7942032
36.88871266,-0.11889689,-9.50791373,-0.120864156,0.03358254,-0.167826518,4.60125360,-1.39488204,4.03412246,-0.115095730,-0.318741006,-5.46064210,0.8883765,0.7811783
37.13796072,-0.20516261,-9.74174989,-0.244942988,-0.01359289,-0.206020308,4.28984294,-1.53439897,3.72620027,-0.134877866,-0.372690985,-5.32139290,0.8866886,0.7644434
37.38720878,-0.30768416,-9.96879619,-0.534515234,-0.06478949,-0.206560238,3.96457542,-1.69194799,3.41314615,-0.159977303,-0.456520942,-5.02573424,0.9062829,0.7705602
37.63645684,-0.43944799,-10.18011787,-0.682540166,-0.10945461,-0.167161031,3.63719018,-1.87097977,3.11579837,-0.192020994,-0.561232088,-4.40396961,0.9795947,0.8002604
37.88570490,-0.60501533,-10.36597246,-0.831455551,-0.14061278,-0.106805407,3.32774183,-2.06737905,2.89039634,-0.228357825,-0.553649408,-2.46672895,1.0954133,0.8232198
38.13495296,-0.80495988,-10.51401674,-0.905087654,-0.15610443,-0.036536696,3.08016281,-2.24854901,2.83555597,-0.257795419,-0.310740552,0.92198222,1.2909997,0.8366219
