s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
7.97593787,-5.27463943,0.80249061,-0.056576643,0.33627738,-0.105551280,4.11763387,-0.42484349,4.44098124,-0.012103281,0.197185651,2.05617601,1.0302780,0.9164863
8.22518593,-5.33239632,1.04495259,-0.056790465,0.30854743,-0.112193776,4.24810181,-0.25317154,4.56381122,-0.002730425,0.109049111,1.96711299,0.9903952,0.9355460
8.47443399,-5.38670750,1.28820956,-0.057131739,0.28036700,-0.109357548,4.37012343,-0.12896461,4.67730795,0.001545337,0.035125886,1.86744596,0.9546814,0.9510793
8.72368205,-5.43754618,1.53221587,-0.057374598,0.25374459,-0.100307265,4.48388358,-0.05134806,4.78150614,0.002622070,0.002463869,1.75666456,0.9229707,0.9638574
8.97293011,-5.48488735,1.77692479,-0.057875846,0.22992131,-0.087671006,4.58950588,-0.00946865,4.87641942,0.002472176,-0.007813834,1.63421224,0.8948631,0.9734842
9.22217817,-5.52870799,2.02228858,-0.057345971,0.20955591,-0.073338352,4.68704291,0.00900450,4.96199379,0.001693126,-0.020984931,1.49885153,0.8700291,0.9806417
9.47142622,-5.56899002,2.26825807,-0.058095581,0.19291460,-0.058469488,4.77648349,0.00920989,5.03811399,-0.000388101,-0.057404109,1.35020646,0.8486260,0.9827740
9.72067428,-5.60571431,2.51478383,-0.057698894,0.17998261,-0.044114234,4.85774108,-0.01220045,5.10458494,-0.004750584,-0.109682098,1.18678121,0.8311928,0.9813074
9.96992234,-5.63886934,2.76181494,-0.058338922,0.17046273,-0.031490299,4.93064224,-0.05947160,5.16111816,-0.011011263,-0.133723326,1.00811146,0.8179827,0.9770478
10.21917040,-5.66844242,3.00930041,-0.058050564,0.16376539,-0.021734654,4.99492717,-0.12821310,5.20733173,-0.017417201,-0.118682701,0.81258003,0.8089480,0.9698390
10.46841846,-5.69442160,3.25718890,-0.071751182,0.15927796,-0.013914150,5.05029223,-0.20540471,5.24283069,-0.022453708,-0.081925611,0.60215702,0.8038695,0.9597980
10.71766652,-5.71594402,3.50550180,-0.084754290,0.15671996,-0.006374472,5.09632420,-0.27601993,5.26704917,-0.025324198,-0.033290770,0.37088892,0.8033036,0.9445335
10.96691458,-5.73222128,3.75421364,-0.084758454,0.15589428,-0.000169105,5.13237773,-0.32851229,5.27903263,-0.026003588,0.005901453,0.11360843,0.8081542,0.9241510
11.21616263,-5.74323747,4.00321396,-0.084948742,0.15639054,0.004096723,5.15766299,-0.35954258,5.27770570,-0.025536855,0.013126130,-0.16829035,0.8183236,0.9009413
11.46541069,-5.74897892,4.25239172,-0.085104064,0.15783127,0.007311968,5.17127993,-0.37569752,5.26197172,-0.025442282,-0.009269052,-0.47545551,0.8318178,0.8709974
11.71465875,-5.74944038,4.50163518,-0.084722582,0.15999199,0.009797976,5.17219134,-0.38914439,5.23069309,-0.026746384,-0.044100048,-0.80521019,0.8531196,0.8395490
11.96390681,-5.74462941,4.75083265,-0.084678828,0.16266092,0.011333844,5.15926175,-0.41130655,5.18286195,-0.029795804,-0.080519598,-1.15008851,0.8804582,0.8259987
12.21315487,-5.73456035,4.99987312,-0.084730350,0.16551863,0.011289313,5.13134194,-0.45008148,5.11780017,-0.034709249,-0.119432332,-1.49810042,0.9138976,0.8327051
12.46240293,-5.71925753,5.24864689,-0.083937939,0.16802256,0.008533242,5.08740006,-0.51088028,5.03536263,-0.041728469,-0.164155150,-1.83318823,0.9535272,0.8392702
12.71165099,-5.69875431,5.49704616,-0.083130161,0.16930768,0.001647153,5.02667778,-0.59724724,4.93610449,-0.050900144,-0.202617456,-2.13663959,0.9990626,0.8503913
12.96089904,-5.67309378,5.74496580,-0.082885379,0.16815544,-0.010751800,4.94884621,-0.70780435,4.82135328,-0.061398280,-0.211646801,-2.39029952,1.0503153,0.8795824
13.21014710,-5.64232494,5.99230347,-0.082019189,0.16300938,-0.029966016,4.85415078,-0.83342071,4.69317838,-0.071851079,-0.193962866,-2.57958558,1.1073162,0.9110863
13.45939516,-5.60650645,6.23896056,-0.080955617,0.15202809,-0.056961642,4.74349327,-0.96155220,4.55428246,-0.081690305,-0.179843350,-2.69370795,1.1700539,0.9369476
13.70864322,-5.56570298,6.48484222,-0.079956133,0.13318330,-0.092228012,4.61846138,-1.08468120,4.40796872,-0.091521786,-0.184065099,-2.72247079,1.2301693,0.9625673
13.95789128,-5.52000938,6.72986230,-0.088605640,0.10445343,-0.134963679,4.48135246,-1.20172408,4.25833003,-0.101788523,-0.184519647,-2.65087101,1.2415935,1.0286775
14.20713934,-5.46330587,6.97247880,-0.499602847,0.06982842,-0.135125375,4.33419917,-1.31304684,4.11037435,-0.112245916,-0.174268446,-2.42728124,1.2427113,1.0807116
14.45638739,-5.37722553,7.20620208,-0.587324707,0.04172386,-0.082418658,4.18444495,-1.41509186,3.97512315,-0.122543571,-0.165536091,-2.03804036,1.2923695,1.1023333
14.70563545,-5.25809619,7.42488236,-0.640872034,0.02862531,-0.019918436,4.04313718,-1.50501773,3.86559670,-0.132468305,-0.154835549,-1.50237792,1.3056773,1.1089951
14.95488351,-5.10589639,7.62194971,-0.650074049,0.03146677,0.042330696,3.91928104,-1.58279734,3.79098608,-0.141299954,-0.122386896,-0.84544876,1.3279625,1.1059147
15.20413157,-4.92406774,7.79208160,-0.610100496,0.04875815,0.092543119,3.82262654,-1.64489235,3.75825599,-0.147742193,-0.073209137,-0.15561870,1.4245836,1.0942231
15.45337963,-4.71861264,7.93285059,-0.538646432,0.07654713,0.121711856,3.76202730,-1.68527171,3.76853331,-0.150684450,-0.013540754,0.44833407,1.5442517,1.0726476
15.70262769,-4.49614082,8.04491949,-0.431043701,0.10873223,0.124284793,3.74169331,-1.69996220,3.81557406,-0.149861802,0.036941670,0.89700524,1.5240843,1.0403091
15.95187575,-4.26291156,8.13261007,-0.375606252,0.13897112,0.105783853,3.75902811,-1.69076015,3.88953349,-0.146091299,0.070590476,1.21114424,1.5223392,1.0049918
16.20112380,-4.02249753,8.19805865,-0.386635524,0.16398892,0.083384064,3.80714709,-1.66314624,3.98211060,-0.140234579,0.096860885,1.43506426,1.4118116,0.9918923
16.45037186,-3.77691354,8.24012986,-0.385346414,0.18384816,0.065576458,3.87837414,-1.62196235,4.08691022,-0.132944855,0.113352082,1.58633423,1.2743897,0.9882230
16.69961992,-3.52842782,8.25850971,-0.373971218,0.19948586,0.051150202,3.96560366,-1.57133015,4.19861355,-0.125005081,0.119258006,1.68639283,1.1869312,1.0001740
16.94886798,-3.27930192,8.25373376,-0.353584254,0.21154437,0.038711544,4.06293764,-1.51502899,4.31336927,-0.116932807,0.122468993,1.75037339,1.1166701,1.0047948
17.19811604,-3.03155195,8.22706305,-0.327954121,0.22034795,0.026971617,4.16591525,-1.45535951,4.42853499,-0.108907095,0.124216087,1.78974269,1.0643986,0.9883393
17.44736410,-2.78679630,8.18025151,-0.301158048,0.22598356,0.015203615,4.27141131,-1.39508855,4.54247417,-0.101576207,0.107353178,1.81349611,1.0449351,0.9664773
17.69661216,-2.54584641,8.11657277,-0.185620556,0.22704987,-0.007396423,4.37626479,-1.34084605,4.65267597,-0.095938263,0.077250953,1.80906272,1.0366363,0.9607191
17.94586021,-2.30815403,8.04162570,-0.193283970,0.22119892,-0.037622001,4.47943261,-1.29722170,4.75941112,-0.091604196,0.070325094,1.82732424,1.0320715,0.9601404
18.19510827,-2.07435010,7.95531838,-0.206620956,0.20833075,-0.061288246,4.58171594,-1.26128822,4.86484110,-0.087418475,0.075440091,1.84288405,1.0417217,0.9513121
18.44435633,-1.84529785,7.85710077,-0.219805456,0.19018584,-0.078144561,4.68292206,-1.22817095,4.96880068,-0.083230698,0.073484860,1.85465532,1.0667308,0.9555516
18.69360439,-1.62195805,7.74651456,-0.231653718,0.16852089,-0.088538267,4.78278047,-1.19601805,5.07100529,-0.079310835,0.069030923,1.86259244,1.0788677,0.9818004
18.94285245,-1.40536906,7.62323609,-0.242155872,0.14499953,-0.092915233,4.88102871,-1.16502796,5.17119250,-0.075691554,0.065663538,1.86707052,1.0656982,1.0045706
19.19210051,-1.19661496,7.48711606,-0.251463550,0.12115741,-0.091730411,4.97745339,-1.13531054,5.26917011,-0.072313392,0.063108127,1.86860904,1.0673680,1.0167684
19.44134857,-0.99678237,7.33821097,-0.257418458,0.09835570,-0.085704337,5.07189940,-1.10670307,5.36481578,-0.069142858,0.060713271,1.86758623,1.0845541,1.0173681
19.69059662,-0.80690299,7.17680815,-0.260844588,0.07771694,-0.075737665,5.16428605,-1.07905139,5.45809318,-0.066167202,0.058325091,1.86477284,1.1027568,1.0088085
19.93984468,-0.62789737,7.00342485,-0.260663912,0.06009803,-0.062780565,5.25461442,-1.05230650,5.54905676,-0.063384343,0.055617259,1.86066765,1.1392827,1.0042989
20.18909274,-0.46051905,6.81879129,-0.258121716,0.04609767,-0.047774320,5.34295307,-1.02649141,5.63782718,-0.060786318,0.053122392,1.85575773,1.1976274,1.0070782
20.43834080,-0.30531618,6.62380958,-0.251444677,0.03606363,-0.031721905,5.42941736,-1.00130851,5.72456297,-0.058266178,0.054557348,1.85014287,1.2791158,1.0025963
20.68758886,-0.16260828,6.41950250,-0.242156262,0.03009907,-0.015613519,5.51414473,-0.97547324,5.80942977,-0.055584067,0.062236468,1.84383288,1.3605582,0.9865681
20.93683692,-0.03248522,6.20695504,-0.234410141,0.02816894,0.000344501,5.59728034,-0.94731000,5.89258802,-0.052694890,0.065646713,1.83672498,1.3407698,0.9606746
21.18608498,0.08573434,5.98754903,-0.122289898,0.02862476,0.003375728,5.67880994,-0.91714687,5.97396924,-0.050007985,0.055154491,1.82564224,1.3168661,0.9388051
21.43533303,0.19610614,5.76408140,-0.130566772,0.02846706,-0.004585397,5.75878308,-0.88768603,6.05362632,-0.047846691,0.043531425,1.81581029,1.3007116,0.9403633
21.68458109,0.29915226,5.53714284,-0.132390895,0.02669489,-0.009535889,5.83733041,-0.86094689,6.13173201,-0.045998169,0.042101728,1.80404485,1.2710108,0.9447456
21.93382915,0.39465757,5.30692942,-0.133937142,0.02393821,-0.012466737,5.91444385,-0.83644598,6.20825092,-0.044150186,0.044711533,1.79065124,1.2428269,0.9422307
22.18307721,0.48242842,5.07365780,-0.134886300,0.02067553,-0.013597418,5.99011719,-0.81275370,6.28316510,-0.042270692,0.044731778,1.77564163,1.2042116,0.9342100
22.43232527,0.56230346,4.83756613,-0.135988157,0.01734240,-0.013048307,6.06434414,-0.78926348,6.35646015,-0.040457097,0.042661675,1.75898242,1.1216847,0.9373519
22.68157333,0.63415086,4.59890901,-0.135744662,0.01433368,-0.011019000,6.13711894,-0.76597569,6.42812187,-0.038711087,0.042531626,1.74054364,1.0565570,0.9474839
22.93082138,0.69787828,4.35795656,-0.135647331,0.01199542,-0.007696015,6.20843632,-0.74224265,6.49813383,-0.036838172,0.050028138,1.72015634,0.9934930,0.9545226
23.18006944,0.75342751,4.11498828,-0.134837523,0.01064344,-0.003131253,6.27829059,-0.71592992,6.56647446,-0.034533434,0.065279261,1.69753184,0.9571886,0.9515764
23.42931750,0.80078080,3.87029039,-0.133744701,0.01058608,0.002666981,6.34667294,-0.68420701,6.63311355,-0.031678815,0.079098253,1.67236835,0.9314131,0.9399334
23.67856556,0.83995504,3.62415044,-0.132304599,0.01214627,0.009819542,6.41357034,-0.64544366,6.69801386,-0.028448727,0.085886590,1.64443008,0.9126037,0.9245166
23.92781362,0.87100513,3.37685399,-0.130215096,0.01567559,0.018425053,6.47896492,-0.59978868,6.76113431,-0.025021823,0.090831158,1.61358916,0.8892233,0.9240278
24.17706168,0.89402045,3.12868046,-0.127669159,0.02154828,0.028548953,6.54283474,-0.54784057,6.82243349,-0.021377942,0.098830345,1.57978899,0.8638955,0.9417250
24.42630974,0.90912081,2.87989949,-0.123646014,0.03014317,0.040137517,6.60515377,-0.48966252,6.88186905,-0.017459878,0.106828540,1.54294879,0.8634331,0.9550458
24.67555779,0.91665719,2.63077228,-0.010886737,0.04011551,0.039671135,6.66572910,-0.42566597,6.93914566,-0.013401160,0.108334080,1.49741004,0.8634942,0.9618373
24.92480585,0.92108165,2.38156374,-0.021644003,0.04869818,0.029138798,6.72444482,-0.35749665,6.99413185,-0.009491957,0.100933518,1.45239584,0.8590202,0.9623693
25.17405391,0.92418183,2.13233522,-0.021996908,0.05515896,0.022655992,6.78132421,-0.28838192,7.04691877,-0.006091433,0.082522273,1.40365821,0.8558604,0.9462946
25.42330197,0.92594691,1.88309368,-0.021263935,0.06031530,0.018693460,6.83629407,-0.22305156,7.09741977,-0.003553311,0.055721564,1.35157953,0.8540716,0.9459556
25.67255003,0.92637202,1.63384625,-0.021819210,0.06476419,0.016994330,6.88929034,-0.16696527,7.14557003,-0.002187064,0.019848875,1.29635937,0.8580431,0.9462557
25.92179809,0.92544811,1.38460018,-0.021640811,0.06902144,0.017162057,6.94024939,-0.12515945,7.19130416,-0.002069845,-0.012362022,1.23774981,0.8794179,0.9356751
26.17104615,0.92316950,1.13536282,-0.021772352,0.07347972,0.018606336,6.98910465,-0.09721493,7.23454463,-0.002029573,0.015642323,1.17543081,0.9020000,0.9133762
26.42029420,0.91952921,0.88614162,-0.022059556,0.07842535,0.021064937,7.03578518,-0.07217559,7.27520304,-0.000188754,0.088041391,1.10914454,0.9223176,0.8888282
26.66954226,0.91452032,0.63694418,-0.022016645,0.08411917,0.024599027,7.08021098,-0.03886094,7.31318799,0.002703250,0.074452524,1.03920121,0.9404922,0.8628849
26.91879032,0.90813730,0.38777815,-0.022230686,0.09084274,0.029323158,7.12229968,-0.00622889,7.34842533,0.002787671,-0.071261442,0.96631088,0.9472684,0.8372890
27.16803838,0.90037265,0.13865135,-0.022299079,0.09881286,0.034616778,7.16197796,-0.00861081,7.38086090,-0.004047715,-0.320562379,0.89068358,0.9586513,0.8374789
27.41728644,0.89122084,-0.11042834,-0.022370387,0.10792958,0.038555836,7.19918417,-0.08539975,7.41042757,-0.018276598,-0.496298426,0.81106699,0.9869271,0.8369566
27.66653450,0.88067587,-0.35945295,-0.022632941,0.11754236,0.038613552,7.23385519,-0.23581461,7.43701379,-0.031756165,-0.278953833,0.72607662,0.9929504,0.8376027
27.91578256,0.86873055,-0.60841430,-0.022854786,0.12651115,0.033359844,7.26590370,-0.39789307,7.46046147,-0.035366979,0.072888255,0.63482322,0.9856125,0.8393945
28.16503061,0.85537837,-0.85730417,-0.016735274,0.13353370,0.022960636,7.29519178,-0.49345397,7.48053352,-0.027943818,0.361334988,0.53473333,0.9787152,0.8309448
28.41427867,0.84103233,-1.10613898,-0.007934129,0.13756872,0.009424207,7.32153567,-0.47316513,7.49693891,-0.011580397,0.594627423,0.42569905,0.9755759,0.8483886
28.66352673,0.82618387,-1.35494433,-0.008141949,0.13842555,-0.002416813,7.34475287,-0.33201562,7.50946202,0.007766731,0.533524708,0.31101611,0.9734000,0.8712612
28.91277479,0.81083685,-1.60371942,-0.007761423,0.13701122,-0.008590091,7.36467197,-0.14001368,7.51796257,0.015403365,-0.098785271,0.19117652,0.9867816,0.8959241
29.16202285,0.79499128,-1.85246325,-0.008140517,0.13476183,-0.008845275,7.38113793,0.01353228,7.52236340,0.014214496,0.010657851,0.06955648,1.0118033,0.9184325
29.41127091,0.77864603,-2.10117475,-0.008094590,0.13295701,-0.004810291,7.39402646,0.10479699,7.52263714,0.011706846,-0.175643110,-0.05390073,1.0286425,0.9509174
29.66051897,0.76180245,-2.34985299,-0.008083966,0.13241831,0.001366264,7.40322032,0.13347336,7.51867768,0.005079705,-0.227333033,-0.18277365,1.0450872,0.9884830
29.90976702,0.74446062,-2.59849699,-0.008202374,0.13345155,0.007713258,7.40857523,0.10828888,7.51020196,-0.000436543,-0.104353544,-0.32331746,1.0473287,1.0252748
30.15901508,0.72661936,-2.84710565,-0.007972615,0.13595213,0.012984563,7.40988442,0.06728025,7.49669773,-0.001296940,0.055695929,-0.48296489,1.0450137,1.0485362
30.40826314,0.70828097,-3.09567813,-0.008290545,0.13964704,0.017138597,7.40685929,0.04088940,7.47761789,0.000172993,0.041252762,-0.65679691,1.0449294,1.0555141
30.65751120,0.68944289,-3.34421324,-0.008047535,0.14432252,0.020686388,7.39917149,0.03218060,7.45273686,0.001361734,0.043342538,-0.83087829,1.0428863,1.0626191
30.90675926,0.67010798,-3.59271020,-0.008364639,0.14987670,0.023945158,7.38653574,0.02605206,7.42213073,0.000127275,-0.101432927,-1.00002346,1.0410488,1.0719953
31.15600732,0.65027447,-3.84116786,-0.008407591,0.15620312,0.026581483,7.36873189,-0.00180432,7.38582558,-0.005250881,-0.205071792,-1.16945635,1.0419668,1.0777103
31.40525537,0.62994256,-4.08958523,-0.007781326,0.16300057,0.027517783,7.34554680,-0.06198208,7.34356865,-0.011495555,-0.158350888,-1.34729810,1.0446600,1.0840946
31.65450343,0.60911438,-4.33796148,-0.008053523,0.16972346,0.025981900,7.31670799,-0.13732916,7.29488461,-0.015156579,-0.057248976,-1.53617976,1.0449481,1.0907719
31.90375149,0.58778803,-4.58629546,-0.008073729,0.17574171,0.022002741,7.28187777,-0.20308369,7.23927822,-0.015911508,0.009968997,-1.73435056,1.0466165,1.0968589
32.15299955,0.56596477,-4.83458626,-0.008240375,0.18052389,0.016185593,7.24069389,-0.24450683,7.17637769,-0.014542127,0.065702858,-1.93762992,1.0498390,1.0999950
32.40224761,0.54364345,-5.08283278,-0.008033608,0.18373935,0.009438257,7.19281369,-0.25640580,7.10598515,-0.011566246,0.103781309,-2.14129408,1.0540393,1.0933472
32.65149567,0.52082637,-5.33103422,-0.008214219,0.18528869,0.002723124,7.13793900,-0.24106566,7.02804537,-0.008082879,0.097835305,-2.34167704,1.0585402,1.0869012
32.90074373,0.49751117,-5.57918937,-0.007817078,0.18527800,-0.003161677,7.07582284,-0.20371890,6.94257690,-0.004069047,0.134102829,-2.53676884,1.0611255,1.0759741
33.14999178,0.47370100,-5.82729752,-0.008124756,0.18399647,-0.007445056,7.00624964,-0.14473789,6.84960140,0.001289293,0.168422734,-2.72539682,1.0639877,1.0714082
33.39923984,0.44939378,-6.07535746,-0.007655386,0.18191202,-0.009459403,6.92901764,-0.07153697,6.74909367,0.005262713,0.050003366,-2.90809105,1.0690481,1.0604610
33.64848790,0.42459085,-6.32336833,-0.008016642,0.17958741,-0.009196807,6.84391319,-0.01668345,6.64091974,0.002971428,-0.181993265,-3.08706579,1.0740151,1.0508167
33.89773596,0.39929158,-6.57132906,-0.008141498,0.17744751,-0.007855837,6.75068925,-0.01727644,6.52484565,-0.005068662,-0.263102522,-3.26280937,1.0811136,1.0440622
34.14698402,0.37349716,-6.81923877,-0.007844631,0.17551426,-0.007490525,6.64907097,-0.07066593,6.40062523,-0.011914014,-0.110813381,-3.43403470,1.0812222,1.0299975
34.39623208,0.34720762,-7.06709646,-0.007922345,0.17339716,-0.009347584,6.53874990,-0.13534448,6.26806733,-0.013508447,0.025970886,-3.59649732,1.0821681,1.0220731
34.64548014,0.32042303,-7.31490114,-0.008130753,0.17055743,-0.013343708,6.41940971,-0.18248021,6.12706347,-0.013554860,-0.023095764,-3.74746867,1.0829078,1.0104894
34.89472819,0.29314320,-7.56265180,-0.008072881,0.16650280,-0.019156890,6.29075513,-0.22329048,5.97749761,-0.016881086,-0.140870509,-3.88844460,1.0616242,0.9940494
35.14397625,0.26536584,-7.81034718,-0.003399092,0.16066056,-0.027743144,6.15254179,-0.28188320,5.81923902,-0.023518311,-0.188163659,-4.01957172,1.0210844,0.9690732
35.39322431,0.23599893,-8.05785484,-0.157388751,0.15454438,-0.021092960,6.00254257,-0.36588542,5.64956555,-0.031061615,-0.176205406,-4.16118801,0.9778103,0.9596866
35.64247237,0.19829363,-8.30422118,-0.149499565,0.15180164,-0.000668501,5.84017786,-0.46473728,5.46851485,-0.037979497,-0.146696329,-4.25361195,0.9400505,0.9317030
35.89172043,0.15145716,-8.54901660,-0.143406399,0.15337618,0.013098459,5.66682574,-0.56498380,5.27846525,-0.044295638,-0.139285064,-4.33665685,0.9109374,0.8904186
36.14096849,0.09589609,-8.79198145,-0.137901321,0.15757783,0.020174042,5.48210740,-0.66242721,5.07882225,-0.051031708,-0.155384853,-4.40762070,0.8921544,0.8411577
36.39021655,0.03203118,-9.03289785,-0.131739439,0.16266255,0.020166117,5.28557840,-0.76086137,4.86911507,-0.059183803,-0.188609328,-4.46380146,0.8831250,0.8049352
36.63946460,-0.03970833,-9.27158873,-0.125774943,0.16673308,0.012282494,5.07672674,-0.86780427,4.64892704,-0.069565101,-0.233112447,-4.50307709,0.8832784,0.7942032
36.88871266,-0.11889689,-9.50791373,-0.120864156,0.16765505,-0.004556609,4.85491040,-0.98997159,4.41772346,-0.082490266,-0.270980898,-4.52610681,0.8883765,0.7811783
37.13796072,-0.20516261,-9.74174989,-0.244942988,0.16483914,-0.016519132,4.61661892,-1.13009775,4.17163692,-0.097685223,-0.289290669,-4.54852529,0.8866886,0.7644434
37.38720878,-0.30768416,-9.96879619,-0.534515234,0.16369786,0.008978327,4.35390282,-1.28780324,3.90294302,-0.115505420,-0.312812409,-4.53584784,0.9062829,0.7705602
37.63645684,-0.43944799,-10.18011787,-0.682540166,0.17443450,0.070529273,4.06207541,-1.46349992,3.61029116,-0.137941619,-0.371114066,-4.40979948,0.9795947,0.8002604
37.88570490,-0.60501533,-10.36597246,-0.831455551,0.20507173,0.143615920,3.73715583,-1.66966155,3.29556749,-0.168969916,-0.467258710,-4.13339450,1.0954133,0.8232198
38.13495296,-0.80495988,-10.51401674,-0.905087654,0.25821354,0.205945788,3.37952084,-1.92249536,2.98374197,-0.211089655,-0.512944496,-3.14517578,1.2909997,0.8366219
38.38420101,-1.03267942,-10.61418065,-0.852128697,0.32636599,0.220638768,3.05446082,-2.17707326,2.83615088,-0.251214994,-0.297406028,0.08419142,1.4932392,0.8483918
