simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
5.84400034,5.867,5845.0,5868.0,23.0,0.022999659999999977,0.8057,3.1589,-1.5709377943740872,0.0,0.0,0.0,0.0,0.0,0.0,0.8057,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.867,5.892,5868.0,5893.0,25.0,0.025000000000000355,0.8057,3.1589,-1.5709377943740872,0.0,0.0,0.0,1.0,0.0,0.0,0.8057,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.892,5.91500044,5893.0,5916.0,23.0,0.023000439999999678,0.8057,3.1589,-1.5709377943740872,0.0,0.0,0.0,2.0,0.0,0.0,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.91500044,5.94300032,5916.0,5944.0,28.0,0.02799988000000031,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0,3.0,0.0,0.0,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.94300032,5.96700048,5944.0,5968.0,24.0,0.024000159999999937,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0,4.0,0.0,0.0,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.96700048,5.99300051,5968.0,5994.0,26.0,0.02600002999999962,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0,5.0,0.0,0.0,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0
5.99300051,6.017,5994.0,6018.0,24.0,0.023999490000000456,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0,6.0,0.0,0.0,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.017,6.04200029,6018.0,6043.0,25.0,0.02500028999999948,0.8058,3.1589,-1.5709377943740872,0.0,0.0,0.0,7.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.04200029,6.06700039,6043.0,6068.0,25.0,0.025000099999999748,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,8.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.06700039,6.09200048,6068.0,6093.0,25.0,0.025000090000000696,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,9.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.09200048,6.117,6093.0,6118.0,25.0,0.02499951999999972,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,10.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.117,6.13900042,6118.0,6140.0,22.0,0.022000420000000354,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,11.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.13900042,6.16700029,6140.0,6168.0,28.0,0.027999869999999483,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,12.0,0.0,0.0,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.16700029,6.19200039,6168.0,6193.0,25.0,0.025000099999999748,0.8059,3.1589,-1.5709377943740872,0.0,0.0,0.0,13.0,0.0,0.0,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.19200039,6.21700048,6193.0,6218.0,25.0,0.025000090000000696,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0,14.0,0.0,0.0,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.21700048,6.242,6218.0,6243.0,25.0,0.02499951999999972,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0,15.0,0.0,0.0,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.242,6.267,6243.0,6268.0,25.0,0.025000000000000355,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0,16.0,0.0,0.0,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.267,6.29200029,6268.0,6293.0,25.0,0.02500028999999948,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0,17.0,0.0,0.0,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.29200029,6.31700039,6293.0,6318.0,25.0,0.025000099999999748,0.806,3.1589,-1.5709377943740872,0.0,0.0,0.0,18.0,0.0,0.0,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.31700039,6.34200048,6318.0,6343.0,25.0,0.025000090000000696,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0,19.0,0.0,0.0,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.34200048,6.367,6343.0,6368.0,25.0,0.02499951999999972,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0,20.0,0.0,0.0,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.367,6.392,6368.0,6393.0,25.0,0.025000000000000355,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0,21.0,0.0,0.0,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.392,6.41700029,6393.0,6418.0,25.0,0.02500028999999948,0.8061,3.1589,-1.5709377943740872,0.0,0.0,0.0,22.0,0.0,0.0,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.41700029,6.44100046,6418.0,6442.0,24.0,0.024000169999999876,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0,23.0,0.0,0.0,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.44100046,6.46700048,6442.0,6468.0,26.0,0.026000020000000568,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0,24.0,0.0,0.0,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.46700048,6.492,6468.0,6493.0,25.0,0.02499951999999972,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0,25.0,0.0,0.0,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.492,6.517,6493.0,6518.0,25.0,0.025000000000000355,0.8062,3.1589,-1.5709377943740872,0.0,0.0,0.0,26.0,0.0,0.0,0.8063,3.1589,-1.5709377943740872,0.0,0.0,0.0
6.517,6.54200029,6518.0,6543.0,25.0,0.02500028999999948,0.8063,3.1589,-1.5709377943740872,0.0,0.0,0.0,27.0,0.0,0.0,0.8063,3.1589,-1.5709377943740872,0.0,0.0,0.0
