estimate_x_m,estimate_y_m,estimate_yaw_rad,position_error_m,r_error_radps,source_stamp_ns,topic,truth_x_m,truth_y_m,truth_yaw_rad,u_error_mps,v_error_mps
0.8,3.1595,-1.57066726374276,0.0010049875621119784,0.0,1789377162833664839,/odom,0.8001,3.1585,-1.57066726374276,-0.0019,0.0
0.8,3.1595,-1.5706747853377037,0.0010049875621119784,0.0,1789377162858037240,/odom,0.8001,3.1585,-1.5706747853377037,-0.0017,0.0
0.8,3.1595,-1.570682467083398,0.0010049875621119784,0.0,1789377162882803911,/odom,0.8001,3.1585,-1.570682467083398,-0.0015,0.0
0.8,3.1595,-1.570686368015077,0.0010198039027184446,0.0,1789377162908286846,/odom,0.8002,3.1585,-1.570686368015077,-0.0013,0.0
0.8,3.1595,-1.5706942900007825,0.0011180339887499901,0.0,1789377162932895520,/odom,0.8002,3.1584,-1.5706942900007825,-0.0012,0.0
0.8,3.1595,-1.5706982971902699,0.0011180339887499901,0.0,1789377162958184892,/odom,0.8002,3.1584,-1.5706982971902699,-0.001,0.0
0.8,3.1595,-1.5707023588640108,0.0011180339887499901,0.0,1789377162983294697,/odom,0.8002,3.1584,-1.5707023588640108,-0.0009,0.0
0.8,3.1595,-1.570706460587732,0.0011180339887499901,0.0,1789377163008018878,/odom,0.8002,3.1584,-1.570706460587732,-0.0008,0.0
0.8,3.1595,-1.5707106023624187,0.0011180339887499901,0.0,1789377163033259578,/odom,0.8002,3.1584,-1.5707106023624187,-0.0007,0.0
0.8,3.1595,-1.5707147841890656,0.0011180339887499901,0.0,1789377163058071945,/odom,0.8002,3.1584,-1.5707147841890656,-0.0006,0.0
0.8,3.1595,-1.5707190060686775,0.00121655250605951,0.0,1789377163082726585,/odom,0.8002,3.1583,-1.5707190060686775,-0.0005,0.0
0.8,3.1595,-1.5707190060686775,0.00121655250605951,0.0,1789377163108060050,/odom,0.8002,3.1583,-1.5707190060686775,-0.0005,0.0
0.8,3.1595,-1.5707232680022687,0.00121655250605951,0.0,1789377163132746661,/odom,0.8002,3.1583,-1.5707232680022687,-0.0004,0.0
0.8,3.1595,-1.5707232680022687,0.00121655250605951,0.0,1789377163158137122,/odom,0.8002,3.1583,-1.5707232680022687,-0.0004,0.0
0.8,3.1595,-1.5707275699908627,0.00121655250605951,0.0,1789377163183552110,/odom,0.8002,3.1583,-1.5707275699908627,-0.0003,0.0
0.8,3.1595,-1.5707275699908627,0.001236931687685162,0.0,1789377163208700738,/odom,0.8003,3.1583,-1.5707275699908627,-0.0003,0.0
0.8,3.1595,-1.5707275699908627,0.001236931687685162,0.0,1789377163232912006,/odom,0.8003,3.1583,-1.5707275699908627,-0.0003,0.0
0.8,3.1595,-1.570731912035493,0.001236931687685162,0.0,1789377163258183935,/odom,0.8003,3.1583,-1.570731912035493,-0.0002,0.0
0.8,3.1595,-1.570731912035493,0.001236931687685162,0.0,1789377163283644669,/odom,0.8003,3.1583,-1.570731912035493,-0.0002,0.0
0.8,3.1595,-1.570731912035493,0.001236931687685162,0.0,1789377163308490538,/odom,0.8003,3.1583,-1.570731912035493,-0.0002,0.0
0.8,3.1595,-1.570731912035493,0.001236931687685162,0.0,1789377163332786636,/odom,0.8003,3.1583,-1.570731912035493,-0.0002,0.0
0.8,3.1595,-1.5707362941372027,0.001236931687685162,0.0,1789377163357970950,/odom,0.8003,3.1583,-1.5707362941372027,-0.0001,0.0
0.8,3.1595,-1.5707362941372027,0.001236931687685162,0.0,1789377163383094161,/odom,0.8003,3.1583,-1.5707362941372027,-0.0001,0.0
0.8,3.1595,-1.5707362941372027,0.001236931687685162,0.0,1789377163408483891,/odom,0.8003,3.1583,-1.5707362941372027,-0.0001,0.0
0.8,3.1595,-1.5707362941372027,0.001236931687685162,0.0,1789377163432761043,/odom,0.8003,3.1583,-1.5707362941372027,-0.0001,0.0
0.8000000062350611,3.159406296832764,-1.5707232783368081,0.002045781511586314,0.0,1789377163457767844,/odom,0.8004,3.1574,-1.5707232783368081,-0.04930577636632107,-0.0018
0.8000001670278808,3.1589599031022404,-1.5701489672286626,0.003284331688729165,0.0,1789377163483697388,/odom,0.8004,3.1557,-1.5701489672286626,-0.04426281514177269,-0.0025
0.8000008330749584,3.1581220285949523,-1.569853837448012,0.00493818789877168,0.0,1789377163507753665,/odom,0.8004,3.1532,-1.569853837448012,-0.08567808658727766,-0.0044
0.8000038538539528,3.156136849558415,-1.5686954869435343,0.008046606899409312,0.0,1789377163533728775,/odom,0.8004,3.1481,-1.5686954869435343,-0.13976861752643965,-0.0084
0.8000133242793153,3.1527698665995234,-1.5672717147189512,0.01127649818356817,0.0,1789377163558046142,/odom,0.8004,3.1415,-1.5672717147189512,-0.11871180885178534,-0.0097
0.8000336022510957,3.1479865676720533,-1.565842334204357,0.015593544133893304,0.0,1789377163583193968,/odom,0.8005,3.1324,-1.565842334204357,-0.1847680027568623,-0.0101
0.8000709427486694,3.1415526944739844,-1.5641429789291539,0.019259962255512693,0.0,1789377163607812340,/odom,0.8006,3.1223,-1.5641429789291539,-0.12473475503589843,-0.011
0.8001375880636613,3.1328368558511697,-1.562157051875649,0.02344360295207724,0.0,1789377163633684947,/odom,0.8007,3.1094,-1.562157051875649,-0.17769784243801112,-0.0135
0.8002367384648453,3.1226871807119174,-1.5598985729852703,0.027392972290428974,0.0,1789377163658255420,/odom,0.8008,3.0953,-1.5598985729852703,-0.11949399399206517,-0.0146
0.8003841763971866,3.110708855329411,-1.5570778704981711,0.030715029453876136,0.0,1789377163682856449,/odom,0.801,3.08,-1.5570778704981711,-0.16822354794750127,-0.0185
0.8006082903584552,3.0961651816319256,-1.5536977792003266,0.035171984041770014,0.0,1789377163708572252,/odom,0.8013,3.061,-1.5536977792003266,-0.1505353817888505,-0.0219
0.8009091031894876,3.0802700415912447,-1.5500497310288506,0.03958006933621775,0.0,1789377163733235719,/odom,0.8018,3.0407,-1.5500497310288506,-0.1753705049908194,-0.0243
0.8013026800895917,3.062940006182071,-1.5461293678814612,0.043551426903586946,0.0,1789377163757798086,/odom,0.8023,3.0194,-1.5461293678814612,-0.1760604961090263,-0.0276
0.8018477919626347,3.0427878121095606,-1.5413769684957985,0.04729951707853919,0.0,1789377163783067581,/odom,0.8029,2.9955,-1.5413769684957985,-0.13657499930939188,-0.0294
0.8025528263080848,3.0206132251425903,-1.5366476992077422,0.051428349786674134,0.0,1789377163808432064,/odom,0.8038,2.9692,-1.5366476992077422,-0.13087672610305245,-0.0305
0.8033813651319414,2.9980182161540365,-1.5316395827395581,0.05413427858215402,0.0,1789377163832917326,/odom,0.8047,2.9439,-1.5316395827395581,-0.1252707473301944,-0.0324
0.8044291329884291,2.9729614267136624,-1.5263703113238531,0.057380281668815376,0.0,1789377163857971867,/odom,0.8059,2.9156,-1.5263703113238531,-0.1280139837523342,-0.0358
0.8056870899301576,2.946479956236786,-1.5202871306870172,0.061004009077663804,0.0,1789377163882771821,/odom,0.8074,2.8855,-1.5202871306870172,-0.14103960780020675,-0.0375
0.8071862465812452,2.9185779261399585,-1.5139501418076562,0.0647062329448542,0.0,1789377163907760678,/odom,0.8091,2.8539,-1.5139501418076562,-0.1408058249030799,-0.0407
0.809060937555666,2.887515571036165,-1.5070837332062514,0.06804919905124793,0.0,1789377163933704389,/odom,0.8112,2.8195,-1.5070837332062514,-0.10644510169498678,-0.0435
0.8112102833393083,2.8556802555305834,-1.4996845010590165,0.07102047184372477,0.0,1789377163958529710,/odom,0.8136,2.7847,-1.4996845010590165,-0.10497209590157053,-0.0463
0.8136785707097196,2.822742378395847,-1.4923124443551201,0.07318582597106586,0.0,1789377163982956132,/odom,0.8162,2.7496,-1.4923124443551201,-0.11853830253250974,-0.049
0.8166883352385981,2.7863697239746936,-1.4841603881514225,0.07642146425384304,0.0,1789377164008720956,/odom,0.8195,2.71,-1.4841603881514225,-0.10128970792573955,-0.0499
0.8198901515343795,2.7511124897957266,-1.4763030380159525,0.07857016126819433,0.0,1789377164032998960,/odom,0.8229,2.6726,-1.4763030380159525,-0.1041898591985948,-0.0507
0.8235778862796915,2.7138613733498014,-1.4679393917372043,0.08233252338966728,0.0,1789377164058072276,/odom,0.827,2.6316,-1.4679393917372043,-0.07790695615233756,-0.0504
0.827771471450485,2.6747769956957814,-1.4598797297767683,0.0830519856982508,0.0,1789377164083633048,/odom,0.8313,2.5918,-1.4598797297767683,-0.05099707656952113,-0.0508
0.8321640398144137,2.6367285450902362,-1.45183716040057,0.08521492697717796,0.0,1789377164108079888,/odom,0.836,2.5516,-1.45183716040057,-0.050363674976593886,-0.0495
0.8369630793199907,2.597768476663284,-1.44463342443391,0.08525486131270762,0.0,1789377164132956896,/odom,0.8408,2.5126,-1.44463342443391,-0.06595642804108115,-0.0478
0.8421256680855742,2.5582447691233643,-1.4371898217600825,0.08684040045286938,0.0,1789377164158072532,/odom,0.8462,2.4715,-1.4371898217600825,-0.07478071160309296,-0.0468
0.8477180793093603,2.517854489463989,-1.4292336847764766,0.08966657234573487,0.0,1789377164183520922,/odom,0.8522,2.4283,-1.4292336847764766,-0.07133849407707848,-0.0471
0.8536079185476677,2.477517934679449,-1.4223734960369987,0.09113879559039509,0.0,1789377164208650524,/odom,0.8583,2.3865,-1.4223734960369987,-0.06573078228270801,-0.0437
0.8596755132113897,2.437833343836313,-1.415778146703638,0.09206514149805556,0.0,1789377164233025610,/odom,0.8646,2.3459,-1.415778146703638,-0.05895256725907383,-0.0421
0.8662322678048797,2.3967276748660242,-1.4094600996940623,0.09377018159766141,0.0,1789377164257987537,/odom,0.8714,2.3031,-1.4094600996940623,-0.06717765259683639,-0.0405
0.873090102756112,2.355444823939305,-1.402902483057577,0.09560373101737815,0.0,1789377164282848044,/odom,0.8786,2.26,-1.402902483057577,-0.06293391457344644,-0.0408
0.8804366038459891,2.3129104702186263,-1.3966265268912281,0.09829765581864326,0.0,1789377164308208459,/odom,0.8865,2.2148,-1.3966265268912281,-0.06100112051756024,-0.0366
0.8879043022228387,2.271138225136106,-1.3911601185531122,0.09862677982848868,0.0,1789377164332924585,/odom,0.894,2.1727,-1.3911601185531122,-0.061283511563657855,-0.0367
0.8957746287545002,2.2284289289957417,-1.3859679852382785,0.09992932302398096,0.0,1789377164357994265,/odom,0.9021,2.1287,-1.3859679852382785,-0.055972674842837966,-0.0321
0.9041247500956676,2.184398619898423,-1.3807863725467917,0.10202383557036965,0.0,1789377164383574463,/odom,0.9109,2.0826,-1.3807863725467917,-0.04796631392068651,-0.032
0.9123557990062723,2.142106892452122,-1.3763613252938116,0.10254229454547692,0.0,1789377164408019971,/odom,0.9193,2.0398,-1.3763613252938116,-0.05949804352940591,-0.0281
0.9209334098931445,2.098990820638681,-1.372474642620409,0.10444391048377542,0.0,1789377164432879846,/odom,0.9282,1.9948,-1.372474642620409,-0.07090163181957676,-0.0236
0.9298167901955091,2.055223955072667,-1.3686177684655323,0.10620224089507806,0.0,1789377164457902969,/odom,0.9375,1.9493,-1.3686177684655323,-0.0679360229823911,-0.0253
0.9391378063641953,2.0102229627185757,-1.364492893865906,0.10883702164655608,0.0,1789377164483303820,/odom,0.9474,1.9017,-1.364492893865906,-0.05672587699582743,-0.0255
0.9487300551100128,1.964911503397539,-1.3598680022114533,0.1096314770150053,0.0,1789377164508590347,/odom,0.9571,1.8556,-1.3598680022114533,-0.043393822260065606,-0.0295
0.958264037585462,1.9208825882668157,-1.3552310312551572,0.11001423918407215,0.0,1789377164533009284,/odom,0.9668,1.8112,-1.3552310312551572,-0.05082168681717891,-0.0294
0.9683399514494536,1.875119880256128,-1.352922612984804,0.11289211638684854,0.0,1789377164558151791,/odom,0.9775,1.7626,-1.352922612984804,-0.048973290621490584,-0.0122
0.9786466970383193,1.828760742653183,-1.3511383130336727,0.11385387591249191,0.0,1789377164583383434,/odom,0.9881,1.7153,-1.3511383130336727,-0.06105273982736881,-0.0116
0.9889861377128948,1.7825611492158409,-1.3501115648213513,0.11557855415994539,0.0,1789377164608407408,/odom,0.9988,1.6674,-1.3501115648213513,-0.07627511385647812,-0.0063
0.9991977628258324,1.7371252194179163,-1.3493323314661927,0.11666343396568578,0.0,1789377164632811438,/odom,1.0093,1.6209,-1.3493323314661927,-0.0755013143619081,-0.0048
1.009867655752061,1.6898471594668643,-1.3483298986678085,0.11830801663841731,0.0,1789377164657908339,/odom,1.0203,1.572,-1.3483298986678085,-0.06839884046465827,-0.0079
1.0206384575248253,1.6423739378538813,-1.3470533969556655,0.1200662305514082,0.0,1789377164682896926,/odom,1.0315,1.5228,-1.3470533969556655,-0.07455342667940834,-0.008
1.031558664494022,1.5944111351220385,-1.3468101553530427,0.12174056500867822,0.0,1789377164707976805,/odom,1.0429,1.4732,-1.3468101553530427,-0.07113589291650713,-0.0016
1.0426232878167825,1.545844389077036,-1.3467828690932522,0.12329854280284284,0.0,1789377164733065901,/odom,1.0543,1.4231,-1.3467828690932522,-0.06334652974433563,0.0005
1.0538463270677787,1.4964676119877438,-1.347816354643287,0.12658172553491878,0.0,1789377164758162601,/odom,1.0663,1.3705,-1.347816354643287,-0.0490603026601133,0.0053
1.065327083212291,1.4456218022538947,-1.3496332941322229,0.1268365760236945,0.0,1789377164783696202,/odom,1.0778,1.3194,-1.3496332941322229,-0.051291720874821145,0.0122
1.0764381693376224,1.3958473678826666,-1.3527035015637034,0.12860224726738864,0.0,1789377164808446572,/odom,1.0894,1.2679,-1.3527035015637034,-0.050413777544382476,0.0193
1.0875704339275876,1.3451529413368741,-1.3565603858379511,0.13013739413576322,0.0,1789377164833292241,/odom,1.1009,1.2157,-1.3565603858379511,-0.04703640915902296,0.0233
1.0987586944909247,1.2933473264485607,-1.3596333385664863,0.13124774816261484,0.0,1789377164858456869,/odom,1.1123,1.1628,-1.3596333385664863,-0.0679587634909451,0.0184
1.1095735673221963,1.2425412649697383,-1.362488593571502,0.1319571316182469,0.0,1789377164883067998,/odom,1.1233,1.1113,-1.362488593571502,-0.08814968597705297,0.017
1.1205216994564282,1.1904505453420493,-1.3647857483885586,0.1340027314656586,0.0,1789377164908078897,/odom,1.1347,1.0572,-1.3647857483885586,-0.08208958727426685,0.0142
1.1314672087360962,1.137766613657424,-1.3671190189875781,0.13615520068381998,0.0,1789377164933067594,/odom,1.1461,1.0024,-1.3671190189875781,-0.0787410912828026,0.0142
1.1424688562457714,1.0841503001483401,-1.3697076226624778,0.13979352588774138,0.0,1789377164958224898,/odom,1.1578,0.9452,-1.3697076226624778,-0.06279129551363605,0.0148
1.1535874745255428,1.0291700838322755,-1.3728083732377223,0.14033012054002386,0.0,1789377164983643072,/odom,1.1691,0.8897,-1.3728083732377223,-0.049497441037070544,0.0195
1.1641986999512033,0.9758482262219688,-1.3759102655395743,0.14081515041318507,0.0,1789377165008037574,/odom,1.1798,0.8359,-1.3759102655395743,-0.06635245761240816,0.0209
1.1750756425783524,0.9200979651583308,-1.380320858310529,0.1441254379723309,0.0,1789377165033248108,/odom,1.1914,0.7769,-1.380320858310529,-0.04985583154952122,0.0259
1.1858267270905465,0.8636688905407479,-1.3847368048647937,0.14500763408176595,0.0,1789377165058479882,/odom,1.2023,0.7196,-1.3847368048647937,-0.06004021215017552,0.0263
1.1962136093234181,0.8077688933967013,-1.3894225646341067,0.14704173491978073,0.0,1789377165083339397,/odom,1.2131,0.6617,-1.3894225646341067,-0.07123827414592743,0.0303
1.20624859766394,0.752231110670416,-1.3946523420115344,0.14771854710969798,0.0,1789377165107816755,/odom,1.2233,0.6055,-1.3946523420115344,-0.07556824334749646,0.0318
1.2166070347687619,0.6929100057082329,-1.4011934522969671,0.1499339642396187,0.0,1789377165133685485,/odom,1.2341,0.544,-1.4011934522969671,-0.07010516607762485,0.0391
1.2262251777675672,0.6356202101717141,-1.40772995424574,0.15228475366452462,0.0,1789377165158448829,/odom,1.2442,0.4844,-1.40772995424574,-0.06745723948220439,0.0396
1.23556059637546,0.5778860757127635,-1.4132443700969102,0.15457784175944483,0.0,1789377165183140519,/odom,1.2539,0.4244,-1.4132443700969102,-0.05932598881220619,0.033
1.2447258410125288,0.5193490125317664,-1.4177268594502526,0.15433471653733924,0.0,1789377165207887473,/odom,1.263,0.3661,-1.4177268594502526,-0.06422992367863145,0.0282
1.2540003902587704,0.45843447153615724,-1.4216764204050558,0.157250273787836,0.0,1789377165233393642,/odom,1.2727,0.3023,-1.4216764204050558,-0.06628561681212375,0.0232
1.2629389525548231,0.39818276185194534,-1.4253573171575815,0.1589179702168573,0.0,1789377165258399021,/odom,1.2819,0.2404,-1.4253573171575815,-0.06546429060010128,0.0232
1.2716976906615711,0.3374295178082951,-1.4298703425522694,0.16069301851027487,0.0,1789377165283370937,/odom,1.291,0.1779,-1.4298703425522694,-0.06465990064234983,0.0267
1.2802946962202053,0.27577372045386417,-1.4346378544738019,0.16225042464163741,0.0,1789377165308353733,/odom,1.2998,0.1147,-1.4346378544738019,-0.05090752362566331,0.0305
1.2887495226347632,0.212753584357531,-1.440226055146468,0.16304209281673887,0.0,1789377165333615093,/odom,1.3084,0.0509,-1.440226055146468,-0.06604914631490377,0.0338
1.2967061041813273,0.15088842864432506,-1.4455475699993878,0.16579839177029437,0.0,1789377165358248974,/odom,1.3167,-0.0137,-1.4455475699993878,-0.07161149303235037,0.0325
1.3043803802758762,0.08859227184235285,-1.4508997960931063,0.1660159388637346,0.0,1789377165382864100,/odom,1.3245,-0.0762,-1.4508997960931063,-0.07939422909900928,0.0339
1.3118469840543345,0.025042031528157427,-1.4567825323269168,0.1683887899019208,0.0,1789377165407757569,/odom,1.3323,-0.1421,-1.4567825323269168,-0.07942076851419078,0.0354
1.3190858745676899,-0.03987320070710609,-1.4627017925011225,0.1697828738337479,0.0,1789377165432962533,/odom,1.3397,-0.2084,-1.4627017925011225,-0.0786498576419632,0.0357
1.326052352627559,-0.10589055467960273,-1.468619148971473,0.173391650976653,0.0,1789377165458304514,/odom,1.3471,-0.278,-1.468619148971473,-0.05890528015248497,0.0347
1.332560048202842,-0.17099984865980744,-1.4737345518139275,0.17298445462489329,0.0,1789377165483010050,/odom,1.3536,-0.3427,-1.4737345518139275,-0.05957891241624225,0.0332
1.3388397169648405,-0.2374551332393109,-1.4794283202271101,0.17453235068908282,0.0,1789377165508026058,/odom,1.36,-0.4107,-1.4794283202271101,-0.06944555748771464,0.0334
1.3448437111369596,-0.3050999978282758,-1.485113140725249,0.17840707485627236,0.0,1789377165533164116,/odom,1.3664,-0.4822,-1.485113140725249,-0.04469465366321579,0.0337
1.350604789614068,-0.37414949846304646,-1.4899970357081196,0.1788589771513759,0.0,1789377165558524632,/odom,1.3722,-0.5517,-1.4899970357081196,-0.06681739949712551,0.0304
1.3559239561415108,-0.44226012518557,-1.4957200270090725,0.18116550959873234,0.0,1789377165583216272,/odom,1.3778,-0.6221,-1.4957200270090725,-0.046373620251007885,0.0342
1.3610609389962325,-0.5134158628651928,-1.5017356577295211,0.181316331360107,0.0,1789377165608640597,/odom,1.383,-0.6934,-1.5017356577295211,-0.05238688853565332,0.0365
1.3656420430130274,-0.582970558256946,-1.508320312804217,0.1837701724233801,0.0,1789377165633277535,/odom,1.3878,-0.7654,-1.508320312804217,-0.057914974052311496,0.0395
1.3697829098162067,-0.652693693679808,-1.514631418631937,0.18395288039098112,0.0,1789377165657832778,/odom,1.392,-0.8353,-1.514631418631937,-0.08329040495424023,0.0412
1.3735411083332025,-0.7242948549482549,-1.5220815686647855,0.1859542406511437,0.0,1789377165682863635,/odom,1.3959,-0.9089,-1.5220815686647855,-0.0830014996184043,0.0443
1.3768094142398812,-0.7969114573374738,-1.529556401931392,0.1876412736451154,0.0,1789377165708023784,/odom,1.3993,-0.9832,-1.529556401931392,-0.08714179450273107,0.0447
1.3795281998533866,-0.8694009453063232,-1.5370595362546144,0.19005615950075186,0.0,1789377165732907315,/odom,1.4022,-1.0581,-1.5370595362546144,-0.07369825604915592,0.045
1.3817945948614807,-0.9453457737913751,-1.544865524223947,0.19270839730388922,0.0,1789377165758586489,/odom,1.4046,-1.1367,-1.544865524223947,-0.05305754592153544,0.0448
1.3833886598441731,-1.01868686318045,-1.553264070644089,0.19276759630914267,0.0,1789377165783057294,/odom,1.4062,-1.2101,-1.553264070644089,-0.06851490848269304,0.0538
1.3843498418376248,-1.0940652688840715,-1.5628271175358186,0.19489074351490582,0.0,1789377165807998673,/odom,1.4073,-1.2876,-1.5628271175358186,-0.08376383722652347,0.0562
1.3845915045846633,-1.1704018806932326,-1.5724340541083492,0.19685913037713962,0.0,1789377165832953867,/odom,1.4077,-1.3659,-1.5724340541083492,-0.060172665126632996,0.0567
1.384056230091592,-1.2480494808863036,-1.5829456582658024,0.19830567582580141,0.0,1789377165858051670,/odom,1.4072,-1.445,-1.5829456582658024,-0.071689780139371,0.0634
1.3826501601783074,-1.3267655835621688,-1.5943682861137374,0.20257306190806526,0.0,1789377165883121199,/odom,1.4059,-1.528,-1.5943682861137374,-0.029571939724290175,0.0656
1.3803877900990598,-1.4054603590472792,-1.6047058737592297,0.20119478429267953,0.0,1789377165907904180,/odom,1.4037,-1.6053,-1.6047058737592297,-0.057132518999699844,0.0635
1.3771296610665071,-1.4878214290767855,-1.6159637285200803,0.2032267948373582,0.0,1789377165933693351,/odom,1.4005,-1.6897,-1.6159637285200803,-0.04533393996874713,0.0633
1.3730586021413942,-1.568536203598526,-1.626418700369987,0.2044008959446437,0.0,1789377165958688941,/odom,1.3964,-1.7716,-1.626418700369987,-0.043628882283200277,0.0617
1.3683416967879847,-1.6474517706918266,-1.6345749858157006,0.20488409402254043,0.0,1789377165982955132,/odom,1.3917,-1.851,-1.6345749858157006,-0.06675516894101241,0.049
1.3628140395203698,-1.7294738219303771,-1.6415988333455127,0.2065430224445345,0.0,1789377166007956794,/odom,1.3861,-1.9347,-1.6415988333455127,-0.06299812638442992,0.0418
1.3566456111452743,-1.8123152001671454,-1.648640938530962,0.20818762451905526,0.0,1789377166032972863,/odom,1.3799,-2.0192,-1.648640938530962,-0.07331371437127165,0.0417
1.34989170938205,-1.8955743618547243,-1.6548352992477433,0.21010030995233037,0.0,1789377166057949328,/odom,1.373,-2.1044,-1.6548352992477433,-0.07234861038942153,0.0369
1.3426332190277526,-1.9790832315467513,-1.6601591449128248,0.21245096598477986,0.0,1789377166082764910,/odom,1.3655,-2.1903,-1.6601591449128248,-0.06704711361070936,0.0318
1.3347290306828006,-2.064864437896483,-1.6652017706760947,0.2133648938942004,0.0,1789377166107964805,/odom,1.3576,-2.277,-1.6652017706760947,-0.05571500268360374,0.0303
1.3262284067787031,-2.152417919350135,-1.6699654429820026,0.21666103457184613,0.0,1789377166133355737,/odom,1.3488,-2.3679,-1.6699654429820026,-0.03570057320080755,0.0281
1.3173215049092304,-2.240347939361126,-1.673529228384824,0.2168308089233549,0.0,1789377166158574888,/odom,1.3399,-2.456,-1.673529228384824,-0.03945581077015925,0.0208
1.3081828733063334,-2.327841507017039,-1.6762070560351385,0.21840170996832559,0.0,1789377166183429103,/odom,1.3305,-2.5451,-1.6762070560351385,-0.045392824523145414,0.0162
1.2985796082294092,-2.4177109787036133,-1.678293524997288,0.21873084390984293,0.0,1789377166208684671,/odom,1.3209,-2.6353,-1.678293524997288,-0.04635004314219149,0.0137
1.2891958972239956,-2.50407552398071,-1.679754721505601,0.2198486265365335,0.0,1789377166232759673,/odom,1.3114,-2.7228,-1.679754721505601,-0.06610943159551752,0.0083
1.2792487420829817,-2.5942578517138215,-1.68155076574376,0.2217413258192142,0.0,1789377166257744594,/odom,1.3013,-2.8149,-1.68155076574376,-0.078014165462021,0.0125
1.268632540158272,-2.688815070029539,-1.6836510442454817,0.22364676022226715,0.0,1789377166283681832,/odom,1.2904,-2.9114,-1.6836510442454817,-0.05599886226465456,0.0126
1.2584469408420464,-2.7779669996536795,-1.6854549242897718,0.2242903654336264,0.0,1789377166307925862,/odom,1.2802,-3.0012,-1.6854549242897718,-0.07012234137286422,0.0126
1.2476476223451887,-2.8703887072757923,-1.6887793444826864,0.22633975261016165,0.0,1789377166332815443,/odom,1.2692,-3.0957,-1.6887793444826864,-0.054778893691091124,0.021
1.2363374000237284,-2.9642462556868945,-1.6926650511821424,0.22776721396582655,0.0,1789377166357792279,/odom,1.2578,-3.191,-1.6926650511821424,-0.05262281882077291,0.0215
1.2245598781215281,-3.058973296669294,-1.696320362441538,0.229023095415414,0.0,1789377166382844225,/odom,1.2459,-3.287,-1.696320362441538,-0.06496594207943174,0.0225
1.2123067333835482,-3.1543393946894214,-1.7008427328796432,0.23043724512190542,0.0,1789377166407917491,/odom,1.2335,-3.3838,-1.7008427328796432,-0.0666868728251866,0.0258
1.1995134006106516,-3.2504563994422955,-1.7053977158892304,0.2318046863034739,0.0,1789377166432954379,/odom,1.2206,-3.4813,-1.7053977158892304,-0.05404465883145804,0.0261
1.1859796739645254,-3.3490332010490307,-1.7090713851813246,0.23547140169437517,0.0,1789377166458309074,/odom,1.2066,-3.5836,-1.7090713851813246,-0.032370351778137074,0.0199
1.1724750961466008,-3.4450075030100114,-1.7121064088633926,0.23471814644231728,0.0,1789377166482789668,/odom,1.1933,-3.6788,-1.7121064088633926,-0.05963645915923621,0.0182
1.1582335545720321,-3.5440397743251304,-1.7151419788766538,0.23596697154675664,0.0,1789377166507901126,/odom,1.1789,-3.7791,-1.7151419788766538,-0.0678993416940532,0.0174
1.1435165051197687,-3.6442088338624345,-1.71820754327898,0.23698674855290977,0.0,1789377166533001483,/odom,1.1641,-3.8803,-1.71820754327898,-0.04536733763984646,0.0174
1.1283790375979186,-3.7451984674094096,-1.7209523872228785,0.2380789423043378,0.0,1789377166558062266,/odom,1.1488,-3.9824,-1.7209523872228785,-0.05965691584333488,0.0159
1.1125473213683736,-3.8485509095475163,-1.7246408663751125,0.24187346566448037,0.0,1789377166583411150,/odom,1.1325,-4.0896,-1.7246408663751125,-0.025758043357178906,0.0208
