model,regime,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
leave_one_recording_out,accelerating,1-3_mps,1019,0.04524096342701123,0.1655075331830281,1.701877468281011,6.89168531257788
leave_one_recording_out,accelerating,3-5_mps,3348,0.045722472339770004,0.16593867756758326,1.1613913111991678,4.211233453895203
leave_one_recording_out,accelerating,5-10_mps,8862,0.0477581047864275,0.17425743293383855,0.6446551304491861,2.508734096596187
leave_one_recording_out,accelerating,10-15_mps,9812,0.04819439461997721,0.17614339288818603,0.3836794436681049,1.4682293534563557
leave_one_recording_out,accelerating,15-20_mps,9396,0.053920505082329484,0.23190429713998917,0.3158988484174287,1.3554836306558284
leave_one_recording_out,accelerating,20-23_mps,1477,0.08157331040054672,0.27482087869279337,0.3863375691392688,1.3002289094800208
leave_one_recording_out,steady,1-3_mps,2680,0.0018299781563803075,0.12834485394728862,0.0944825629147058,6.7308351086800045
leave_one_recording_out,steady,3-5_mps,2691,0.003238974174107234,0.09347476622441109,0.07769248227424218,2.3310857601801005
leave_one_recording_out,steady,5-10_mps,6326,0.006127916549528045,0.1771911989590138,0.08153293317838756,2.225623984192886
leave_one_recording_out,steady,10-15_mps,7613,0.05359782053073303,0.22546823353409545,0.44057081921442354,1.8077149582034668
leave_one_recording_out,steady,15-20_mps,8569,0.08488735335088293,0.2602185645224224,0.48289538780178587,1.4905980360547855
leave_one_recording_out,steady,20-23_mps,5866,0.09102229196913392,0.2807048890027328,0.4239056346647577,1.3133364148759594
leave_one_recording_out,decelerating,1-3_mps,559,0.08852201235135482,0.2807387233333336,4.446512135158107,14.553944554659656
leave_one_recording_out,decelerating,3-5_mps,548,0.09532172742876921,0.290188513347115,2.4575821758933247,7.371305426628667
leave_one_recording_out,decelerating,5-10_mps,1480,0.11733519201032783,0.3178731083083316,1.5605741206877533,4.644346594506973
leave_one_recording_out,decelerating,10-15_mps,1548,0.13757468458011957,0.3725614347369139,1.10314263971374,3.017177529505932
leave_one_recording_out,decelerating,15-20_mps,973,0.1685123666666648,0.4744931976958291,1.0055925764871965,2.75419106106068
leave_one_recording_out,decelerating,20-23_mps,101,0.29945116666666394,0.6653149666666742,1.3936517613914774,3.1194715575701144
leave_one_recording_out,frozen,1-3_mps,1954,0.06845796189352094,0.18138608026804728,3.581894566921766,10.35857163464953
leave_one_recording_out,frozen,3-5_mps,1542,0.08344981140859842,0.24565253528571507,2.172199870894983,6.106724592482704
leave_one_recording_out,frozen,5-10_mps,2351,0.10470981028970971,0.2811996702211985,1.4956214049635943,3.9668514313378314
leave_one_recording_out,frozen,10-15_mps,617,0.12496983333333489,0.3509902731685,1.0662093227902416,3.0158885575121515
leave_one_recording_out,frozen_accelerating,1-3_mps,2249,0.03801291440180421,0.15797586123584684,2.2349455579340587,9.439428182757354
leave_one_recording_out,frozen_accelerating,3-5_mps,7,1.2375513394383408,1.3628751061233215,33.201463203260744,35.44217498427853
leave_one_recording_out,frozen_accelerating,5-10_mps,18,6.455163903785104,7.0475844890109896,72.27697318327262,73.67680480198983
leave_one_recording_out,all,1-3_mps,8461,0.03199880216632889,0.17837705151661254,1.7117896158487635,9.91961835443408
leave_one_recording_out,all,3-5_mps,8136,0.039229838905985304,0.19943826346743687,0.9759135612801316,5.179625930351863
leave_one_recording_out,all,5-10_mps,19037,0.03984975775976629,0.22220449259205038,0.5279517749444506,3.0968402151907233
leave_one_recording_out,all,10-15_mps,19590,0.055020270542965655,0.23044144972621067,0.4460316561200436,1.8889910805757228
leave_one_recording_out,all,15-20_mps,18938,0.06862139740453088,0.2646202742099143,0.39556747114486934,1.5302512006834261
leave_one_recording_out,all,20-23_mps,7444,0.09019207175210298,0.2904121128784328,0.420816936612955,1.3575507855581996
