estimate_x_m,estimate_y_m,estimate_yaw_rad,position_error_m,r_error_radps,source_stamp_ns,topic,truth_com_v_mps,truth_pose_u_mps,truth_pose_v_mps,truth_x_m,truth_y_m,truth_yaw_rad,u_error_mps,v_error_mps,v_error_mps_com
0.8001,3.159,-1.5708669344881934,0.0,0.0,1789483845611904477,/odom,0.0,,,0.8001,3.159,-1.5708669344881934,,,0.0
0.8001,3.159,-1.5708808371776408,9.999999999976694e-05,0.0,1789483845636904483,/odom,0.0,0.003999999027960104,3.102360773130408e-07,0.8001,3.1589,-1.5708808371776408,-0.003999999027960104,-3.102360773130408e-07,0.0
0.8001,3.159,-1.5708926797733445,0.00019999999999997797,0.0,1789483845661904467,/odom,0.0,0.004000002543654292,3.617269533970674e-07,0.8001,3.1588,-1.5708926797733445,-0.004000002543654292,-3.617269533970674e-07,0.0
0.8001,3.159,-1.5709083836477782,0.00019999999999997797,0.0,1789483845686904495,/odom,0.0,-0.0,0.0,0.8001,3.1588,-1.5709083836477782,0.0,0.0,0.0
0.8001,3.159,-1.570635398240922,0.0002999999999997449,0.0,1789483845711904467,/odom,0.0,0.004000004478801476,-9.774351164929075e-08,0.8001,3.1587,-1.570635398240922,-0.004000004478801476,9.774351164929075e-08,0.0
0.8001,3.159,-1.5706456597909444,0.00039999999999995595,0.0,1789483845736904467,/odom,0.0,0.003999999951462542,-6.231911133334065e-07,0.8001,3.1586,-1.5706456597909444,-0.003999999951462542,6.231911133334065e-07,0.0
0.8001,3.159,-1.5706562816172374,0.00039999999999995595,0.0,1789483845761904483,/odom,0.0,0.0,0.0,0.8001,3.1586,-1.5706562816172374,0.0,0.0,0.0
0.8001,3.159,-1.5706635629995556,0.00039999999999995595,0.0,1789483845786904489,/odom,0.0,0.0,0.0,0.8001,3.1586,-1.5706635629995556,0.0,0.0,0.0
0.8001,3.159,-1.5706747853377037,0.0004999999999997229,0.0,1789483845812904467,/odom,0.0,0.00384615706949357,-4.890489750571392e-07,0.8001,3.1585,-1.5706747853377037,-0.00384615706949357,4.890489750571392e-07,0.0
0.8001,3.159,-1.5706824509757393,0.0004999999999997229,0.0,1789483845837904488,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.5706824509757393,0.0,0.0,0.0
0.8001,3.159,-1.5706863524592198,0.0005099019513590046,0.0,1789483845861904467,/odom,0.0,4.6635489632398107e-07,0.004166670286404326,0.8002,3.1585,-1.5706863524592198,-4.6635489632398107e-07,-0.004166670286404326,0.0
0.8001,3.159,-1.5706942755655333,0.000608276253029755,0.0,1789483845886904483,/odom,0.0,0.003999997417532672,-4.2405085789466434e-07,0.8002,3.1584,-1.5706942755655333,-0.003999997417532672,4.2405085789466434e-07,0.0
0.8001,3.159,-1.5706982971902699,0.000608276253029755,0.0,1789483845911904489,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5706982971902699,0.0,0.0,0.0
0.8001,3.159,-1.5707023588640108,0.000608276253029755,0.0,1789483845936904467,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5707023588640108,0.0,0.0,0.0
0.8001,3.159,-1.570706460587732,0.000608276253029755,0.0,1789483845961904467,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.570706460587732,0.0,0.0,0.0
0.8001,3.159,-1.5707106023624187,0.000608276253029755,0.0,1789483845986904507,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5707106023624187,0.0,0.0,0.0
0.8001,3.159,-1.5707147841890656,0.000608276253029755,0.0,1789483846011904467,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5707147841890656,0.0,0.0,0.0
0.8001,3.159,-1.5707190060686775,0.000608276253029755,0.0,1789483846036904518,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5707190060686775,0.0,0.0,0.0
0.8001,3.159,-1.5707190060686775,0.0007071067811862498,0.0,1789483846061904467,/odom,0.0,0.004000008148050307,-3.092835355058467e-07,0.8002,3.1583,-1.5707190060686775,-0.004000008148050307,3.092835355058467e-07,0.0
0.8001,3.159,-1.5707232680022687,0.0007071067811862498,0.0,1789483846086904467,/odom,0.0,0.0,0.0,0.8002,3.1583,-1.5707232680022687,0.0,0.0,0.0
0.8001,3.159,-1.5707232680022687,0.0007071067811862498,0.0,1789483846112904467,/odom,0.0,0.0,0.0,0.8002,3.1583,-1.5707232680022687,0.0,0.0,0.0
0.8001,3.159,-1.5707275699908627,0.0007071067811862498,0.0,1789483846136904467,/odom,0.0,0.0,0.0,0.8002,3.1583,-1.5707275699908627,0.0,0.0,0.0
0.8001,3.159,-1.5707275699908627,0.0007280109889277581,0.0,1789483846161904518,/odom,0.0,2.750266548645106e-07,0.003999991830561225,0.8003,3.1583,-1.5707275699908627,-2.750266548645106e-07,-0.003999991830561225,0.0
0.8001000072706468,3.1589032437344624,-1.5707147957235859,0.0014174237440164488,0.0,1789483846186904467,/odom,0.0018,0.032000065189783655,-2.4046109086576995e-06,0.8003,3.1575,-1.5707147957235859,-0.024259519633184047,2.4046109086576995e-06,-0.0018
