regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,230,2.572336435317993,4.0015,0.05691938594807657,0.16982217493740448,230
stationary,364,9.0516197681427,0.0,0.03054450859811217,0.001,364
straight_accelerating,37,0.10779738426208496,4.7958,0.09923161526528042,0.2973316162109363,37
straight_coasting,45,1.034172773361206,3.8476,0.1373110229982574,0.33725589752197216,45
straight_steady,320,3.745595693588257,4.0015,0.06537006265891536,0.2681765673576093,320
