# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-0.678532,-0.380566,0.585886,-3.232148,1.852583,0.000000,1.185018,1.185018
0.089033,-0.599286,-0.339984,0.435651,-0.897952,2.116500,0.000000,1.186580,1.186580
0.177791,-0.517462,-0.305591,0.426238,-0.133467,2.420277,0.000000,1.185915,1.185915
0.266722,-0.437560,-0.266548,0.411935,-0.268190,2.580909,0.000000,1.180926,1.180926
0.356697,-0.353669,-0.234025,0.378258,-0.642519,2.615662,0.000000,1.167666,1.167666
0.447551,-0.269520,-0.199770,0.295749,-0.472162,2.665723,0.000000,1.143927,1.143927
0.537906,-0.181046,-0.181429,0.292697,0.349173,2.780856,0.000000,1.112104,1.112104
0.626668,-0.098700,-0.148293,0.358292,-0.048288,2.874097,0.000000,1.077392,1.077392
0.715579,-0.014705,-0.119142,0.284118,-0.074239,2.846403,0.000000,1.043889,1.043889
0.805456,0.072708,-0.098239,0.345019,0.278212,2.687046,0.000000,1.012341,1.012341
0.894395,0.152540,-0.059035,0.333867,-0.708605,2.481134,0.000000,0.981578,0.981578
0.984605,0.240712,-0.039967,0.218073,-0.568178,2.341005,0.000000,0.951064,0.951064
1.074654,0.328528,-0.020037,0.231447,-0.574478,2.318433,0.000000,0.921227,0.921228
1.164460,0.415765,0.001288,0.114751,-0.701495,2.366731,0.000000,0.892514,0.892517
1.260609,0.511914,0.001100,0.101001,-0.067391,2.378328,0.000000,0.866293,0.866318
1.350857,0.600166,0.019976,0.102189,-0.543542,2.298963,0.000000,0.845332,0.845459
1.446918,0.696227,0.020000,-0.000266,-1.086397,2.204487,0.000000,0.830679,0.831062
1.542958,0.792266,0.019925,-0.106509,-0.578411,2.207991,0.000000,0.820766,0.821385
1.633068,0.880220,0.000329,-0.107937,0.563278,2.332339,0.000000,0.813655,0.813883
1.729003,0.976154,-0.000000,-0.001714,0.562170,2.511979,0.000000,0.807561,0.806587
1.825074,1.072225,0.000000,0.000002,0.008931,2.640839,0.000000,0.801462,0.799542
1.921144,1.168296,-0.000000,0.000002,-0.009184,2.616845,0.000000,0.795987,0.794298
2.017215,1.264367,0.000000,-0.001762,-0.562698,2.418150,0.000000,0.791723,0.790772
2.113146,1.360297,-0.000338,-0.108037,-0.597302,2.127338,0.000000,0.787928,0.787103
2.203254,1.448247,-0.019943,-0.112883,1.157201,1.864750,0.000000,0.784230,0.782587
