# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-2.661416,4.221044,-2.984386,1.272859,2.355304,-0.016737,2.525000,2.725000
0.019997,-2.680925,4.217700,-2.959207,1.290099,2.355162,-0.016735,2.000000,2.750000
0.039995,-2.700679,4.213783,-2.932104,1.421058,2.355020,-0.016733,1.850000,2.750000
0.059992,-2.720333,4.209295,-2.901379,1.553561,2.354878,-0.016731,1.700000,2.775000
0.079989,-2.739815,4.204212,-2.872170,1.337224,2.354736,-0.341799,1.600000,2.800000
0.099987,-2.758891,4.198689,-2.848210,1.067433,2.351831,-0.198027,1.525000,2.825000
0.119984,-2.777873,4.192750,-2.829027,0.922645,2.350147,-0.052670,1.500000,2.850000
0.139981,-2.796818,4.186438,-2.811131,0.867006,2.349699,0.090646,1.475000,2.825000
0.159979,-2.815707,4.179780,-2.794450,0.796516,2.350470,0.233794,1.475000,2.850000
0.179976,-2.834291,4.172890,-2.778730,0.790648,2.352458,0.376996,1.450000,2.825000
0.199973,-2.852943,4.165640,-2.763014,0.778526,2.355661,0.514741,1.450000,2.800000
0.219971,-2.871508,4.158088,-2.747562,0.771164,2.360026,0.643309,1.450000,2.775000
0.239968,-2.889712,4.150355,-2.732150,0.785524,2.365471,0.756672,1.450000,2.725000
0.259965,-2.908111,4.142197,-2.716279,0.790002,2.371859,0.830252,1.450000,2.700000
0.279963,-2.926214,4.133824,-2.700305,0.835617,2.378849,0.902526,1.425000,2.675000
0.299960,-2.944029,4.125221,-2.682942,0.916691,2.386424,0.925633,1.425000,2.600000
0.319957,-2.962074,4.116097,-2.663718,0.981920,2.394168,0.959863,1.400000,2.575000
0.339954,-2.979670,4.106760,-2.643352,1.085750,2.402172,1.080347,1.400000,2.500000
0.359952,-2.996908,4.097131,-2.620611,1.213593,2.411148,0.307771,1.375000,2.475000
0.379949,-3.014307,4.086852,-2.594967,1.320521,2.413699,-0.017578,1.350000,2.425000
0.399946,-3.031341,4.076167,-2.567549,1.400073,2.413554,-0.017576,1.325000,2.375000
0.419944,-3.047681,4.065274,-2.539474,1.457628,2.413408,-0.017573,1.300000,2.250000
0.439941,-3.064056,4.053660,-2.509694,1.507716,2.413263,-0.017571,1.275000,2.225000
0.459938,-3.080420,4.041284,-2.478308,1.550169,2.413117,-0.017569,1.175000,2.100000
0.479936,-3.095594,4.029057,-2.448495,1.508014,2.412971,-0.017567,1.150000,2.075000
0.499933,-3.110673,4.016151,-2.418988,1.465500,2.412826,-0.017565,1.125000,2.000000
0.519930,-3.125665,4.002535,-2.389729,1.424304,2.412680,-0.017563,1.125000,1.975000
0.539928,-3.140244,3.988507,-2.361333,1.377877,2.412535,-0.017561,1.100000,1.900000
0.559925,-3.154001,3.974523,-2.334849,1.323891,2.412389,-0.017559,1.100000,1.825000
0.579922,-3.167617,3.959936,-2.308892,1.279201,2.412244,-0.017556,1.100000,1.850000
0.599920,-3.181064,3.944766,-2.283345,1.242692,2.412098,-0.017556,1.075000,1.775000
0.619917,-3.194018,3.929392,-2.258757,1.186174,2.411952,1.884214,1.075000,1.725000
0.639914,-3.206269,3.914139,-2.236581,1.080487,2.427524,3.870365,1.100000,1.675000
0.659912,-3.218386,3.898378,-2.216175,0.972488,2.459201,4.960621,1.100000,1.650000
0.679909,-3.230410,3.882090,-2.197583,0.864697,2.499213,5.777347,1.100000,1.600000
0.699906,-3.242260,3.865432,-2.180932,0.793358,2.545020,6.152005,1.075000,1.575000
0.719904,-3.253406,3.849208,-2.164177,0.909940,2.592909,4.471857,1.075000,1.550000
0.739901,-3.264408,3.832556,-2.144773,1.036250,2.627171,-0.020824,1.075000,1.500000
0.759898,-3.275155,3.815531,-2.122520,1.176856,2.627012,-0.020822,1.100000,1.475000
0.779896,-3.285537,3.798184,-2.097149,1.336554,2.626854,-0.020819,1.100000,1.450000
0.799893,-3.295411,3.780639,-2.069880,1.301238,2.626695,-0.020817,1.475000,1.400000
0.819890,-3.304787,3.762913,-2.045216,1.158608,2.626537,-0.020817,1.450000,1.375000
0.839888,-3.313730,3.745012,-2.023451,1.016819,2.626378,1.006240,1.450000,1.350000
0.859885,-3.322284,3.726982,-2.004565,0.875891,2.634029,4.560043,1.450000,1.275000
0.879882,-3.330512,3.708827,-1.988489,0.749324,2.668423,5.872322,1.450000,1.250000
0.899880,-3.338535,3.690381,-1.973826,0.708235,2.712074,6.052358,1.450000,1.250000
0.919877,-3.346266,3.671893,-1.960057,0.665840,2.756340,6.255135,1.450000,1.225000
0.939874,-3.353723,3.653374,-1.947196,0.622274,2.801353,6.476058,1.100000,1.225000
0.959871,-3.360923,3.634829,-1.935259,0.577649,2.847207,6.710875,1.100000,1.200000
0.979869,-3.367958,3.616072,-1.923996,0.553465,2.893957,6.763248,1.075000,1.175000
0.999866,-3.374793,3.597211,-1.913041,0.538588,2.940320,6.738940,1.075000,1.125000
1.019863,-3.381403,3.578339,-1.902424,0.523228,2.985800,6.728905,1.075000,1.100000
1.039861,-3.387796,3.559459,-1.892151,0.507417,3.030531,4.517537,1.075000,1.100000
1.059858,-3.394002,3.540499,-1.882181,0.494120,3.060196,3.793459,1.100000,1.100000
1.079855,-3.400057,3.521362,-1.872330,0.487419,3.084885,3.992155,1.100000,1.075000
1.099853,-3.405908,3.502221,-1.862644,0.480383,3.110656,4.191945,1.100000,1.075000
1.119850,-3.411561,3.483077,-1.853128,0.473027,3.137489,4.394769,1.100000,1.075000
1.139847,-3.417018,3.463929,-1.843785,0.465362,3.165376,4.595129,1.100000,1.050000
1.159845,-3.422338,3.444581,-1.834505,0.459614,3.194274,4.786608,1.100000,1.050000
1.179842,-3.427469,3.425224,-1.825360,0.453672,3.224100,4.968241,1.100000,1.050000
1.199839,-3.432414,3.405864,-1.816357,0.447466,3.254770,5.141787,1.100000,0.975000
1.219837,-3.437175,3.386501,-1.807498,0.441008,3.286209,5.310351,1.100000,0.975000
1.239834,-3.441784,3.367023,-1.798743,0.433611,3.318366,5.472790,1.125000,0.975000
1.259831,-3.446226,3.347489,-1.790135,0.425732,3.351185,5.597360,1.125000,0.950000
1.279829,-3.450494,3.327955,-1.781702,0.417721,3.384421,5.723563,1.175000,0.950000
1.299826,-3.454591,3.308423,-1.773447,0.409587,3.418072,5.809891,1.175000,0.950000
1.319823,-3.458534,3.288831,-1.765348,0.400233,3.451895,5.890059,1.175000,0.950000
1.339821,-3.462328,3.269161,-1.757441,0.389173,3.485850,5.966479,1.175000,0.925000
1.359818,-3.465964,3.249494,-1.749770,0.377823,3.519912,6.037971,1.175000,0.925000
1.379815,-3.469446,3.229828,-1.742340,0.366200,3.554049,6.102998,1.175000,0.925000
1.399813,-3.472784,3.210138,-1.735145,0.354121,3.588224,6.165432,1.175000,0.925000
1.419810,-3.475994,3.190354,-1.728176,0.341324,3.622421,6.227659,1.175000,0.875000
1.439807,-3.479064,3.170578,-1.721472,0.328724,3.656639,6.283374,1.175000,0.875000
1.459804,-3.481999,3.150816,-1.715029,0.316306,3.690841,6.321861,1.175000,0.850000
1.479802,-3.484804,3.131071,-1.708843,0.303993,3.724936,6.346794,1.200000,0.850000
1.499799,-3.487500,3.111230,-1.702908,0.288598,3.758854,6.487033,1.200000,0.850000
1.519796,-3.490078,3.091401,-1.697299,0.272241,3.793209,6.740616,1.200000,0.850000
1.539794,-3.492546,3.071570,-1.692030,0.255033,3.828580,6.986465,1.200000,0.850000
1.559791,-3.494914,3.051725,-1.687111,0.237091,3.864899,7.215511,1.200000,0.850000
1.579789,-3.497193,3.031816,-1.682533,0.220088,3.902054,7.359218,1.200000,0.850000
1.599786,-3.499385,3.011897,-1.678281,0.204471,3.939588,7.504553,1.200000,0.850000
1.619783,-3.501491,2.992003,-1.674338,0.189924,3.977499,7.607265,1.200000,0.825000
