# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,5.530000,-7.280000,0.358973,4.524089,1.850809,0.000000,1.237732,1.237732
0.116090,5.605847,-7.192112,0.843008,2.213588,1.931668,0.000000,1.252093,1.252093
0.232791,5.684838,-7.106209,0.874276,0.574458,2.246227,0.000000,1.257731,1.257731
0.347990,5.754456,-7.014426,0.976225,0.353804,2.602764,0.000000,1.257298,1.257298
0.464481,5.814430,-6.914559,0.956249,-0.262641,2.849821,0.000000,1.249416,1.249416
0.577119,5.886198,-6.827746,0.916046,0.117290,2.958616,0.000000,1.228407,1.228407
0.687664,5.950250,-6.737648,0.982426,0.233733,2.966020,0.000000,1.191864,1.191864
0.796912,6.008130,-6.644993,0.967419,-0.318390,2.900131,0.000000,1.145923,1.145923
0.908259,6.075297,-6.556185,0.912191,0.137750,2.799143,0.000000,1.099159,1.099159
1.020278,6.144825,-6.468355,0.998188,0.686761,2.736737,0.000000,1.054642,1.054642
1.128370,6.193978,-6.372086,1.063354,-0.211077,2.750376,0.000000,1.010850,1.010850
1.237342,6.250241,-6.278761,0.952371,-0.330001,2.798725,0.000000,0.967290,0.967290
1.350099,6.322168,-6.191925,0.990183,0.465875,2.840186,0.000000,0.926397,0.926397
1.458129,6.370570,-6.095345,1.055230,0.205825,2.876866,0.000000,0.889865,0.889863
1.567518,6.429224,-6.003011,1.034934,-0.312497,2.907627,0.000000,0.857561,0.857539
1.675959,6.481740,-5.908134,0.987159,-0.370472,2.920322,0.000000,0.831745,0.831606
1.787661,6.550178,-5.819853,0.953377,-0.340360,2.923488,0.000000,0.815799,0.815236
1.897219,6.609719,-5.727886,0.911851,-0.368895,2.933235,0.000000,0.808584,0.807127
2.011797,6.686946,-5.643245,0.870694,0.009259,2.937385,0.000000,0.805498,0.803002
2.123502,6.755396,-5.554969,0.913946,0.223343,2.892452,0.000000,0.803345,0.800362
2.235044,6.823266,-5.466452,0.920555,0.268315,2.757610,0.000000,0.801576,0.798840
2.346357,6.890306,-5.377592,0.973741,0.542635,2.525407,0.000000,0.800632,0.798404
2.455400,6.946999,-5.284445,1.040128,0.454428,2.224150,0.000000,0.801011,0.799245
2.563956,7.000421,-5.189944,1.072624,1.127315,1.919027,0.000000,0.803781,0.802523
2.672140,7.050547,-5.094074,1.284461,3.345179,1.707085,0.000000,0.809946,0.809253
2.776686,7.059320,-4.989896,1.784244,4.146203,1.663332,0.000000,0.817906,0.817642
2.884961,7.007376,-4.894895,2.166862,2.037240,1.772057,0.000000,0.823910,0.823845
3.000819,6.934032,-4.805208,2.240856,0.539828,1.943320,0.000000,0.825617,0.825607
3.115988,6.863917,-4.713841,2.291577,0.715233,2.120150,0.000000,0.821505,0.821504
3.232610,6.781387,-4.631442,2.406641,0.887483,2.308189,0.000000,0.807824,0.807824
3.345083,6.694177,-4.560417,2.494894,0.342662,2.458034,0.000000,0.780322,0.780322
3.455410,6.603698,-4.497286,2.482986,0.202242,2.444425,0.000000,0.738969,0.738969
3.568701,6.517540,-4.423722,2.540119,0.697944,2.250853,0.000000,0.690068,0.690068
3.676979,6.422071,-4.372635,2.637629,1.018585,2.049089,0.000000,0.644072,0.644072
3.785562,6.327655,-4.319008,2.761011,1.049596,2.007577,0.000000,0.609701,0.609701
3.894499,6.221973,-4.292578,2.865937,0.634685,2.104109,0.000000,0.589336,0.589336
4.002652,6.118859,-4.259949,2.898795,0.427361,2.191288,0.000000,0.580042,0.580042
4.112880,6.010419,-4.240179,2.959264,0.695727,2.204646,0.000000,0.577422,0.577422
4.223014,5.902151,-4.219993,3.052106,0.804155,2.233982,0.000000,0.579196,0.579196
4.339646,5.785519,-4.220000,-3.141566,0.629451,2.375210,0.000000,0.586771,0.586771
4.456276,5.668889,-4.219999,-3.084252,0.387735,2.570798,0.000000,0.603224,0.603224
4.568254,5.557677,-4.233079,-3.052927,-0.095748,2.640724,0.000000,0.629851,0.629851
4.682227,5.443915,-4.239999,-3.105887,-0.025682,2.464850,0.000000,0.665991,0.665991
4.798329,5.327820,-4.241290,-3.058836,0.937037,2.115214,0.000000,0.710821,0.710821
4.909122,5.218404,-4.258705,-2.893278,1.897650,1.786033,0.000000,0.763541,0.763541
5.017017,5.116730,-4.294811,-2.643842,2.419243,1.604898,0.000000,0.822885,0.822885
5.128324,5.028082,-4.362123,-2.362974,1.298287,1.554158,0.000000,0.885069,0.885069
