# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-69.361594,54.259202,0.117389,-0.079681,7.357709,5.718862,0.637560,1.622880
0.349815,-69.012870,54.286811,0.078212,-0.059684,7.624806,5.717216,0.666540,1.651860
0.698980,-68.664751,54.313815,0.075671,-0.010364,7.882785,5.702717,0.637560,1.680840
1.047998,-68.316686,54.339593,0.070976,-0.016739,8.131961,5.648324,0.608580,1.680840
1.397488,-67.968004,54.363350,0.063979,-0.023374,8.371452,5.600774,0.579600,1.651860
1.746485,-67.619634,54.384250,0.054650,-0.030095,8.602347,5.559894,0.550620,1.680840
2.095479,-67.271066,54.401476,0.042973,-0.035599,8.825583,5.522763,0.550620,1.680840
2.444813,-66.921965,54.414249,0.029790,-0.038781,9.041874,5.439434,0.521640,1.709820
2.793803,-66.573067,54.422275,0.015891,-0.039791,9.249959,5.309341,0.521640,1.767780
3.142960,-66.223923,54.425343,0.002010,-0.038523,9.448649,5.184877,0.521640,1.767780
3.492401,-65.874486,54.423679,-0.011021,-0.036354,9.638729,5.065583,0.521640,1.767780
3.841598,-65.525342,54.417644,-0.023389,-0.034715,9.820883,4.951059,0.521640,1.767780
4.191038,-65.176054,54.407341,-0.035274,-0.032898,9.995712,4.840953,0.521640,1.767780
4.540779,-64.826608,54.392987,-0.046390,-0.029591,10.163746,4.751326,0.550620,1.738800
4.890383,-64.477471,54.374911,-0.055969,-0.024150,10.326010,4.665030,0.579600,1.738800
5.240178,-64.128310,54.353863,-0.063280,-0.018320,10.482884,4.581449,0.579600,1.709820
5.590194,-63.779064,54.330656,-0.068789,-0.014717,10.634695,4.500424,0.608580,1.680840
5.939970,-63.430175,54.305763,-0.073579,-0.013456,10.781740,4.421810,0.637560,1.651860
6.289760,-63.081393,54.279229,-0.078202,-0.012983,10.924289,4.345476,0.666540,1.622880
6.639781,-62.732504,54.251092,-0.082665,-0.012536,11.062587,4.276307,0.695520,1.593900
6.989596,-62.383948,54.221443,-0.086975,-0.012114,11.197017,4.214849,0.724500,1.564920
7.339333,-62.035598,54.190325,-0.091139,-0.011695,11.327954,4.154884,0.753480,1.535940
7.689365,-61.687085,54.157755,-0.095159,-0.011296,11.455564,4.096344,0.782460,1.506960
8.039218,-61.338881,54.123825,-0.099045,-0.010922,11.579998,4.039165,0.753480,1.477980
8.388930,-60.990950,54.088580,-0.102800,-0.010550,11.701401,3.983289,0.811440,1.449000
8.738943,-60.642851,54.052020,-0.106427,-0.010197,11.819902,3.928663,0.840420,1.420020
9.088831,-60.295010,54.014232,-0.109937,-0.009870,11.935627,2.201948,0.811440,1.420020
9.438599,-59.947420,53.975257,-0.113333,-0.009546,12.000000,0.000000,0.840420,1.391040
9.788519,-59.599811,53.935104,-0.116616,-0.009232,12.000000,0.000000,0.840420,1.420020
10.138434,-59.252339,53.893830,-0.119794,-0.008943,12.000000,0.000000,0.811440,1.420020
10.488249,-58.905097,53.851481,-0.122874,-0.008664,12.000000,0.000000,0.869400,1.391040
10.838097,-58.557952,53.808076,-0.125856,-0.008389,12.000000,0.000000,0.840420,1.391040
11.188030,-58.210852,53.763642,-0.128744,-0.008129,12.000000,0.000000,0.840420,1.362060
11.537879,-57.863962,53.718232,-0.131545,-0.007885,12.000000,0.000000,0.869400,1.362060
11.887681,-57.517246,53.671872,-0.134261,-0.007646,12.000000,0.000000,0.869400,1.391040
12.237621,-57.170518,53.624566,-0.136895,-0.007415,12.000000,0.000000,0.927360,1.333080
12.587495,-56.823980,53.576370,-0.139450,-0.007199,12.000000,0.000000,0.898380,1.333080
12.937326,-56.477606,53.527308,-0.141932,-0.006992,12.000000,0.000000,0.956340,1.304100
13.287216,-56.131295,53.477390,-0.144343,-0.006788,12.000000,0.000000,0.956340,1.304100
13.637102,-55.785108,53.426651,-0.146683,-0.006595,12.000000,0.000000,0.956340,1.304100
