# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,15.896477,-10.096257,-1.835305,-1.145012,2.700201,-0.021998,1.637500,0.362500
0.020000,15.891006,-10.115576,-1.858110,-1.128179,2.700038,-0.021996,1.637500,0.362500
0.040000,15.885109,-10.134735,-1.880639,-1.121152,2.699876,-0.021993,1.625000,0.362500
0.059999,15.878807,-10.153686,-1.903043,-1.123984,2.699713,-0.021990,1.612500,0.350000
0.079999,15.872086,-10.172477,-1.925569,-1.129567,2.699550,-0.021988,1.612500,0.350000
0.099999,15.864874,-10.191290,-1.948160,-1.112315,2.699387,-0.021985,1.600000,0.350000
0.119998,15.857296,-10.209808,-1.970220,-1.092137,2.699224,-0.021982,1.600000,0.337500
0.139998,15.849367,-10.228039,-1.991709,-1.069214,2.699061,-0.021980,1.600000,0.337500
0.159998,15.841001,-10.246208,-2.012884,-1.051003,2.698898,-0.021977,1.600000,0.325000
0.179998,15.832215,-10.264276,-2.033874,-1.038489,2.698735,-0.021974,1.587500,0.325000
0.199997,15.823110,-10.282052,-2.054492,-1.026149,2.698573,-0.021972,1.562500,0.312500
0.219997,15.813700,-10.299532,-2.074743,-1.014086,2.698410,-0.021969,1.562500,0.312500
0.239997,15.803798,-10.317062,-2.095148,-1.013544,2.698247,-0.021966,1.537500,0.300000
0.259997,15.793590,-10.334306,-2.115459,-1.013540,2.698084,-0.021964,1.537500,0.287500
0.279996,15.783099,-10.351237,-2.135644,-1.013279,2.697921,-0.021961,1.500000,0.287500
0.299996,15.772241,-10.367993,-2.155860,-1.009801,2.697758,-0.021958,1.475000,0.275000
0.319996,15.760973,-10.384634,-2.176071,-1.001477,2.697596,-0.021956,1.450000,0.262500
0.339996,15.749442,-10.400949,-2.195993,-0.992783,2.697433,-0.021953,1.450000,0.262500
0.359995,15.737661,-10.416938,-2.215622,-0.983799,2.697270,-0.021951,1.437500,0.275000
0.379995,15.725408,-10.432900,-2.235340,-0.975903,2.697107,-0.021951,1.412500,0.262500
0.399995,15.712904,-10.448544,-2.254802,-0.967559,2.696944,0.695270,1.412500,0.275000
0.419995,15.700174,-10.463856,-2.273982,-0.958748,2.702095,1.147620,1.375000,0.300000
0.439994,15.687088,-10.478995,-2.293091,-0.952346,2.710576,1.176564,1.362500,0.287500
0.459994,15.673680,-10.493923,-2.312156,-0.947737,2.719244,1.069710,1.325000,0.275000
0.479994,15.660066,-10.508513,-2.331018,-0.942707,2.727100,1.036294,1.300000,0.275000
0.499994,15.646199,-10.522825,-2.349753,-0.937557,2.734689,1.030080,1.287500,0.287500
0.519993,15.631949,-10.536991,-2.368544,-0.932686,2.742212,1.008034,1.250000,0.300000
0.539993,15.617513,-10.550815,-2.387132,-0.927176,2.749554,1.051736,1.237500,0.312500
0.559993,15.602898,-10.564301,-2.405510,-0.921075,2.757194,1.126461,1.225000,0.325000
0.579993,15.587879,-10.577656,-2.424068,-0.925888,2.765353,-0.023073,1.200000,0.337500
0.599992,15.572681,-10.590674,-2.442645,-0.930734,2.765186,-0.023070,1.162500,0.350000
0.619992,15.557315,-10.603347,-2.461229,-0.935229,2.765019,-0.023067,1.125000,0.362500
0.639992,15.541617,-10.615809,-2.479899,-0.923732,2.764852,-0.023067,1.125000,0.375000
0.659992,15.525705,-10.627969,-2.498225,-0.906307,2.764685,1.713408,1.125000,0.387500
0.679991,15.509643,-10.639788,-2.516118,-0.888082,2.777052,2.161085,1.100000,0.387500
0.699991,15.493320,-10.651359,-2.533697,-0.869029,2.792573,2.498709,1.075000,0.437500
0.719991,15.476778,-10.662658,-2.550907,-0.848854,2.810411,2.795719,1.050000,0.437500
0.739991,15.460107,-10.673635,-2.567640,-0.827635,2.830236,3.070344,1.050000,0.450000
0.759990,15.443236,-10.684348,-2.583977,-0.808988,2.851850,3.238837,1.025000,0.462500
0.779990,15.426154,-10.694811,-2.600028,-0.793429,2.874474,3.315209,1.000000,0.462500
0.799990,15.408957,-10.704972,-2.615713,-0.776814,2.897448,3.422127,1.012500,0.500000
0.819990,15.391603,-10.714866,-2.631065,-0.761534,2.920974,3.494689,0.987500,0.512500
0.839989,15.374060,-10.724517,-2.646192,-0.749272,2.944805,3.493929,0.975000,0.512500
0.859989,15.356406,-10.733887,-2.661036,-0.735943,2.968439,3.531450,0.950000,0.525000
0.879989,15.338625,-10.742992,-2.675601,-0.723182,2.992138,3.561371,0.937500,0.525000
0.899988,15.320686,-10.751853,-2.689973,-0.713245,3.015848,3.523640,0.925000,0.562500
0.919988,15.302635,-10.760451,-2.704125,-0.702243,3.039126,3.526458,0.912500,0.562500
0.939988,15.284471,-10.768792,-2.718045,-0.691262,3.062244,3.537627,0.887500,0.575000
0.959988,15.266193,-10.776882,-2.731780,-0.682798,3.085262,3.485799,0.900000,0.575000
0.979988,15.247796,-10.784726,-2.745342,-0.673292,3.107776,3.475185,0.887500,0.612500
0.999987,15.229289,-10.792323,-2.758709,-0.663422,3.130061,3.484118,0.875000,0.612500
1.019987,15.210721,-10.799660,-2.771880,-0.655818,3.152244,3.432441,0.862500,0.625000
1.039987,15.192024,-10.806765,-2.784913,-0.647228,3.173947,3.421286,0.850000,0.650000
1.059986,15.173207,-10.813639,-2.797786,-0.637983,3.195432,3.438705,0.837500,0.662500
1.079986,15.154395,-10.820240,-2.810436,-0.630838,3.216883,3.395831,0.837500,0.662500
1.099986,15.135442,-10.826623,-2.822973,-0.622799,3.237926,3.391072,0.825000,0.662500
1.119986,15.116344,-10.832791,-2.835384,-0.613914,3.258805,3.421149,0.812500,0.675000
1.139985,15.097327,-10.838677,-2.847537,-0.606941,3.279734,3.392970,0.800000,0.675000
1.159985,15.078161,-10.844354,-2.859593,-0.599240,3.300359,3.397239,0.800000,0.675000
1.179985,15.058839,-10.849827,-2.871544,-0.590810,3.320882,3.432294,0.787500,0.675000
1.199985,15.039617,-10.855027,-2.883235,-0.583579,3.341489,3.430719,0.775000,0.712500
1.219984,15.020281,-10.860017,-2.894815,-0.576061,3.361960,3.445229,0.750000,0.712500
1.239984,15.000779,-10.864811,-2.906303,-0.567948,3.382393,3.485388,0.737500,0.712500
1.259984,14.981355,-10.869352,-2.917554,-0.560356,3.402939,3.511045,0.725000,0.712500
1.279984,14.961891,-10.873673,-2.928652,-0.552840,3.423512,3.538450,0.725000,0.725000
1.299983,14.942255,-10.877805,-2.939666,-0.544868,3.444121,3.585700,0.725000,0.750000
1.319983,14.922619,-10.881714,-2.950494,-0.536868,3.464881,3.636732,0.712500,0.750000
1.339983,14.903071,-10.885388,-2.961096,-0.529095,3.485809,3.682567,0.687500,0.750000
1.359983,14.883346,-10.888880,-2.971614,-0.521008,3.506874,3.742008,0.675000,0.750000
1.379982,14.863479,-10.892184,-2.982023,-0.512650,3.528150,3.812519,0.675000,0.762500
1.399982,14.843886,-10.895235,-2.992106,-0.504274,3.549696,3.884920,0.675000,0.762500
1.419982,14.824115,-10.898112,-3.002095,-0.495721,3.571518,3.964344,0.662500,0.762500
1.439982,14.804166,-10.900812,-3.011987,-0.487013,3.593649,4.049606,0.662500,0.762500
1.459981,14.784390,-10.903292,-3.021604,-0.477810,3.616116,4.151153,0.637500,0.762500
1.479981,14.764615,-10.905582,-3.031022,-0.468372,3.639002,4.259408,0.625000,0.762500
1.499981,14.744664,-10.907703,-3.040324,-0.458911,3.662337,4.367531,0.625000,0.787500
1.519981,14.724627,-10.909646,-3.049467,-0.449327,3.686110,4.478707,0.625000,0.787500
1.539980,14.704885,-10.911382,-3.058271,-0.439207,3.710331,4.604890,0.625000,0.800000
1.559980,14.684971,-10.912958,-3.066944,-0.429167,3.735070,4.727213,0.625000,0.800000
1.579980,14.664883,-10.914374,-3.075487,-0.419218,3.760297,4.845996,0.600000,0.800000
1.599980,14.644952,-10.915610,-3.083768,-0.410681,3.785984,4.925462,0.587500,0.800000
1.619979,14.625109,-10.916678,-3.091854,-0.403216,3.811914,4.977535,0.587500,0.800000
