# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-2.473511,3.835479,-2.899300,1.749235,2.232174,-0.015033,2.100000,3.162500
0.019999,-2.492981,3.830311,-2.865452,1.629987,2.232040,-0.015031,1.925000,3.200000
0.039998,-2.512197,3.824528,-2.833039,1.617795,2.231905,-0.015030,1.712500,3.237500
0.059997,-2.531103,3.818159,-2.800039,1.681160,2.231770,-0.015028,1.612500,3.275000
0.079996,-2.550180,3.811010,-2.766235,1.629882,2.231635,-0.015026,1.525000,3.300000
0.099996,-2.568418,3.803488,-2.734939,1.534733,2.231501,-0.015024,1.450000,3.275000
0.119995,-2.586720,3.795278,-2.705129,1.457463,2.231366,-0.015024,1.400000,3.237500
0.139994,-2.604780,3.786534,-2.676391,1.404683,2.231232,1.221369,1.362500,3.162500
0.159993,-2.622288,3.777445,-2.649291,1.345017,2.242152,2.573167,1.337500,3.125000
0.179992,-2.640036,3.767615,-2.622535,1.288265,2.264988,3.149611,1.312500,3.037500
0.199991,-2.656955,3.757669,-2.598001,1.207091,2.292629,3.931665,1.287500,3.000000
0.219990,-2.674208,3.746954,-2.573756,1.181755,2.326673,2.793805,0.650000,2.975000
0.239989,-2.690724,3.736148,-2.550813,1.138869,2.350565,1.624472,0.650000,2.887500
0.259989,-2.707358,3.724714,-2.527841,1.144564,2.364346,1.713529,0.650000,2.812500
0.279988,-2.723395,3.713141,-2.505197,1.141588,2.378796,1.792189,0.650000,2.737500
0.299987,-2.739451,3.700986,-2.481827,1.183013,2.393816,1.867270,0.650000,2.662500
0.319986,-2.754958,3.688659,-2.458089,1.211400,2.409365,0.779987,0.650000,2.600000
0.339985,-2.770377,3.675779,-2.432997,1.281998,2.415831,-0.017609,0.662500,2.537500
0.359984,-2.785324,3.662630,-2.406996,1.331314,2.415685,-0.017607,0.662500,2.487500
0.379983,-2.799977,3.649031,-2.379879,1.375510,2.415539,-0.017604,0.662500,2.425000
0.399983,-2.814213,3.635075,-2.352393,1.366845,2.415394,-0.017602,0.662500,2.375000
0.419982,-2.828106,3.620693,-2.325638,1.303876,2.415248,-0.017600,0.675000,2.325000
0.439981,-2.841554,3.606028,-2.300413,1.235109,2.415102,-0.017600,0.675000,2.262500
0.459980,-2.854759,3.590895,-2.276371,1.155885,2.414956,2.656627,0.675000,2.225000
0.479979,-2.867436,3.575670,-2.254073,1.100728,2.436858,3.383334,0.675000,2.175000
0.499978,-2.880004,3.559883,-2.232447,1.040630,2.464468,3.991982,0.687500,2.112500
0.519977,-2.891970,3.544189,-2.211860,1.056325,2.496653,3.228713,0.687500,2.075000
0.539976,-2.903875,3.527872,-2.190380,1.066998,2.522383,2.451787,0.687500,2.050000
0.559975,-2.915176,3.511667,-2.168938,1.113413,2.541748,-0.019492,0.700000,2.012500
