# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-69.343898,54.014155,0.212219,-0.236840,7.697949,5.549316,0.898380,1.391040
0.348905,-68.997687,54.057434,0.120124,-0.146802,7.946053,5.566167,0.898380,1.420020
0.697315,-68.651614,54.097717,0.109852,-0.034743,8.187361,5.562945,0.840420,1.449000
1.045646,-68.305159,54.133817,0.095917,-0.044041,8.421624,5.515108,0.811440,1.477980
1.394640,-67.957516,54.164498,0.079141,-0.049507,8.647611,5.473440,0.782460,1.449000
1.743342,-67.609674,54.188973,0.061376,-0.049874,8.866196,5.437930,0.753480,1.477980
2.092121,-67.261376,54.207278,0.044355,-0.046933,9.078153,5.406196,0.724500,1.506960
2.441301,-66.912424,54.219920,0.028619,-0.044026,9.284078,5.287985,0.724500,1.506960
2.790155,-66.563648,54.227252,0.013623,-0.041460,9.481174,5.164479,0.724500,1.564920
3.139146,-66.214663,54.229426,-0.000314,-0.037941,9.669790,5.046069,0.724500,1.564920
3.488472,-65.865346,54.227032,-0.012872,-0.034999,9.850593,4.932361,0.724500,1.564920
3.837559,-65.516320,54.220437,-0.024758,-0.033379,10.024171,4.825429,0.724500,1.564920
4.186820,-65.167224,54.209745,-0.036182,-0.031663,10.191126,4.736776,0.724500,1.564920
4.536437,-64.817911,54.195155,-0.046886,-0.028571,10.352394,4.650983,0.753480,1.535940
4.885913,-64.468908,54.176980,-0.056156,-0.023515,10.508334,4.567875,0.753480,1.535940
5.235498,-64.119958,54.155920,-0.063324,-0.018105,10.659267,4.487296,0.782460,1.506960
5.585373,-63.770853,54.132717,-0.068819,-0.014746,10.805485,4.409103,0.811440,1.477980
5.935012,-63.422102,54.107818,-0.073639,-0.013544,10.947253,4.333166,0.840420,1.449000
6.284587,-63.073536,54.081274,-0.078289,-0.013062,11.084813,4.266153,0.869400,1.449000
6.634468,-62.724790,54.053114,-0.082775,-0.012608,11.218598,4.204973,0.898380,1.420020
6.984145,-62.376375,54.023434,-0.087110,-0.012187,11.348921,4.145272,0.927360,1.391040
7.333669,-62.028242,53.992284,-0.091296,-0.011763,11.475946,4.086984,0.956340,1.333080
7.683557,-61.679877,53.959669,-0.095337,-0.011358,11.599822,4.030047,0.985320,1.304100
8.033271,-61.331818,53.925687,-0.099242,-0.010979,11.720691,3.974403,0.956340,1.275120
8.382846,-60.984030,53.890384,-0.103015,-0.010605,11.838682,3.919998,0.985320,1.246140
8.732643,-60.636155,53.853769,-0.106659,-0.010249,11.953918,1.578225,1.043280,1.217160
9.082388,-60.288465,53.815913,-0.110184,-0.009916,12.000000,0.000000,1.014300,1.217160
9.432017,-59.941023,53.776865,-0.113594,-0.009591,12.000000,0.000000,1.043280,1.188180
9.781727,-59.593634,53.736643,-0.116892,-0.009277,12.000000,0.000000,1.043280,1.217160
10.131495,-59.246319,53.695288,-0.120083,-0.008979,12.000000,0.000000,1.014300,1.217160
10.481167,-58.899232,53.652854,-0.123172,-0.008698,12.000000,0.000000,1.072260,1.188180
10.830815,-58.552298,53.609369,-0.126165,-0.008424,12.000000,0.000000,1.043280,1.188180
11.180598,-58.205361,53.564844,-0.129064,-0.008161,12.000000,0.000000,1.043280,1.217160
11.530300,-57.858632,53.519341,-0.131874,-0.007913,12.000000,0.000000,1.072260,1.159200
11.879948,-57.512084,53.472885,-0.134599,-0.007673,12.000000,0.000000,1.072260,1.188180
12.229698,-57.165560,53.425487,-0.137241,-0.007444,12.000000,0.000000,1.130220,1.130220
12.579419,-56.819190,53.377190,-0.139806,-0.007223,12.000000,0.000000,1.101240,1.130220
12.929100,-56.472983,53.328025,-0.142293,-0.007010,12.000000,0.000000,1.101240,1.101240
13.278805,-56.126873,53.278008,-0.144709,-0.006807,12.000000,0.000000,1.101240,1.101240
13.628533,-55.780861,53.227164,-0.147054,-0.006609,12.000000,0.000000,1.101240,1.101240
13.978232,-55.434995,53.175525,-0.149331,-0.006423,12.000000,0.000000,1.072260,1.188180
14.327925,-55.089253,53.123111,-0.151546,-0.006242,12.000000,0.000000,1.072260,1.188180
14.677648,-54.743596,53.069937,-0.153696,-0.006060,12.000000,0.000000,1.072260,1.188180
15.027354,-54.398069,53.016034,-0.155784,-0.005887,12.000000,0.000000,1.072260,1.188180
15.377061,-54.052653,52.961420,-0.157814,-0.005722,12.000000,0.000000,1.072260,1.188180
15.726771,-53.707344,52.906114,-0.159786,-0.005557,12.000000,0.000000,1.014300,1.188180
16.076473,-53.362151,52.850139,-0.161700,-0.005396,12.000000,0.000000,1.014300,1.217160
16.426184,-53.017055,52.793511,-0.163560,-0.005236,12.000000,0.000000,1.014300,1.246140
16.775909,-52.672050,52.736249,-0.165363,-0.005082,12.000000,0.000000,1.014300,1.275120
17.125595,-52.327185,52.678381,-0.167114,-0.004931,12.000000,0.000000,1.014300,1.275120
17.475301,-51.982401,52.619914,-0.168811,-0.004776,12.000000,0.000000,1.014300,1.275120
17.825045,-51.637678,52.560866,-0.170455,-0.004625,12.000000,0.000000,0.956340,1.275120
18.174728,-51.293111,52.501270,-0.172046,-0.004473,12.000000,0.000000,0.956340,1.304100
18.524419,-50.948629,52.441134,-0.173583,-0.004321,12.000000,0.000000,0.956340,1.304100
18.874156,-50.604194,52.380470,-0.175069,-0.004171,12.000000,0.000000,0.956340,1.304100
