# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-69.913831,54.269140,0.046588,0.053505,7.163076,5.695613,0.608580,1.680840
0.350539,-69.563672,54.285465,0.037448,-0.025262,7.436131,5.690497,0.666540,1.622880
0.700329,-69.214128,54.298561,0.028907,-0.023969,7.699276,5.675909,0.637560,1.651860
1.050050,-68.864553,54.308669,0.020673,-0.023076,7.953077,5.621684,0.637560,1.651860
1.400346,-68.514332,54.315910,0.012756,-0.022174,8.196712,5.576972,0.637560,1.651860
1.750070,-68.164636,54.320371,0.005153,-0.021314,8.431455,5.540564,0.608580,1.680840
2.099993,-67.814718,54.322174,-0.002162,-0.020494,8.658366,5.507512,0.608580,1.680840
2.450151,-67.464560,54.321417,-0.009191,-0.019684,8.878177,5.479000,0.608580,1.680840
2.799832,-67.114894,54.318203,-0.015939,-0.018908,9.091579,5.408383,0.608580,1.680840
3.149868,-66.764903,54.312624,-0.022425,-0.018169,9.297427,5.279627,0.637560,1.651860
3.499952,-66.414907,54.304774,-0.028656,-0.017445,9.494071,5.156390,0.637560,1.651860
3.849635,-66.065367,54.294755,-0.034635,-0.016754,9.682271,5.038226,0.637560,1.651860
4.199702,-65.715510,54.282633,-0.040382,-0.016094,9.862690,4.924747,0.666540,1.622880
4.549756,-65.365742,54.268501,-0.045899,-0.015452,10.035911,4.819201,0.666540,1.622880
4.899473,-65.016393,54.252455,-0.051197,-0.014843,10.202572,4.730692,0.695520,1.593900
5.249513,-64.666812,54.234542,-0.056287,-0.014265,10.363567,4.645033,0.695520,1.593900
5.599562,-64.317317,54.214849,-0.061181,-0.013703,10.519249,4.562053,0.724500,1.564920
5.949333,-63.968200,54.193463,-0.065878,-0.013172,10.669939,4.481593,0.753480,1.535940
6.299308,-63.618984,54.170424,-0.070400,-0.012670,10.815927,4.403514,0.782460,1.535940
6.649370,-63.269790,54.145800,-0.074746,-0.012188,10.957478,4.327685,0.782460,1.506960
6.999198,-62.920938,54.119676,-0.078931,-0.011735,11.094832,4.261576,0.811440,1.477980
7.349096,-62.572130,54.092087,-0.082960,-0.011306,11.228445,4.200466,0.840420,1.449000
7.699173,-62.223257,54.063078,-0.086844,-0.010900,11.358605,4.140832,0.869400,1.420020
8.049056,-61.874692,54.032731,-0.090589,-0.010516,11.485473,4.082608,0.898380,1.391040
8.398882,-61.526301,54.001084,-0.094204,-0.010153,11.609200,4.025733,0.956340,1.362060
8.748972,-61.177763,53.968153,-0.097695,-0.009820,11.729926,3.970147,0.985320,1.333080
9.098902,-60.829502,53.934021,-0.101076,-0.009502,11.847780,3.915800,0.956340,1.333080
9.448718,-60.481471,53.898723,-0.104346,-0.009199,11.962883,1.270787,0.985320,1.304100
9.798769,-60.133324,53.862263,-0.107515,-0.008923,12.000000,0.000000,0.956340,1.333080
10.148734,-59.785380,53.824709,-0.110591,-0.008660,12.000000,0.000000,1.014300,1.304100
10.498607,-59.437644,53.786095,-0.113576,-0.008421,12.000000,0.000000,0.985320,1.304100
10.848570,-59.089936,53.746433,-0.116485,-0.008199,12.000000,0.000000,0.956340,1.275120
