# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,0.488276,-0.141083,0.112498,-0.229128,3.977157,3.000000,0.762500,0.512500
0.050000,0.538018,-0.135752,0.101409,-0.214176,4.014715,3.000000,0.750000,0.462500
0.100000,0.587815,-0.130954,0.091067,-0.199315,4.051926,3.000000,0.750000,0.462500
0.150000,0.637658,-0.126653,0.081523,-0.182230,4.088798,3.000000,0.750000,0.475000
0.200000,0.687538,-0.122806,0.072818,-0.165770,4.125341,3.000000,0.737500,0.475000
0.250000,0.737449,-0.119373,0.064873,-0.151853,4.161564,3.000000,0.737500,0.475000
0.300000,0.787384,-0.116320,0.057626,-0.137851,4.197473,3.000000,0.737500,0.475000
0.350000,0.837340,-0.113611,0.051128,-0.121929,4.233079,3.000000,0.725000,0.487500
0.400000,0.887312,-0.111206,0.045486,-0.103630,4.268388,3.000000,0.725000,0.487500
0.450000,0.937296,-0.109061,0.040713,-0.087160,4.303408,3.000000,0.725000,0.487500
0.500000,0.987288,-0.107134,0.036703,-0.073150,4.338144,3.000000,0.675000,0.537500
0.550000,1.037288,-0.105389,0.033376,-0.059849,4.372605,3.000000,0.675000,0.537500
0.600000,1.087293,-0.103795,0.030682,-0.047848,4.406797,3.000000,0.675000,0.537500
0.650000,1.137301,-0.102320,0.028584,-0.036012,4.440725,3.000000,0.675000,0.550000
0.700000,1.187312,-0.100935,0.027110,-0.022926,4.474396,3.000000,0.662500,0.550000
0.750000,1.237325,-0.099607,0.026275,-0.010464,4.507816,3.000000,0.662500,0.550000
0.800000,1.287339,-0.098306,0.025976,-0.001468,4.540990,3.000000,0.662500,0.550000
0.850000,1.337352,-0.097008,0.026025,0.003428,4.573922,3.000000,0.662500,0.550000
0.900000,1.387366,-0.095702,0.026248,0.005456,4.606620,3.000000,0.662500,0.550000
0.950000,1.437379,-0.094382,0.026498,0.004563,4.639088,3.000000,0.662500,0.600000
1.000000,1.487391,-0.093051,0.026648,0.001428,4.671329,3.000000,0.662500,0.600000
1.050000,1.537404,-0.091716,0.026598,-0.003449,4.703350,3.000000,0.662500,0.600000
1.100000,1.587417,-0.090390,0.026258,-0.010136,4.735154,3.000000,0.662500,0.600000
1.150000,1.637430,-0.089089,0.025542,-0.018459,4.766745,3.000000,0.650000,0.612500
1.200000,1.687445,-0.087834,0.024353,-0.029107,4.798129,3.000000,0.650000,0.612500
1.250000,1.737461,-0.086653,0.022576,-0.041916,4.829309,3.000000,0.650000,0.612500
1.300000,1.787480,-0.085576,0.020133,-0.055728,4.860289,3.000000,0.650000,0.612500
1.350000,1.837501,-0.084638,0.017022,-0.068634,4.891072,3.000000,0.650000,0.612500
1.400000,1.887525,-0.083872,0.013308,-0.079859,4.921663,3.000000,0.600000,0.612500
1.450000,1.937552,-0.083307,0.009039,-0.090803,4.952065,3.000000,0.600000,0.612500
1.500000,1.987581,-0.082968,0.004212,-0.102137,4.982281,3.000000,0.600000,0.612500
1.550000,2.037610,-0.082885,-0.001187,-0.113699,5.012315,3.000000,0.600000,0.612500
1.600000,2.087639,-0.083087,-0.007126,-0.123758,5.042170,3.000000,0.600000,0.612500
1.650000,2.137666,-0.083598,-0.013428,-0.128148,5.071849,3.000000,0.600000,0.612500
1.700000,2.187688,-0.084430,-0.019697,-0.122489,5.101356,3.000000,0.600000,0.612500
1.750000,2.237705,-0.085569,-0.025434,-0.106864,5.130693,3.000000,0.600000,0.612500
1.800000,2.287715,-0.086975,-0.030295,-0.087459,5.159863,3.000000,0.600000,0.612500
1.850000,2.337718,-0.088600,-0.034306,-0.072862,5.188869,3.000000,0.600000,0.612500
1.900000,2.387716,-0.090407,-0.037667,-0.061490,5.217715,3.000000,0.612500,0.612500
1.950000,2.437707,-0.092368,-0.040456,-0.050019,5.246401,3.000000,0.612500,0.600000
2.000000,2.487694,-0.094454,-0.042692,-0.039350,5.274932,3.000000,0.612500,0.600000
2.050000,2.537677,-0.096638,-0.044430,-0.030151,5.303310,3.000000,0.612500,0.600000
2.100000,2.587656,-0.098898,-0.045781,-0.023841,5.331536,3.000000,0.612500,0.600000
2.150000,2.637632,-0.101218,-0.046887,-0.020391,5.359613,3.000000,0.612500,0.600000
2.200000,2.687607,-0.103588,-0.047825,-0.017079,5.387545,3.000000,0.625000,0.587500
2.250000,2.737579,-0.106001,-0.048548,-0.011822,5.415332,3.000000,0.625000,0.587500
2.300000,2.787550,-0.108444,-0.048922,-0.003144,5.442978,3.000000,0.625000,0.587500
2.350000,2.837520,-0.110894,-0.048832,0.006724,5.470483,3.000000,0.625000,0.587500
2.400000,2.887491,-0.113328,-0.048332,0.013263,5.497851,0.236191,0.625000,0.587500
2.450000,2.937464,-0.115729,-0.047596,0.016187,5.500000,0.000000,0.637500,0.575000
2.500000,2.987438,-0.118089,-0.046731,0.018376,5.500000,0.000000,0.637500,0.575000
2.550000,3.037415,-0.120403,-0.045790,0.019239,5.500000,0.000000,0.637500,0.575000
2.600000,3.087394,-0.122669,-0.044861,0.017900,5.500000,0.000000,0.637500,0.575000
2.650000,3.137375,-0.124890,-0.044032,0.015264,5.500000,0.000000,0.637500,0.575000
2.700000,3.187358,-0.127073,-0.043330,0.012780,5.500000,0.000000,0.650000,0.575000
2.750000,3.237342,-0.129224,-0.042757,0.010120,5.500000,0.000000,0.650000,0.562500
2.800000,3.287327,-0.131350,-0.042320,0.007362,5.500000,0.000000,0.650000,0.562500
