# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,0.488276,-0.141083,0.112498,-0.229128,2.026271,3.000000,0.762500,0.512500
0.050000,0.538018,-0.135752,0.101409,-0.214176,2.099032,3.000000,0.750000,0.462500
0.100000,0.587815,-0.130954,0.091067,-0.199315,2.169355,3.000000,0.750000,0.462500
0.150000,0.637658,-0.126653,0.081523,-0.182230,2.237470,3.000000,0.750000,0.475000
0.200000,0.687538,-0.122806,0.072818,-0.165770,2.303571,3.000000,0.737500,0.475000
0.250000,0.737449,-0.119373,0.064873,-0.151853,2.367829,3.000000,0.737500,0.475000
0.300000,0.787384,-0.116320,0.057626,-0.137851,2.430388,3.000000,0.737500,0.475000
0.350000,0.837340,-0.113611,0.051128,-0.121929,2.491377,3.000000,0.725000,0.487500
0.400000,0.887312,-0.111206,0.045486,-0.103630,2.550910,3.000000,0.725000,0.487500
0.450000,0.937296,-0.109061,0.040713,-0.087160,2.609084,3.000000,0.725000,0.487500
0.500000,0.987288,-0.107134,0.036703,-0.073150,2.665988,3.000000,0.675000,0.537500
0.550000,1.037288,-0.105389,0.033376,-0.059849,2.721705,3.000000,0.675000,0.537500
0.600000,1.087293,-0.103795,0.030682,-0.047848,2.776303,3.000000,0.675000,0.537500
0.650000,1.137301,-0.102320,0.028584,-0.036012,2.829848,3.000000,0.675000,0.550000
0.700000,1.187312,-0.100935,0.027110,-0.022926,2.882398,3.000000,0.662500,0.550000
0.750000,1.237325,-0.099607,0.026275,-0.010464,2.934008,3.000000,0.662500,0.550000
0.800000,1.287339,-0.098306,0.025976,-0.001468,2.984726,3.000000,0.662500,0.550000
0.850000,1.337352,-0.097008,0.026025,0.003428,3.034595,3.000000,0.662500,0.550000
0.900000,1.387366,-0.095702,0.026248,0.005456,3.083659,3.000000,0.662500,0.550000
0.950000,1.437379,-0.094382,0.026498,0.004563,3.131954,3.000000,0.662500,0.600000
1.000000,1.487391,-0.093051,0.026648,0.001428,3.179515,1.306053,0.662500,0.600000
1.050000,1.537404,-0.091716,0.026598,-0.003449,3.200000,0.000000,0.662500,0.600000
1.100000,1.587417,-0.090390,0.026258,-0.010136,3.200000,0.000000,0.662500,0.600000
1.150000,1.637430,-0.089089,0.025542,-0.018459,3.200000,0.000000,0.650000,0.612500
1.200000,1.687445,-0.087834,0.024353,-0.029107,3.200000,0.000000,0.650000,0.612500
1.250000,1.737461,-0.086653,0.022576,-0.041916,3.200000,0.000000,0.650000,0.612500
1.300000,1.787480,-0.085576,0.020133,-0.055728,3.200000,0.000000,0.650000,0.612500
1.350000,1.837501,-0.084638,0.017022,-0.068634,3.200000,-3.622053,0.650000,0.612500
1.400000,1.887525,-0.083872,0.013308,-0.079859,3.142861,-5.500000,0.600000,0.612500
1.450000,1.937552,-0.083307,0.009039,-0.090803,3.054054,-5.500000,0.600000,0.612500
1.500000,1.987581,-0.082968,0.004212,-0.102137,2.962586,-5.500000,0.600000,0.612500
1.550000,2.037610,-0.082885,-0.001187,-0.113699,2.868204,-5.500000,0.600000,0.612500
1.600000,2.087639,-0.083087,-0.007126,-0.123758,2.770608,-2.628124,0.600000,0.612500
1.650000,2.137666,-0.083598,-0.013428,-0.128148,2.722738,3.000000,0.600000,0.612500
1.700000,2.187688,-0.084430,-0.019697,-0.122489,2.777315,3.000000,0.600000,0.612500
1.750000,2.237705,-0.085569,-0.025434,-0.106864,2.830840,3.000000,0.600000,0.612500
1.800000,2.287715,-0.086975,-0.030295,-0.087459,2.883372,3.000000,0.600000,0.612500
1.850000,2.337718,-0.088600,-0.034306,-0.072862,2.934964,3.000000,0.600000,0.612500
1.900000,2.387716,-0.090407,-0.037667,-0.061490,2.985665,3.000000,0.612500,0.612500
1.950000,2.437707,-0.092368,-0.040456,-0.050019,3.035518,3.000000,0.612500,0.600000
2.000000,2.487694,-0.094454,-0.042692,-0.039350,3.084567,3.000000,0.612500,0.600000
2.050000,2.537677,-0.096638,-0.044430,-0.030151,3.132848,3.000000,0.612500,0.600000
2.100000,2.587656,-0.098898,-0.045781,-0.023841,3.180396,1.250057,0.612500,0.600000
2.150000,2.637632,-0.101218,-0.046887,-0.020391,3.200000,0.000000,0.612500,0.600000
2.200000,2.687607,-0.103588,-0.047825,-0.017079,3.200000,0.000000,0.625000,0.587500
