# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
216.0903457,5.6753009,0.9018078,-2.9269361,-0.0070941,12.0000000,0.0000000
216.4400065,5.3335684,0.8277377,-2.9293236,-0.0065618,12.0000000,0.0000000
216.7896672,4.9916641,0.7544512,-2.9315251,-0.0060304,12.0000000,0.0000000
217.1393280,4.6496281,0.6818904,-2.9335407,-0.0054995,12.0000000,0.0000000
217.4889887,4.3074475,0.6099864,-2.9353711,-0.0049700,12.0000000,0.0000000
217.8386495,3.9651206,0.5386726,-2.9370167,-0.0044422,12.0000000,0.0000000
218.1883102,3.6227032,0.4678947,-2.9384777,-0.0039153,12.0000000,0.0000000
218.5379710,3.2802029,0.3975884,-2.9397547,-0.0033893,12.0000000,0.0000000
218.8876318,2.9375802,0.3276801,-2.9408483,-0.0028651,12.0000000,0.0000000
219.2372925,2.5949066,0.2581189,-2.9417585,-0.0023416,12.0000000,0.0000000
219.5869533,2.2521968,0.1888425,-2.9424858,-0.0018186,12.0000000,0.0000000
219.9366140,1.9094096,0.1197774,-2.9430305,-0.0012968,12.0000000,0.0000000
220.2862748,1.5665970,0.0508688,-2.9433927,-0.0007752,12.0000000,0.0000000
220.6359355,1.2237882,-0.0179423,-2.9435725,-0.0002536,12.0000000,0.0000000
220.9855963,0.8809588,-0.0867259,-2.9435700,0.0002679,12.0000000,0.0000000
221.3352570,0.5381198,-0.1555449,-2.9433851,0.0007898,12.0000000,0.0000000
221.6849178,0.1953244,-0.2244536,-2.9430176,0.0013123,12.0000000,0.0000000
222.0345785,-0.1474298,-0.2935177,-2.9424673,0.0018357,12.0000000,0.0000000
222.3842393,-0.4901831,-0.3628106,-2.9417337,0.0023602,12.0000000,0.0000000
222.7339000,-0.8328526,-0.4323810,-2.9408165,0.0028861,12.0000000,0.0000000
223.0835608,-1.1754223,-0.5022911,-2.9397153,0.0034135,12.0000000,0.0000000
223.4332216,-1.5179649,-0.5726217,-2.9384291,0.0039429,12.0000000,0.0000000
223.7828823,-1.8603914,-0.6434207,-2.9369576,0.0044743,12.0000000,0.0000000
224.1325431,-2.2026770,-0.7147491,-2.9353000,0.0050076,12.0000000,0.0000000
224.4822038,-2.5448638,-0.7866823,-2.9334554,0.0055433,12.0000000,0.0000000
224.8318646,-2.8869219,-0.8592811,-2.9314231,0.0060814,12.0000000,0.0000000
225.1815253,-3.2287957,-0.9326009,-2.9292024,0.0066215,12.0000000,0.0000000
225.5311861,-3.5704949,-1.0067111,-2.9267925,0.0071638,12.0000000,0.0000000
225.8808468,-3.9120467,-1.0816857,-2.9241922,0.0077085,12.0000000,0.0000000
226.2305076,-4.2533678,-1.1575746,-2.9214015,0.0082549,12.0000000,0.0000000
226.5801683,-4.5944483,-1.2344438,-2.9184195,0.0088026,12.0000000,0.0000000
226.9298291,-4.9353325,-1.3123721,-2.9152453,0.0093521,12.0000000,0.0000000
227.2794898,-5.2759424,-1.3914105,-2.9118792,0.0099022,12.0000000,0.0000000
227.6291506,-5.6162635,-1.4716247,-2.9083208,0.0104522,12.0000000,0.0000000
227.9788113,-5.9563026,-1.5530854,-2.9045699,0.0110019,12.0000000,0.0000000
228.3284721,-6.2960226,-1.6358527,-2.9006270,0.0115506,12.0000000,0.0000000
228.6781329,-6.6354008,-1.7199902,-2.8964928,0.0120968,12.0000000,0.0000000
229.0277936,-6.9744312,-1.8055652,-2.8921679,0.0126398,12.0000000,0.0000000
229.3774544,-7.3130595,-1.8926324,-2.8876541,0.0131790,12.0000000,0.0000000
229.7271151,-7.6512885,-1.9812604,-2.8829527,0.0137124,12.0000000,0.0000000
230.0767759,-7.9891225,-2.0715181,-2.8780654,0.0142388,12.0000000,0.0000000
230.4264366,-8.3264507,-2.1634423,-2.8729962,0.0147574,12.0000000,0.0000000
230.7760974,-8.6633006,-2.2571057,-2.8677474,0.0152651,12.0000000,0.0000000
231.1257581,-8.9996993,-2.3525809,-2.8623224,0.0157619,12.0000000,0.0000000
231.4754189,-9.3355418,-2.4499014,-2.8567253,0.0162506,12.0000000,0.0000000
231.8250796,-9.6707588,-2.5491081,-2.8509638,0.0167039,12.0000000,0.0000000
232.1747404,-10.0054754,-2.6502948,-2.8450821,0.0165744,12.0000000,0.0000000
232.5244011,-10.3396579,-2.7534288,-2.8394848,0.0154360,12.0000000,0.0000000
232.8740619,-10.6731165,-2.8583147,-2.8342803,0.0143462,12.0000000,0.0000000
233.2237227,-11.0061491,-2.9649053,-2.8294515,0.0132755,12.0000000,0.0000000
233.5733834,-11.3387628,-3.0730670,-2.8249931,0.0122215,12.0000000,0.0000000
233.9230442,-11.6707507,-3.1825966,-2.8209007,0.0111938,12.0000000,0.0000000
234.2727049,-12.0023764,-3.2934478,-2.8171639,0.0101838,12.0000000,0.0000000
234.6223657,-12.3336590,-3.4054976,-2.8137766,0.0091900,12.0000000,0.0000000
234.9720264,-12.6645121,-3.5185885,-2.8107347,0.0082120,12.0000000,0.0000000
235.3216872,-12.9950556,-3.6326348,-2.8080326,0.0072449,12.0000000,0.0000000
235.6713479,-13.3253315,-3.7475259,-2.8056670,0.0062860,12.0000000,0.0000000
236.0210087,-13.6553314,-3.8631349,-2.8036359,0.0053323,12.0000000,0.0000000
236.3706694,-13.9851339,-3.9793656,-2.8019379,0.0043789,12.0000000,0.0000000
236.7203302,-14.3147471,-4.0960972,-2.8005734,0.0034242,12.0000000,0.0000000
237.0699909,-14.6441873,-4.2132116,-2.7995439,0.0024648,12.0000000,0.0000000
237.4196517,-14.9736026,-4.3306369,-2.7988514,0.0014942,12.0000000,0.0000000
237.7693124,-15.3029136,-4.4482190,-2.7984997,0.0005133,12.0000000,0.0000000
238.1189732,-15.6321194,-4.5658300,-2.7984936,-0.0004795,12.0000000,0.0000000
238.4686340,-15.9615017,-4.6834413,-2.7988383,-0.0014929,12.0000000,0.0000000
238.8182947,-16.2908854,-4.8008592,-2.7995395,-0.0025225,12.0000000,0.0000000
239.1679555,-16.6202775,-4.9179527,-2.8006036,-0.0035684,12.0000000,0.0000000
239.5176162,-16.9499260,-5.0346740,-2.8020377,-0.0046348,12.0000000,0.0000000
239.8672770,-17.2797649,-5.1508612,-2.8038474,-0.0057192,12.0000000,0.0000000
240.2169377,-17.6097413,-5.2663555,-2.8060383,-0.0068160,12.0000000,0.0000000
240.5665985,-17.9400201,-5.3810728,-2.8086145,-0.0079214,12.0000000,0.0000000
240.9162592,-18.2706888,-5.4948998,-2.8115804,-0.0090431,12.0000000,0.0000000
241.2659200,-18.6016311,-5.6076520,-2.8149373,-0.0101485,12.0000000,0.0000000
241.6155807,-18.9329518,-5.7192229,-2.8186730,-0.0112213,12.0000000,0.0000000
241.9652415,-19.2648010,-5.8295215,-2.8228047,-0.0124108,12.0000000,0.0000000
242.3149022,-19.5969659,-5.9383293,-2.8273156,-0.0132344,12.0000000,0.0000000
242.6645630,-19.9297339,-6.0456352,-2.8320085,-0.0130631,12.0000000,0.0000000
243.0142238,-20.2628687,-6.1514458,-2.8358474,-0.0089073,12.0000000,0.0000000
243.3638845,-20.5963174,-6.2562046,-2.8383496,-0.0056853,12.0000000,0.0000000
243.7135453,-20.9302861,-6.3603952,-2.8398834,-0.0036000,12.0000000,0.0000000
244.0632060,-21.2642681,-6.4641064,-2.8411161,-0.0034502,12.0000000,0.0000000
244.4128668,-21.5981971,-6.5673506,-2.8423873,-0.0039384,12.0000000,0.0000000
244.7625275,-21.9324944,-6.6702044,-2.8438744,-0.0045667,12.0000000,0.0000000
245.1121883,-22.2669734,-6.7725295,-2.8455823,-0.0051984,12.0000000,-6.2480800
245.4618490,-22.6014243,-6.8741816,-2.8475103,-0.0058332,11.8165385,-6.8361750
245.8115098,-22.9362401,-6.9751990,-2.8496607,-0.0064571,11.6124889,-6.7729026
246.1611705,-23.2713063,-7.0754671,-2.8520257,-0.0070686,11.4067288,-6.7217471
246.5108313,-23.6065070,-7.1748746,-2.8545949,-0.0076283,11.1987857,-6.6799920
246.8604920,-23.9420461,-7.2734095,-2.8573578,-0.0081525,10.9882364,-6.6471372
247.2101528,-24.2778150,-7.3709731,-2.8602942,-0.0086411,10.7746393,-6.6293283
247.5598135,-24.6139324,-7.4675395,-2.8633845,-0.0090348,10.5573112,-6.6216102
247.9094743,-24.9503484,-7.5630424,-2.8666075,-0.0093679,10.3356754,-6.6124033
248.2591351,-25.2869623,-7.6574113,-2.8699345,-0.0097453,10.1095000,-6.5348991
248.6087958,-25.6240340,-7.7506586,-2.8735361,-0.0108541,9.8808904,-6.2389537
248.9584566,-25.9614439,-7.8426007,-2.8778009,-0.0143937,9.6575856,-5.8271041
249.3081173,-26.2991778,-7.9328034,-2.8836960,-0.0195309,9.4442544,-5.3589780
249.6577781,-26.6376323,-8.0207125,-2.8916082,-0.0257338,9.2437164,-4.9315096
250.0074388,-26.9768987,-8.1055812,-2.9016894,-0.0319024,9.0552516,-4.5403968
250.3570996,-27.3169653,-8.1866300,-2.9139194,-0.0380279,8.8781971,-4.1864090
250.7067603,-27.6581100,-8.2631587,-2.9282650,-0.0440426,8.7117586,-3.8628242
251.0564211,-28.0004898,-8.3344461,-2.9447082,-0.0499777,8.5553131,-3.5606915
251.4060818,-28.3439541,-8.3997187,-2.9632177,-0.0559048,8.4085263,-3.2766519
251.7557426,-28.6886041,-8.4582623,-2.9837971,-0.0618282,8.2711475,-3.0003225
252.1054033,-29.0345467,-8.5093560,-3.0064718,-0.0678560,8.1433219,-2.7250369
252.4550641,-29.3815205,-8.5522170,-3.0312633,-0.0740485,8.0254604,-2.4501536
252.8047249,-29.7295070,-8.5860834,-3.0582584,-0.0803742,7.9179902,-2.1616061
253.1543856,-30.0783037,-8.6101526,-3.0875192,-0.0870016,7.8219506,-1.9187824
253.5040464,-30.4277517,-8.6236101,-3.1190234,-0.0929427,7.7357007,-1.6871853
253.8537071,-30.7774374,-8.6256996,3.1306298,-0.0986994,7.6590587,-1.4895841
254.2033679,-31.1269752,-8.6157309,3.0952310,-0.1038587,7.5907498,-1.3165964
254.5530286,-31.4760892,-8.5930689,3.0580455,-0.1085472,7.5298578,-1.1467859
254.9026894,-31.8238606,-8.5571907,3.0192635,-0.1130992,7.4764153,-0.9859885
255.2523501,-32.1697798,-8.5076204,2.9790091,-0.1173867,7.4301590,-0.8383640
255.6020109,-32.5139269,-8.4438008,2.9372322,-0.1213170,7.3906006,-0.6723789
255.9516716,-32.8547248,-8.3655069,2.8940768,-0.1254095,7.3587206,-0.4834176
256.3013324,-33.1913472,-8.2724679,2.8495430,-0.1296899,7.3357143,-0.2526138
256.6509931,-33.5240151,-8.1640649,2.8033488,-0.1344102,7.3236634,-0.1615060
257.0006539,-33.8511464,-8.0402006,2.7558298,-0.1363897,7.3159484,-0.1615060
257.3503147,-34.1716615,-7.9010475,2.7083887,-0.1311009,7.3082253,0.1367172
257.6999754,-34.4854109,-7.7475200,2.6656821,-0.1132664,7.3147635,1.0781394
258.0496362,-34.7933086,-7.5815486,2.6300812,-0.0898887,7.3661205,2.2589358
258.3992969,-35.0953082,-7.4062145,2.6018626,-0.0752992,7.4725802,2.9268358
258.7489577,-35.3927537,-7.2228912,2.5770653,-0.0695237,7.6083016,3.1008606
259.0986184,-35.6860724,-7.0319942,2.5519840,-0.0735735,7.7495001,2.7003447
259.4482792,-35.9734557,-6.8342926,2.5259097,-0.0757586,7.8703978,2.4203578
259.7979399,-36.2560936,-6.6286397,2.4991339,-0.0774130,7.9772031,2.1817431
260.1476007,-36.5337805,-6.4148485,2.4717319,-0.0787730,8.0722679,1.9704049
260.4972614,-36.8045199,-6.1942902,2.4442293,-0.0787975,8.1571720,1.8560748
260.8469222,-37.0692950,-5.9661949,2.4167906,-0.0778728,8.2363492,1.8126085
261.1965829,-37.3283238,-5.7304506,2.3897233,-0.0764231,8.3129444,1.8102557
261.5462437,-37.5804987,-5.4883242,2.3634634,-0.0739176,8.3887422,1.8860019
261.8959044,-37.8263471,-5.2397618,2.3381524,-0.0705725,8.4669899,2.0243413
262.2455652,-38.0662534,-4.9849132,2.3140555,-0.0669248,8.5501803,2.1868282
262.5952260,-38.2999092,-4.7247766,2.2914368,-0.0625346,8.6391480,2.4075240
262.9448867,-38.5279357,-4.4594690,2.2704049,-0.0574473,8.7360467,2.6854190
263.2945475,-38.7505139,-4.1897135,2.2512170,-0.0523442,8.8428775,2.9709104
263.6442082,-38.9681139,-3.9159291,2.2337660,-0.0474818,8.9595817,3.2462174
263.9938690,-39.1812062,-3.6385500,2.2185287,-0.0383407,9.0853869,3.8861181
264.3435297,-39.3903642,-3.3586142,2.2070833,-0.0271967,9.2337371,4.7238830
264.6931905,-39.5969916,-3.0765072,2.1994893,-0.0162056,9.4109199,5.2085294
265.0428512,-39.8020016,-2.7931484,2.1950086,-0.0110537,9.6024919,5.0883423
265.3925120,-40.0057984,-2.5091549,2.1916281,-0.0087587,9.7860225,4.9729924
265.7421727,-40.2087679,-2.2244386,2.1886244,-0.0084209,9.9621262,4.8621193
266.0918335,-40.4109495,-1.9390493,2.1857134,-0.0082707,10.1313446,4.7685392
266.4414942,-40.6122068,-1.6532158,2.1828377,-0.0081901,10.2946046,4.6817444
266.7911550,-40.8126678,-1.3667739,2.1799834,-0.0081372,10.4524126,4.5976952
267.1408158,-41.0123910,-1.0796477,2.1771299,-0.0082012,10.6051024,4.5162289
267.4904765,-41.2112044,-0.7920735,2.1742462,-0.0083059,10.7529760,4.4371982
267.8401373,-41.4091648,-0.5039479,2.1713194,-0.0084386,10.8963076,4.3604689
268.1897980,-41.6063810,-0.2150825,2.1683428,-0.0085825,11.0353473,4.2887466
268.5394588,-41.8026553,0.0742644,2.1653164,-0.0087322,11.1704119,4.2270212
268.8891195,-41.9979910,0.3641284,2.1622369,-0.0088880,11.3019533,4.1668002
269.2387803,-42.1925568,0.6547955,2.1590989,-0.0090549,11.4301392,4.1080149
269.5884410,-42.3861373,0.9459812,2.1559032,-0.0092271,11.5551247,4.0506019
269.9381018,-42.5787266,1.2377128,2.1526468,-0.0094044,11.6770535,3.9945020
270.2877625,-42.7704379,1.5302021,2.1493252,-0.0095909,11.7960595,3.9396605
270.6374233,-42.9611462,1.8233005,2.1459383,-0.0097829,11.9122672,2.9998947
270.9870840,-43.1508085,2.1169840,2.1424841,-0.0099793,12.0000000,0.0000000
271.3367448,-43.3394782,2.4113795,2.1389592,-0.0101823,12.0000000,0.0000000
271.6864055,-43.5271143,2.7064699,2.1353622,-0.0103912,12.0000000,0.0000000
272.0360663,-43.7136425,3.0021853,2.1316924,-0.0106034,12.0000000,0.0000000
272.3857271,-43.8990720,3.2985887,2.1279472,-0.0108198,12.0000000,0.0000000
272.7353878,-44.0834166,3.5957523,2.1241248,-0.0110414,12.0000000,0.0000000
273.0850486,-44.2665852,3.8935812,2.1202253,-0.0112663,12.0000000,0.0000000
273.4347093,-44.4485655,4.1921067,2.1162465,-0.0114937,12.0000000,0.0000000
273.7843701,-44.6293790,4.4914182,2.1121882,-0.0117174,12.0000000,0.0000000
274.1340308,-44.8089463,4.7914374,2.1080499,-0.0119626,12.0000000,0.0000000
274.4836916,-44.9872518,5.0921960,2.1038251,-0.0121322,12.0000000,0.0000000
274.8333523,-45.1642938,5.3937204,2.0996267,-0.0118815,12.0000000,0.0000000
275.1830131,-45.3400794,5.6959730,2.0955211,-0.0115931,12.0000000,0.0000000
275.5326738,-45.5146436,5.9989448,2.0915197,-0.0112975,12.0000000,0.0000000
275.8823346,-45.6880098,6.3026042,2.0876193,-0.0110115,12.0000000,0.0000000
276.2319953,-45.8602002,6.6069196,2.0838195,-0.0107229,12.0000000,0.0000000
276.5816561,-46.0312523,6.9118852,2.0801206,-0.0104349,12.0000000,0.0000000
276.9313169,-46.2011948,7.2174807,2.0765220,-0.0101480,12.0000000,0.0000000
277.2809776,-46.3700429,7.5236609,2.0730237,-0.0098619,12.0000000,0.0000000
277.6306384,-46.5378377,7.8304282,2.0696254,-0.0095765,12.0000000,0.0000000
277.9802991,-46.7046087,8.1377634,2.0663266,-0.0092918,12.0000000,0.0000000
278.3299599,-46.8703755,8.4456301,2.0631272,-0.0090081,12.0000000,0.0000000
278.6796206,-47.0351712,8.7540163,2.0600269,-0.0087253,12.0000000,0.0000000
279.0292814,-47.1990292,9.0629114,2.0570254,-0.0084432,12.0000000,0.0000000
279.3789421,-47.3619741,9.3722878,2.0541223,-0.0081619,12.0000000,0.0000000
279.7286029,-47.5240311,9.6821199,2.0513174,-0.0078816,12.0000000,0.0000000
280.0782636,-47.6852373,9.9924045,2.0486105,-0.0076019,12.0000000,0.0000000
280.4279244,-47.8456207,10.3031215,2.0460011,-0.0073230,12.0000000,0.0000000
280.7775851,-48.0052014,10.6142353,2.0434892,-0.0070449,12.0000000,0.0000000
281.1272459,-48.1640183,10.9257474,2.0410744,-0.0067675,12.0000000,0.0000000
281.4769066,-48.3220999,11.2376389,2.0387565,-0.0064906,12.0000000,0.0000000
281.8265674,-48.4794701,11.5498820,2.0365353,-0.0062144,12.0000000,0.0000000
282.1762282,-48.6361619,11.8624673,2.0344106,-0.0059387,12.0000000,0.0000000
282.5258889,-48.7922059,12.1753807,2.0323822,-0.0056634,12.0000000,0.0000000
282.8755497,-48.9476291,12.4886007,2.0304499,-0.0053887,12.0000000,0.0000000
283.2252104,-49.1024610,12.8021113,2.0286137,-0.0051143,12.0000000,0.0000000
283.5748712,-49.2567331,13.1159005,2.0268734,-0.0048401,12.0000000,0.0000000
283.9245319,-49.4104739,13.4299503,2.0252289,-0.0045663,12.0000000,0.0000000
284.2741927,-49.5637123,13.7442436,2.0236801,-0.0042927,12.0000000,0.0000000
284.6238534,-49.7164794,14.0587677,2.0222269,-0.0040192,12.0000000,0.0000000
284.9735142,-49.8688039,14.3735055,2.0208693,-0.0037458,12.0000000,0.0000000
285.3231749,-50.0207163,14.6884430,2.0196074,-0.0034724,12.0000000,0.0000000
285.6728357,-50.1722463,15.0035650,2.0184410,-0.0031991,12.0000000,0.0000000
286.0224964,-50.3234232,15.3188550,2.0173702,-0.0029257,12.0000000,0.0000000
286.3721572,-50.4742777,15.6343001,2.0163950,-0.0026522,12.0000000,0.0000000
286.7218180,-50.6248400,15.9498860,2.0155154,-0.0023786,12.0000000,0.0000000
287.0714787,-50.7751392,16.2655954,2.0147316,-0.0021048,12.0000000,0.0000000
287.4211395,-50.9252056,16.5814147,2.0140435,-0.0018309,12.0000000,0.0000000
287.7708002,-51.0750709,16.8973324,2.0134513,-0.0015567,12.0000000,0.0000000
288.1204610,-51.2247635,17.2133300,2.0129549,-0.0012823,12.0000000,0.0000000
288.4701217,-51.3743140,17.5293939,2.0125545,-0.0010078,12.0000000,0.0000000
288.8197825,-51.5237538,17.8455120,2.0122502,-0.0007329,12.0000000,0.0000000
289.1694432,-51.6731121,18.1616672,2.0120420,-0.0004579,12.0000000,0.0000000
289.5191040,-51.8224200,18.4778468,2.0119300,-0.0001827,12.0000000,0.0000000
289.8687647,-51.9717076,18.7940359,2.0119143,0.0000927,12.0000000,0.0000000
290.2184255,-52.1210047,19.1102182,2.0119949,0.0003683,12.0000000,0.0000000
290.5680862,-52.2703434,19.4263834,2.0121718,0.0006438,12.0000000,0.0000000
290.9177470,-52.4197543,19.7425171,2.0124451,0.0009194,12.0000000,0.0000000
291.2674077,-52.5692631,20.0585950,2.0128148,0.0011950,12.0000000,0.0000000
291.6170685,-52.7189061,20.3746147,2.0132808,0.0014704,12.0000000,0.0000000
291.9667293,-52.8687161,20.6905672,2.0138431,0.0017456,12.0000000,0.0000000
292.3163900,-53.0187099,21.0064090,2.0145015,0.0020204,12.0000000,0.0000000
292.6660508,-53.1689294,21.3221505,2.0152559,0.0022949,12.0000000,0.0000000
293.0157115,-53.3194091,21.6377856,2.0161063,0.0025687,12.0000000,0.0000000
293.3653723,-53.4701648,21.9532700,2.0170521,0.0028413,12.0000000,0.0000000
293.7150330,-53.6212311,22.2685987,2.0180933,0.0031145,12.0000000,0.0000000
294.0646938,-53.7726498,22.5837817,2.0192300,0.0033852,12.0000000,0.0000000
294.4143545,-53.9244413,22.8987850,2.0204599,0.0036494,12.0000000,0.0000000
294.7640153,-54.0766217,23.2135668,2.0217851,0.0039341,12.0000000,0.0000000
295.1136760,-54.2292406,23.5281505,2.0232130,0.0042502,12.0000000,0.0000000
295.4633368,-54.3823495,23.8425530,2.0247610,0.0046019,12.0000000,0.0000000
295.8129975,-54.5359059,24.1565985,2.0263965,0.0047468,12.0000000,0.0000000
296.1626583,-54.6900171,24.4704557,2.0280947,0.0050452,12.0000000,0.0000000
296.5123191,-54.8447208,24.7841182,2.0299374,0.0054927,12.0000000,0.0000000
296.8619798,-54.9999688,25.0973662,2.0319359,0.0059393,12.0000000,0.0000000
297.2116406,-55.1558826,25.4103224,2.0340912,0.0063923,12.0000000,0.0000000
297.5613013,-55.3125264,25.7229909,2.0364066,0.0068494,12.0000000,0.0000000
297.9109621,-55.4698906,26.0352279,2.0388815,0.0073073,12.0000000,0.0000000
298.2606228,-55.6280454,26.3470485,2.0415167,0.0077669,12.0000000,0.0000000
298.6102836,-55.7870725,26.6584895,2.0443132,0.0082272,12.0000000,0.0000000
298.9599443,-55.9469876,26.9694572,2.0472705,0.0086877,12.0000000,0.0000000
299.3096051,-56.1078271,27.2799005,2.0503884,0.0091473,12.0000000,0.0000000
299.6592658,-56.2696794,27.5898671,2.0536674,0.0096062,12.0000000,0.0000000
300.0089266,-56.4325749,27.8992939,2.0571066,0.0100643,12.0000000,0.0000000
300.3585873,-56.5965379,28.2081073,2.0607049,0.0105184,12.0000000,0.0000000
300.7082481,-56.7616496,28.5163418,2.0644623,0.0109707,12.0000000,0.0000000
301.0579089,-56.9279440,28.8239434,2.0683772,0.0114215,12.0000000,0.0000000
301.4075696,-57.0954578,29.1308645,2.0724482,0.0118651,12.0000000,0.0000000
301.7572304,-57.2642496,29.4370991,2.0766746,0.0123058,12.0000000,0.0000000
302.1068911,-57.4343503,29.7425915,2.0810542,0.0127441,12.0000000,0.0000000
302.4565519,-57.6058186,30.0473374,2.0855854,0.0131740,12.0000000,0.0000000
302.8062126,-57.7786918,30.3512952,2.0902669,0.0135988,12.0000000,0.0000000
303.1558734,-57.9529918,30.6543987,2.0950957,0.0140204,12.0000000,0.0000000
303.5055341,-58.1287873,30.9566645,2.1000702,0.0144334,12.0000000,0.0000000
303.8551949,-58.3061187,31.2580608,2.1051888,0.0148388,12.0000000,0.0000000
304.2048556,-58.4849857,31.5584892,2.1104479,0.0152403,12.0000000,0.0000000
304.5545164,-58.6654515,31.8579612,2.1158452,0.0156343,12.0000000,0.0000000
304.9041771,-58.8475899,32.1565050,2.1213802,0.0160177,12.0000000,0.0000000
305.2538379,-59.0313622,32.4539664,2.1270478,0.0163970,12.0000000,0.0000000
305.6034986,-59.2168085,32.7503242,2.1328452,0.0167706,12.0000000,0.0000000
305.9531594,-59.4040712,33.0457189,2.1387737,0.0171309,12.0000000,0.0000000
306.3028202,-59.5930556,33.3399170,2.1448269,0.0174870,12.0000000,0.0000000
306.6524809,-59.7837775,33.6328656,2.1510012,0.0178390,12.0000000,0.0000000
307.0021417,-59.9764283,33.9247792,2.1572994,0.0181777,12.0000000,0.0000000
307.3518024,-60.1708984,34.2154135,2.1637151,0.0185116,12.0000000,0.0000000
307.7014632,-60.3671813,34.5046882,2.1702444,0.0188418,12.0000000,0.0000000
308.0511239,-60.5654252,34.7927506,2.1768891,0.0191630,12.0000000,0.0000000
308.4007847,-60.7656215,35.0795158,2.1836466,0.0194782,12.0000000,0.0000000
308.7504454,-60.9676967,35.3648126,2.1905115,0.0197910,12.0000000,0.0000000
309.1001062,-61.1717280,35.6486864,2.1974839,0.0200995,12.0000000,0.0000000
309.4497669,-61.3778594,35.9312701,2.2045674,0.0204030,12.0000000,0.0000000
309.7994277,-61.5859286,36.2122768,2.2117547,0.0207065,12.0000000,0.0000000
310.1490884,-61.7959511,36.4916697,2.2190452,0.0210099,12.0000000,0.0000000
310.4987492,-62.0081658,36.7697027,2.2264468,0.0213136,12.0000000,0.0000000
310.8484100,-62.2224056,37.0460927,2.2339539,0.0216216,12.0000000,0.0000000
311.1980707,-62.4386551,37.3207616,2.2415667,0.0219342,12.0000000,0.0000000
311.5477315,-62.6570386,37.5938067,2.2492916,0.0222540,12.0000000,0.0000000
311.8973922,-62.8776094,37.8652288,2.2571328,0.0225874,12.0000000,0.0000000
312.2470530,-63.1002463,38.1348144,2.2650895,0.0229326,12.0000000,0.0000000
312.5967137,-63.3249796,38.4025376,2.2731678,0.0232898,12.0000000,0.0000000
312.9463745,-63.5520195,38.6685779,2.2813814,0.0236772,12.0000000,0.0000000
313.2960352,-63.7812060,38.9326730,2.2897309,0.0240880,12.0000000,0.0000000
313.6456960,-64.0125594,39.1947729,2.2982261,0.0245218,12.0000000,0.0000000
313.9953567,-64.2461731,39.4549035,2.3068822,0.0249906,12.0000000,0.0000000
314.3450175,-64.4820927,39.7130271,2.3157108,0.0255082,12.0000000,0.0000000
314.6946782,-64.7202650,39.9689930,2.3247230,0.0260672,12.0000000,0.0000000
315.0443390,-64.9607507,40.2227675,2.3339413,0.0266684,12.0000000,0.0000000
315.3939997,-65.2036199,40.4743160,2.3433790,0.0273075,12.0000000,0.0000000
315.7436605,-65.4488657,40.7235177,2.3530566,0.0281010,12.0000000,0.0000000
316.0933213,-65.6965437,40.9702938,2.3630260,0.0288569,12.0000000,0.0000000
316.4429820,-65.9467381,41.2145999,2.3732049,0.0293443,12.0000000,0.0000000
316.7926428,-66.1993037,41.4561488,2.3839427,0.0322099,12.0000000,-2.1507926
317.1423035,-66.4545906,41.6948683,2.3955957,0.0339991,11.9371648,-2.8845590
317.4919643,-66.7129218,41.9307476,2.4076244,0.0342238,11.8523698,-2.9052238
317.8416250,-66.9738441,42.1633913,2.4190482,0.0311350,11.7663497,-3.3958941
318.1912858,-67.2371360,42.3930634,2.4293115,0.0274784,11.6649973,-3.9614449
318.5409465,-67.5028948,42.6204291,2.4382539,0.0236318,11.5456416,-4.5437621
318.8906073,-67.7706919,42.8457311,2.4458442,0.0197640,11.4072034,-5.1141798
319.2402680,-68.0394131,43.0686616,2.4520486,0.0157764,11.2493481,-5.6804591
319.5899288,-68.3097341,43.2904146,2.4568684,0.0117241,11.0713760,-6.2295808
319.9395895,-68.5814728,43.5114712,2.4602535,0.0076267,10.8728509,-6.7534379
320.2892503,-68.8527642,43.7309731,2.4621471,0.0032617,10.6534530,-7.2722416
320.6389111,-69.1247616,43.9505339,2.4625263,-0.0011965,10.4120328,-7.0212988
320.9885718,-69.3973184,44.1707337,2.4613132,-0.0057103,10.1735088,-6.5490659
321.3382326,-69.6682922,44.3905618,2.4584578,-0.0106088,9.9458724,-6.1145281
321.6878933,-69.9389190,44.6117750,2.4539048,-0.0155430,9.7285332,-5.7239215
322.0375541,-70.2091200,44.8351009,2.4475917,-0.0204055,9.5205828,-5.7231313
322.3872148,-70.4764114,45.0591306,2.4404500,-0.0204679,9.3080174,-5.7874034
322.7368756,-70.7431168,45.2859384,2.4332670,-0.0206270,9.0880103,-5.8451427
323.0865363,-71.0080614,45.5145695,2.4259762,-0.0210775,8.8602651,-5.8813673
323.4361971,-71.2711395,45.7449886,2.4185744,-0.0211889,8.6250409,-5.9471900
323.7858578,-71.5326542,45.9774886,2.4111412,-0.0211403,8.3804733,-6.0256316
324.1355186,-71.7923279,46.2118024,2.4038719,-0.0204569,8.1251757,-6.1466395
324.4851793,-72.0505201,46.4481459,2.3969099,-0.0190014,7.8562079,-6.3113866
324.8348401,-72.3065217,46.6856285,2.3906098,-0.0170146,7.5700934,-6.4953793
325.1845008,-72.5619520,46.9253843,2.3852748,-0.0134259,7.2638802,-6.7488826
