# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
105.5975476,-47.8922332,27.8805783,-1.3221360,0.1161265,7.6969395,0.2415676
105.9472083,-47.7994253,27.5436382,-1.2822509,0.1101869,7.7079058,0.5743221
106.2968691,-47.6937223,27.2104788,-1.2454655,0.1002193,7.7339154,1.1250490
106.6465298,-47.5763384,26.8810846,-1.2119822,0.0913143,7.7846142,1.5834695
106.9961906,-47.4485002,26.5556152,-1.1815959,0.0823691,7.8554168,2.0309988
107.3458514,-47.3113787,26.2340433,-1.1544009,0.0732185,7.9453064,2.4873799
107.6955121,-47.1659947,25.9159290,-1.1303662,0.0642314,8.0540283,2.9377429
108.0451729,-47.0135270,25.6012148,-1.1094625,0.0553161,8.1805745,3.3962104
108.3948336,-46.8550844,25.2896707,-1.0916856,0.0464062,8.3244725,3.8750959
108.7444944,-46.6914364,24.9804174,-1.0770026,0.0375175,8.4856809,4.3812086
109.0941551,-46.5238408,24.6735216,-1.0653752,0.0294676,8.6643322,4.8613248
109.4438159,-46.3532066,24.3685836,-1.0563053,0.0224256,8.8583453,5.3034690
109.7934766,-46.1798214,24.0646282,-1.0484639,0.0227528,9.0652696,5.1822217
110.1431374,-46.0041716,23.7623261,-1.0403144,0.0243324,9.2629990,4.9532906
110.4927981,-45.8260692,23.4617300,-1.0313571,0.0269467,9.4481265,4.6251807
110.8424589,-45.6448782,23.1623859,-1.0214809,0.0295060,9.6177743,4.2915235
111.1921196,-45.4607501,22.8651580,-1.0107163,0.0320577,9.7725502,-3.2839209
111.5417804,-45.2734126,22.5701845,-0.9990711,0.0345954,9.6543369,-4.2213939
111.8914412,-45.0823063,22.2771691,-0.9865257,0.0371279,9.5002163,-4.0961712
112.2411019,-44.8875096,21.9868063,-0.9730992,0.0396790,9.3482388,-3.9813308
112.5907627,-44.6887816,21.6992855,-0.9587839,0.0422428,9.1981160,-3.8722075
112.9404234,-44.4857145,21.4145724,-0.9435501,0.0448722,9.0497193,-3.7679291
113.2900842,-44.2782450,21.1331355,-0.9273931,0.0475792,8.9029448,-3.6701772
113.6397449,-44.0661584,20.8552345,-0.9102824,0.0503450,8.7576134,-3.5730342
113.9894057,-43.8491725,20.5810610,-0.8921690,0.0532481,8.6137734,-3.4732021
114.3390664,-43.6271530,20.3110178,-0.8730220,0.0563391,8.4716119,-3.3762343
114.6887272,-43.3998384,20.0453759,-0.8527770,0.0595501,8.3310944,-3.2775958
115.0383879,-43.1669978,19.7844776,-0.8313534,0.0629505,8.1923770,-3.1649567
115.3880487,-42.9286024,19.5289150,-0.8087003,0.0667299,8.0561603,-3.0539728
115.7377094,-42.6842205,19.2788883,-0.7847017,0.0706660,7.9225002,-2.9462359
116.0873702,-42.4335757,19.0348232,-0.7592589,0.0747368,7.7913827,-2.7817228
116.4370309,-42.1769584,18.7977125,-0.7322562,0.0799108,7.6655284,-2.6202547
116.7866917,-41.9135469,18.5676258,-0.7033803,0.0852222,7.5450596,-2.4498016
117.1363525,-41.6433134,18.3454317,-0.6725900,0.0908600,7.4306612,-2.3424570
117.4860132,-41.3663816,18.1320790,-0.6400169,0.0955494,7.3196035,-2.2546729
117.8356740,-41.0823424,17.9280011,-0.6057711,0.1000433,7.2110924,-2.1820784
118.1853347,-40.7914534,17.7340626,-0.5700362,0.1044149,7.1044971,-2.1603328
118.5349955,-40.4935339,17.5507610,-0.5329026,0.1079877,6.9973647,-2.1337716
118.8846562,-40.1889273,17.3788586,-0.4944492,0.1118468,6.8899144,-2.0893749
119.2343170,-39.8781236,17.2191514,-0.4546369,0.1162679,6.7830506,-1.9297057
119.5839777,-39.5606598,17.0720551,-0.4127527,0.1232651,6.6828355,-1.7634283
119.9336385,-39.2372057,16.9388101,-0.3683487,0.1305087,6.5899232,-1.5877803
120.2832992,-38.9084438,16.8206220,-0.3214210,0.1380048,6.5051302,-1.4364911
120.6329600,-38.5739825,16.7182978,-0.2719640,0.1449493,6.4274528,-1.2950444
120.9826207,-38.2345618,16.6330068,-0.2200303,0.1516311,6.3566105,-1.1428505
121.3322815,-37.8916155,16.5659395,-0.1658125,0.1584725,6.2934313,-0.9785407
121.6819423,-37.5456696,16.5179815,-0.1092838,0.1654270,6.2388270,-0.7988155
122.0316030,-37.1965364,16.4900243,-0.0501218,0.1724766,6.1938949,-0.5662036
122.3812638,-36.8468889,16.4832064,0.0115869,0.1803703,6.1618484,-0.2948108
122.7309245,-36.4981242,16.4984139,0.0760706,0.1885254,6.1450962,-0.1137076
123.0805853,-36.1505702,16.5365575,0.1428545,0.1937229,6.1386228,-0.1137076
123.4302460,-35.8057818,16.5980423,0.2093489,0.1830119,6.1321425,0.3047054
123.7799068,-35.4661050,16.6813523,0.2707512,0.1670364,6.1494925,0.8691989
124.1295675,-35.1324378,16.7841427,0.3258364,0.1484496,6.1987182,1.4800117
124.4792283,-34.8047714,16.9039755,0.3742058,0.1283208,6.2816488,2.1175060
124.8288890,-34.4815352,17.0388127,0.4146433,0.1017911,6.3984318,3.0091431
125.1785498,-34.1639724,17.1847549,0.4452847,0.0733297,6.5608146,4.0136890
125.5282105,-33.8506822,17.3385666,0.4659882,0.0472965,6.7713475,4.9930471
125.8778713,-33.5401786,17.4974283,0.4785446,0.0256249,7.0244496,5.8867017
126.2275320,-33.2304538,17.6594305,0.4843209,0.0122115,7.3116065,6.4858665
126.5771928,-32.9214330,17.8232472,0.4914870,0.0278197,7.6154642,5.5115851
126.9268536,-32.6161424,17.9889457,0.5040314,0.0443254,7.8644558,4.3718598
127.2765143,-32.3112954,18.1604769,0.5215095,0.0529987,8.0564881,3.6641570
127.6261751,-32.0077556,18.3387613,0.5408422,0.0563194,8.2139774,3.2965722
127.9758358,-31.7107515,18.5211082,0.5603674,0.0559062,8.3531304,3.1886095
128.3254966,-31.4163183,18.7098694,0.5796568,0.0534268,8.4855555,3.2357492
128.6751573,-31.1241810,18.9049839,0.5978565,0.0501429,8.6178582,3.3519127
129.0248181,-30.8374062,19.1038341,0.6144080,0.0449195,8.7528021,3.6274739
129.3744788,-30.5527476,19.3079156,0.6292829,0.0395822,8.8965339,3.9283086
129.7241396,-30.2712053,19.5157327,0.6421184,0.0338961,9.0496114,4.2769465
130.0738003,-29.9919741,19.7269930,0.6529121,0.0277245,9.2133830,4.6904215
130.4234611,-29.7150148,19.9407962,0.6615695,0.0218860,9.3897039,5.1043439
130.7731218,-29.4398554,20.1565964,0.6682671,0.0164108,9.5778973,5.1037847
131.1227826,-29.1650858,20.3746594,0.6731251,0.0114321,9.7624435,4.9878233
131.4724434,-28.8927312,20.5925854,0.6762815,0.0073756,9.9394867,4.8763834
131.8221041,-28.6198540,20.8121585,0.6788722,0.0074232,10.1095774,4.7800992
132.1717649,-28.3475898,21.0323284,0.6807120,0.0009657,10.2735769,4.6929325
132.5214256,-28.0766589,21.2515486,0.6792435,-0.0098026,10.4320779,-3.7322109
132.8710864,-27.8042558,21.4703911,0.6735987,-0.0227159,10.3062231,-3.9536987
133.2207471,-27.5294667,21.6875894,0.6634135,-0.0353635,10.1712009,-2.6972206
133.5704079,-27.2527034,21.9008305,0.6487930,-0.0483351,10.0780506,-1.4340881
133.9200686,-26.9727251,22.1091087,0.6296182,-0.0613475,10.0281711,-0.3758425
134.2697294,-26.6876584,22.3118753,0.6062904,-0.0720510,10.0150577,-0.3020222
134.6193901,-26.3976519,22.5074887,0.5805575,-0.0729342,10.0045075,-0.3020222
134.9690509,-26.1030820,22.6954596,0.5556867,-0.0679359,9.9939461,0.2132518
135.3187116,-25.8042221,22.8763612,0.5334342,-0.0595274,10.0014044,1.0437488
135.6683724,-25.5014431,23.0511267,0.5140183,-0.0514170,10.0378288,1.8152879
136.0180332,-25.1956781,23.2203277,0.4971990,-0.0449717,10.1008651,2.4037831
136.3676939,-24.8874159,23.3846325,0.4825131,-0.0395207,10.1837367,2.8884288
136.7173547,-24.5767431,23.5447520,0.4695016,-0.0357407,10.2824333,3.2021586
137.0670154,-24.2633652,23.7013147,0.4572428,-0.0341649,10.3907542,3.2854998
137.4166762,-23.9495534,23.8532897,0.4444769,-0.0389351,10.5007330,2.6740799
137.7663369,-23.6331502,24.0012640,0.4302595,-0.0420706,10.5894020,2.2440208
138.1159977,-23.3138094,24.1449273,0.4150991,-0.0444723,10.6632419,1.9001860
138.4656584,-22.9922881,24.2835947,0.3991355,-0.0466963,10.7253703,1.5812487
138.8153192,-22.6696605,24.4165492,0.3825654,-0.0482174,10.7767977,1.3496078
139.1649799,-22.3439782,24.5443872,0.3654494,-0.0494851,10.8204981,1.1528331
139.5146407,-22.0155642,24.6667732,0.3479161,-0.0505967,10.8576876,0.9794576
139.8643014,-21.6863912,24.7828624,0.3301459,-0.0512720,10.8891843,0.8626627
140.2139622,-21.3544838,24.8932703,0.3120845,-0.0518836,10.9168500,0.7570230
140.5636229,-21.0203165,24.9977289,0.2938195,-0.0524783,10.9410702,0.6567621
140.9132837,-20.6849230,25.0958569,0.2754211,-0.0528721,10.9620392,0.5839574
141.2629445,-20.3474312,25.1878606,0.2568460,-0.0532168,10.9806502,0.5195644
141.6126052,-20.0083258,25.2735539,0.2381759,-0.0535915,10.9971824,0.4538188
141.9622660,-19.6676869,25.3528710,0.2193309,-0.0542221,11.0116023,0.3593894
142.3119267,-19.3256145,25.4257142,0.2002894,-0.0543360,11.0230084,0.3311693
142.6615875,-18.9824713,25.4920004,0.1813871,-0.0537002,11.0335085,0.3952787
143.0112482,-18.6378803,25.5519221,0.1631305,-0.0506729,11.0460281,0.7489794
143.3609090,-18.2923831,25.6057124,0.1459422,-0.0476958,11.0697115,1.0856620
143.7105697,-17.9461434,25.6537190,0.1297700,-0.0448327,11.1039515,1.4001725
144.0602305,-17.5989975,25.6963177,0.1146035,-0.0418885,11.1479554,1.7192234
144.4098912,-17.2513324,25.7338197,0.1004754,-0.0389113,11.2017499,2.0388032
144.7595520,-16.9033153,25.7665769,0.0873964,-0.0359177,11.2652110,2.3589254
145.1092127,-16.5547327,25.7949762,0.0753618,-0.0328994,11.3381933,2.6827208
145.4588735,-16.2058795,25.8193608,0.0643868,-0.0298650,11.4206266,3.0111064
145.8085343,-15.8569345,25.8400931,0.0544797,-0.0268175,11.5124473,3.3457700
146.1581950,-15.5076539,25.8575605,0.0456343,-0.0237645,11.6136218,3.6877419
146.5078558,-15.1582238,25.8721230,0.0378297,-0.0209451,11.7241259,3.9728198
146.8575165,-14.8088590,25.8841200,0.0309705,-0.0185484,11.8420187,3.9184582
147.2071773,-14.4593192,25.8938395,0.0247003,-0.0173137,11.9571597,1.4676095
147.5568380,-14.1096430,25.9014420,0.0188347,-0.0162745,12.0000000,0.0000000
147.9064988,-13.7601187,25.9070517,0.0133231,-0.0151949,12.0000000,0.0000000
148.2561595,-13.4105370,25.9108074,0.0082391,-0.0138849,12.0000000,0.0000000
148.6058203,-13.0607795,25.9128653,0.0035988,-0.0126635,12.0000000,0.0000000
148.9554810,-12.7111567,25.9133743,-0.0006170,-0.0114550,12.0000000,0.0000000
149.3051418,-12.3616169,25.9124835,-0.0044094,-0.0102408,12.0000000,0.0000000
149.6548025,-12.0118395,25.9103390,-0.0077828,-0.0090471,12.0000000,0.0000000
150.0044633,-11.6621978,25.9070891,-0.0107370,-0.0078557,12.0000000,0.0000000
150.3541240,-11.3126717,25.9028804,-0.0132753,-0.0066670,12.0000000,0.0000000
150.7037848,-10.9629743,25.8978539,-0.0154017,-0.0054907,12.0000000,0.0000000
151.0534456,-10.6133342,25.8921567,-0.0171160,-0.0043183,12.0000000,0.0000000
151.4031063,-10.2637949,25.8859334,-0.0184211,-0.0031548,12.0000000,0.0000000
151.7527671,-9.9142009,25.8793229,-0.0193263,-0.0020211,12.0000000,0.0000000
152.1024278,-9.5645585,25.8724621,-0.0198590,-0.0010624,12.0000000,0.0000000
152.4520886,-9.2149986,25.8654726,-0.0200803,-0.0003013,12.0000000,0.0000000
152.8017493,-8.8654715,25.8584447,-0.0200986,0.0001975,12.0000000,0.0000000
153.1514101,-8.5158170,25.8514368,-0.0199579,0.0006023,12.0000000,0.0000000
153.5010708,-8.1662299,25.8445038,-0.0196774,0.0010013,12.0000000,0.0000000
153.8507316,-7.8166886,25.8376942,-0.0192577,0.0013994,12.0000000,0.0000000
154.2003923,-7.4670662,25.8310541,-0.0186991,0.0017959,12.0000000,0.0000000
154.5500531,-7.1174529,25.8246338,-0.0180018,0.0021921,12.0000000,0.0000000
154.8997138,-6.7678728,25.8184821,-0.0171661,0.0025883,12.0000000,0.0000000
155.2493746,-6.4182753,25.8126466,-0.0161918,0.0029845,12.0000000,0.0000000
155.5990354,-6.0686402,25.8071755,-0.0150788,0.0033817,12.0000000,0.0000000
155.9486961,-5.7190271,25.8021182,-0.0138269,0.0037798,12.0000000,0.0000000
156.2983569,-5.3694158,25.7975230,-0.0124356,0.0041787,12.0000000,0.0000000
156.6480176,-5.0197718,25.7934385,-0.0109041,0.0045805,12.0000000,0.0000000
156.9976784,-4.6701361,25.7899141,-0.0092321,0.0049844,12.0000000,0.0000000
157.3473391,-4.3204935,25.7869990,-0.0074185,0.0053902,12.0000000,0.0000000
157.6969999,-3.9708408,25.7847429,-0.0054622,0.0057994,12.0000000,0.0000000
158.0466606,-3.6211989,25.7831960,-0.0033623,0.0062130,12.0000000,0.0000000
158.3963214,-3.2715437,25.7824086,-0.0011174,0.0066295,12.0000000,0.0000000
158.7459821,-2.9218592,25.7824318,0.0012743,0.0070490,12.0000000,0.0000000
159.0956429,-2.5722352,25.7833169,0.0038136,0.0074764,12.0000000,0.0000000
159.4453036,-2.2225943,25.7851160,0.0065026,0.0079076,12.0000000,0.0000000
159.7949644,-1.8729183,25.7878822,0.0093436,0.0083426,12.0000000,0.0000000
160.1446251,-1.5232921,25.7916681,0.0123381,0.0087853,12.0000000,0.0000000
160.4942859,-1.1737024,25.7965276,0.0154880,0.0092352,12.0000000,0.0000000
160.8439467,-0.8240783,25.8025169,0.0187962,0.0096898,12.0000000,0.0000000
161.1936074,-0.4744513,25.8096914,0.0222656,0.0101507,12.0000000,0.0000000
161.5432682,-0.1249626,25.8181043,0.0258966,0.0106232,12.0000000,0.0000000
161.8929289,0.2245558,25.8278169,0.0296939,0.0111012,12.0000000,0.0000000
162.2425897,0.5741201,25.8388890,0.0336609,0.0115845,12.0000000,0.0000000
162.5922504,0.9234842,25.8513718,0.0377979,0.0120818,12.0000000,0.0000000
162.9419112,1.2728271,25.8653295,0.0420817,0.0123377,12.0000000,0.0000000
163.2915719,1.6222064,25.8807980,0.0464053,0.0121314,12.0000000,0.0000000
163.6412327,1.9714508,25.8977295,0.0503960,0.0106966,12.0000000,0.0000000
163.9908934,2.3205577,25.9159594,0.0538431,0.0089560,12.0000000,0.0000000
164.3405542,2.6697194,25.9352888,0.0566562,0.0071293,12.0000000,0.0000000
164.6902149,3.0188726,25.9554910,0.0588295,0.0053021,12.0000000,0.0000000
165.0398757,3.3677865,25.9763282,0.0603619,0.0034665,12.0000000,0.0000000
165.3895365,3.7168036,25.9975961,0.0612542,0.0016319,12.0000000,0.0000000
165.7391972,4.0659645,26.0190730,0.0615039,-0.0002004,12.0000000,0.0000000
166.0888580,4.4147958,26.0405045,0.0611102,-0.0020487,12.0000000,0.0000000
166.4385187,4.7637812,26.0616947,0.0600726,-0.0038902,12.0000000,0.0000000
166.7881795,5.1129755,26.0824210,0.0583908,-0.0057277,12.0000000,0.0000000
167.1378402,5.4619375,26.1024315,0.0560600,-0.0076031,12.0000000,0.0000000
167.4875010,5.8110088,26.1215182,0.0530841,-0.0094011,12.0000000,-1.0882091
167.8371617,6.1603471,26.1394682,0.0494866,-0.0112330,11.9682493,-5.8517295
168.1868225,6.5095288,26.1560298,0.0451745,-0.0134257,11.7960481,-5.7349308
168.5364832,6.8586491,26.1709571,0.0402252,-0.0145989,11.6248093,-5.6422594
168.8861440,7.2082541,26.1841190,0.0349836,-0.0156536,11.4538394,-5.3791731
169.2358047,7.5576852,26.1953412,0.0290839,-0.0180912,11.2884306,-4.9987274
169.5854655,7.9071610,26.2043417,0.0222015,-0.0215862,11.1325176,-4.5916078
169.9351262,8.2569977,26.2107082,0.0139643,-0.0254525,10.9873536,-4.2265112
170.2847870,8.6066246,26.2139604,0.0044256,-0.0291157,10.8520159,-3.8857586
170.6344478,8.9563138,26.2136539,-0.0063864,-0.0326940,10.7260829,-3.5615523
170.9841085,9.3060525,26.2093473,-0.0184482,-0.0362310,10.6093442,-3.2701853
171.3337693,9.6556235,26.2006150,-0.0316959,-0.0395621,10.5010130,-3.0070534
171.6834300,10.0051464,26.1870444,-0.0460982,-0.0427051,10.4004027,-2.7581160
172.0330908,10.3542525,26.1682637,-0.0615734,-0.0457688,10.3072579,-2.5454719
172.3827515,10.7031652,26.1438926,-0.0780583,-0.0485330,10.2205412,-2.3595820
172.7324123,11.0517198,26.1135941,-0.0955033,-0.0510717,10.1394949,-2.1860212
173.0820730,11.3992577,26.0771183,-0.1137872,-0.0535107,10.0638275,-2.0514758
173.4317338,11.7464456,26.0341045,-0.1328613,-0.0555837,9.9922962,-1.9444077
173.7813945,12.0928584,25.9843306,-0.1526549,-0.0573966,9.9240222,-1.8513812
174.1310553,12.4375872,25.9277133,-0.1730159,-0.0590781,9.8585753,-1.7965830
174.4807160,12.7814642,25.8639230,-0.1938970,-0.0603835,9.7946474,-1.7771918
174.8303768,13.1243206,25.7928014,-0.2152292,-0.0613412,9.7309963,-1.7771306
175.1800376,13.4648655,25.7145002,-0.2368213,-0.0621015,9.6669283,-1.7771674
175.5296983,13.8033483,25.6289059,-0.2585713,-0.0625295,9.6024316,-1.8090333
175.8793591,14.1411672,25.5355829,-0.2804805,-0.0624548,9.5363303,-1.8899487
176.2290198,14.4761798,25.4351017,-0.3022891,-0.0621157,9.4667795,-1.9975300
176.5786806,14.8082541,25.3275952,-0.3238613,-0.0614486,9.3927099,-2.1375331
176.9283413,15.1384250,25.2128241,-0.3451699,-0.0604256,9.3127964,-2.3134459
177.2780021,15.4666827,25.0908795,-0.3661507,-0.0593674,9.2255262,-2.4971008
177.6276628,15.7917707,24.9623679,-0.3867213,-0.0585183,9.1303920,-2.6679793
177.9773236,16.1138245,24.8273832,-0.4070366,-0.0581951,9.0276399,-2.8007298
178.3269843,16.4330946,24.6858609,-0.4274773,-0.0588056,8.9185016,-2.7212777
178.6766451,16.7498177,24.5375416,-0.4486326,-0.0619938,8.8111647,-2.3263045
179.0263058,17.0627653,24.3825872,-0.4712905,-0.0684524,8.7183593,-1.4236775
179.3759666,17.3718349,24.2202205,-0.4969012,-0.0813537,8.6610727,-0.4466261
179.7256274,17.6767035,24.0488355,-0.5282056,-0.0947605,8.6430229,-0.2374624
180.0752881,17.9763122,23.8672017,-0.5619557,-0.0977712,8.6334108,-0.2244382
180.4249489,18.2681984,23.6763692,-0.5961355,-0.0981462,8.6243161,-0.2244382
180.7746096,18.5538243,23.4753401,-0.6304462,-0.0983444,8.6152118,-0.2232730
181.1242704,18.8329618,23.2641624,-0.6649071,-0.0985068,8.6061451,-0.2194709
181.4739311,19.1049567,23.0432316,-0.6994454,-0.0986354,8.5972236,-0.2133951
181.8235919,19.3679020,22.8141737,-0.7338015,-0.0984196,8.5885401,-0.1823075
182.1732526,19.6234864,22.5755947,-0.7681740,-0.0980476,8.5811147,-0.1419852
182.5229134,19.8713088,22.3278067,-0.8024613,-0.0975877,8.5753272,-0.0981293
182.8725741,20.1096720,22.0726351,-0.8363716,-0.0967060,8.5713250,-0.0264512
183.2222349,20.3394689,21.8093441,-0.8700021,-0.0955915,8.5702459,0.0572595
183.5718956,20.5608205,21.5379125,-0.9032881,-0.0943933,8.5725817,0.1413624
183.9215564,20.7725981,21.2599781,-0.9359739,-0.0927609,8.5783457,0.2518609
184.2712171,20.9753045,20.9752609,-0.9680910,-0.0908486,8.5886057,0.3760456
184.6208779,21.1692091,20.6837165,-0.9995641,-0.0888537,8.6039017,0.4990392
184.9705387,21.3535894,20.3869014,-1.0301657,-0.0863660,8.6241587,0.6520017
185.3201994,21.5290313,20.0844776,-1.0599188,-0.0836432,8.6505532,0.8150023
185.6698602,21.6957467,19.7766808,-1.0887069,-0.0808342,8.6834337,0.9774099
186.0195209,21.8534185,19.4648691,-1.1163537,-0.0774684,8.7227028,1.1761858
186.3691817,22.0027286,19.1486043,-1.1428679,-0.0739749,8.7697250,1.3786601
186.7188424,22.1438449,18.8284918,-1.1681038,-0.0703445,8.8245228,1.5871367
187.0685032,22.2769560,18.5052485,-1.1919746,-0.0662242,8.8871886,1.8311460
187.4181639,22.4026108,18.1788385,-1.2144289,-0.0620420,8.9589442,2.0781518
187.7678247,22.5211230,17.8498699,-1.2353465,-0.0576344,9.0396890,1.8857009
188.1174854,22.6330169,17.5184584,-1.2547896,-0.0535955,9.1123372,-3.0880591
188.4671462,22.7386334,17.1851441,-1.2728995,-0.0508282,8.9930608,-3.4313305
188.8168069,22.8382876,16.8499358,-1.2907980,-0.0515644,8.8586421,-3.1420623
189.1664677,22.9318777,16.5128071,-1.3095950,-0.0575277,8.7337408,-2.5957913
189.5161285,23.0185384,16.1743367,-1.3311997,-0.0661927,8.6291909,-2.0386908
189.8657892,23.0974553,15.8334602,-1.3559021,-0.0750535,8.5461825,-1.7608499
190.2154500,23.1673948,15.4907625,-1.3833308,-0.0801582,8.4738323,-1.6741460
190.5651107,23.2276230,15.1467603,-1.4117617,-0.0826643,8.4044671,-1.6135415
190.9147715,23.2780251,14.8002517,-1.4410691,-0.0848292,8.3370669,-1.5818698
191.2644322,23.3180830,14.4526996,-1.4711241,-0.0866153,8.2704563,-1.5784723
191.6140930,23.3475275,14.1049998,-1.5015903,-0.0880371,8.2034498,-1.5745430
191.9637537,23.3663581,13.7550603,-1.5325117,-0.0885123,8.1360603,-1.6350236
192.3134145,23.3743222,13.4052544,-1.5635608,-0.0886594,8.0654863,-1.7212715
192.6630752,23.3714553,13.0564001,-1.5944587,-0.0884182,7.9905161,-1.8360791
193.0127360,23.3577727,12.7064655,-1.6252323,-0.0873461,7.9097622,-2.0111230
193.3623967,23.3334071,12.3572359,-1.6555882,-0.0859160,7.8203527,-2.2156753
193.7120575,23.2986579,12.0098155,-1.6852785,-0.0841381,7.7206507,-2.4484294
194.0617182,23.2537420,11.6636913,-1.7142787,-0.0819135,7.6089557,-2.7204946
194.4113790,23.1987122,11.3177996,-1.7428153,-0.0810079,7.4828943,-2.9222693
194.7610398,23.1340644,10.9744550,-1.7709746,-0.0805043,7.3450733,-3.1181509
195.1107005,23.0598635,10.6333589,-1.7991034,-0.0832871,7.1951033,-2.7468997
195.4603613,22.9755457,10.2940319,-1.8302408,-0.0943562,7.0603502,-1.6360834
195.8100220,22.8799379,9.9581825,-1.8675103,-0.1193092,6.9788536,-0.7124593
196.1596828,22.7703978,9.6263854,-1.9129961,-0.1396710,6.9430655,-0.1451558
196.5093435,22.6446601,9.2999335,-1.9646937,-0.1517525,6.9357515,-0.1451558
196.8590043,22.5018017,8.9803892,-2.0176905,-0.1511346,6.9284297,-0.0997865
197.2086650,22.3427345,8.6695444,-2.0695474,-0.1457950,6.9233919,0.1669197
197.5583258,22.1678267,8.3668350,-2.1196150,-0.1404633,6.9318169,0.4057370
197.9079865,21.9780829,8.0728178,-2.1678814,-0.1352672,6.9522533,0.6161701
198.2576473,21.7747929,7.7883043,-2.2141982,-0.1297828,6.9831746,0.8240319
198.6073080,21.5589122,7.5134224,-2.2585327,-0.1237770,7.0243142,1.0438337
198.9569688,21.3311690,7.2479490,-2.3008014,-0.1176084,7.0760841,1.2601445
199.3066296,21.0926876,6.9920556,-2.3408045,-0.1111970,7.1380818,1.4805209
199.6562903,20.8445746,6.7457238,-2.3783528,-0.1037001,7.2102408,1.7520086
200.0059511,20.5876057,6.5084717,-2.4133453,-0.0962313,7.2947097,2.0186919
200.3556118,20.3229128,6.2801003,-2.4456860,-0.0892190,7.3908392,2.2616273
200.7052726,20.0511869,6.0600914,-2.4759695,-0.0839364,7.4970733,2.4126586
201.0549333,19.7731858,5.8482114,-2.5044915,-0.0794379,7.6087668,2.5263813
201.4045941,19.4893685,5.6441024,-2.5315215,-0.0754106,7.7239941,2.6209734
201.7542548,19.2000915,5.4474318,-2.5572812,-0.0718459,7.8417465,2.6964258
202.1039156,18.9062822,5.2583064,-2.5818602,-0.0688342,7.9610713,2.7461364
202.4535763,18.6078769,5.0762241,-2.6054103,-0.0659795,8.0807852,2.7945603
202.8032371,18.3051181,4.9009412,-2.6280184,-0.0632814,8.2008161,2.8411742
203.1528978,17.9987975,4.7325361,-2.6496873,-0.0607022,8.3210744,2.8880333
203.5025586,17.6890207,4.5706928,-2.6704529,-0.0581184,8.4415605,2.9434582
203.8522193,17.3757575,4.4150482,-2.6903351,-0.0555267,8.5626145,3.0076362
204.2018801,17.0595798,4.2655393,-2.7092885,-0.0528737,8.6845651,3.0845929
204.5515409,16.7409531,4.1220147,-2.7272794,-0.0500648,8.8078825,3.1819354
204.9012016,16.4195957,3.9839746,-2.7442967,-0.0471750,8.9333079,3.2944379
205.2508624,16.0959203,3.8512209,-2.7602717,-0.0441717,9.0613388,3.4253915
205.6005231,15.7705882,3.7236158,-2.7751413,-0.0409171,9.1925682,3.5873828
205.9501839,15.4432241,3.6005873,-2.7888783,-0.0375596,9.3280247,3.7693009
206.2998446,15.1141554,3.4818277,-2.8014075,-0.0340855,9.4682627,3.9737944
206.6495054,14.7840056,3.3671002,-2.8126640,-0.0303325,9.6138940,4.2175611
206.9991661,14.4524767,3.2558193,-2.8226114,-0.0264818,9.7660836,4.4864668
207.3488269,14.1198727,3.1475944,-2.8311802,-0.0225236,9.9254154,4.7838446
207.6984876,13.7865767,3.0420344,-2.8383193,-0.0183252,10.0925377,4.7891466
208.0481484,13.4525187,2.9385833,-2.8439888,-0.0140456,10.2571180,4.7016878
208.3978091,13.1179981,2.8367865,-2.8481365,-0.0097140,10.4161635,4.6170149
208.7474699,12.7830776,2.7361270,-2.8509290,-0.0062565,10.5700161,4.5349614
209.0971307,12.4479219,2.6362112,-2.8527421,-0.0051752,10.7189848,4.4553764
209.4467914,12.1127443,2.5369573,-2.8547010,-0.0060977,10.8633501,4.3781229
209.7964522,11.7771053,2.4383613,-2.8571545,-0.0079375,11.0033673,4.3033455
210.1461129,11.4412331,2.3407120,-2.8602930,-0.0101470,11.1392780,4.2412594
210.4957737,11.1053467,2.2443509,-2.8642709,-0.0125616,11.2716245,4.1806944
210.8454344,10.7687225,2.1493665,-2.8689866,-0.0143991,11.4005775,4.1215805
211.1950952,10.4317707,2.0561032,-2.8741449,-0.0145222,11.5262950,4.0638533
211.5447559,10.0944158,1.9645669,-2.8790836,-0.0137920,11.6489234,4.0074527
211.8944167,9.7565011,1.8746302,-2.8838339,-0.0133788,11.7685987,3.9523228
212.2440774,9.4181446,1.7862681,-2.8884307,-0.0128886,11.8854474,3.8984116
212.5937382,9.0794899,1.6994562,-2.8928444,-0.0123655,11.9995876,0.0141530
212.9433989,8.7404309,1.6141014,-2.8970794,-0.0118586,12.0000000,0.0000000
213.2930597,8.4009569,1.5301372,-2.9011360,-0.0113395,12.0000000,0.0000000
213.6427204,8.0612190,1.4475358,-2.9050088,-0.0108145,12.0000000,0.0000000
213.9923812,7.7211900,1.3662240,-2.9086979,-0.0102879,12.0000000,0.0000000
214.3420420,7.3807852,1.2861158,-2.9122032,-0.0097586,12.0000000,0.0000000
214.6917027,7.0401586,1.2071812,-2.9155223,-0.0092270,12.0000000,0.0000000
215.0413635,6.6993113,1.1293531,-2.9186551,-0.0086939,12.0000000,0.0000000
215.3910242,6.3581612,1.0525463,-2.9216022,-0.0081610,12.0000000,0.0000000
215.7406850,6.0168186,0.9767189,-2.9243625,-0.0076277,12.0000000,0.0000000
