# x_m, y_m, w_tr_right_m, w_tr_left_m
3.727942, -4.546125, 0.7363, 0.7510
3.649171, -4.532536, 0.7234, 0.7384
3.570674, -4.517440, 0.7168, 0.7280
3.492440, -4.501035, 0.7150, 0.7163
3.414450, -4.483507, 0.7152, 0.7063
3.336680, -4.465026, 0.7160, 0.7027
3.259104, -4.445748, 0.7173, 0.7031
3.181694, -4.425812, 0.7183, 0.7029
3.104425, -4.405337, 0.7203, 0.7022
3.027274, -4.384421, 0.7244, 0.7048
2.950222, -4.363145, 0.7303, 0.7090
2.873253, -4.341568, 0.7368, 0.7115
2.796357, -4.319734, 0.7434, 0.7144
2.719528, -4.297667, 0.7499, 0.7182
2.642762, -4.275379, 0.7560, 0.7229
2.566061, -4.252868, 0.7627, 0.7306
2.489429, -4.230124, 0.7705, 0.7405
2.412873, -4.207128, 0.7790, 0.7513
2.336399, -4.183857, 0.7867, 0.7609
2.260019, -4.160283, 0.7929, 0.7675
2.183741, -4.136377, 0.7989, 0.7744
2.107579, -4.112107, 0.8045, 0.7819
2.031543, -4.087445, 0.8087, 0.7894
1.955645, -4.062360, 0.8118, 0.7985
1.879897, -4.036826, 0.8144, 0.8059
1.804311, -4.010818, 0.8163, 0.8083
1.728896, -3.984317, 0.8169, 0.8090
1.653662, -3.957305, 0.8147, 0.8110
1.578618, -3.929771, 0.8107, 0.8128
1.503771, -3.901705, 0.8086, 0.8103
1.429127, -3.873106, 0.8077, 0.8039
1.354688, -3.843975, 0.8050, 0.7970
1.280458, -3.814318, 0.8006, 0.7894
1.206437, -3.784142, 0.7954, 0.7802
1.132623, -3.753462, 0.7893, 0.7701
1.059015, -3.722291, 0.7831, 0.7598
0.985610, -3.690646, 0.7763, 0.7501
0.912403, -3.658544, 0.7684, 0.7397
0.839391, -3.626004, 0.7598, 0.7288
0.766568, -3.593041, 0.7517, 0.7212
0.693930, -3.559673, 0.7443, 0.7156
0.621473, -3.525913, 0.7378, 0.7112
0.549196, -3.491770, 0.7315, 0.7067
0.477099, -3.457249, 0.7253, 0.7010
0.405184, -3.422348, 0.7199, 0.6966
0.333461, -3.387056, 0.7154, 0.6946
0.261942, -3.351353, 0.7113, 0.6940
0.190647, -3.315203, 0.7078, 0.6932
0.119606, -3.278559, 0.7051, 0.6922
0.048854, -3.241358, 0.7034, 0.6939
-0.021560, -3.203521, 0.7039, 0.7000
-0.091578, -3.164957, 0.7074, 0.7087
-0.161129, -3.125558, 0.7128, 0.7170
-0.230134, -3.085209, 0.7203, 0.7263
-0.298497, -3.043783, 0.7305, 0.7393
-0.366113, -3.001149, 0.7442, 0.7536
-0.432863, -2.957170, 0.7632, 0.7688
-0.498611, -2.911710, 0.7907, 0.7880
-0.563207, -2.864625, 0.8283, 0.8094
-0.626474, -2.815772, 0.8750, 0.8357
-0.688212, -2.764999, 0.9280, 0.8686
-0.748178, -2.712147, 0.9836, 0.9047
-0.806083, -2.657045, 1.0366, 0.9498
-0.861574, -2.599513, 1.0810, 1.0047
-0.914217, -2.539367, 1.1126, 1.0593
-0.963486, -2.476429, 1.1307, 1.1271
-1.008751, -2.410555, 1.1363, 1.2247
-1.049288, -2.341673, 1.1323, 1.3542
-1.084311, -2.269833, 1.1219, 1.4906
-1.113048, -2.195259, 1.1090, 1.7373
-1.134857, -2.118374, 1.0970, 1.7252
-1.149359, -2.039783, 1.0881, 1.5166
-1.156542, -1.960187, 1.0831, 1.4162
-1.156770, -1.880266, 1.0813, 1.3217
-1.150708, -1.800571, 1.0812, 1.2485
-1.139187, -1.721478, 1.0814, 1.2011
-1.123073, -1.643189, 1.0808, 1.1714
-1.103169, -1.565775, 1.0790, 1.1455
-1.080160, -1.489225, 1.0760, 1.1283
-1.054593, -1.413491, 1.0720, 1.1208
-1.026875, -1.338515, 1.0680, 1.1162
-0.997296, -1.264255, 1.0653, 1.1124
-0.966042, -1.190683, 1.0646, 1.1114
-0.933225, -1.117795, 1.0658, 1.1131
-0.898903, -1.045604, 1.0681, 1.1166
-0.863095, -0.974139, 1.0709, 1.1247
-0.825794, -0.903440, 1.0743, 1.1335
-0.786968, -0.833568, 1.0786, 1.1398
-0.746558, -0.764600, 1.0843, 1.1474
-0.704465, -0.696647, 1.0918, 1.1545
-0.660539, -0.629863, 1.1005, 1.1656
-0.614577, -0.564466, 1.1093, 1.1851
-0.566312, -0.500749, 1.1170, 1.2087
-0.515429, -0.439105, 1.1230, 1.2379
-0.461581, -0.380035, 1.1265, 1.2791
-0.404438, -0.324150, 1.1280, 1.3343
-0.343737, -0.272154, 1.1281, 1.3991
-0.279361, -0.224789, 1.1282, 1.4925
-0.211392, -0.182744, 1.1295, 1.5834
-0.140135, -0.146552, 1.1326, 1.6210
-0.066084, -0.116486, 1.1371, 1.5501
0.010161, -0.092522, 1.1409, 1.4305
0.087996, -0.074362, 1.1419, 1.3439
0.166886, -0.061519, 1.1375, 1.2744
0.246402, -0.053408, 1.1264, 1.2112
0.326235, -0.049428, 1.1082, 1.1536
0.406166, -0.049020, 1.0836, 1.1061
0.486054, -0.051693, 1.0541, 1.0613
0.565809, -0.057039, 1.0207, 1.0233
0.645373, -0.064729, 0.9843, 0.9943
0.724708, -0.074503, 0.9469, 0.9683
0.803788, -0.086161, 0.9111, 0.9444
0.882593, -0.099549, 0.8781, 0.9218
0.961109, -0.114546, 0.8479, 0.9022
1.039321, -0.131053, 0.8211, 0.8866
1.117219, -0.148988, 0.8002, 0.8742
1.194792, -0.168276, 0.7877, 0.8626
1.272035, -0.188847, 0.7822, 0.8527
1.348944, -0.210633, 0.7806, 0.8453
1.425519, -0.233567, 0.7815, 0.8403
1.501763, -0.257579, 0.7837, 0.8367
1.577681, -0.282602, 0.7861, 0.8330
1.653282, -0.308565, 0.7879, 0.8303
1.728579, -0.335399, 0.7889, 0.8289
1.803585, -0.363035, 0.7901, 0.8273
1.878318, -0.391404, 0.7924, 0.8259
1.952795, -0.420437, 0.7945, 0.8246
2.027036, -0.450067, 0.7954, 0.8246
2.101063, -0.480230, 0.7957, 0.8265
2.174897, -0.510861, 0.7969, 0.8288
2.248560, -0.541900, 0.7989, 0.8307
2.322075, -0.573289, 0.7993, 0.8329
2.395463, -0.604974, 0.7964, 0.8365
2.468745, -0.636903, 0.7922, 0.8413
2.541942, -0.669028, 0.7906, 0.8450
2.615071, -0.701306, 0.7939, 0.8469
2.688150, -0.733696, 0.8021, 0.8498
2.761196, -0.766161, 0.8122, 0.8519
2.834225, -0.798667, 0.8199, 0.8480
2.907249, -0.831181, 0.8240, 0.8406
2.980283, -0.863674, 0.8265, 0.8373
3.053339, -0.896118, 0.8280, 0.8410
3.126428, -0.928486, 0.8283, 0.8476
3.199562, -0.960752, 0.8277, 0.8537
3.272752, -0.992893, 0.8270, 0.8584
3.346007, -1.024884, 0.8267, 0.8623
3.419338, -1.056701, 0.8273, 0.8651
3.492752, -1.088324, 0.8283, 0.8675
3.566260, -1.119732, 0.8298, 0.8703
3.639866, -1.150906, 0.8331, 0.8730
3.713578, -1.181829, 0.8373, 0.8747
3.787401, -1.212487, 0.8406, 0.8762
3.861337, -1.242872, 0.8435, 0.8782
3.935388, -1.272976, 0.8478, 0.8802
4.009553, -1.302796, 0.8534, 0.8825
4.083830, -1.332337, 0.8596, 0.8853
4.158215, -1.361605, 0.8670, 0.8888
4.232702, -1.390612, 0.8735, 0.8926
4.307283, -1.419375, 0.8796, 0.8968
4.381951, -1.447914, 0.8885, 0.9024
4.456695, -1.476254, 0.8982, 0.9093
4.531504, -1.504420, 0.9055, 0.9161
4.606366, -1.532444, 0.9111, 0.9225
4.681271, -1.560355, 0.9176, 0.9290
4.756205, -1.588186, 0.9249, 0.9367
4.831157, -1.615972, 0.9327, 0.9457
4.906112, -1.643746, 0.9391, 0.9541
4.981059, -1.671545, 0.9425, 0.9609
5.055983, -1.699402, 0.9461, 0.9693
5.130872, -1.727355, 0.9518, 0.9813
5.205712, -1.755440, 0.9578, 0.9940
5.280488, -1.783693, 0.9618, 1.0046
5.355187, -1.812151, 0.9646, 1.0144
5.429792, -1.840853, 0.9685, 1.0228
5.504288, -1.869836, 0.9740, 1.0302
5.578660, -1.899138, 0.9787, 1.0389
5.652890, -1.928797, 0.9816, 1.0471
5.726962, -1.958847, 0.9847, 1.0528
5.800860, -1.989325, 0.9886, 1.0577
5.874566, -2.020262, 0.9925, 1.0613
5.948067, -2.051684, 0.9961, 1.0621
6.021348, -2.083615, 0.9994, 1.0620
6.094400, -2.116068, 1.0025, 1.0611
6.167213, -2.149051, 1.0047, 1.0592
6.239786, -2.182560, 1.0045, 1.0549
6.312120, -2.216583, 1.0031, 1.0475
6.384222, -2.251095, 1.0029, 1.0404
6.456104, -2.286063, 1.0039, 1.0352
6.527784, -2.321442, 1.0035, 1.0301
6.599284, -2.357184, 1.0005, 1.0239
6.670631, -2.393229, 0.9960, 1.0177
6.741854, -2.429520, 0.9909, 1.0123
6.812983, -2.465996, 0.9852, 1.0067
6.884047, -2.502597, 0.9787, 1.0010
6.955073, -2.539270, 0.9719, 0.9952
7.026087, -2.575969, 0.9669, 0.9888
7.097108, -2.612655, 0.9624, 0.9825
7.168150, -2.649297, 0.9559, 0.9763
7.239224, -2.685879, 0.9481, 0.9695
7.310334, -2.722391, 0.9397, 0.9626
7.381480, -2.758833, 0.9302, 0.9557
7.452656, -2.795216, 0.9195, 0.9489
7.523853, -2.831558, 0.9077, 0.9423
7.595059, -2.867881, 0.8952, 0.9366
7.666261, -2.904213, 0.8843, 0.9320
7.737441, -2.940588, 0.8765, 0.9279
7.808582, -2.977040, 0.8701, 0.9233
7.879665, -3.013604, 0.8643, 0.9166
7.950671, -3.050317, 0.8581, 0.9081
8.021581, -3.087215, 0.8508, 0.9005
8.092377, -3.124333, 0.8448, 0.8958
8.163041, -3.161701, 0.8413, 0.8920
8.233556, -3.199349, 0.8389, 0.8872
8.303908, -3.237299, 0.8370, 0.8822
8.374087, -3.275572, 0.8359, 0.8770
8.444082, -3.314177, 0.8358, 0.8705
8.513889, -3.353123, 0.8357, 0.8635
8.583505, -3.392407, 0.8341, 0.8578
8.652932, -3.432026, 0.8305, 0.8537
8.722169, -3.471975, 0.8253, 0.8492
8.791216, -3.512252, 0.8195, 0.8440
8.860066, -3.552866, 0.8140, 0.8393
8.928700, -3.593843, 0.8080, 0.8347
8.997082, -3.635238, 0.8011, 0.8298
9.065151, -3.677147, 0.7916, 0.8267
9.132810, -3.719713, 0.7785, 0.8257
9.199921, -3.763140, 0.7656, 0.8252
9.266286, -3.807697, 0.7569, 0.8250
9.331641, -3.853720, 0.7520, 0.8272
9.395641, -3.901611, 0.7498, 0.8341
9.457838, -3.951817, 0.7488, 0.8462
9.517673, -4.004814, 0.7481, 0.8669
9.574463, -4.061058, 0.7477, 0.8966
9.627409, -4.120932, 0.7470, 0.9374
9.675624, -4.184673, 0.7461, 0.9917
9.718208, -4.252302, 0.7449, 1.0474
9.754346, -4.323582, 0.7434, 1.0414
9.783427, -4.398020, 0.7417, 1.0094
9.805122, -4.474935, 0.7391, 0.9812
9.819401, -4.553567, 0.7347, 0.9355
9.826468, -4.633174, 0.7277, 0.8794
9.826666, -4.713096, 0.7179, 0.8341
9.820373, -4.792771, 0.7050, 0.8020
9.807931, -4.871720, 0.6895, 0.7760
9.789613, -4.949518, 0.6717, 0.7531
9.765634, -5.025761, 0.6523, 0.7353
9.736181, -5.100061, 0.6324, 0.7301
9.701468, -5.172055, 0.6131, 0.7324
9.661782, -5.241432, 0.5958, 0.7434
9.617510, -5.307978, 0.5814, 0.7569
9.569138, -5.371607, 0.5693, 0.7647
9.517217, -5.432378, 0.5581, 0.7294
9.462321, -5.490476, 0.5461, 0.6588
9.405000, -5.546186, 0.5334, 0.5882
9.345755, -5.599846, 0.5223, 0.5384
9.285015, -5.651809, 0.5139, 0.5158
9.223139, -5.702416, 0.5075, 0.5101
9.160421, -5.751976, 0.5022, 0.5066
9.097097, -5.800758, 0.4970, 0.5006
9.033358, -5.848997, 0.4927, 0.4891
8.969366, -5.896901, 0.4910, 0.4709
8.905266, -5.944660, 0.4898, 0.4497
8.841197, -5.992461, 0.4875, 0.4344
8.777304, -6.040497, 0.4849, 0.4307
8.713747, -6.088976, 0.4832, 0.4328
8.650705, -6.138122, 0.4838, 0.4347
8.588382, -6.188177, 0.4866, 0.4346
8.527011, -6.239395, 0.4901, 0.4325
8.466855, -6.292032, 0.4943, 0.4286
8.408202, -6.346340, 0.4981, 0.4231
8.351369, -6.402548, 0.5013, 0.4161
8.296688, -6.460851, 0.5062, 0.4070
8.244500, -6.521394, 0.5140, 0.3963
8.195138, -6.584262, 0.5208, 0.3871
8.148913, -6.649471, 0.5227, 0.3860
8.106096, -6.716966, 0.5235, 0.3952
8.066902, -6.786626, 0.5245, 0.4086
8.031476, -6.858277, 0.5238, 0.4203
7.999891, -6.931702, 0.5210, 0.4282
7.972147, -7.006663, 0.5173, 0.4322
7.948179, -7.082916, 0.5138, 0.4333
7.927864, -7.160223, 0.5082, 0.4330
7.911037, -7.238364, 0.5009, 0.4320
7.897498, -7.317141, 0.4915, 0.4304
7.887031, -7.396386, 0.4802, 0.4284
7.879405, -7.475955, 0.4731, 0.4254
7.874391, -7.555731, 0.4718, 0.4220
7.871760, -7.635622, 0.4672, 0.4199
7.871298, -7.715555, 0.4574, 0.4189
7.872800, -7.795476, 0.4475, 0.4175
7.876084, -7.875343, 0.4420, 0.4150
7.880986, -7.955128, 0.4400, 0.4134
7.887361, -8.034809, 0.4352, 0.4157
7.895088, -8.114370, 0.4276, 0.4220
7.904058, -8.193800, 0.4253, 0.4278
7.914178, -8.273092, 0.4357, 0.4276
7.925356, -8.352242, 0.4481, 0.4196
7.937495, -8.431251, 0.4526, 0.4144
7.950480, -8.510125, 0.4496, 0.4226
7.964164, -8.588881, 0.4418, 0.4382
7.978359, -8.667546, 0.4427, 0.4546
7.992818, -8.746163, 0.4478, 0.4728
8.007232, -8.824789, 0.4527, 0.4948
8.021212, -8.903492, 0.4649, 0.5219
8.034294, -8.982350, 0.4880, 0.5578
8.045929, -9.061434, 0.5184, 0.6044
8.055488, -9.140794, 0.5527, 0.6555
8.062271, -9.220438, 0.5902, 0.7166
8.065523, -9.300303, 0.6300, 0.8535
8.064466, -9.380225, 0.6698, 0.8866
8.058345, -9.459917, 0.7037, 0.8703
8.046486, -9.538956, 0.7294, 0.8607
8.028362, -9.616796, 0.7476, 0.8575
8.003641, -9.692796, 0.7599, 0.8539
7.972204, -9.766273, 0.7681, 0.8488
7.934130, -9.836538, 0.7741, 0.8480
7.889652, -9.902936, 0.7783, 0.8508
7.839115, -9.964846, 0.7814, 0.8578
7.782937, -10.021685, 0.7838, 0.8797
7.721601, -10.072918, 0.7854, 0.9166
7.655663, -10.118073, 0.7865, 0.9751
7.585753, -10.156796, 0.7875, 1.0464
7.512568, -10.188905, 0.7881, 1.0748
7.436833, -10.214429, 0.7882, 1.0344
7.359248, -10.233623, 0.7874, 0.9799
7.280438, -10.246931, 0.7852, 0.9244
7.200912, -10.254934, 0.7813, 0.8709
7.121053, -10.258282, 0.7757, 0.8432
7.041124, -10.257639, 0.7688, 0.8197
6.961291, -10.253636, 0.7625, 0.8024
6.881645, -10.246853, 0.7595, 0.7897
6.802225, -10.237802, 0.7609, 0.7784
6.723034, -10.226922, 0.7653, 0.7717
6.644057, -10.214582, 0.7697, 0.7666
6.565270, -10.201082, 0.7718, 0.7636
6.486646, -10.186660, 0.7735, 0.7616
6.408162, -10.171496, 0.7764, 0.7575
6.329798, -10.155720, 0.7793, 0.7535
6.251542, -10.139421, 0.7819, 0.7512
6.173385, -10.122650, 0.7838, 0.7488
6.095327, -10.105428, 0.7825, 0.7455
6.017369, -10.087754, 0.7768, 0.7442
5.939520, -10.069608, 0.7666, 0.7431
5.861790, -10.050959, 0.7554, 0.7363
5.784194, -10.031764, 0.7463, 0.7266
5.706746, -10.011974, 0.7374, 0.7178
5.629468, -9.991535, 0.7266, 0.7088
5.552379, -9.970391, 0.7132, 0.6984
5.475504, -9.948483, 0.6986, 0.6875
5.398869, -9.925753, 0.6847, 0.6776
5.322500, -9.902140, 0.6704, 0.6693
5.246429, -9.877588, 0.6583, 0.6618
5.170685, -9.852042, 0.6524, 0.6549
5.095302, -9.825452, 0.6507, 0.6510
5.020310, -9.797776, 0.6500, 0.6480
4.945741, -9.768983, 0.6499, 0.6445
4.871618, -9.739058, 0.6508, 0.6425
4.797961, -9.708005, 0.6525, 0.6425
4.724777, -9.675854, 0.6554, 0.6450
4.652057, -9.642665, 0.6601, 0.6495
4.579777, -9.608528, 0.6669, 0.6562
4.507893, -9.573566, 0.6779, 0.6648
4.436339, -9.537931, 0.6935, 0.6731
4.365038, -9.501794, 0.7114, 0.6806
4.293902, -9.465334, 0.7301, 0.6889
4.222844, -9.428720, 0.7489, 0.6992
4.151795, -9.392091, 0.7663, 0.7092
4.080710, -9.355530, 0.7804, 0.7192
4.009584, -9.319050, 0.7906, 0.7288
3.938458, -9.282569, 0.7944, 0.7381
3.867426, -9.245907, 0.7924, 0.7492
3.796630, -9.208790, 0.7886, 0.7618
3.726261, -9.170869, 0.7848, 0.7747
3.656548, -9.131759, 0.7800, 0.7899
3.587737, -9.091083, 0.7736, 0.8088
3.520069, -9.048532, 0.7653, 0.8299
3.453740, -9.003924, 0.7554, 0.8540
3.388857, -8.957239, 0.7433, 0.8814
3.325395, -8.908637, 0.7276, 0.9111
3.263181, -8.858447, 0.7068, 0.9459
3.201889, -8.807135, 0.6828, 0.9806
3.141069, -8.755264, 0.6572, 1.0112
3.080193, -8.703458, 0.6293, 1.0346
3.018708, -8.652376, 0.6003, 1.0409
2.956090, -8.602693, 0.5729, 1.0169
2.891892, -8.555071, 0.5486, 0.9420
2.825785, -8.510138, 0.5259, 0.6282
2.757585, -8.468453, 0.5107, 0.4274
2.687254, -8.430474, 0.5038, 0.3833
2.614890, -8.396532, 0.5011, 0.3740
2.540692, -8.366811, 0.5037, 0.3771
2.464925, -8.341355, 0.5119, 0.3939
2.387878, -8.320080, 0.5248, 0.4355
2.309837, -8.302804, 0.5423, 0.5395
2.231059, -8.289271, 0.5669, 0.8500
2.151766, -8.279179, 0.5978, 1.0280
2.072138, -8.272200, 0.6324, 1.0179
1.992316, -8.267990, 0.6708, 1.0065
1.912402, -8.266198, 0.7116, 0.9938
1.832467, -8.266461, 0.7559, 0.9777
1.752556, -8.268410, 0.8018, 0.9551
1.672686, -8.271657, 0.8478, 0.9268
1.592858, -8.275798, 0.8954, 0.8955
1.513055, -8.280409, 0.9429, 0.8609
1.433254, -8.285047, 0.9885, 0.8225
1.353429, -8.289254, 1.0264, 0.7823
1.273562, -8.292562, 1.0558, 0.7446
1.193651, -8.294505, 1.0769, 0.7092
1.113716, -8.294631, 1.0841, 0.6727
1.033811, -8.292510, 1.0679, 0.6368
0.954019, -8.287749, 1.0109, 0.6064
0.874463, -8.280002, 0.8987, 0.5811
0.795295, -8.268974, 0.7494, 0.5546
0.716699, -8.254425, 0.5532, 0.5329
0.638880, -8.236172, 0.4835, 0.5195
0.562063, -8.214079, 0.4673, 0.5148
0.486487, -8.188059, 0.4655, 0.5152
0.412399, -8.158063, 0.4696, 0.5175
0.340052, -8.124083, 0.4796, 0.5253
0.269698, -8.086147, 0.4989, 0.5396
0.201580, -8.044331, 0.5301, 0.5636
0.135916, -7.998757, 0.5737, 0.5945
0.072881, -7.949611, 0.6494, 0.6300
0.012579, -7.897146, 0.6773, 0.6667
-0.044983, -7.841688, 0.6634, 0.7155
-0.099925, -7.783632, 0.6564, 0.7716
-0.152511, -7.723432, 0.6529, 0.8260
-0.203154, -7.661588, 0.6512, 0.8693
-0.252408, -7.598629, 0.6503, 0.9052
-0.300936, -7.535110, 0.6499, 0.9582
-0.349480, -7.471602, 0.9131, 0.9994
-0.398806, -7.408701, 0.8451, 1.0028
-0.449649, -7.347021, 0.7737, 0.9768
-0.502656, -7.287192, 0.7051, 0.9317
-0.558326, -7.229835, 0.6423, 0.8761
-0.616974, -7.175530, 0.5918, 0.8133
-0.678718, -7.124773, 0.5506, 0.7354
-0.743499, -7.077957, 0.5147, 0.5809
-0.811127, -7.035356, 0.4873, 0.3856
-0.881329, -6.997143, 0.4693, 0.3499
-0.953791, -6.963414, 0.4611, 0.3388
-1.028190, -6.934201, 0.4585, 0.3360
-1.104201, -6.909484, 0.4611, 0.3360
-1.181505, -6.889164, 0.4730, 0.6316
-1.259792, -6.873042, 0.4936, 0.6455
-1.338777, -6.860779, 0.5196, 0.6728
-1.418212, -6.851871, 0.5487, 0.7667
-1.497904, -6.845646, 0.5841, 0.9819
-1.577719, -6.841278, 0.6239, 1.0248
-1.657581, -6.837822, 0.6631, 1.0200
-1.737437, -6.834256, 0.6935, 0.9962
-1.817232, -6.829533, 0.7111, 0.9643
-1.896868, -6.822637, 0.7201, 0.9281
-1.976173, -6.812648, 0.7272, 0.8960
-2.054896, -6.798812, 0.7353, 0.8691
-2.132721, -6.780593, 0.7451, 0.8486
-2.209300, -6.757699, 0.7573, 0.8312
-2.284302, -6.730072, 0.7745, 0.8238
-2.357439, -6.697831, 0.8030, 0.8206
-2.428479, -6.661200, 0.8634, 0.8223
-2.497226, -6.620427, 1.0060, 0.8307
-2.563487, -6.575726, 1.1040, 0.8466
-2.627027, -6.527237, 0.9919, 0.8706
-2.687527, -6.475003, 0.9882, 0.9038
-2.744533, -6.418980, 0.9864, 0.9498
-2.797427, -6.359063, 0.9854, 1.0166
-2.845404, -6.295143, 1.1480, 1.0954
-2.887486, -6.227203, 1.1162, 1.1987
-2.922610, -6.155422, 1.0603, 1.3192
-2.949795, -6.080277, 1.0243, 1.4689
-2.968372, -6.002557, 0.9993, 1.4558
-2.978178, -5.923249, 0.9845, 1.3453
-2.979598, -5.843346, 0.9780, 1.2482
-2.973442, -5.763664, 0.9764, 1.1649
-2.960721, -5.684759, 0.9770, 1.1029
-2.942447, -5.606949, 0.9781, 1.0749
-2.919496, -5.530385, 0.9793, 1.0603
-2.892547, -5.455134, 0.9804, 1.0505
-2.862052, -5.381248, 0.9809, 1.0440
-2.828236, -5.308822, 0.9812, 1.0427
-2.791104, -5.238040, 0.9821, 1.0591
-2.750455, -5.169217, 0.9840, 1.0975
-2.705919, -5.102847, 0.9864, 1.1417
-2.657006, -5.039637, 0.9877, 1.1962
-2.603198, -4.980544, 0.9872, 1.2782
-2.544100, -4.926749, 0.9894, 1.3913
-2.479617, -4.879551, 1.0009, 1.5627
-2.410108, -4.840136, 1.0270, 1.0783
-2.336396, -4.809286, 1.0699, 1.5710
-2.259604, -4.787183, 1.1333, 1.3438
-2.180883, -4.773421, 0.9886, 1.2056
-2.101206, -4.767192, 0.9882, 1.1109
-2.021282, -4.767520, 0.9879, 1.0427
-1.941574, -4.773433, 0.9878, 0.9985
-1.862353, -4.784057, 0.9875, 0.9646
-1.783764, -4.798646, 1.1360, 0.9394
-1.705870, -4.816582, 0.9219, 0.9230
-1.628683, -4.837358, 0.8451, 0.9134
-1.552189, -4.860553, 0.8214, 0.9059
-1.476352, -4.885819, 0.8171, 0.9002
-1.401129, -4.912857, 0.8271, 0.8975
-1.326467, -4.941408, 0.8471, 0.8976
-1.252308, -4.971243, 0.8659, 0.8981
-1.178592, -5.002156, 0.8774, 0.8978
-1.105254, -5.033955, 0.8837, 0.8968
-1.032229, -5.066469, 0.8872, 0.8951
-0.959453, -5.099535, 0.8893, 0.8946
-0.886863, -5.133008, 0.8892, 0.8959
-0.814398, -5.166751, 0.8856, 0.8967
-0.742003, -5.200642, 0.8798, 0.8958
-0.669626, -5.234574, 0.8750, 0.8933
-0.597223, -5.268448, 0.8707, 0.8895
-0.524754, -5.302183, 0.8656, 0.8853
-0.452187, -5.335707, 0.8588, 0.8821
-0.379497, -5.368962, 0.8513, 0.8798
-0.306663, -5.401899, 0.8440, 0.8768
-0.233670, -5.434483, 0.8361, 0.8721
-0.160507, -5.466685, 0.8274, 0.8663
-0.087168, -5.498483, 0.8191, 0.8595
-0.013649, -5.529863, 0.8119, 0.8509
0.060051, -5.560815, 0.8047, 0.8410
0.133932, -5.591333, 0.7994, 0.8307
