# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,16.164845,-10.182516,1.234494,1.396874,2.157139,1.458490,0.662500,1.350000
0.049993,16.179711,-10.134484,1.304699,1.354191,2.190871,2.838032,0.662500,1.350000
0.099987,16.191243,-10.085664,1.370514,1.278358,2.254916,2.671027,0.662500,1.337500
0.149980,16.199600,-10.036506,1.432569,1.214722,2.313227,3.379287,0.662500,1.325000
0.199974,16.204989,-9.986854,1.491751,1.142644,2.385071,4.142999,0.662500,1.325000
0.249967,16.207525,-9.936467,1.547284,1.064423,2.471153,4.400000,0.662500,1.300000
0.299960,16.207348,-9.886565,1.598569,0.985622,2.558464,4.400000,0.662500,1.250000
0.349954,16.204767,-9.837183,1.645207,0.891339,2.642138,4.400000,0.687500,1.225000
0.399947,16.199935,-9.787134,1.687463,0.812559,2.724586,4.400000,0.687500,1.212500
0.449941,16.193077,-9.737445,1.726822,0.759857,2.804422,4.400000,0.712500,1.175000
0.499934,16.184413,-9.688459,1.763378,0.707150,2.881414,4.400000,0.700000,1.112500
0.549928,16.174016,-9.639693,1.797260,0.652011,2.956574,4.400000,0.725000,1.062500
0.599921,16.161930,-9.590884,1.828673,0.604267,3.030482,4.400000,0.712500,1.000000
0.649914,16.148473,-9.542850,1.857788,0.561660,3.102064,4.400000,0.737500,0.950000
0.699908,16.133773,-9.495482,1.884547,0.515088,3.171632,4.400000,0.750000,0.875000
0.749901,16.117674,-9.447928,1.909194,0.477173,3.240533,4.400000,0.762500,0.837500
0.799894,16.100519,-9.400991,1.932350,0.447241,3.307692,4.400000,0.787500,0.787500
0.849888,16.082376,-9.354590,1.953827,0.416805,3.373315,4.400000,0.775000,0.750000
0.899881,16.063261,-9.308524,1.973904,0.392708,3.437754,4.400000,0.812500,0.725000
0.949875,16.043229,-9.262795,1.993019,0.372470,3.501070,4.400000,0.787500,0.675000
0.999868,16.022297,-9.217339,2.011139,0.354945,3.563408,4.400000,0.800000,0.650000
1.049862,16.000671,-9.172477,2.028459,0.343940,3.624381,4.400000,0.812500,0.612500
1.099855,15.978321,-9.128056,2.045371,0.335717,3.684254,4.400000,0.825000,0.612500
1.149848,15.955047,-9.083667,2.061979,0.327620,3.743633,4.400000,0.837500,0.600000
1.199842,15.931013,-9.039614,2.078233,0.326999,3.802157,4.400000,0.837500,0.550000
1.249835,15.906667,-8.996654,2.094535,0.328862,3.858877,4.400000,0.850000,0.550000
1.299829,15.881324,-8.953578,2.110907,0.324684,3.915449,4.400000,0.862500,0.550000
1.349822,15.854925,-8.910356,2.127207,0.328458,3.971955,4.400000,0.837500,0.550000
1.399815,15.828507,-8.868658,2.143756,0.335640,4.026265,4.389074,0.850000,0.537500
1.449809,15.801271,-8.827192,2.160426,0.336114,4.079988,4.366725,0.862500,0.550000
1.499802,15.772919,-8.785569,2.177358,0.335689,4.133538,4.344448,0.862500,0.550000
1.549796,15.743749,-8.744284,2.194301,0.343262,4.186330,4.322487,0.862500,0.550000
1.599789,15.714752,-8.704693,2.211555,0.349279,4.236697,4.301534,0.862500,0.550000
1.649782,15.684624,-8.664999,2.228847,0.346085,4.286994,1.548706,0.875000,0.537500
1.699776,15.653326,-8.625227,2.246317,0.346915,4.305239,-1.500000,0.875000,0.550000
1.749769,15.621585,-8.586326,2.263822,0.353560,4.287710,-1.201255,0.850000,0.525000
