bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s
1788887140.7983015,1788887140.798226,gap_selected,b'\x00',0.860059,0.274870,0.233993,2.000000,0.000000,4.317807,-0.187618,-0.187618,3.555137,1.299557,7.544052,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.000000,0.233993,0.233993,0.233993,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.233993,1788886604.364053
1788887140.803159,1788887140.8030863,gap_selected,b'\x00',0.860059,0.274870,0.233993,2.000000,0.000000,4.317807,-0.187618,-0.187618,3.555137,1.299557,7.544052,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.000000,0.233993,0.233993,0.233993,0.087271,1.418085,7.945327,2.006533,28.442024,0.087271,0.380715,1.330814,0.233993,1788886604.414750
1788887140.808222,1788887140.808157,gap_selected,b'\x00',0.860064,0.274870,0.233993,2.000000,0.000000,4.317783,-0.187618,-0.187618,3.555173,1.299566,7.544167,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945280,2.006522,28.441771,0.087271,0.380715,1.330814,0.000000,0.233993,0.233993,0.233993,0.087271,1.418085,7.945280,2.006522,28.441771,0.087271,0.380715,1.330814,0.233993,1788886604.464705
1788887140.8133843,1788887140.8132908,gap_selected,b'\x00',0.860069,0.274871,0.233991,2.000000,0.000000,4.317758,-0.187618,-0.187618,3.555210,1.299574,7.544286,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945235,2.006491,28.441539,0.087271,0.380712,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945235,2.006491,28.441539,0.087271,0.380712,1.330814,0.233991,1788886604.514546
1788887140.8183234,1788887140.818262,gap_selected,b'\x00',0.860075,0.274871,0.233991,2.000000,0.000000,4.317733,-0.187618,-0.187618,3.555253,1.299585,7.544423,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945188,2.006477,28.441286,0.087271,0.380712,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945188,2.006477,28.441286,0.087271,0.380712,1.330814,0.233991,1788886604.564414
1788887140.8231769,1788887140.8230884,gap_selected,b'\x00',0.860081,0.274871,0.233991,2.000000,0.000000,4.317729,-0.187618,-0.187618,3.555270,1.299592,7.544476,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945187,2.006470,28.441283,0.087271,0.380711,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945187,2.006470,28.441283,0.087271,0.380711,1.330814,0.233991,1788886604.613889
1788887140.8282845,1788887140.8282065,gap_selected,b'\x00',0.860086,0.274871,0.233991,2.000000,0.000000,4.317714,-0.187618,-0.187618,3.555297,1.299600,7.544563,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945162,2.006461,28.441150,0.087271,0.380711,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006461,28.441150,0.087271,0.380711,1.330814,0.233991,1788886604.664768
1788887140.833064,1788887140.832994,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317702,-0.187618,-0.187618,3.555319,1.299605,7.544633,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.233991,1788886604.713815
1788887140.838286,1788887140.8382037,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886604.763842
1788887140.843092,1788887140.8430157,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317702,-0.187618,-0.187618,3.555319,1.299605,7.544633,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.233991,1788886604.813753
1788887140.8481953,1788887140.848112,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886604.864079
1788887140.8531969,1788887140.8531268,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886604.914763
1788887140.8580737,1788887140.8580103,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886604.964083
1788887140.863228,1788887140.8631577,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886605.013915
1788887140.8682275,1788887140.8681362,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317702,-0.187618,-0.187618,3.555319,1.299605,7.544633,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945140,2.006454,28.441033,0.087271,0.380711,1.330814,0.233991,1788886605.064433
1788887140.8731387,1788887140.873044,gap_selected,b'\x00',0.860090,0.274871,0.233991,2.000000,0.000000,4.317711,-0.187618,-0.187618,3.555310,1.299605,7.544604,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945162,2.006456,28.441152,0.087271,0.380710,1.330814,0.233991,1788886605.114085
1788887140.8784773,1788887140.8783987,gap_selected,b'\x00',0.860091,0.274871,0.233990,2.000000,0.000000,4.317723,-0.187618,-0.187618,3.555300,1.299605,7.544571,-1.400622,-0.561688,1.213004,0.087271,1.418085,7.945187,2.006458,28.441287,0.087271,0.380710,1.330814,0.000000,0.233990,0.233990,0.233990,0.087271,1.418085,7.945187,2.006458,28.441287,0.087271,0.380710,1.330814,0.233990,1788886605.164479
1788887140.8833358,1788887140.883262,gap_selected,b'\x00',0.860094,0.274871,0.233991,2.000000,0.000000,4.317690,-0.187618,-0.187618,3.555340,1.299611,7.544700,-1.400622,-0.561687,1.213004,0.087271,1.418085,7.945120,2.006447,28.440926,0.087271,0.380710,1.330814,0.000000,0.233991,0.233991,0.233991,0.087271,1.418085,7.945120,2.006447,28.440926,0.087271,0.380710,1.330814,0.233991,1788886605.215648
1788887140.8882077,1788887140.8881407,gap_selected,b'\x00',0.860302,0.277685,0.228728,2.000000,0.000000,4.414421,-0.183255,-0.183255,3.763060,1.312366,8.255400,-1.400622,-0.553461,1.217367,0.082908,1.418085,8.088198,2.020345,29.339276,0.082908,0.374549,1.335177,0.000000,0.228728,0.228728,0.228728,0.082908,1.418085,8.088198,2.020345,29.339276,0.082908,0.374549,1.335177,0.228728,1788886605.264388
1788887140.893158,1788887140.893101,gap_selected,b'\x00',0.862233,0.279164,0.225963,2.000000,0.000000,4.633791,-0.196345,-0.196345,3.564867,1.305553,7.509177,-1.400622,-0.568093,1.204277,0.078544,1.418085,7.941003,1.996916,28.651140,0.078544,0.373382,1.339540,0.000000,0.225963,0.225963,0.225963,0.078544,1.418085,7.941003,1.996916,28.651140,0.078544,0.373382,1.339540,0.225963,1788886605.314301
1788887140.8981566,1788887140.8980706,gap_selected,b'\x00',0.865009,0.286306,0.212607,2.000000,0.000000,5.002118,-0.205072,-0.205072,3.599283,1.315062,7.552015,-1.400622,-0.573871,1.195551,0.065454,1.418085,8.077779,2.000487,29.761179,0.065454,0.359760,1.352630,0.000000,0.212607,0.212607,0.212607,0.065454,1.418085,8.077779,2.000487,29.761179,0.065454,0.359760,1.352630,0.212607,1788886605.363910
1788887140.9033327,1788887140.9032545,gap_selected,b'\x00',0.867938,0.290402,0.204947,2.000000,0.000000,5.244805,-0.213798,-0.213798,3.636154,1.325329,7.601526,-1.400622,-0.579417,1.186824,0.056728,1.418085,8.019340,1.984015,29.674160,0.056728,0.353167,1.361357,0.000000,0.204947,0.204947,0.204947,0.056728,1.418085,8.019340,1.984015,29.674160,0.056728,0.353167,1.361357,0.204947,1788886605.414450
1788887140.908311,1788887140.9082406,gap_selected,b'\x00',0.870997,0.294430,0.197415,2.000000,0.000000,5.146396,-0.222525,-0.222525,3.767347,1.335642,7.975544,-1.404986,-0.585217,1.182461,0.048001,1.418085,7.960459,1.966543,29.580596,0.048001,0.346829,1.370083,0.000000,0.197415,0.197415,0.197415,0.048001,1.418085,7.960459,1.966543,29.580596,0.048001,0.346829,1.370083,0.197415,1788886605.464317
1788887140.9132257,1788887140.9131339,gap_selected,b'\x00',0.874183,0.298499,0.189806,2.000000,0.000000,5.051614,-0.235615,-0.235615,3.623383,1.336304,7.420276,-1.404986,-0.598001,1.169371,0.039274,1.418085,7.901399,1.949583,29.483165,0.039274,0.340338,1.378810,0.000000,0.189806,0.189806,0.189806,0.039274,1.418085,7.901399,1.949583,29.483165,0.039274,0.340338,1.378810,0.189806,1788886605.514289
1788887140.9181304,1788887140.918069,gap_selected,b'\x00',0.877496,0.305678,0.176382,2.000000,0.000000,5.040219,-0.239978,-0.239978,4.019099,1.358884,8.634282,-1.404986,-0.595756,1.165007,0.026184,1.418085,8.032219,1.951860,30.587287,0.026184,0.326580,1.391900,0.000000,0.176382,0.176382,0.176382,0.026184,1.418085,8.032219,1.951860,30.587287,0.026184,0.326580,1.391900,0.176382,1788886605.564181
1788887140.9232535,1788887140.9231591,gap_selected,b'\x00',0.880933,0.309882,0.168521,2.000000,0.000000,4.938309,-0.257432,-0.257432,3.613762,1.350203,7.224521,-1.404986,-0.615327,1.147554,0.017458,1.413721,7.970568,1.936840,30.378317,0.017458,0.319585,1.396263,0.000000,0.168521,0.168521,0.168521,0.017458,1.413721,7.970568,1.936840,30.378317,0.017458,0.319585,1.396263,0.168521,1788886605.614261
1788887140.9283688,1788887140.9282453,gap_selected,b'\x00',0.884497,0.313982,0.160854,2.000000,0.000000,4.848226,-0.261795,-0.261795,4.022702,1.373527,8.450810,-1.404986,-0.613121,1.143191,0.008731,1.413721,7.908774,1.919826,30.259752,0.008731,0.312978,1.404990,0.000000,0.160854,0.160854,0.160854,0.008731,1.413721,7.908774,1.919826,30.259752,0.008731,0.312978,1.404990,0.160854,1788886605.664577
1788887140.9332867,1788887140.9332108,gap_selected,b'\x00',0.888188,0.321183,0.147389,2.000000,0.000000,4.830761,-0.274885,-0.274885,3.693929,1.372110,7.359123,-1.409349,-0.627670,1.134464,-0.004359,1.413721,8.039160,1.921601,31.384467,-0.004359,0.299136,1.418080,0.000000,0.147389,0.147389,0.147389,-0.004359,1.413721,8.039160,1.921601,31.384467,-0.004359,0.299136,1.418080,0.147389,1788886605.713858
1788887140.9383464,1788887140.938284,gap_selected,b'\x00',0.891967,0.325223,0.139833,2.000000,0.000000,4.738200,-0.283611,-0.283611,3.750348,1.383544,7.459580,-1.409349,-0.633509,1.125737,-0.013085,1.413721,7.988815,1.904538,31.328740,-0.013085,0.292752,1.426807,0.000000,0.139833,0.139833,0.139833,-0.013085,1.413721,7.988815,1.904538,31.328740,-0.013085,0.292752,1.426807,0.139833,1788886605.764493
1788887140.9433181,1788887140.9432518,gap_selected,b'\x00',0.895980,0.329319,0.132174,2.000000,0.000000,4.653597,-0.296701,-0.296701,3.680630,1.387182,7.150487,-1.409349,-0.645175,1.112647,-0.021812,1.413721,7.928525,1.887650,31.211987,-0.021812,0.286160,1.435533,0.000000,0.132174,0.132174,0.132174,-0.021812,1.413721,7.928525,1.887650,31.211987,-0.021812,0.286160,1.435533,0.132174,1788886605.814107
1788887140.9485264,1788887140.948414,gap_selected,b'\x00',0.899816,0.333656,0.124063,2.000000,0.000000,4.594743,-0.305428,-0.305428,3.701410,1.396162,7.143675,-1.409349,-0.651688,1.103921,-0.030539,1.413721,7.924651,1.876997,31.429655,-0.030539,0.278665,1.444260,0.000000,0.124063,0.124063,0.124063,-0.030539,1.413721,7.924651,1.876997,31.429655,-0.030539,0.278665,1.444260,0.124063,1788886605.864691
1788887140.9533901,1788887140.9533195,gap_selected,b'\x00',0.903644,0.338268,0.115439,2.000000,0.000000,4.542273,-0.292338,-0.292338,4.577970,1.461800,10.023234,-1.413712,-0.622987,1.121374,-0.039265,1.409358,7.935404,1.870822,31.643324,-0.039265,0.270144,1.448623,0.000000,0.115439,0.115439,0.115439,-0.039265,1.409358,7.935404,1.870822,31.643324,-0.039265,0.270144,1.448623,0.115439,1788886605.915169
1788887140.9583821,1788887140.9583151,gap_selected,b'\x00',0.907588,0.342663,0.107221,2.000000,0.000000,4.489890,-0.301065,-0.301065,4.614622,1.471355,10.049600,-1.413712,-0.629478,1.112647,-0.047992,1.409358,7.945600,1.861444,31.947788,-0.047992,0.262433,1.457350,0.000000,0.107221,0.107221,0.107221,-0.047992,1.409358,7.945600,1.861444,31.947788,-0.047992,0.262433,1.457350,0.107221,1788886605.964087
1788887140.9633694,1788887140.9633052,gap_selected,b'\x00',0.911646,0.347054,0.099008,2.000000,0.000000,4.436937,-0.309791,-0.309791,4.652067,1.481159,10.077056,-1.413712,-0.635953,1.103921,-0.056719,1.409358,7.955215,1.851828,32.250378,-0.056719,0.254735,1.466077,0.000000,0.099008,0.099008,0.099008,-0.056719,1.409358,7.955215,1.851828,32.250378,-0.056719,0.254735,1.466077,0.099008,1788886606.014074
1788887140.968177,1788887140.968108,gap_selected,b'\x00',0.915817,0.351444,0.090800,2.000000,0.000000,4.385129,-0.318518,-0.318518,4.377886,1.486754,9.110527,-1.413712,-0.644982,1.095194,-0.065445,1.409358,7.964447,1.842338,32.552227,-0.065445,0.247046,1.474803,0.000000,0.090800,0.090800,0.090800,-0.065445,1.409358,7.964447,1.842338,32.552227,-0.065445,0.247046,1.474803,0.090800,1788886606.064175
1788887140.9734578,1788887140.9733922,gap_selected,b'\x00',0.919769,0.353024,0.087845,2.000000,0.000000,4.299556,-0.327245,-0.327245,4.626796,1.493461,9.843848,-1.418076,-0.651653,1.090831,-0.069809,1.409358,7.836984,1.821368,31.886759,-0.069809,0.245499,1.479167,0.000000,0.087845,0.087845,0.087845,-0.069809,1.409358,7.836984,1.821368,31.886759,-0.069809,0.245499,1.479167,0.087845,1788886606.114119
1788887140.9783263,1788887140.9782255,gap_selected,b'\x00',0.923689,0.357791,0.078931,2.000000,0.000000,4.279868,-0.331608,-0.331608,7.184417,1.519502,18.971815,-1.418076,-0.646879,1.086467,-0.078535,1.409358,7.920128,1.820012,32.644812,-0.078535,0.236398,1.487893,0.000000,0.078931,0.078931,0.078931,-0.078535,1.409358,7.920128,1.820012,32.644812,-0.078535,0.236398,1.487893,0.078931,1788886606.165112
1788887140.9832144,1788887140.983139,gap_selected,b'\x00',0.927697,0.362603,0.069932,2.000000,0.000000,4.262413,-0.340335,-0.340335,7.040913,1.522729,18.226748,-1.418076,-0.655501,1.077741,-0.087262,1.409358,8.005337,1.819072,33.427721,-0.087262,0.227125,1.496620,0.000000,0.069932,0.069932,0.069932,-0.087262,1.409358,8.005337,1.819072,33.427721,-0.087262,0.227125,1.496620,0.069932,1788886606.214263
1788887140.9883828,1788887140.988317,gap_selected,b'\x00',0.931211,0.364340,0.066684,2.000000,0.000000,4.177014,-0.353425,-0.353425,4.419115,1.504480,8.922137,-1.418076,-0.676780,1.064651,-0.091625,1.404995,7.877166,1.800117,32.649337,-0.091625,0.224994,1.496620,0.000000,0.066684,0.066684,0.066684,-0.091625,1.404995,7.877166,1.800117,32.649337,-0.091625,0.224994,1.496620,0.066684,1788886606.264797
1788887140.9930837,1788887140.9930322,gap_selected,b'\x00',0.926611,0.369010,0.057951,2.000000,0.000000,4.147892,-0.353425,-0.353425,7.187412,1.545964,18.528519,-1.418076,-0.664900,1.064651,-0.100352,1.404995,7.935562,1.795549,33.263611,-0.100352,0.216255,1.505346,0.000000,0.057951,0.057951,0.057951,-0.100352,1.404995,7.935562,1.795549,33.263611,-0.100352,0.216255,1.505346,0.057951,1788886606.314165
1788887140.998197,1788887140.9981236,gap_selected,b'\x00',0.922364,0.370961,0.054302,2.000000,0.000000,4.095906,-0.357788,-0.357788,7.296550,1.558521,18.939914,-1.422439,-0.666990,1.064651,-0.104715,1.404995,7.881262,1.782349,33.042316,-0.104715,0.213320,1.509710,0.000000,0.054302,0.054302,0.054302,-0.104715,1.404995,7.881262,1.782349,33.042316,-0.104715,0.213320,1.509710,0.054302,1788886606.364312
1788887141.0032628,1788887141.0032008,gap_selected,b'\x00',0.918230,0.373058,0.050381,2.000000,0.000000,4.055845,-0.370878,-0.370878,4.341568,1.530089,8.554549,-1.422439,-0.690781,1.051561,-0.109079,1.404995,7.850046,1.771942,32.966974,-0.109079,0.209841,1.514073,0.000000,0.050381,0.050381,0.050381,-0.109079,1.404995,7.850046,1.771942,32.966974,-0.109079,0.209841,1.514073,0.050381,1788886606.414023
1788887141.0081155,1788887141.0080261,gap_selected,b'\x00',0.914027,0.375122,0.046522,2.000000,0.000000,4.013165,-0.370878,-0.370878,7.073749,1.564681,17.809721,-1.422439,-0.680292,1.051561,-0.113442,1.404995,7.818447,1.760940,32.887929,-0.113442,0.206485,1.518436,0.000000,0.046522,0.046522,0.046522,-0.113442,1.404995,7.818447,1.760940,32.887929,-0.113442,0.206485,1.518436,0.046522,1788886606.463917
1788887141.0131714,1788887141.0131044,gap_selected,b'\x00',0.909612,0.380527,0.036415,2.000000,0.000000,4.023589,-0.375241,-0.375241,7.153479,1.578908,18.026174,-1.422439,-0.681668,1.047198,-0.122169,1.400631,7.980050,1.769398,34.079108,-0.122169,0.194999,1.522800,0.000000,0.036415,0.036415,0.036415,-0.122169,1.400631,7.980050,1.769398,34.079108,-0.122169,0.194999,1.522800,0.036415,1788886606.513931
1788887141.0182056,1788887141.0181546,gap_selected,b'\x00',0.904952,0.382546,0.032640,2.000000,0.000000,3.975351,-0.379605,-0.379605,7.249798,1.588650,18.299836,-1.422439,-0.685501,1.042834,-0.126532,1.400631,7.929582,1.756302,33.878628,-0.126532,0.191811,1.527163,0.000000,0.032640,0.032640,0.032640,-0.126532,1.400631,7.929582,1.756302,33.878628,-0.126532,0.191811,1.527163,0.032640,1788886606.563826
1788887141.0233488,1788887141.0232754,gap_selected,b'\x00',0.900444,0.384763,0.028493,2.000000,0.000000,3.943989,-0.383968,-0.383968,7.266889,1.596156,18.349583,-1.426802,-0.689310,1.042834,-0.130895,1.400631,7.925609,1.747957,33.978061,-0.130895,0.187881,1.531526,0.000000,0.028493,0.028493,0.028493,-0.130895,1.400631,7.925609,1.747957,33.978061,-0.130895,0.187881,1.531526,0.028493,1788886606.614341
1788887141.0282786,1788887141.028225,gap_selected,b'\x00',0.895972,0.387074,0.024172,2.000000,0.000000,3.918561,-0.388331,-0.388331,7.262562,1.614893,18.251827,-1.426802,-0.687500,1.038471,-0.135259,1.400631,7.934255,1.740944,34.160142,-0.135259,0.183603,1.535890,0.000000,0.024172,0.024172,0.024172,-0.135259,1.400631,7.934255,1.740944,34.160142,-0.135259,0.183603,1.535890,0.024172,1788886606.664375
1788887141.033257,1788887141.033176,gap_selected,b'\x00',0.891443,0.389377,0.019865,2.000000,0.000000,3.892436,-0.392695,-0.392695,7.259288,1.626398,18.151360,-1.426802,-0.689465,1.034108,-0.139622,1.400631,7.942429,1.733743,34.339709,-0.139622,0.179352,1.540253,0.000000,0.019865,0.019865,0.019865,-0.139622,1.400631,7.942429,1.733743,34.339709,-0.139622,0.179352,1.540253,0.019865,1788886606.713966
1788887141.038358,1788887141.038273,gap_selected,b'\x00',0.886711,0.391659,0.015597,2.000000,0.000000,3.863371,-0.397058,-0.397058,7.267639,1.628977,18.087114,-1.426802,-0.695521,1.029744,-0.143985,1.400631,7.943743,1.725625,34.474949,-0.143985,0.175180,1.544616,0.000000,0.015597,0.015597,0.015597,-0.143985,1.400631,7.943743,1.725625,34.474949,-0.143985,0.175180,1.544616,0.015597,1788886606.764964
1788887141.0431778,1788887141.0431147,gap_selected,b'\x00',0.881748,0.394131,0.010976,2.000000,0.000000,3.832671,-0.401421,-0.401421,7.277356,1.640023,18.033811,-1.426802,-0.698251,1.025381,-0.148348,1.396268,7.937789,1.719113,34.468045,-0.148348,0.170300,1.544616,0.000000,0.010976,0.010976,0.010976,-0.148348,1.396268,7.937789,1.719113,34.468045,-0.148348,0.170300,1.544616,0.010976,1788886606.814275
