stamp_s,left_angle_rad,right_angle_rad,ax_mps2,ay_mps2,yaw_rate_radps,yaw_rad
1789484646.928476,561.2783,561.2815,3.5213,0.001,0.0,-1.0580111933666814e-05
1789484646.953476,570.3398,570.3431,3.4894,-0.001,0.0,-1.0580111933666814e-05
1789484646.9784758,579.4013,579.4046,3.4187,-0.0014,0.0,-1.0580111933666814e-05
1789484647.003476,588.4629,588.4661,3.4479,0.0008,0.0,-1.0580111933666814e-05
1789484647.028476,597.5244,597.5276,3.3973,0.0023,0.0,-1.0580111933666814e-05
1789484647.0534759,606.5859,606.5892,3.4448,0.0024,0.0,-1.0580111933666814e-05
1789484647.078476,615.6442,615.6507,3.375,-0.0025,0.0,-1.0580111933666814e-05
1789484647.1034758,624.7057,624.7122,3.3488,-0.0009,0.0,-1.0580111933666814e-05
1789484647.128476,633.7673,633.7737,3.3306,-0.0007,0.0,-1.0580111933666814e-05
1789484647.153476,642.8288,642.8353,3.2678,-0.0021,0.0,-1.0580111933666814e-05
1789484647.1784759,651.8903,651.8969,3.3304,0.0067,0.0,-1.0580111933666814e-05
1789484647.2034757,660.9518,660.9551,3.2605,-0.0026,0.0,-1.0580111933666814e-05
1789484647.227476,669.6501,669.6566,3.2626,0.0028,0.0,-1.0580111933666814e-05
1789484647.253476,679.075,679.0782,3.2031,0.0015,0.0,-1.0580111933666814e-05
1789484647.278476,688.1365,688.1397,3.1844,-0.0024,0.0,-1.0580111933666814e-05
1789484647.3034759,697.198,697.2012,3.1972,0.0084,0.0,-1.0580111933666814e-05
1789484647.328476,706.2595,706.2628,3.1415,0.0007,0.0,-1.0580111933666814e-05
1789484647.3534758,715.321,715.3243,3.1327,-0.0051,0.0,-1.0580111933666814e-05
1789484647.378476,724.3826,724.3858,3.1099,0.0009,0.0,-1.0580111933666814e-05
1789484647.4034758,733.4408,733.4474,3.0738,-0.0006,0.0,-1.0580111933666814e-05
1789484647.4284759,742.5023,742.5089,3.0557,-0.0018,0.0,-1.0580111933666814e-05
1789484647.453476,751.5638,751.5704,3.0629,0.0017,0.0,-1.0580111933666814e-05
1789484647.4784758,760.6254,760.632,3.0278,0.0047,0.0,-1.0580111933666814e-05
1789484647.503476,769.687,769.6902,2.9871,0.0014,0.0,-1.0580111933666814e-05
1789484647.5284758,778.7485,778.7518,2.9765,0.0003,0.0,-1.0580111933666814e-05
1789484647.5534756,787.81,787.8133,2.9987,0.0034,0.0,-1.0580111933666814e-05
1789484647.578476,796.8715,796.8748,2.9561,0.0011,0.0,-1.0580111933666814e-05
1789484647.6034758,805.933,805.9363,2.9145,0.0011,0.0,-1.0580111933666814e-05
1789484647.628476,814.9913,814.9979,2.8973,0.0031,0.0,-1.0580111933666814e-05
1789484647.653476,824.0529,824.0561,2.8698,0.0001,0.0,-1.0580111933666814e-05
1789484647.6784759,833.1111,833.1176,2.8488,-0.0049,0.0,-1.0580111933666814e-05
1789484647.7034762,842.1727,842.1759,2.8325,0.0013,0.0,-1.0580111933666814e-05
1789484647.7284758,851.2342,851.2374,2.7909,-0.005,0.0,-1.0580111933666814e-05
1789484647.753476,860.2924,860.2957,2.7822,-0.0023,0.0,-1.0580111933666814e-05
1789484647.7784762,869.3539,869.3572,2.7763,-0.0033,0.0,-1.0580111933666814e-05
1789484647.802476,878.049,878.0555,2.7957,0.0009,0.0,-1.0580111933666814e-05
1789484647.828476,887.4738,887.477,2.7475,-0.0001,0.0,-1.0580111933666814e-05
1789484647.8534758,896.532,896.5385,2.704,0.0047,0.0,-1.0580111933666814e-05
1789484647.878476,905.5936,905.5968,2.7206,0.0016,0.0,-1.0580111933666814e-05
1789484647.903476,914.6518,914.6583,2.6828,0.0019,0.0,-1.0580111933666814e-05
1789484647.9284759,923.7133,923.7166,2.6234,-0.0061,0.0,-1.0580111933666814e-05
1789484647.953476,932.7748,932.7781,2.6625,-0.0025,0.0,-1.0580111933666814e-05
1789484647.9784758,941.8331,941.8364,2.6716,0.0032,0.0,-1.0580111933666814e-05
1789484648.003476,950.8947,950.8979,2.6263,-0.0044,0.0,-1.0580111933666814e-05
1789484648.028476,959.9529,959.9595,2.5565,-0.0002,0.0,-1.0580111933666814e-05
1789484648.0534756,969.0145,969.0177,2.5863,-0.0029,0.0,-1.0580111933666814e-05
1789484648.078476,978.0727,978.0793,2.5729,-0.0004,0.0,-1.0580111933666814e-05
1789484648.1034758,987.1342,987.1375,2.5163,0.0012,0.0,-1.0580111933666814e-05
1789484648.128476,996.1925,996.1991,2.5564,-0.002,0.0,-1.0580111933666814e-05
1789484648.153476,1005.254,1005.257,2.5251,0.0037,0.0,-1.0580111933666814e-05
1789484648.1784759,1014.316,1014.319,2.4591,-0.006,0.0,-1.0580111933666814e-05
1789484648.202476,1023.011,1023.017,2.4711,-0.0084,0.0,-1.0580111933666814e-05
1789484648.2284758,1032.435,1032.439,2.4727,-0.0013,0.0,-1.0580111933666814e-05
1789484648.253476,1041.494,1041.5,2.4405,0.0008,0.0,-1.0580111933666814e-05
1789484648.2784762,1050.555,1050.558,2.4224,-0.0002,0.0,-1.0580111933666814e-05
1789484648.3034759,1059.613,1059.62,2.4194,-0.0017,0.0,-1.0580111933666814e-05
1789484648.328476,1068.675,1068.678,2.4003,0.0088,0.0,-1.0580111933666814e-05
1789484648.3534758,1077.733,1077.74,2.37,-0.0021,0.0,-1.0580111933666814e-05
1789484648.378476,1086.795,1086.798,2.366,0.0023,0.0,-1.0580111933666814e-05
1789484648.403476,1095.856,1095.859,2.3545,0.0019,0.0,-1.0580111933666814e-05
1789484648.4284759,1104.915,1104.918,2.3608,0.0002,0.0,-1.0580111933666814e-05
1789484648.453476,1113.976,1113.979,2.3315,0.0046,0.0,-1.0580111933666814e-05
1789484648.4784758,1123.034,1123.041,2.3228,0.0056,0.0,-1.0580111933666814e-05
1789484648.503476,1132.096,1132.099,2.3028,-0.004,0.0,-1.0580111933666814e-05
1789484648.528476,1141.154,1141.161,2.2603,0.0008,0.0,-1.0580111933666814e-05
1789484648.5534756,1150.216,1150.219,2.2798,0.0087,0.0,-1.0580111933666814e-05
1789484648.578476,1159.274,1159.281,2.2082,-0.0073,0.0,-1.0580111933666814e-05
1789484648.6034758,1168.335,1168.339,2.1911,0.0006,0.0,-1.0580111933666814e-05
1789484648.627476,1177.034,1177.037,2.2181,0.0011,0.0,-1.0580111933666814e-05
1789484648.653476,1186.455,1186.458,2.2272,0.0026,0.0,-1.0580111933666814e-05
1789484648.6784759,1195.517,1195.52,2.2035,0.0002,0.0,-1.0580111933666814e-05
1789484648.7034762,1204.575,1204.582,2.1592,-0.0032,0.0,-1.0580111933666814e-05
1789484648.728476,1213.637,1213.64,2.1862,0.0013,0.0,-1.0580111933666814e-05
1789484648.753476,1222.695,1222.701,2.1249,-0.0007,0.0,-1.0580111933666814e-05
1789484648.7784762,1231.756,1231.76,2.1256,0.0045,0.0,-1.0580111933666814e-05
1789484648.802476,1240.455,1240.458,2.1217,0.0021,0.0,-1.0580111933666814e-05
1789484648.828476,1249.876,1249.879,2.0547,-0.0015,0.0,-1.0580111933666814e-05
1789484648.8534763,1258.934,1258.941,2.0433,-0.0007,0.0,-1.0580111933666814e-05
1789484648.878476,1267.996,1267.999,2.0609,0.0017,0.0,-1.0580111933666814e-05
1789484648.903476,1277.057,1277.061,2.0551,-0.0044,0.0,-1.0580111933666814e-05
1789484648.9284759,1286.116,1286.122,2.0417,0.0033,0.0,-1.0580111933666814e-05
1789484648.953476,1295.177,1295.18,1.9917,-0.0005,0.0,-1.0580111933666814e-05
1789484648.978476,1304.236,1304.242,2.0065,0.0,0.0,-1.0580111933666814e-05
1789484649.003476,1313.297,1313.3,2.0317,0.0094,0.0,-1.0580111933666814e-05
1789484649.028476,1322.355,1322.362,1.9986,-0.0012,0.0,-1.0580111933666814e-05
1789484649.0534756,1331.417,1331.42,1.9608,-0.0048,0.0,-1.0580111933666814e-05
1789484649.078476,1340.475,1340.482,1.9541,0.0016,0.0,-1.0580111933666814e-05
1789484649.103476,1349.537,1349.54,1.952,0.0068,0.0,-1.0580111933666814e-05
1789484649.128476,1358.598,1358.601,1.9245,-0.0026,0.0,-1.0580111933666814e-05
1789484649.153476,1367.656,1367.66,1.9394,-0.0003,0.0,-1.0580111933666814e-05
1789484649.1784759,1376.718,1376.721,1.9053,0.002,0.0,-1.0580111933666814e-05
1789484649.2034762,1385.776,1385.783,1.9005,0.0061,0.0,-1.0580111933666814e-05
1789484649.2284758,1394.838,1394.841,1.8589,-0.0017,0.0,-1.0580111933666814e-05
1789484649.2534757,1403.896,1403.902,1.8841,0.004,0.0,-1.0580111933666814e-05
1789484649.278476,1412.958,1412.961,1.8586,0.0006,0.0,-1.0580111933666814e-05
1789484649.303476,1422.016,1422.022,1.8264,-0.0099,0.0,-1.0580111933666814e-05
1789484649.3284762,1431.077,1431.081,1.8234,-0.0031,0.0,-1.0580111933666814e-05
1789484649.3534758,1440.139,1440.142,1.8082,-0.0046,0.0,-1.0580111933666814e-05
1789484649.378476,1449.197,1449.2,1.8202,-0.0002,0.0,-1.0580111933666814e-05
1789484649.4034758,1458.259,1458.262,1.7825,0.0031,0.0,-1.0580111933666814e-05
1789484649.4274762,1466.957,1466.96,1.8039,0.005,0.0,-1.0580111933666814e-05
1789484649.4534762,1476.378,1476.382,1.7605,0.0091,0.0,-1.0580111933666814e-05
1789484649.4784758,1485.437,1485.443,1.7509,-0.0015,0.0,-1.0580111933666814e-05
1789484649.502476,1494.135,1494.141,1.7263,0.0001,0.0,-1.0580111933666814e-05
1789484649.5284758,1503.557,1503.563,1.7083,-0.0034,0.0,-1.0580111933666814e-05
1789484649.5524762,1512.255,1512.261,1.7335,0.0052,0.0,-1.0580111933666814e-05
1789484649.5784762,1521.68,1521.683,1.707,-0.0025,0.0,-1.0580111933666814e-05
1789484649.602476,1530.375,1530.381,1.6974,-0.0012,0.0,-1.0580111933666814e-05
1789484649.6284757,1539.799,1539.803,1.6559,0.0084,0.0,-1.0580111933666814e-05
1789484649.6534758,1548.858,1548.864,1.6492,0.0073,0.0,-1.0580111933666814e-05
1789484649.678476,1557.919,1557.922,1.6537,0.002,0.0,-1.0580111933666814e-05
1789484649.7034764,1566.977,1566.984,1.6103,-0.0024,0.0,-1.0580111933666814e-05
1789484649.7284758,1576.039,1576.042,1.6337,0.0025,0.0,-1.0580111933666814e-05
1789484649.7534757,1585.097,1585.104,1.5922,-0.0058,0.0,-1.0580111933666814e-05
1789484649.778476,1594.159,1594.162,1.6512,0.002,0.0,-1.0580111933666814e-05
1789484649.803476,1603.22,1603.223,1.6012,0.0015,0.0,-1.0580111933666814e-05
1789484649.8284762,1612.279,1612.285,1.5945,-0.001,0.0,-1.0580111933666814e-05
1789484649.8524756,1620.977,1620.98,1.5445,-0.0025,0.0,-1.0580111933666814e-05
1789484649.878476,1630.398,1630.405,1.5942,0.0012,0.0,-1.0580111933666814e-05
1789484649.902476,1639.097,1639.1,1.5809,0.0116,0.0,-1.0580111933666814e-05
1789484649.928476,1648.518,1648.525,1.5826,-0.0009,0.0,-1.0580111933666814e-05
1789484649.9534762,1657.58,1657.583,1.5561,0.0005,0.0,-1.0580111933666814e-05
1789484649.9784758,1666.638,1666.644,1.5146,0.0036,0.0,-1.0580111933666814e-05
1789484650.002476,1675.336,1675.343,1.5483,0.0008,0.0,-1.0580111933666814e-05
1789484650.0284758,1684.761,1684.764,1.5012,-0.0029,0.0,-1.0580111933666814e-05
1789484650.0524762,1693.456,1693.463,1.5527,0.0015,0.0,-1.0580111933666814e-05
1789484650.0784762,1702.881,1702.884,1.5159,0.0041,0.0,-1.0580111933666814e-05
1789484650.1034758,1711.939,1711.946,1.4791,0.0018,0.0,-1.0580111933666814e-05
1789484650.1284757,1721.0,1721.004,1.4517,0.004,0.0,-1.0580111933666814e-05
1789484650.1534758,1730.059,1730.065,1.4403,0.0031,0.0,-1.0580111933666814e-05
1789484650.178476,1739.12,1739.124,1.4129,0.0022,0.0,-1.0580111933666814e-05
1789484650.2034764,1748.178,1748.185,1.455,0.0072,0.0,-1.0580111933666814e-05
1789484650.2284758,1757.24,1757.243,1.4088,-0.0035,0.0,-1.0580111933666814e-05
1789484650.2534757,1766.302,1766.305,1.4049,0.0001,0.0,-1.0580111933666814e-05
1789484650.278476,1775.36,1775.366,1.3804,0.0012,0.0,-1.0580111933666814e-05
1789484650.303476,1784.421,1784.425,1.4028,0.0014,0.0,-1.0580111933666814e-05
1789484650.3284762,1793.48,1793.486,1.3472,-0.0009,0.0,-1.0580111933666814e-05
1789484650.3534758,1802.541,1802.545,1.3489,-0.0069,0.0,-1.0580111933666814e-05
1789484650.378476,1811.599,1811.606,1.3272,-0.0034,0.0,-1.0580111933666814e-05
1789484650.4034758,1820.661,1820.664,1.3628,0.0081,0.0,-1.0580111933666814e-05
1789484650.428476,1829.719,1829.726,1.356,0.003,0.0,-1.0580111933666814e-05
1789484650.4524758,1838.418,1838.424,1.3268,-0.0065,0.0,-1.0580111933666814e-05
1789484650.4784758,1847.842,1847.846,1.3567,0.0051,0.0,-1.0580111933666814e-05
1789484650.503476,1856.901,1856.904,1.2767,0.0005,0.0,-1.0580111933666814e-05
1789484650.5284758,1865.962,1865.965,1.2869,0.0011,0.0,-1.0580111933666814e-05
1789484650.553476,1875.02,1875.027,1.3366,-0.0004,0.0,-1.0580111933666814e-05
1789484650.5774758,1883.719,1883.722,1.2838,-0.0076,0.0,-1.0580111933666814e-05
1789484650.6034758,1893.14,1893.147,1.3175,0.0037,0.0,-1.0580111933666814e-05
1789484650.6274757,1901.838,1901.845,1.2873,0.0035,0.0,-1.0580111933666814e-05
1789484650.6534758,1911.26,1911.266,1.2769,-0.0003,0.0,-1.0580111933666814e-05
1789484650.678476,1920.322,1920.325,1.2476,-0.0039,0.0,-1.0580111933666814e-05
1789484650.7024765,1929.02,1929.023,1.2062,-0.0044,0.0,-1.0580111933666814e-05
1789484650.727476,1938.078,1938.084,1.2455,0.0047,0.0,-1.0580111933666814e-05
1789484650.7534757,1947.503,1947.506,1.2209,0.0075,0.0,-1.0580111933666814e-05
1789484650.778476,1956.561,1956.568,1.2462,-0.0033,0.0,-1.0580111933666814e-05
1789484650.8024762,1965.259,1965.263,1.2366,0.0022,0.0,-1.0580111933666814e-05
1789484650.8284762,1974.681,1974.687,1.2177,-0.0017,0.0,-1.0580111933666814e-05
1789484650.8534758,1983.742,1983.746,1.2242,0.0017,0.0,-1.0580111933666814e-05
1789484650.878476,1992.801,1992.807,1.1752,-0.0045,0.0,-1.0580111933666814e-05
1789484650.9034758,2001.862,2001.865,1.207,-0.0011,0.0,-1.0580111933666814e-05
1789484650.928476,2010.924,2010.927,1.1815,0.0028,0.0,-1.0580111933666814e-05
1789484650.9534762,2019.982,2019.985,1.1927,0.0033,0.0,-1.0580111933666814e-05
1789484650.9774756,2028.68,2028.683,1.1982,0.0028,0.0,-1.0580111933666814e-05
1789484651.003476,2038.102,2038.108,1.1295,-0.0056,0.0,-1.0580111933666814e-05
1789484651.0284758,2047.163,2047.167,1.1388,-0.0013,0.0,-1.0580111933666814e-05
1789484651.053476,2056.221,2056.228,1.1133,-0.0103,0.0,-1.0580111933666814e-05
1789484651.0784762,2065.283,2065.286,1.1348,0.0058,0.0,-1.0580111933666814e-05
1789484651.1034758,2074.341,2074.348,1.1018,-0.0018,0.0,-1.0580111933666814e-05
1789484651.1274757,2083.04,2083.046,1.1102,0.0022,0.0,-1.0580111933666814e-05
1789484651.152476,2092.101,2092.104,1.0932,-0.0019,0.0,-1.0580111933666814e-05
1789484651.1774762,2101.159,2101.166,1.1193,-0.0004,0.0,-1.0580111933666814e-05
1789484651.2034764,2110.584,2110.587,1.1211,-0.0036,0.0,-1.0580111933666814e-05
1789484651.2284763,2119.642,2119.649,1.1031,0.0011,0.0,-1.0580111933666814e-05
1789484651.2534757,2128.704,2128.707,1.0842,-0.0054,0.0,-1.0580111933666814e-05
1789484651.278476,2137.762,2137.769,1.0916,0.0027,0.0,-1.0580111933666814e-05
1789484651.303476,2146.824,2146.827,1.0389,-0.0001,0.0,-1.0580111933666814e-05
1789484651.3284762,2155.882,2155.888,1.0313,-0.0025,0.0,-1.0580111933666814e-05
1789484651.3524756,2164.58,2164.587,1.0472,-0.0013,0.0,-1.0580111933666814e-05
1789484651.378476,2174.005,2174.008,1.0273,-0.0043,0.0,-1.0580111933666814e-05
1789484651.4034758,2183.063,2183.067,1.0423,-0.0008,0.0,-1.0580111933666814e-05
1789484651.428476,2192.125,2192.128,1.0506,-0.0014,0.0,-1.0580111933666814e-05
1789484651.4534762,2201.183,2201.19,1.0336,0.0017,0.0,-1.0580111933666814e-05
1789484651.4774756,2209.882,2209.885,0.9865,-0.0112,0.0,-1.0580111933666814e-05
1789484651.503476,2219.303,2219.309,1.0033,0.0053,0.0,-1.0580111933666814e-05
1789484651.5284758,2228.365,2228.368,0.9882,0.0005,0.0,-1.0580111933666814e-05
1789484651.553476,2237.423,2237.429,1.0051,-0.0053,0.0,-1.0580111933666814e-05
1789484651.5774763,2246.121,2246.128,1.0069,-0.0032,0.0,-1.0580111933666814e-05
1789484651.602476,2255.183,2255.186,1.007,0.0018,0.0,-1.0580111933666814e-05
1789484651.6284757,2264.604,2264.607,1.0371,0.0033,0.0,-1.0580111933666814e-05
1789484651.6534758,2273.666,2273.669,0.9921,0.0006,0.0,-1.0580111933666814e-05
1789484651.678476,2282.724,2282.73,1.0072,0.0015,0.0,-1.0580111933666814e-05
1789484651.7034764,2291.785,2291.789,1.0525,0.0043,0.0,-1.0580111933666814e-05
1789484651.7284763,2300.844,2300.85,1.0358,0.0002,0.0,-1.0580111933666814e-05
1789484651.7534757,2309.905,2309.908,1.0209,-0.0011,0.0,-9.680093699504507e-06
1789484651.778476,2318.963,2318.97,1.0626,0.0054,0.0,-9.680093699504507e-06
1789484651.8024762,2327.662,2327.668,1.0967,-0.0006,0.0,-9.680093699504507e-06
1789484651.8284762,2337.086,2337.09,1.1384,0.0018,0.0,-9.680093699504507e-06
1789484651.8534763,2346.145,2346.148,1.1199,0.0009,0.0,-9.680093699504507e-06
1789484651.878476,2355.206,2355.21,1.1711,-0.0017,0.0,-8.820077789239988e-06
1789484651.9034758,2364.265,2364.271,1.179,0.0048,0.0,-8.820077789239988e-06
1789484651.928476,2373.326,2373.329,1.2284,0.0015,0.0,-8.000059524615466e-06
1789484651.9534762,2382.384,2382.391,1.2646,0.0028,0.0,-8.000063996815854e-06
1789484651.9774756,2391.083,2391.086,1.3197,0.0043,0.0,-8.000063996815854e-06
1789484652.002476,2400.137,2400.141,1.3787,-0.0026,0.0,-7.220052125278542e-06
1789484652.0284758,2409.556,2409.559,1.4151,0.0033,0.0,-7.220052125278542e-06
1789484652.053476,2418.611,2418.614,1.4496,-0.0057,0.0,-6.4800419874444515e-06
1789484652.0784762,2427.666,2427.669,1.5276,-0.0031,0.0,-5.780033405455853e-06
1789484652.102476,2436.358,2436.364,1.5792,-0.0017,0.0,-5.780033405455853e-06
1789484652.1284757,2445.776,2445.782,1.6327,0.0012,0.0,-5.120026211669071e-06
1789484652.1534758,2454.831,2454.837,1.6768,-0.0059,0.0,-4.5000202473222134e-06
1789484652.178476,2463.886,2463.892,1.7663,-0.0075,0.0,-3.92001536408948e-06
1789484652.2024765,2472.578,2472.584,1.8672,0.0022,0.0,-3.3800114223048183e-06
1789484652.227476,2481.629,2481.636,1.9606,0.003,0.0,-2.880008292516223e-06
1789484652.2534757,2491.041,2491.047,2.0806,0.0021,0.0,-2.420005854819607e-06
1789484652.278476,2500.093,2500.096,2.1191,-0.008,0.0,-2.000003998636757e-06
1789484652.303476,2509.141,2509.148,2.2373,-0.0078,0.0,-0.0002844483650286111
1789484652.3274763,2517.829,2517.836,2.3251,-0.0044,0.0,-0.00028380827291973887
1789484652.3534763,2527.238,2527.245,2.449,0.0009,0.0,-0.0002835482357343988
1789484652.378476,2536.286,2536.29,2.495,-0.0089,0.0,-0.0002831481787901602
1789484652.402476,2544.968,2544.975,2.6455,0.0003,0.0,-0.00028300815893511644
1789484652.428476,2554.377,2554.383,2.7619,-0.0027,0.0,-0.0002828481362919799
1789484652.4524763,2563.059,2563.065,2.9125,0.0023,0.0,-0.0002828481362919799
1789484652.4784763,2572.46,2572.467,2.9754,-0.0028,0.0,-0.0002829081553248347
1789484652.503476,2581.502,2581.509,3.1032,-0.0007,0.0,-0.0002831481787901602
1789484652.5284758,2590.544,2590.551,3.189,0.0,0.0,-0.0002835482357343988
1789484652.5524762,2599.223,2599.229,3.2806,0.0008,0.0,-0.00028410831599390274
1789484652.5774763,2608.265,2608.271,3.311,-0.0092,0.0,-0.0002848284201060203
1789484652.6034763,2617.66,2617.67,3.3241,-0.002,0.0,-0.0002857085487617539
1789484652.6274757,2626.335,2626.342,3.4237,0.0,0.0,-0.0002862086225516869
1789484652.6534758,2635.734,2635.741,3.4008,0.0003,0.0,-0.0002873287896543175
1789484652.678476,2644.77,2644.776,3.3626,0.0006,0.0,-0.00028794896923223234
1789484652.7024765,2653.445,2653.451,3.3553,0.0067,0.0,-0.00028930909120505877
1789484652.7284763,2662.844,2662.85,3.2021,-0.0034,0.0,-0.00029004920591835237
1789484652.7524757,2671.519,2671.529,3.1431,0.0013,0.0,-0.0002908293280174945
1789484652.778476,2680.924,2680.93,3.0306,0.0011,0.0,-0.0002908293280174945
1789484652.8024762,2689.603,2689.609,2.9584,0.0016,0.0,-0.00029082943666458583
1789484652.8284762,2699.004,2699.011,2.8267,0.0022,0.0,-0.00029164945768966877
1789484652.8524764,2707.683,2707.693,2.6623,-0.0004,0.0,-0.00029164945768966877
1789484652.878476,2717.085,2717.095,2.5712,0.0078,0.0,-8.000063996815854e-06
1789484652.9034758,2726.13,2726.14,2.3722,-0.0026,0.0,-8.000063996815854e-06
