regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,577,5.560400009155273,7.9991,0.1520090135531218,0.5484717786545819,577
stationary,344,8.581037282943726,0.0,0.012841324413650166,0.0008,344
straight_accelerating,95,0.636887788772583,9.9173,0.28233175330608834,0.6746489295093272,95
straight_coasting,57,1.1634626388549805,5.6375,0.5303791561996372,0.8419483041893461,57
straight_steady,793,7.960635185241699,7.9991,0.13374962544664443,0.5448273257971512,793
