metric,bin,samples,relative_samples,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_median_pct,relative_error_p95_pct,relative_error_max_pct,reference_median,reference_max
odom_speed_vs_truth,0-1_mps,359,0,0.0,0.258813358114884,0.5289918517823138,nan,nan,nan,nan,nan
odom_speed_vs_truth,1-3_mps,246,246,0.012644013130398757,0.4875974799149696,0.8906567821090472,0.6344211304766059,22.81061637577063,40.19394903784425,1.993,2.9551
odom_speed_vs_truth,3-5_mps,399,399,0.03523009852276049,0.7279866583858716,0.873922134126687,0.8804223047047479,19.14928594680554,28.439654206992966,4.0017,4.9948
odom_speed_vs_truth,5-10_mps,286,286,0.10128410800126586,0.5813766909928049,0.8419483041893461,1.2661859023161512,7.977253787168637,15.581824484386606,7.9991,9.9965
odom_speed_vs_truth,10-15_mps,438,438,0.10057955962973253,0.5004034732553091,0.7985319740334731,0.9251424141141856,4.252555286570494,7.977581486293026,11.9955,14.9685
odom_speed_vs_truth,15-20_mps,138,138,0.1853497471200276,0.2846833391932382,0.6697083478284327,1.2198955236039448,1.7788928552260033,4.184787906497574,16.0034,16.0054
odom_position_vs_truth,distance_ge_1m,1711,1711,0.984821555312803,2.279543380609476,3.065583472108552,1.028255524884029,2.4809797380384153,16.12234960963151,131.42570054711632,250.2243027159224
odom_position_vs_truth,distance_ge_5m,1632,1632,1.0448044708735709,2.29166629907002,3.065583472108552,0.9954711891898577,1.9265977612870904,3.719952683071135,143.6121006263115,250.2243027159224
odom_position_vs_truth,distance_ge_10m,1531,1531,1.1164544212277125,2.304915614721591,3.065583472108552,0.969847908050517,1.842825111999901,2.6362139048672644,156.33960069833353,250.2243027159224
odom_position_vs_truth,distance_ge_50m,1214,1214,1.4379903216394783,2.3475164528251846,3.065583472108552,1.030226506292295,1.842825111999901,2.256067617633082,197.47100112061688,250.2243027159224
odom_position_vs_truth,distance_ge_100m,977,977,1.6360715172226576,2.369874763330658,3.065583472108552,0.8723376380286187,1.666123864048881,2.0792133540520163,221.73460148114037,250.2243027159224
odom_position_endpoint,epoch_0,1,1,0.9019656957349709,0.9019656957349709,0.9019656957349709,0.3604628670936752,0.3604628670936752,0.3604628670936752,250.2243027159224,250.2243027159224
speed_target_vs_truth,speed_2.00,92,92,0.006999999999999895,0.006999999999999895,0.006999999999999895,0.34999999999999476,0.34999999999999476,0.34999999999999476,2.0,2.0
speed_target_vs_truth,speed_4.00,94,94,0.0015000000000000568,0.0015999999999998238,0.0015999999999998238,0.03750000000000142,0.039999999999995595,0.039999999999995595,4.0,4.0
speed_target_vs_truth,speed_5.00,80,80,0.006000000000000227,0.006000000000000227,0.006000000000000227,0.12000000000000455,0.12000000000000455,0.12000000000000455,5.0,5.0
speed_target_vs_truth,speed_8.00,80,80,0.0008999999999996788,0.0008999999999996788,0.0008999999999996788,0.011249999999995985,0.011249999999995985,0.011249999999995985,8.0,8.0
speed_target_vs_truth,speed_10.00,87,87,0.012199999999999989,0.012199999999999989,0.012199999999999989,0.12199999999999989,0.12199999999999989,0.12199999999999989,10.0,10.0
speed_target_vs_truth,speed_12.00,86,86,0.0045000000000001705,0.0045000000000001705,0.0045000000000001705,0.03750000000000142,0.03750000000000142,0.03750000000000142,12.0,12.0
speed_target_vs_truth,speed_16.00,83,83,0.005299999999998306,0.005599999999999383,0.013299999999999201,0.03312499999998941,0.034999999999996145,0.08312499999999501,16.0,16.0
