s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
3.62357119,-3.14012219,0.96588097,-0.450405463,-0.08783762,0.024725467,4.30648627,-0.25693548,4.31330222,-0.031496268,-0.166302588,-1.04919660,0.9708750,0.8685534
3.73337638,-3.13655258,0.85613969,-0.448243873,-0.08295408,0.067215475,4.29243234,-0.30064460,4.28628572,-0.035455635,-0.155905786,-1.14900983,0.9668681,0.8603517
3.84318157,-3.13857874,0.74635938,-0.491755187,-0.07349507,0.110823634,4.27553656,-0.34569376,4.25654513,-0.039170047,-0.143637489,-1.25053907,0.9701596,0.8486778
3.95298675,-3.14651266,0.63684752,-0.515965805,-0.05917990,0.156914557,4.25568218,-0.39099896,4.22392165,-0.042635520,-0.132157686,-1.34747002,0.9817084,0.8343664
4.06279194,-3.16062684,0.52796071,-0.537867787,-0.03963188,0.204196416,4.23264222,-0.43584195,4.18816382,-0.045892006,-0.121760141,-1.44281991,1.0036757,0.8169646
4.17259713,-3.18114111,0.42009719,-0.556021029,-0.01447412,0.252217357,4.20611367,-0.47972415,4.14889924,-0.048979055,-0.112436053,-1.53810129,1.0011746,0.7967580
4.28240232,-3.20819403,0.31368586,-0.568687266,0.01671868,0.300325251,4.17568476,-0.52229964,4.10561281,-0.051925079,-0.103428632,-1.63535180,1.0207956,0.7758411
4.39220750,-3.24182816,0.20916842,-0.574748565,0.05439448,0.347685030,4.14082062,-0.56323169,4.05762526,-0.054725241,-0.093320455,-1.73713959,1.0479047,0.9308865
4.50201269,-3.28198309,0.10697888,-0.574770573,0.09898920,0.393412547,4.10084882,-0.60201690,4.00407316,-0.057329795,-0.081008612,-1.84632339,1.0759057,1.0632823
4.61181788,-3.32849364,0.00752073,-0.566646422,0.15087049,0.436539924,4.05495189,-0.63784940,3.94389799,-0.059661380,-0.066813569,-1.96614863,1.1074543,1.0585431
4.72162307,-3.38109576,-0.08885498,-0.553640151,0.21028293,0.476186711,4.00215010,-0.66966781,3.87583299,-0.061669790,-0.053230043,-2.09942619,1.1310118,2.0702614
4.83142825,-3.43945081,-0.18186082,-0.534441806,0.27728727,0.511628029,3.94129344,-0.69656524,3.79840546,-0.063448080,-0.046530143,-2.24910323,1.1604616,3.5363267
4.94123344,-3.50315817,-0.27128652,-0.511594694,0.35170845,0.542250574,3.87104650,-0.71886701,3.70993095,-0.065453438,-0.058666274,-2.41774830,1.2025448,3.6188400
5.05103863,-3.57178395,-0.35699698,-0.484601401,0.43307826,0.567526653,3.78988108,-0.74003674,3.60849905,-0.068777048,-0.104750570,-2.60907942,1.2528154,3.7025720
5.16084382,-3.64488417,-0.43892561,-0.455632960,0.52058347,0.586809151,3.69604502,-0.76857562,3.49185224,-0.075158501,-0.191023223,-2.83078761,1.3163334,3.7926484
5.27064900,-3.72198831,-0.51709863,-0.467139714,0.61418058,0.600968993,3.58609279,-0.81829650,3.35534725,-0.086494003,-0.299446123,-3.10287865,1.3909493,3.8871863
5.38045419,-3.80321005,-0.59098217,-0.822531931,0.72562578,0.623218219,3.43888446,-0.92487996,3.17200085,-0.108939909,-0.490016607,-3.48441729,1.4908373,4.0943578
5.49025938,-3.89036162,-0.65774607,-0.947879652,0.86405590,0.646811722,3.22868213,-1.15252521,2.91709602,-0.152912956,-0.741734016,-3.76129700,1.6388471,4.5959872
5.60006457,-3.98402893,-0.71498406,-1.145939112,1.02774356,0.635945049,2.92768278,-1.60460798,2.57447839,-0.235762545,-1.070812249,-3.88667458,1.8707324,3.9297255
5.70986975,-4.08412740,-0.76000080,-1.333858959,1.20151394,0.539559467,2.52088551,-2.29678067,2.17736099,-0.354945380,-0.984357879,-3.02935151,2.2259378,3.6884121
5.81967494,-4.18969695,-0.78995293,-1.478787963,1.34017707,0.314643874,2.17112915,-2.88098725,2.06793041,-0.441475449,-0.270804468,1.15532007,2.6338855,3.6869951
5.92948013,-4.29869250,-0.80258449,-1.510000646,1.39535902,0.012201705,2.14088516,-2.99668249,2.33852737,-0.424403570,0.484624038,2.25898898,2.4216043,1.8421931
6.03928532,-4.40828424,-0.79713544,-1.428930562,1.35496853,-0.257065441,2.38236538,-2.74921289,2.69430497,-0.339219141,0.665131576,2.51513437,2.1124544,1.4662172
6.14909050,-4.51568509,-0.77459246,-1.475559348,1.23878334,-0.443515229,2.68927224,-2.40852224,3.03701398,-0.262494144,0.474217319,2.61140162,2.1062412,1.6686188
6.25889569,-4.61800832,-0.73499613,-1.652529245,1.07201349,-0.548805786,2.99829465,-2.07363632,3.36116838,-0.199648400,0.549675348,2.64638936,2.6052630,1.4476842
6.36870088,-4.71154905,-0.67768603,-1.689134180,0.89065346,-0.571657332,3.28019249,-1.66783123,3.64836136,-0.125481713,0.833144180,2.60778959,2.3709963,4.0056376
6.47850607,-4.79302110,-0.60421267,-1.565240760,0.73459367,-0.521127394,3.50923576,-1.16198415,3.87529265,-0.052854781,0.804675897,2.50419961,1.8468221,3.4286524
6.58831125,-4.86084750,-0.51795257,-1.336415202,0.62114169,-0.427552748,3.68394494,-0.69015787,4.04288026,-0.008199244,0.449855776,2.35395574,1.5785599,3.1485414
6.69811644,-4.91536226,-0.42268823,-1.087762499,0.54603915,-0.323785461,3.81740899,-0.36058237,4.16629844,0.007626596,0.095719802,2.18791612,1.4109856,2.9788285
6.80792163,-4.95798419,-0.32152619,-0.813122058,0.49853303,-0.231491513,3.92257794,-0.17203391,4.25986247,0.008915447,-0.048613934,2.01392318,1.3180850,2.9097240
6.91772682,-4.99183896,-0.21707470,-0.005404790,0.46974746,-0.191071807,4.00023120,-0.08122220,4.32322431,0.007027838,-0.058106052,1.62039543,1.2603676,2.8977799
7.02753201,-5.02394569,-0.11206816,-0.082504736,0.44833016,-0.187881092,4.06061232,-0.03943850,4.36902544,0.004572768,-0.106743673,1.62210777,1.2315144,2.9197956
7.13733719,-5.05542984,-0.00687332,-0.052299916,0.42729147,-0.181258397,4.11723630,-0.01994732,4.41380276,0.000907680,-0.141738695,1.56618101,1.2071764,2.9380575
7.24714238,-5.08628906,0.09850626,-0.054831324,0.40711311,-0.175870465,4.16985660,-0.01832374,4.45628701,-0.002292994,-0.076546404,1.52654942,1.1793194,2.9595554
7.35694757,-5.11650309,0.20407272,-0.056285166,0.38757039,-0.170341375,4.21941743,-0.02350466,4.49710182,-0.002592406,0.066463203,1.48528174,1.1490414,1.1342387
7.46675276,-5.14606930,0.30982244,-0.055796279,0.36866705,-0.164844261,4.26631909,-0.02306054,4.53625725,0.000269535,0.153928341,1.44188056,1.1247232,0.8962084
7.57655794,-5.17498685,0.41575136,-0.055901183,0.35040423,-0.159194543,4.31086962,-0.01055777,4.57377497,0.004522984,0.170292741,1.39736778,1.1038603,0.8831188
7.68636313,-5.20325186,0.52185627,-0.056359582,0.33281359,-0.153022776,4.35330980,0.01231591,4.60968847,0.008191112,0.111040316,1.35141731,1.0817086,0.8879003
7.79616832,-5.23086083,0.62813377,-0.056289911,0.31596853,-0.146153229,4.39380561,0.03827714,4.64399986,0.009686536,0.005088865,1.30352337,1.0625361,0.8994875
7.90597351,-5.25781208,0.73457997,-0.056661698,0.29995370,-0.138629702,4.43247499,0.05848133,4.67670187,0.008564012,-0.091252485,1.25403065,1.0428735,0.9103857
8.01577869,-5.28410147,0.84119155,-0.056557573,0.28483652,-0.130703750,4.46940387,0.06611471,4.70778625,0.005162230,-0.173720149,1.20265240,1.0237369,0.9197144
8.12558388,-5.30972784,0.94796444,-0.056871661,0.27064539,-0.122763584,4.50465627,0.05739383,4.73724866,-0.000046541,-0.235268489,1.14997104,1.0069905,0.9280014
8.23538907,-5.33468742,1.05489517,-0.056749535,0.25735834,-0.115229594,4.53828396,0.03277592,4.76509371,-0.005556759,-0.198111650,1.09588855,0.9886493,0.9363240
8.34519426,-5.35897825,1.16197980,-0.057206308,0.24490855,-0.108405086,4.57033134,-0.00040001,4.79133435,-0.008690198,-0.041095453,1.04097995,0.9731003,0.9437282
8.45499944,-5.38259712,1.26921464,-0.057071881,0.23320502,-0.102373122,4.60083783,-0.03163317,4.81598980,-0.009145140,0.023619782,0.98507962,0.9576457,0.9500021
8.56480463,-5.40554320,1.37659545,-0.057442935,0.22215602,-0.097046701,4.62983894,-0.05739417,4.83908460,-0.009855025,-0.060339834,0.92880973,0.9418337,0.9562547
8.67460982,-5.42781271,1.48411861,-0.057288119,0.21167848,-0.092348377,4.65736852,-0.08229779,4.86064633,-0.012279189,-0.120148331,0.87181719,0.9291009,0.9618003
8.78441501,-5.44940493,1.59177983,-0.057556840,0.20169285,-0.088300482,4.68345728,-0.10979724,4.88069869,-0.014976562,-0.088326225,0.81433342,0.9148470,0.9661194
8.89422019,-5.47031678,1.69957526,-0.057434186,0.19211770,-0.084929326,4.70813202,-0.13783803,4.89926115,-0.016602111,-0.037178061,0.75600888,0.9024469,0.9703279
9.00402538,-5.49054670,1.80750075,-0.057651351,0.18287500,-0.082186615,4.73141241,-0.16230272,4.91634267,-0.016950059,0.013297704,0.69673687,0.8912590,0.9746243
9.11383057,-5.51009354,1.91555205,-0.058018246,0.17390145,-0.079898660,4.75331077,-0.17943541,4.93194212,-0.015814602,0.085028026,0.63615368,0.8790831,0.9782863
9.22363576,-5.52895386,2.02372528,-0.057360325,0.16515793,-0.077882627,4.77382795,-0.18565435,4.94604153,-0.012940002,0.160651153,0.57376794,0.8698984,0.9806555
9.33344094,-5.54712826,2.13201587,-0.057963346,0.15663445,-0.075826078,4.79295829,-0.17807663,4.95862096,-0.008489585,0.221217935,0.51011268,0.8597172,0.9816332
9.44324613,-5.56461379,2.24041983,-0.058034397,0.14836003,-0.073354320,4.81069144,-0.15574525,4.96966077,-0.003064684,0.246904798,0.44480726,0.8505384,0.9825652
9.55305132,-5.58140907,2.34893287,-0.057856916,0.14040055,-0.070199298,4.82701183,-0.12086810,4.97913868,0.002150366,0.205464320,0.37820543,0.8434695,0.9829410
9.66285651,-5.59751297,2.45755066,-0.057939237,0.13284657,-0.066151285,4.84190402,-0.07949496,4.98703666,0.005707672,0.104445222,0.31024047,0.8348916,0.9819615
9.77266169,-5.61292533,2.56626874,-0.058518960,0.12580290,-0.061124724,4.85535321,-0.03975604,4.99333263,0.006951702,0.004238449,0.24056372,0.8289803,0.9807898
9.88246688,-5.62764285,2.67508305,-0.057648278,0.11936822,-0.055296319,4.86734231,-0.00833089,4.99799739,0.006271055,-0.064240838,0.16893449,0.8231462,0.9792546
9.99227207,-5.64166739,2.78398885,-0.058170625,0.11361662,-0.048904049,4.87785294,0.01142476,5.00100914,0.004344558,-0.105744189,0.09626880,0.8171367,0.9763668
10.10207726,-5.65499624,2.89298198,-0.058311653,0.10859578,-0.042166433,4.88686668,0.01901059,5.00235566,0.001746099,-0.124064827,0.02256554,0.8138976,0.9731163
10.21188244,-5.66762861,3.00205802,-0.058028124,0.10432467,-0.035389774,4.89436424,0.01569147,5.00202642,-0.001103549,-0.128515054,-0.05184191,0.8092277,0.9700596
10.32168763,-5.67956489,3.11121244,-0.057883037,0.10079225,-0.028812745,4.90032702,0.00342893,5.00001674,-0.004025338,-0.130922694,-0.12659254,0.8064253,0.9664878
10.43149282,-5.69080432,3.22044080,-0.060506697,0.09797352,-0.022454375,4.90473788,-0.01592293,4.99632672,-0.006982283,-0.131917397,-0.20136442,0.8049229,0.9618230
10.54129801,-5.70125943,3.32974694,-0.087317373,0.09591668,-0.014974569,4.90758274,-0.04067421,4.99098153,-0.009827646,-0.120810124,-0.27336134,0.8023044,0.9555763
10.65110320,-5.71070877,3.43914464,-0.084287911,0.09472315,-0.006780830,4.90884717,-0.06870564,4.98395111,-0.012257203,-0.094756526,-0.35078738,0.8029851,0.9488363
10.76090838,-5.71914439,3.54862513,-0.084614925,0.09438989,0.000628837,4.90850987,-0.09742709,4.97517579,-0.014030252,-0.062480714,-0.42843344,0.8031552,0.9416363
10.87071357,-5.72656152,3.65817934,-0.084795653,0.09484077,0.007441932,4.90654496,-0.12437788,4.96463722,-0.015086082,-0.030877089,-0.50696938,0.8047156,0.9326696
10.98051876,-5.73295840,3.76779786,-0.084711255,0.09601245,0.013695049,4.90292533,-0.14767082,4.95230689,-0.015503274,-0.005598819,-0.58653207,0.8085951,0.9229390
11.09032395,-5.73833473,3.87747117,-0.084954307,0.09784907,0.019482614,4.89762125,-0.16628607,4.93815192,-0.015468762,0.009290759,-0.66715654,0.8112808,0.9131289
11.20012913,-5.74268770,3.98718986,-0.085053940,0.10030632,0.024917754,4.89060012,-0.18014149,4.92213492,-0.015218614,0.013497998,-0.74900228,0.8172859,0.9025614
11.30993432,-5.74601627,4.09694440,-0.084773904,0.10334983,0.030068151,4.88182641,-0.18991911,4.90421400,-0.014961408,0.009837387,-0.83214710,0.8228000,0.8907418
11.41973951,-5.74832213,4.20672519,-0.085264675,0.10695450,0.035031334,4.87126059,-0.19674222,4.88434495,-0.014842444,0.001208892,-0.91641332,0.8279745,0.8770628
11.52954470,-5.74960167,4.31652274,-0.084837158,0.11110277,0.039848607,4.85886016,-0.20187774,4.86248161,-0.014952870,-0.010399888,-1.00196142,0.8374773,0.8625204
11.63934988,-5.74985766,4.42632745,-0.085255009,0.11578040,0.044537249,4.84457902,-0.20654822,4.83857715,-0.015346225,-0.023577317,-1.08839576,0.8462022,0.8483096
11.74915507,-5.74908851,4.53612976,-0.084634937,0.12097312,0.049081779,4.82836857,-0.21183265,4.81258574,-0.016049948,-0.037379922,-1.17578381,0.8568531,0.8362009
11.85896026,-5.74729715,4.64592016,-0.084840938,0.12666362,0.053442770,4.81017755,-0.21862411,4.78446316,-0.017074720,-0.051229925,-1.26360362,0.8693865,0.8290564
11.96876545,-5.74448332,4.75568910,-0.084672699,0.13283135,0.057598093,4.78995246,-0.22762392,4.75416837,-0.018421261,-0.064793092,-1.35171998,0.8809728,0.8258938
12.07857063,-5.74064872,4.86542713,-0.084546900,0.13944975,0.061467650,4.76763971,-0.23935569,4.72166424,-0.020084972,-0.077911070,-1.43972240,0.8962023,0.8268982
12.18837582,-5.73579599,4.97512486,-0.084540967,0.14648433,0.064986524,4.74318489,-0.25419038,4.68691865,-0.022059215,-0.090533898,-1.52720284,0.9108074,0.8315117
12.29818101,-5.72992626,5.08477287,-0.083922863,0.15389038,0.068045189,4.71653585,-0.27237260,4.64990642,-0.024337092,-0.102673992,-1.61382456,0.9267402,0.8352594
12.40798620,-5.72304344,5.19436195,-0.084108527,0.16161292,0.070564586,4.68764082,-0.29404991,4.61060893,-0.026913377,-0.114426272,-1.69891136,0.9451713,0.8376189
12.51779138,-5.71514939,5.30388284,-0.083825242,0.16958812,0.072468327,4.65645099,-0.31929781,4.56901640,-0.029785482,-0.125892296,-1.78209693,0.9625572,0.8411465
12.62759657,-5.70624745,5.41332642,-0.083681570,0.17774079,0.073639784,4.62292326,-0.34814207,4.52513021,-0.032954322,-0.137243463,-1.86272089,0.9833271,0.8449829
12.73740176,-5.69634153,5.52268370,-0.083305088,0.18598303,0.073971732,4.58701997,-0.38058136,4.47896380,-0.036425705,-0.148676669,-1.94018694,1.0036718,0.8529864
12.84720695,-5.68543529,5.63194574,-0.082917868,0.19421390,0.073345382,4.54871134,-0.41660800,4.43054529,-0.040211839,-0.160479050,-2.01376316,1.0254373,0.8653660
12.95701213,-5.67353328,5.74110381,-0.082905926,0.20232096,0.071670773,4.50797443,-0.45623462,4.37991753,-0.044334726,-0.173079438,-2.08261611,1.0495281,0.8790983
13.06681732,-5.66063954,5.85014919,-0.082456859,0.21017956,0.068829717,4.46479904,-0.49952026,4.32714458,-0.048829764,-0.187052688,-2.14594541,1.0726357,0.8928484
13.17662251,-5.64675884,5.95907333,-0.082186455,0.21765044,0.064686039,4.41918922,-0.54660869,4.27231419,-0.053751175,-0.203201907,-2.20270790,1.0991703,0.9068867
13.28642770,-5.63189628,6.06786785,-0.081590908,0.22457883,0.059099065,4.37116509,-0.59777272,4.21554122,-0.059176577,-0.222386971,-2.25184222,1.1251182,0.9201843
13.39623288,-5.61605776,6.17652457,-0.081475878,0.23079447,0.051928701,4.32076427,-0.65345664,4.15697028,-0.065208173,-0.245392358,-2.29204667,1.1529307,0.9312796
13.50603807,-5.59924819,6.28503533,-0.081064725,0.23611045,0.043015275,4.26804722,-0.71428780,4.09678255,-0.071963009,-0.272247541,-2.32201775,1.1821451,0.9408826
13.61584326,-5.58147398,6.39339224,-0.080800469,0.24031949,0.032154560,4.21310313,-0.78101301,4.03520188,-0.079541192,-0.301273679,-2.34029511,1.2087901,0.9506326
13.72564845,-5.56273901,6.50158718,-0.079329315,0.24318737,0.019066199,4.15605921,-0.85427003,3.97250184,-0.087953393,-0.327202753,-2.34560161,1.2331665,0.9656160
13.83545363,-5.54305687,6.60961385,-0.085932215,0.24447138,0.003857642,4.09702096,-0.93423267,3.90895010,-0.097034035,-0.341553297,-2.33571922,1.2438103,0.9905555
13.94525882,-5.52243144,6.71746433,-0.067171624,0.24387311,-0.014610692,4.03630896,-1.01956815,3.84499755,-0.106268096,-0.329841752,-2.31374944,1.2419800,1.0246205
14.05506401,-5.50064219,6.82508710,-0.348744783,0.24171867,-0.022515338,3.97212461,-1.11054131,3.77953132,-0.115435246,-0.307286289,-2.23271875,1.2392873,1.0560830
14.16486920,-5.47481254,6.93180175,-0.494422086,0.23965400,-0.011817375,3.90370596,-1.20468749,3.71299818,-0.124050525,-0.254807118,-2.10130778,1.2401815,1.0751914
14.27467439,-5.44312808,7.03692970,-0.535236250,0.23922940,0.004858328,3.83363884,-1.29426016,3.64872750,-0.131415091,-0.207724356,-1.93195659,1.2496033,1.0886218
14.38447957,-5.40536964,7.14003013,-0.566014176,0.24087819,0.021630988,3.76381556,-1.37430956,3.58894028,-0.137788345,-0.182009712,-1.72373519,1.2728997,1.0979644
14.49428476,-5.36128115,7.24058471,-0.597768597,0.24462504,0.038138271,3.69552312,-1.44401695,3.53521391,-0.143708954,-0.170395832,-1.47616946,1.3023177,1.1042610
14.60408995,-5.31069804,7.33803270,-0.623419623,0.25046588,0.054236529,3.63021522,-1.50460147,3.48916089,-0.149423401,-0.160595710,-1.19414499,1.3105606,1.1076322
14.71389514,-5.25357273,7.43179417,-0.642179439,0.25835186,0.069385061,3.56956419,-1.55750561,3.45233064,-0.154826365,-0.144253747,-0.88655841,1.3052189,1.1090701
14.82370032,-5.18999201,7.52130315,-0.651251410,0.26814822,0.082894829,3.51532792,-1.60336500,3.42595709,-0.159599566,-0.118589128,-0.56789961,1.3076959,1.1085693
14.93350551,-5.12018336,7.60604436,-0.652058780,0.27962064,0.094089461,3.46917291,-1.64182070,3.41073956,-0.163377654,-0.085033199,-0.25417023,1.3227692,1.1065548
15.04331070,-5.04450509,7.68558788,-0.640629478,0.29242672,0.102300199,3.43246931,-1.67189738,3.40667916,-0.165865548,-0.046746121,0.03717077,1.3530271,1.1028434
15.15311589,-4.96342579,7.75961954,-0.622543286,0.30613401,0.107080639,3.40608009,-1.69255019,3.41310983,-0.166889670,-0.006911609,0.29647210,1.3978536,1.0974413
15.26292107,-4.87748665,7.82795133,-0.595190252,0.32025476,0.108255949,3.39024288,-1.70305633,3.42883704,-0.166395447,0.032337812,0.51632715,1.4579993,1.0900770
15.37272626,-4.78726833,7.89052706,-0.564222982,0.33428614,0.105875240,3.38459008,-1.70313891,3.45236486,-0.164419311,0.069616348,0.69774606,1.5223562,1.0808256
15.48253145,-4.69334979,7.94740119,-0.528765973,0.34775239,0.100236191,3.38825481,-1.69297525,3.48211708,-0.161086177,0.102971556,0.84241861,1.5431431,1.0693276
15.59233664,-4.59628744,7.99872949,-0.496774784,0.36025247,0.091925568,3.40007163,-1.67328037,3.51665265,-0.156663451,0.127636133,0.95792648,1.5303695,1.0557844
15.70214182,-4.49658700,8.04472714,-0.431548829,0.37133378,0.080149059,3.41860494,-1.64586013,3.55422682,-0.151676355,0.136396263,1.03136048,1.5240777,1.0403881
15.81194701,-4.39484255,8.08601359,-0.357913765,0.38041187,0.063436651,3.44222090,-1.61358265,3.59305756,-0.146661059,0.135908514,1.07763897,1.5259782,1.0229058
15.92175220,-4.29151720,8.12316485,-0.375743264,0.38725624,0.045788903,3.46993442,-1.57832392,3.63348264,-0.141588919,0.143643207,1.15040680,1.5249808,1.0083362
16.03155739,-4.18674669,8.15602146,-0.381904101,0.39209466,0.030969782,3.50127837,-1.54050172,3.67606557,-0.136219957,0.153275659,1.20444906,1.4977780,0.9986011
16.14136257,-4.08069370,8.18446673,-0.385078078,0.39521931,0.018448989,3.53563625,-1.50043114,3.72007660,-0.130682220,0.155084377,1.24617816,1.4439049,0.9937081
16.25116776,-3.97353328,8.20840397,-0.387128665,0.39690416,0.008131827,3.57242486,-1.45901102,3.76503234,-0.125333746,0.145268008,1.27853166,1.3822637,0.9906330
16.36097295,-3.86545271,8.22776719,-0.387089548,0.39741596,-0.000101829,3.61110943,-1.41800616,3.81054689,-0.120525779,0.127388934,1.30297452,1.3188422,0.9883962
16.47077814,-3.75664732,8.24252311,-0.384744033,0.39700126,-0.006507788,3.65120645,-1.37933298,3.85629376,-0.116362238,0.111392071,1.32110881,1.2657043,0.9886109
16.58058332,-3.64731584,8.25267190,-0.380279750,0.39587263,-0.011408425,3.69229468,-1.34405716,3.90201275,-0.112660188,0.103600260,1.33429634,1.2242745,0.9927366
16.69038851,-3.53765587,8.25824769,-0.374696961,0.39420475,-0.015095650,3.73402474,-1.31205860,3.94751255,-0.109171259,0.101738827,1.34382304,1.1897738,0.9996354
16.80019370,-3.42785919,8.25931241,-0.366586918,0.39213526,-0.017871303,3.77610379,-1.28256001,3.99263227,-0.105769988,0.101275891,1.34963803,1.1565396,1.0048595
