s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,0.52748684,0.089013725,2.25063689,2.88807137,2.59939545,0.368381847,-0.986607886,3.00000000,1.8809450,2.7972800
0.10980519,-2.71054049,4.20424275,0.732016774,0.53404313,0.099668226,2.32752428,2.79266689,2.69087907,0.344436775,-0.561286430,3.00000000,1.8009241,2.8378720
0.21961038,-2.81008086,4.15793083,0.840070580,0.54002449,0.087701460,2.39849232,2.71003572,2.77185788,0.327234308,-0.724712964,2.99999999,1.7105995,2.7129727
0.32941556,-2.90492387,4.10264607,0.946901301,0.54405282,0.052205257,2.46169339,2.64045880,2.84200444,0.310089642,-0.743118376,2.99999999,1.6106769,2.4962900
0.43922075,-2.99351383,4.03782609,1.043103521,0.54534473,-0.004181601,2.51741340,2.58201504,2.90269743,0.299527135,-0.267579788,2.99999998,1.5084638,2.2145665
0.54902594,-3.07413586,3.96333843,1.106673731,0.54357344,-0.076298353,2.56751129,2.53163443,2.95654154,0.286594890,-1.218983353,2.99999998,1.4236401,1.9748950
0.65883113,-3.14515766,3.87965265,1.126950156,0.53849440,-0.156540011,2.61516655,2.48418611,3.00724383,0.277580579,0.167771324,2.99999998,1.3599271,1.7523718
0.76863631,-3.20534244,3.78786303,1.098295013,0.52955595,-0.236316450,2.66414041,2.43981133,3.05891730,0.270702096,-0.933659972,2.99999998,1.3194794,1.5585020
0.87844150,-3.25410050,3.68952066,1.022944729,0.51579663,-0.307204474,2.71821224,2.39127718,3.11555202,0.257338510,-0.507839394,2.99999998,1.3194010,1.3658605
0.98824669,-3.29154547,3.58633100,0.925063735,0.49627201,-0.363496714,2.78003352,2.33810129,3.17986858,0.249906214,-0.205528975,2.99999999,1.3818824,1.2285592
1.09805188,-3.31834486,3.47987114,0.816393045,0.47056084,-0.402983555,2.85060870,2.28021458,3.25283809,0.235968593,-0.898766121,2.99999999,1.3392004,1.1359517
1.20785706,-3.33549770,3.37143129,0.712721323,0.43902103,-0.426156566,2.92949055,2.21881581,3.33394577,0.226637454,0.159625458,3.00000000,1.3221067,1.0704088
1.31766225,-3.34411374,3.26197637,0.620053130,0.40273033,-0.435466557,3.01512132,2.15580028,3.42157673,0.212751704,-1.071334484,3.00000000,1.3141156,1.0267785
1.42746744,-3.34526975,3.15218544,0.522995100,0.36301943,-0.432725074,3.10589081,2.09279732,3.51410616,0.203231224,0.419826221,3.00000000,1.3159345,0.9975562
1.53727263,-3.33993160,3.04251671,0.471322300,0.32156625,-0.421883217,3.19956349,2.03152635,3.60930441,0.190446643,-1.216155114,2.99999999,0.9861748,0.9803272
1.64707781,-3.32936688,2.93322111,0.108674552,0.27896411,-0.386959697,3.29835914,1.97067683,3.70946668,0.181528400,0.601796882,2.99999999,0.9772572,0.9721597
