# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
0.0000000,-2.4428027,3.7412964,-2.73486758,1.28322404,2.2506369,2.4606864,1.353458,3.324767
0.0700100,-2.5059003,3.7109635,-2.64867661,1.19984436,2.3275243,2.5888073,1.266881,3.371915
0.1336761,-2.5608721,3.6788469,-2.57423205,1.12989135,2.3984923,2.6755134,1.170575,3.252997
0.1904018,-2.6077596,3.6469193,-2.51156066,1.07261888,2.4616934,2.7347780,1.066624,3.040343
0.2406039,-2.6475312,3.6162849,-2.45850450,1.02566191,2.5174134,2.7765427,0.963119,2.759911
0.2859824,-2.6820613,3.5868420,-2.41222666,0.98602660,2.5675113,2.8074855,0.880067,2.518468
0.3294294,-2.7138559,3.5572321,-2.36926892,0.94991507,2.6151665,2.8322119,0.821433,2.290866
0.3746495,-2.7456114,3.5250382,-2.32645785,0.91579682,2.6641404,2.8536875,0.789923,2.088058
0.4252911,-2.7795377,3.4874407,-2.28056870,0.87972423,2.7182122,2.8735913,0.803604,1.881657
0.4841628,-2.8167735,3.4418405,-2.22972358,0.84103349,2.7800335,2.8923836,0.885610,1.724831
0.5526711,-2.8571427,3.3864898,-2.17355298,0.79990445,2.8506087,2.9096966,0.868640,1.606513
0.6308968,-2.8994208,3.3206731,-2.11282884,0.75740671,2.9294906,2.9249429,0.883086,1.509430
0.7178788,-2.9417547,3.2446882,-2.04920358,0.71499620,3.0151213,2.9377015,0.911385,1.429509
0.8122597,-2.9823234,3.1594712,-1.98345005,0.67381548,3.1058908,2.9479420,0.952915,1.360576
0.9116319,-3.0193173,3.0672417,-1.91571426,0.63493860,3.1995635,2.9558609,0.664609,1.301893
1.0203115,-3.0520632,2.9636127,-1.84859476,0.59747188,3.2983591,2.9620038,0.698293,1.251124
1.1377370,-3.0800614,2.8495740,-1.78810719,0.56200227,3.4008354,2.9666947,0.769817,1.206856
1.2525828,-3.1013394,2.7367165,-1.72361105,0.53060890,3.5000110,2.9700083,0.824248,1.169620
1.3656488,-3.1153092,2.6245168,-1.66537022,0.50300993,3.5947462,2.9723390,0.847177,1.138782
1.4773176,-3.1228178,2.5131008,-1.61055909,0.47841216,3.6860020,2.9740155,0.857099,1.114144
1.5880895,-3.1243630,2.4023396,-1.55876370,0.45626925,3.7743839,2.9752412,0.858839,1.096158
1.6983330,-3.1204181,2.2921668,-1.51116658,0.40705978,3.8603573,2.9761493,0.854838,1.083317
1.8083574,-3.1117082,2.1824876,-1.47193045,0.30572977,3.9443067,2.9768297,0.846880,1.074985
1.9183693,-3.0994398,2.0731620,-1.44615212,0.16273315,4.0265023,2.9773440,0.839953,1.070952
2.0284353,-3.0852930,1.9640088,-1.43767872,-0.00831863,4.1070945,2.9777355,0.835690,1.068388
2.1385063,-3.0712526,1.8548371,-1.44810558,-0.18150073,4.1861516,2.9780352,0.830220,1.065461
2.2485420,-3.0592492,1.7454580,-1.47488453,-0.30507615,4.2637276,2.9782657,0.826938,1.124750
2.3585794,-3.0506726,1.6357554,-1.51066152,-0.34510250,4.3399286,2.9784441,0.828682,1.173197
2.4687397,-3.0461106,1.5256895,-1.54805291,-0.33348126,4.4149008,2.9785828,0.832221,1.182757
2.5791523,-3.0455949,1.4152782,-1.58415929,-0.32108612,4.4866473,2.8031023,0.841312,1.191992
2.6899327,-3.0490367,1.3045513,-1.61946601,-0.31507334,4.5420388,1.7060622,0.854995,1.197279
2.8012519,-3.0564141,1.1934768,-1.65503562,-0.31212073,4.5599366,-0.2408003,0.871648,1.134570
2.9130481,-3.0675837,1.0822400,-1.68641899,-0.31611520,4.5345478,-1.8058004,0.893056,0.955925
3.0269403,-3.0822350,0.9692941,-1.72003183,-0.32495490,4.4724423,-3.0807216,0.912887,0.926541
3.1414882,-3.1015798,0.8563914,-1.76037045,-0.33891126,4.3793906,-4.1120817,0.931894,0.895325
3.2545912,-3.1250531,0.7457510,-1.80030806,-0.35802025,4.2609041,-4.9333945,0.956620,0.862217
3.3663452,-3.1526896,0.6374682,-1.84157086,-0.38284074,4.1204780,-5.5893388,0.987916,0.828158
3.4767342,-3.1845276,0.5317702,-1.88561507,-0.41438394,3.9605458,-6.1077163,1.027878,0.792762
3.5858138,-3.2207316,0.4288740,-1.93300994,-0.45392943,3.7840992,-6.4091863,1.041726,0.756206
3.6936795,-3.2615296,0.3290214,-1.98463639,-0.50225643,3.5974428,-6.3575655,1.076292,0.720345
3.8004622,-3.3072205,0.2325077,-2.04145650,-0.56089298,3.4042126,-6.3041267,1.117337,0.861454
3.9063099,-3.3581757,0.1397322,-2.10472852,-0.63359552,3.2029534,-6.2484675,1.158840,0.980348
4.0113889,-3.4148529,0.0512489,-2.17622468,-0.72621801,2.9917353,-6.1900540,1.204253,0.961744
4.1158857,-3.4778139,-0.0321507,-2.25855051,-0.84841021,2.7679213,-6.1281571,1.243127,1.958146
4.2200459,-3.5477622,-0.1093295,-2.35536487,-1.00887472,2.5382714,-5.5686893,1.290816,3.405973
4.3242682,-3.6254730,-0.1787797,-2.46873336,-1.16468094,2.3623987,-2.7892562,1.355902,3.465483
4.4291446,-3.7114911,-0.2387793,-2.59546411,-1.24828199,2.2819195,-0.8140714,1.435828,3.519560
4.5354052,-3.8058204,-0.2877005,-2.72913454,-1.25540215,2.2754392,0.5228035,1.537172,3.571810
4.6438151,-3.9076968,-0.3247668,-2.86011590,-1.20716208,2.3204589,1.3953338,1.658305,3.619830
4.7466108,-4.0076124,-0.3489294,-2.97517384,-1.13683614,2.3911551,1.9264493,1.807649,3.777546
4.8358650,-4.0962218,-0.3596388,-3.07329859,-1.06789751,2.4671292,2.2334237,2.001127,4.233708
4.9116065,-4.1719288,-0.3619242,3.13056698,-1.00957550,2.5373903,2.4184723,2.270679,3.529778
4.9712907,-4.2315606,-0.3594234,3.07105612,-0.96527734,2.5949597,2.5285263,2.652785,3.261565
5.0167497,-4.2768032,-0.3549938,3.02692075,-0.93258437,2.6397478,2.5962719,3.077481,3.243400
5.0536812,-4.3133848,-0.3499213,2.99128878,-0.90722546,2.6766961,2.6430306,2.874506,1.389292
5.0896539,-4.3488454,-0.3438732,2.95695545,-0.88312322,2.7129764,2.6825028,2.569597,1.009074
5.1290532,-4.3874671,-0.3360841,2.93008376,-0.85978101,2.7495572,2.7173120,2.563110,1.211750
5.1605918,-4.4181991,-0.3289967,2.90160900,-0.84028185,2.7812766,2.7439920,3.057766,0.995181
5.1886294,-4.4454170,-0.3222672,2.87562436,-0.82331122,2.8097952,2.7653045,2.815011,3.561623
5.2237590,-4.4792998,-0.3129912,2.84546402,-0.80313950,2.8448619,2.7885000,2.274877,3.000598
5.2766121,-4.5296259,-0.2968437,2.80345876,-0.77468166,2.8966434,2.8178018,1.976802,2.750299
5.3539876,-4.6018314,-0.2690349,2.74541578,-0.73623265,2.9713181,2.8519862,1.760143,2.629671
5.4561975,-4.6947668,-0.2264924,2.66727832,-0.68999984,3.0692494,2.8859099,1.597933,2.629876
5.5862117,-4.8069205,-0.1607257,2.57537350,-0.63884055,3.1897779,2.9153248,1.453681,2.704467
5.7259422,-4.9217365,-0.0810897,2.49278942,-0.59136007,3.3153599,2.9365143,1.338315,2.812995
5.8578679,-5.0238069,0.0024928,2.41837130,-0.55232383,3.4305186,2.9495577,1.240157,2.905077
5.9850520,-5.1162630,0.0898293,2.34987754,-0.51914686,3.5384377,2.9580851,1.148115,2.990760
6.1085863,-5.2003116,0.1803641,2.28747490,-0.49046748,3.6404206,2.9638466,1.061944,1.221336
6.2293457,-5.2770017,0.2736457,2.22977175,-0.46530137,3.7375714,2.9678491,0.988885,1.032047
6.3479612,-5.3470936,0.3693367,2.17585596,-0.44295446,3.8306910,2.9706908,0.925605,1.061374
6.4648981,-5.4111661,0.4671577,2.12520826,-0.42291516,3.9203969,2.9727451,0.866720,1.102889
6.5805179,-5.4696746,0.5668808,2.07734956,-0.40479823,4.0071661,2.9742522,0.815992,1.146031
6.6951090,-5.5229872,0.6683149,2.03189730,-0.38830559,4.0913799,2.9753720,0.769544,1.183715
6.8088995,-5.5714024,0.7712919,1.98856102,-0.37320214,4.1733472,2.9762131,0.728055,1.215396
6.9220741,-5.6151705,0.8756607,1.94710790,-0.35929937,4.2533227,2.9768508,0.693107,1.241885
7.0348005,-5.6545423,0.9812879,1.90802424,-0.33379847,4.3315219,2.9773382,0.660434,1.264539
7.1472250,-5.6899209,1.0880007,1.87378957,-0.27498290,4.4081383,2.9777137,0.633990,1.282839
7.2594811,-5.7220325,1.1955659,1.84800912,-0.18445752,4.4833420,2.9780048,0.610312,1.297336
7.3716858,-5.7519091,1.3037198,1.83261642,-0.08991444,4.5572719,2.9782319,0.587884,1.310204
7.4839057,-5.7806312,1.4122019,1.82662853,-0.01687517,4.6300356,2.9784099,0.569027,1.321874
7.5961909,-5.8090751,1.5208247,1.82717336,0.02652298,4.7017183,2.9785500,0.548245,1.332722
7.7085870,-5.8377933,1.6294899,1.83116972,0.04469646,4.7723947,2.9786608,0.528347,1.344428
7.8211282,-5.8670396,1.7381646,1.83619628,0.04492252,4.8421288,2.9787488,0.508435,1.357449
7.9338251,-5.8968350,1.8468515,1.84049289,0.03073397,4.9109804,2.9788189,0.486287,1.371082
8.0467033,-5.9270044,1.9556231,1.84225649,0.00093262,4.9789761,2.9788749,0.466064,1.384490
8.1597193,-5.9571671,2.0645397,1.83966263,-0.04648153,5.0461386,2.9789197,0.444164,1.397187
8.2728205,-5.9867359,2.1737074,1.83093812,-0.10802456,5.1124771,2.9789557,0.423177,1.409926
8.3859322,-6.0149685,2.2832390,1.81519613,-0.17027568,5.1779689,2.9789847,0.404961,1.421449
8.4989878,-6.0411328,2.3932253,1.79349435,-0.21326378,5.2426075,2.9790082,0.386632,1.430221
8.6119392,-6.0647094,2.5036887,1.76861619,-0.22783912,5.3064168,2.9790271,0.372883,1.436887
8.7248175,-6.0854748,2.6146406,1.74302782,-0.22545445,5.3694173,2.9790425,0.361342,1.441059
8.8376399,-6.1034107,2.7260283,1.71786233,-0.22017944,5.4316502,2.9790550,0.351770,1.441734
8.9504268,-6.1185678,2.8377920,1.69331375,-0.21541059,5.4931706,2.9790652,0.347052,1.439962
9.0632128,-6.1310051,2.9498902,1.66928321,-0.21071734,5.5540047,2.9790735,0.342924,1.436363
