gt_source_stamp_s,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_vz_mps,gt_speed_mps,gt_ax_mps2,gt_ay_mps2,gt_accel_mps2,gt_longitudinal_accel_mps2,gt_dt_s,gt_yaw_rate_radps,gt_collision_count,odom_diagnostics_match_dt_ms,odom_diagnostics_source_stamp_s,odom_diagnostics_odom_observer_version,odom_diagnostics_odom_observer_source_stamp_s,odom_diagnostics_odom_observer_dt_s,odom_diagnostics_odom_raw_wheel_speed_mps,odom_diagnostics_odom_corrected_wheel_speed_mps,odom_diagnostics_odom_observer_speed_pred_mps,odom_diagnostics_odom_diagnostics_speed_mps,odom_diagnostics_odom_observer_body_u_mps,odom_diagnostics_odom_observer_body_v_mps,odom_diagnostics_odom_observer_ax_mps2,odom_diagnostics_odom_observer_ay_mps2,odom_diagnostics_odom_observer_yaw_rate_radps,odom_diagnostics_odom_observer_wheel_update_used,odom_diagnostics_odom_observer_turn_mode,odom_diagnostics_odom_observer_reset_epoch,odom_diagnostics_odom_observer_timing_degraded,odom_diagnostics_odom_observer_packet_drop_count,odom_diagnostics_odom_observer_packet_coherence_fault_count,odom_diagnostics_odom_observer_x_m,odom_diagnostics_odom_observer_y_m,odom_diagnostics_odom_observer_yaw_rad,odom_diagnostics_odom_observer_sensor_outlier,odom_diagnostics_odom_observer_left_angle_rad,odom_diagnostics_odom_observer_right_angle_rad,odom_diagnostics_odom_observer_imu_yaw_rad,ekf_odom_match_dt_ms,ekf_odom_source_stamp_s,ekf_odom_x_ekf_odom_m,ekf_odom_y_ekf_odom_m,ekf_odom_yaw_ekf_odom_rad,ekf_odom_ekf_odom_xy_variance,ekf_odom_ekf_odom_yaw_variance,ekf_match_dt_ms,ekf_source_stamp_s,ekf_x_ekf_m,ekf_y_ekf_m,ekf_yaw_ekf_rad,ekf_ekf_xy_variance,ekf_ekf_yaw_variance,amcl_match_dt_ms,amcl_source_stamp_s,current_map_pose_match_dt_ms,current_map_pose_source_stamp_s,pp_diagnostics_match_dt_ms,pp_diagnostics_source_stamp_s,amcl_scan_alignment_match_dt_ms,amcl_scan_alignment_source_stamp_s,amcl_scan_alignment_amcl_scan_stamp_s,amcl_scan_alignment_amcl_scan_matched_odom_stamp_s,amcl_scan_alignment_amcl_scan_source_error_ms,amcl_scan_alignment_amcl_scan_accepted,amcl_scan_alignment_amcl_scan_queued,amcl_scan_alignment_amcl_scan_dropped,amcl_scan_alignment_amcl_scan_bracket_before_stamp_s,amcl_scan_alignment_amcl_scan_bracket_after_stamp_s,amcl_scan_alignment_amcl_scan_processing_dropped,amcl_localization_health_match_dt_ms,amcl_localization_health_source_stamp_s,collision_match_dt_ms,collision_source_stamp_s,imu_match_dt_ms,imu_source_stamp_s,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,imu_imu_accel_norm_mps2,imu_imu_yaw_rate_radps,imu_imu_yaw_rad,left_encoder_match_dt_ms,left_encoder_source_stamp_s,left_encoder_left_encoder_rad,left_encoder_left_encoder_speed_radps,right_encoder_match_dt_ms,right_encoder_source_stamp_s,right_encoder_right_encoder_rad,right_encoder_right_encoder_speed_radps,lidar_match_dt_ms,lidar_source_stamp_s,lidar_lidar_rate_hz,gt_reset_detected,collision_epoch,pre_collision_valid,gt_local_x_m,gt_local_y_m,gt_local_yaw_rad,gt_map_x_m,gt_map_y_m,gt_map_yaw_rad,observer_x_m,observer_y_m,observer_yaw_rad,ekf_odom_x_m,ekf_odom_y_m,ekf_odom_yaw_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,observer_xy_error_m,observer_yaw_error_rad,ekf_odom_xy_error_m,ekf_odom_yaw_error_rad,ekf_xy_error_m,ekf_yaw_error_rad,collision_gt_collision_count,gt_step_distance_m,gt_step_yaw_change_rad,amcl_x_amcl_m,amcl_y_amcl_m,amcl_yaw_amcl_rad,amcl_amcl_xy_variance,amcl_amcl_yaw_variance,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_xy_error_m,amcl_yaw_error_rad,current_map_pose_x_current_map_m,current_map_pose_y_current_map_m,current_map_pose_yaw_current_map_rad,current_map_pose_current_map_xy_variance,current_map_pose_current_map_yaw_variance,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_xy_error_m,current_map_yaw_error_rad,amcl_localization_health_amcl_health_correction_age_s,amcl_localization_health_amcl_health_correction_accepted,amcl_localization_health_amcl_health_rejected_scans,amcl_localization_health_amcl_health_degraded,amcl_localization_health_amcl_health_xy_variance,amcl_localization_health_amcl_health_yaw_variance,amcl_localization_health_amcl_health_scan_correction_distance_m,amcl_localization_health_amcl_health_scan_correction_yaw_rad,amcl_localization_health_amcl_health_applied_xy_correction_m,amcl_localization_health_amcl_health_applied_yaw_correction_rad,amcl_localization_health_amcl_health_scan_correction_x_m,amcl_localization_health_amcl_health_scan_correction_y_m,amcl_localization_health_amcl_health_applied_x_m,amcl_localization_health_amcl_health_applied_y_m,pp_diagnostics_pp_pose_x_m,pp_diagnostics_pp_pose_y_m,pp_diagnostics_pp_pose_yaw_rad,pp_diagnostics_pp_velocity_mps,pp_diagnostics_pp_valid,pp_diagnostics_pp_cross_track_error_m,pp_diagnostics_pp_closest_distance_m,pp_diagnostics_pp_heading_error_rad,pp_diagnostics_pp_lookahead_distance_m,pp_diagnostics_pp_closest_index,pp_diagnostics_pp_target_index,pp_diagnostics_pp_target_speed_mps,pp_diagnostics_pp_raw_steering_rad,pp_diagnostics_pp_command_steering_rad,pp_diagnostics_pp_command_speed_mps,pp_diagnostics_pp_target_x_m,pp_diagnostics_pp_target_y_m,pp_x_m,pp_y_m,pp_yaw_rad,pp_xy_error_m,pp_yaw_error_rad
1788985570.609016,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0002384185791015625,1788985570.6090162,3.0,1788985570.6090162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.609016,0.0,0.0,0.0,0.01,0.0001,0.0,1788985570.609016,0.0,0.0,0.0,0.01,0.0001,,,,,,,0.0002384185791015625,1788985570.6090162,1788985570.6090162,1788985570.6090162,0.0,0.0,0.0,0.0,1788985570.6090162,1788985570.6090162,0.0,,,,,0.0,1788985570.609016,-0.0003,-0.0002,0.0026,0.0026248809496813375,0.0,-1.5707407162970446,0.0,1788985570.609016,0.0,nan,0.0,1788985570.609016,0.0,nan,0.0,1788985570.609016,nan,0,,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.6852214,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620549201965332,0.0,0,0.0,1788985570.6852214,3.0,1788985570.6852214,0.07620525360107422,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.6852214,0.0,0.0,0.0,0.0100228615996,0.0001,0.0,1788985570.6852214,0.0,0.0,0.0,0.0100228615996,0.0001,,,,,,,0.0,1788985570.6852214,1788985570.6852214,1788985570.6852214,0.0,0.0,0.0,0.0,1788985570.6852214,1788985570.6852214,0.0,,,2.211332321166992,1788985570.6874328,0.0,1788985570.6852214,-0.0001,0.0003,0.0042,0.004211887937730537,0.0,-1.5707407162970446,0.0,1788985570.6852214,0.0,0.0,0.0,1788985570.6852214,0.0,0.0,0.0,1788985570.6852214,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.7398856,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05466413497924805,0.0,0,0.0,1788985570.7398856,3.0,1788985570.7398856,0.05466413497924805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.7398856,0.0,0.0,0.0,0.010039260837400001,0.0001,0.0,1788985570.7398856,0.0,0.0,0.0,0.010039260837400001,0.0001,,,,,,,0.0,1788985570.7398856,1788985570.7398856,1788985570.7398856,0.0,0.0,0.0,0.0,1788985570.7398856,1788985570.7398856,0.0,,,0.7002353668212891,1788985570.7405858,0.0,1788985570.7398856,0.0,0.0005,0.0009,0.0010295630140987001,0.0,-1.5707407162970446,0.0,1788985570.7398856,0.0,0.0,0.0,1788985570.7398856,0.0,0.0,0.0,1788985570.7398856,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.8098245,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06993889808654785,0.0,0,0.0002384185791015625,1788985570.8098247,3.0,1788985570.8098247,0.06993913650512695,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.8098245,0.0,0.0,0.0,0.010060242524500001,0.0001,0.0,1788985570.8098245,0.0,0.0,0.0,0.010060242524500001,0.0001,,,,,,,0.0,1788985570.8098245,1788985570.8098245,1788985570.8098245,0.0,0.0,0.0,0.0,1788985570.8098245,1788985570.8098245,0.0,,,,,0.0,1788985570.8098245,-0.0002,0.0004,0.0017,0.0017578395831246946,0.0,-1.5707407162970446,0.0,1788985570.8098245,0.0,0.0,0.0,1788985570.8098245,0.0,0.0,0.0,1788985570.8098245,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.860611,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050786495208740234,0.0,0,0.0,1788985570.860611,3.0,1788985570.860611,0.05078625679016113,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.860611,0.0,0.0,0.0,0.010075478472100002,0.0001,0.0,1788985570.860611,0.0,0.0,0.0,0.010075478472100002,0.0001,0.0,1788985570.860611,,,,,-0.0002384185791015625,1788985570.8606107,1788985570.8606107,1788985570.8606107,0.0,0.0,0.0,0.0,1788985570.8606107,1788985570.8606107,0.0,,,1.461029052734375,1788985570.862072,0.0,1788985570.860611,0.0001,0.0002,-0.0005,0.0005477225575051661,0.0,-1.5707407162970446,0.0,1788985570.860611,0.0,0.0,0.0,1788985570.860611,0.0,0.0,0.0,1788985570.860611,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.014939528482207847,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.9148252,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542142391204834,0.0,0,0.0002384185791015625,1788985570.9148254,3.0,1788985570.9148254,0.0542144775390625,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.9148252,0.0,0.0,0.0,0.010091742762700001,0.0001,0.0,1788985570.9148252,0.0,0.0,0.0,0.010091742762700001,0.0001,0.0,1788985570.9148252,0.0,1788985570.9148252,,,0.0,1788985570.9148252,1788985570.9148252,1788985570.9148252,0.0,0.0,0.0,0.0,1788985570.9148252,1788985570.9148252,0.0,,,0.9646415710449219,1788985570.9157898,0.0,1788985570.9148252,-0.0002,0.0,0.0008,0.0008246211251235322,0.0,-1.5707407162970446,0.0,1788985570.9148252,0.0,0.0,0.0,1788985570.9148252,0.0,0.0,0.0,1788985570.9148252,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.013016533729895596,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,0.8006,3.1583,-1.5707963267948963,0.014939528482207847,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985570.9847245,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06989932060241699,0.0,0,0.0,1788985570.9847245,3.0,1788985570.9847245,0.06989908218383789,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985570.9847245,0.0,0.0,0.0,0.010112712520600002,0.0001,0.0,1788985570.9847245,0.0,0.0,0.0,0.010112712520600002,0.0001,0.0,1788985570.9847245,0.0,1788985570.9847245,,,0.0,1788985570.9847245,1788985570.9847245,1788985570.9847245,0.0,0.0,0.0,0.0,1788985570.9847245,1788985570.9847245,0.0,,,,,0.0,1788985570.9847245,-0.0002,0.0002,0.0047,0.0047085029467974215,0.0,-1.5707407162970446,0.0,1788985570.9847245,0.0,0.0,0.0,1788985570.9847245,0.0,0.0,0.0,1788985570.9847245,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.01094037591178903,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,0.8006,3.1583,-1.5707963267948963,0.013016533729895596,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788985571.0342538,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049529314041137695,0.0,0,0.0,1788985571.0342538,3.0,1788985571.0342538,0.049529314041137695,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985571.0342538,0.0,0.0,0.0,0.010127571311800001,0.0001,0.0,1788985571.0342538,0.0,0.0,0.0,0.010127571311800001,0.0001,0.0,1788985571.0342538,0.0,1788985571.0342538,,,0.0,1788985571.0342538,1788985571.0342538,1788985571.0342538,0.0,0.0,0.0,0.0,1788985571.0342538,1788985571.0342538,0.0,1.744985580444336,1788985571.0359988,2.2401809692382812,1788985571.036494,0.0,1788985571.0342538,0.0005,0.0007,-0.0017,0.001905255888325765,0.0,-1.5707407162970446,0.0,1788985571.0342538,0.0,0.0,0.0,1788985571.0342538,0.0,0.0,0.0,1788985571.0342538,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.008946363252974963,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,0.8006,3.1583,-1.5707963267948963,0.01094037591178903,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,nan,0.0,0.0,1.0,0.013016533729895596,0.0001,nan,nan,0.0,0.0,nan,nan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1788985571.0843842,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050130367279052734,0.0,0,0.0002384185791015625,1788985571.0843844,3.0,1788985571.0843844,0.050130605697631836,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985571.0843842,0.0,0.0,0.0,0.0101426104354,0.0001,0.0,1788985571.0843842,0.0,0.0,0.0,0.0101426104354,0.0001,0.0,1788985571.0843842,0.0,1788985571.0843842,,,0.0,1788985571.0843842,1788985571.0843842,1788985571.0843842,0.0,0.0,0.0,0.0,1788985571.0843842,1788985571.0843842,0.0,2.2068023681640625,1788985571.086591,1.5780925750732422,1788985571.0859623,0.0,1788985571.0843842,0.0001,-0.0001,-0.0004,0.0004242640687119285,0.0,-1.5707407162970446,0.0,1788985571.0843842,0.0,0.0,0.0,1788985571.0843842,0.0,0.0,0.0,1788985571.0843842,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.007105343901054057,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,0.8006,3.1583,-1.5707963267948963,0.0101426104354,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,nan,0.0,0.0,1.0,0.01094037591178903,0.0001,nan,nan,0.0,0.0,nan,nan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1788985571.1343927,0.8005,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050008535385131836,0.0,0,0.0002384185791015625,1788985571.134393,3.0,1788985571.134393,0.050008535385131836,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788985571.1343927,0.0,0.0,0.0,0.0101576130223,0.0001,0.0,1788985571.1343927,0.0,0.0,0.0,0.0101576130223,0.0001,0.0,1788985571.1343927,0.0,1788985571.1343927,,,0.0,1788985571.1343927,1788985571.1343927,1788985571.1343927,0.0,0.0,0.0,0.0,1788985571.1343927,1788985571.1343927,0.0,1.4505386352539062,1788985571.1358433,2.0837783813476562,1788985571.1364765,0.0,1788985571.1343927,0.0004,0.0,-0.0053,0.005315072906367325,0.0,-1.5707407162970446,0.0,1788985571.1343927,0.0,0.0,0.0,1788985571.1343927,0.0,0.0,0.0,1788985571.1343927,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5708,0,0.0,0.0,0.8006,3.1583,-1.5707963267948963,0.005526467860644649,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,0.8006,3.1583,-1.5707963267948963,0.0101576130223,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,3.673205103638111e-06,nan,0.0,0.0,1.0,0.0101426104354,0.0001,nan,nan,0.0,0.0,nan,nan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
