simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
4.09,4.116,4091.0,4117.0,26.0,0.0259999999999998,0.8021,3.1585,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021,3.1585,-1.5707963267948968,0.0,0.0,0.0
4.116,4.14000034,4117.0,4141.0,24.0,0.02400034000000062,0.8021,3.1585,-1.5707963267948968,0.0,0.0,0.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021,3.1585,-1.5707963267948968,0.0,0.0,0.0
4.14000034,4.165,4141.0,4166.0,25.0,0.024999659999999757,0.8021,3.1585,-1.5707963267948968,0.0,0.0,0.0,7.0,0.75,0.0,0.75,0.0,0.0,17.771041686167102,7.53,7.53,0.0,0.0,0.8021,3.157,-1.5709377901143073,0.1271,0.0,0.0
4.165,4.19,4166.0,4191.0,25.0,0.025000000000000355,0.8021,3.157,-1.5709377901143073,0.1271,0.0,0.0,8.0,0.75,0.0,0.75,0.0,0.0,18.85970399999973,15.5214,15.5214,0.0,0.0,0.8021,3.152,-1.570937785045363,0.2603,0.0,0.0
4.19,4.216,4191.0,4217.0,26.0,0.0259999999999998,0.8021,3.152,-1.570937785045363,0.2603,0.0,0.0,9.0,0.75,0.0,0.75,0.0,0.0,18.854811538461686,23.8303,23.8303,0.0,0.0,0.8022,3.1434,-1.5709377809248128,0.3979,0.0,0.0
4.216,4.241,4217.0,4242.0,25.0,0.024999999999999467,0.8022,3.1434,-1.5709377809248128,0.3979,0.0,0.0,10.0,0.75,0.0,0.75,0.0,0.0,18.863598000000398,31.8217,31.825,0.0,0.0,0.8022,3.1317,-1.570937777166719,0.5293,0.0,0.0
4.241,4.26500034,4242.0,4266.0,24.0,0.02400034000000062,0.8022,3.1317,-1.570937777166719,0.5293,0.0,0.0,11.0,0.75,0.0,0.75,0.0,0.0,18.860926553540004,39.4957,39.4957,0.0,0.0,0.8022,3.1174,-1.5709377745859745,0.6547,0.0,0.0
4.26500034,4.29000044,4266.0,4291.0,25.0,0.025000099999999748,0.8022,3.1174,-1.5709377745859745,0.6547,0.0,0.0,12.0,0.75,0.0,0.75,0.0,0.0,18.85962856148594,47.4871,47.4871,0.0,0.0,0.8022,3.0993,-1.5709377722090563,0.7844,0.0,0.0
4.29000044,4.315,4291.0,4316.0,25.0,0.024999560000000365,0.8022,3.0993,-1.5709377722090563,0.7844,0.0,0.0,13.0,0.75,0.0,0.75,0.0,0.0,18.860271940785886,55.4786,55.4786,0.0,0.0,0.8022,3.078,-1.5707963267948963,0.9132,0.0,0.0
4.315,4.34,4316.0,4341.0,25.0,0.024999999999999467,0.8022,3.078,-1.5707963267948963,0.9132,0.0,0.0,14.0,0.75,0.0,0.75,0.0,0.0,18.8597040000004,63.47,63.47,0.0,0.0,0.8022,3.0535,-1.5707963267948968,1.0411,0.0,0.0
4.34,4.366,4341.0,4367.0,26.0,0.0259999999999998,0.8022,3.0535,-1.5707963267948968,1.0411,0.0,0.0,15.0,0.75,0.0,0.75,0.0,0.0,18.862073076923224,71.7821,71.7821,0.0,0.0,0.8022,3.0246,-1.5707963267948968,1.1732,0.0,0.0
4.366,4.39000034,4367.0,4391.0,24.0,0.02400034000000062,0.8022,3.0246,-1.5707963267948968,1.1732,0.0,0.0,16.0,0.75,0.0,0.75,0.0,0.0,18.856870361002724,79.4528,79.4528,0.0,0.0,0.8022,2.995,-1.5707963267948968,1.2944,0.0,0.0
4.39000034,4.41500044,4391.0,4416.0,25.0,0.025000099999999748,0.8022,2.995,-1.5707963267948968,1.2944,0.0,0.0,17.0,0.75,0.0,0.75,0.0,0.0,18.859864560541954,87.4443,87.4443,0.0,0.0,0.8022,2.961,-1.5707963267948968,1.4197,0.0,0.0
4.41500044,4.44,4416.0,4441.0,25.0,0.024999560000000365,0.8022,2.961,-1.5707963267948968,1.4197,0.0,0.0,18.0,0.75,0.0,0.75,0.0,0.0,18.860035936632205,95.4357,95.4357,0.0,0.0,0.8023,2.9238,-1.5707963267948968,1.5442,0.0,0.0
4.44,4.466,4441.0,4467.0,26.0,0.0259999999999998,0.8023,2.9238,-1.5707963267948968,1.5442,0.0,0.0,19.0,0.75,0.0,0.75,0.0,0.0,18.862073076923224,103.7478,103.7478,0.0,0.0,0.8023,2.8819,-1.5707963267948963,1.6728,0.0,0.0
4.466,4.49000025,4467.0,4491.0,24.0,0.02400024999999939,0.8023,2.8819,-1.5707963267948963,1.6728,0.0,0.0,20.0,0.75,0.0,0.75,0.0,0.0,18.8609972812788,111.4185,111.4218,0.0,0.0,0.8023,2.8403,-1.5707963267948963,1.7907,0.0,0.0
4.49000025,4.51500034,4491.0,4516.0,25.0,0.025000090000000696,0.8023,2.8403,-1.5707963267948963,1.7907,0.0,0.0,21.0,0.75,0.0,0.75,0.0,0.0,18.863530091291157,119.4132,119.4132,0.0,0.0,0.8023,2.7939,-1.5707963267948963,1.9126,0.0,0.0
4.51500034,4.54100037,4516.0,4542.0,26.0,0.02600002999999962,0.8023,2.7939,-1.5707963267948963,1.9126,0.0,0.0,22.0,0.75,0.0,0.75,0.0,0.0,18.85478978293513,127.7221,127.7221,0.0,0.0,0.8023,2.7425,-1.5707963267948963,2.0386,0.0,0.0
4.54100037,4.565,4542.0,4566.0,24.0,0.023999630000000494,0.8023,2.7425,-1.5707963267948963,2.0386,0.0,0.0,23.0,0.75,0.0,0.75,0.0,0.0,18.865540843754268,135.3961,135.3961,0.0,0.0,0.8023,2.6921,-1.5707963267948963,2.154,0.0,0.0
4.565,4.59,4566.0,4591.0,25.0,0.024999999999999467,0.8023,2.6921,-1.5707963267948963,2.154,0.0,0.0,24.0,0.75,0.0,0.75,0.0,0.0,18.8597040000004,143.3875,143.3875,0.0,0.0,0.8023,2.6367,-1.5707963267948963,2.2735,0.0,0.0
4.59,4.61500025,4591.0,4616.0,25.0,0.025000249999999724,0.8023,2.6367,-1.5707963267948963,2.2735,0.0,0.0,25.0,0.75,0.0,0.75,0.0,0.0,18.85975140248619,151.379,151.379,0.0,0.0,0.8023,2.5783,-1.5707963267948963,2.3922,0.0,0.0
4.61500025,4.64000034,4616.0,4641.0,25.0,0.025000090000000696,0.8023,2.5783,-1.5707963267948963,2.3922,0.0,0.0,26.0,0.75,0.0,0.75,0.0,0.0,18.85963610530949,159.3704,159.3704,0.0,0.0,0.8023,2.517,-1.5707963267948963,2.5101,0.0,0.0
4.64000034,4.66500044,4641.0,4666.0,25.0,0.025000099999999748,0.8023,2.517,-1.5707963267948963,2.5101,0.0,0.0,27.0,0.75,0.0,0.75,0.0,0.0,18.85962856148594,167.3618,167.3618,0.0,0.0,0.8023,2.4527,-1.5707963267948963,2.6271,0.0,0.0
4.66500044,4.69,4666.0,4691.0,25.0,0.024999560000000365,0.8023,2.4527,-1.5707963267948963,2.6271,0.0,0.0,28.0,0.75,0.0,0.75,0.0,0.0,18.860035936632205,175.3532,175.3532,0.0,0.0,0.8023,2.3855,-1.5707963267948963,2.7434,0.0,0.0
4.69,4.715,4691.0,4716.0,25.0,0.024999999999999467,0.8023,2.3855,-1.5707963267948963,2.7434,0.0,0.0,29.0,0.75,0.0,0.75,0.0,0.0,18.859940000000407,183.3447,183.3447,0.0,0.0,0.8023,2.3154,-1.5707963267948963,2.8589,0.0,0.0
4.715,4.741,4716.0,4742.0,26.0,0.0259999999999998,0.8023,2.3154,-1.5707963267948963,2.8589,0.0,0.0,30.0,0.75,0.0,0.75,0.0,0.0,18.862073076923252,191.6568,191.6568,0.0,0.0,0.8023,2.2395,-1.5707963267948963,2.9781,0.0,0.0
4.741,4.76500034,4742.0,4766.0,24.0,0.02400034000000062,0.8023,2.2395,-1.5707963267948963,2.9781,0.0,0.0,31.0,0.75,0.0,0.75,0.0,0.0,18.856870361002688,199.3275,199.3275,0.0,0.0,0.8023,2.1666,-1.5707963267948963,3.0874,0.0,0.0
4.76500034,4.79000044,4766.0,4791.0,25.0,0.025000099999999748,0.8023,2.1666,-1.5707963267948963,3.0874,0.0,0.0,32.0,0.75,0.0,0.75,0.0,0.0,18.863522545910065,207.3189,207.3222,0.0,0.0,0.8023,2.088,-1.5707963267948963,3.2006,0.0,0.0
