bag_time,time,count
1788874661.8179088,1788874661.8179088,0
1788874661.8841968,1788874661.8841968,0
1788874661.9346097,1788874661.9346097,0
1788874661.9855838,1788874661.9855838,0
1788874662.034623,1788874662.034623,0
1788874662.0833535,1788874662.0833535,0
1788874662.133333,1788874662.133333,0
1788874662.1848545,1788874662.1848545,0
1788874662.2346425,1788874662.2346425,0
1788874662.283895,1788874662.283895,0
1788874662.3341331,1788874662.3341331,0
1788874662.383203,1788874662.383203,0
1788874662.4346013,1788874662.4346013,0
1788874662.4879615,1788874662.4879615,0
1788874662.537499,1788874662.537499,0
1788874662.5863519,1788874662.5863519,0
1788874662.6351132,1788874662.6351132,0
1788874662.683492,1788874662.683492,0
1788874662.7345383,1788874662.7345383,0
1788874662.783477,1788874662.783477,0
1788874662.834851,1788874662.834851,0
1788874662.886689,1788874662.886689,0
1788874662.9358876,1788874662.9358876,0
1788874662.9850206,1788874662.9850206,0
1788874663.0342174,1788874663.0342174,0
1788874663.0840147,1788874663.0840147,0
1788874663.1344204,1788874663.1344204,0
1788874663.1849804,1788874663.1849804,0
1788874663.233681,1788874663.233681,0
1788874663.2841694,1788874663.2841694,0
1788874663.337495,1788874663.337495,0
1788874663.3866365,1788874663.3866365,0
1788874663.4377747,1788874663.4377747,0
1788874663.4907203,1788874663.4907203,0
1788874663.5583131,1788874663.5583131,0
1788874663.6085362,1788874663.6085362,0
1788874663.6603541,1788874663.6603541,0
1788874663.7111883,1788874663.7111883,0
1788874663.759831,1788874663.759831,0
1788874663.8083453,1788874663.8083453,0
1788874663.8583083,1788874663.8583083,0
1788874663.9087055,1788874663.9087055,0
1788874663.9620993,1788874663.9620993,0
1788874664.010449,1788874664.010449,0
1788874664.0598824,1788874664.0598824,0
1788874664.1082494,1788874664.1082494,0
1788874664.1602597,1788874664.1602597,0
1788874664.2095857,1788874664.2095857,0
1788874664.2597213,1788874664.2597213,0
1788874664.3089883,1788874664.3089883,0
1788874664.3603868,1788874664.3603868,0
1788874664.4095764,1788874664.4095764,0
1788874664.4587028,1788874664.4587028,0
1788874664.5104523,1788874664.5104523,0
1788874664.560838,1788874664.560838,0
1788874664.6102157,1788874664.6102157,0
1788874664.6610115,1788874664.6610115,0
1788874664.7111592,1788874664.7111592,0
1788874664.7593632,1788874664.7593632,0
1788874664.8108525,1788874664.8108525,0
1788874664.8596096,1788874664.8596096,0
1788874664.9083097,1788874664.9083097,0
1788874664.9588351,1788874664.9588351,0
1788874665.0088425,1788874665.0088425,0
1788874665.059672,1788874665.059672,0
1788874665.1092675,1788874665.1092675,0
1788874665.158366,1788874665.158366,0
1788874665.209916,1788874665.209916,0
1788874665.2585309,1788874665.2585309,0
1788874665.3083022,1788874665.3083022,0
1788874665.359488,1788874665.359488,0
1788874665.4086852,1788874665.4086852,0
1788874665.458648,1788874665.458648,0
1788874665.5093305,1788874665.5093305,0
1788874665.5584524,1788874665.5584524,0
1788874665.6085885,1788874665.6085885,0
1788874665.6595123,1788874665.6595123,0
1788874665.7092626,1788874665.7092626,0
1788874665.7594955,1788874665.7594955,0
1788874665.809655,1788874665.809655,0
1788874665.8585835,1788874665.8585835,0
1788874665.9082854,1788874665.9082854,0
1788874665.9597886,1788874665.9597886,0
1788874666.00974,1788874666.00974,0
1788874666.0586846,1788874666.0586846,0
1788874666.1096528,1788874666.1096528,0
1788874666.159365,1788874666.159365,0
1788874666.2085204,1788874666.2085204,0
1788874666.2594676,1788874666.2594676,0
1788874666.3082442,1788874666.3082442,0
1788874666.357715,1788874666.357715,0
1788874666.4096482,1788874666.4096482,0
1788874666.4585264,1788874666.4585264,0
1788874666.5087373,1788874666.5087373,0
1788874666.5587099,1788874666.5587099,0
1788874666.6086507,1788874666.6086507,0
1788874666.660096,1788874666.660096,0
1788874666.7097588,1788874666.7097588,0
1788874666.7589297,1788874666.7589297,0
1788874666.8085942,1788874666.8085942,0
1788874666.8604963,1788874666.8604963,0
1788874666.9118555,1788874666.9118555,0
1788874666.9627576,1788874666.9627576,0
1788874667.01458,1788874667.01458,0
1788874667.0659277,1788874667.0659277,0
1788874667.1173058,1788874667.1173058,0
1788874667.1842678,1788874667.1842678,0
1788874667.234266,1788874667.234266,0
1788874667.285947,1788874667.285947,0
1788874667.3364475,1788874667.3364475,0
1788874667.3862286,1788874667.3862286,0
1788874667.4392116,1788874667.4392116,0
1788874667.4908834,1788874667.4908834,0
1788874667.5607204,1788874667.5607204,0
1788874667.61178,1788874667.61178,0
1788874667.661249,1788874667.661249,0
1788874667.712529,1788874667.712529,0
1788874667.7635548,1788874667.7635548,0
1788874667.8129427,1788874667.8129427,0
1788874667.861539,1788874667.861539,0
1788874667.9110973,1788874667.9110973,0
1788874667.9616992,1788874667.9616992,0
1788874668.0115495,1788874668.0115495,0
1788874668.0609953,1788874668.0609953,0
1788874668.1124995,1788874668.1124995,0
1788874668.1637077,1788874668.1637077,0
1788874668.2133706,1788874668.2133706,0
1788874668.262843,1788874668.262843,0
1788874668.3141792,1788874668.3141792,0
1788874668.3636863,1788874668.3636863,0
1788874668.41313,1788874668.41313,0
1788874668.4626365,1788874668.4626365,0
1788874668.5130177,1788874668.5130177,0
1788874668.5615208,1788874668.5615208,0
1788874668.6113675,1788874668.6113675,0
1788874668.6613584,1788874668.6613584,0
1788874668.7109373,1788874668.7109373,0
1788874668.7598083,1788874668.7598083,0
1788874668.8089085,1788874668.8089085,0
1788874668.8585827,1788874668.8585827,0
1788874668.9083507,1788874668.9083507,0
1788874668.9586356,1788874668.9586356,0
1788874669.0095873,1788874669.0095873,0
1788874669.0583358,1788874669.0583358,0
1788874669.1084402,1788874669.1084402,0
1788874669.1582026,1788874669.1582026,0
1788874669.2085202,1788874669.2085202,0
1788874669.2591143,1788874669.2591143,0
1788874669.30779,1788874669.30779,0
1788874669.3582878,1788874669.3582878,0
1788874669.4094555,1788874669.4094555,0
1788874669.4615848,1788874669.4615848,0
1788874669.511209,1788874669.511209,0
1788874669.5596359,1788874669.5596359,0
1788874669.610011,1788874669.610011,0
1788874669.6594365,1788874669.6594365,0
1788874669.7090228,1788874669.7090228,0
1788874669.7596786,1788874669.7596786,0
1788874669.8083308,1788874669.8083308,0
1788874669.858361,1788874669.858361,0
1788874669.9087281,1788874669.9087281,0
1788874669.9582229,1788874669.9582229,0
1788874670.00843,1788874670.00843,0
1788874670.0581155,1788874670.0581155,0
1788874670.10809,1788874670.10809,0
1788874670.1599221,1788874670.1599221,0
1788874670.2086427,1788874670.2086427,0
1788874670.2590976,1788874670.2590976,0
1788874670.308449,1788874670.308449,0
1788874670.3581207,1788874670.3581207,0
1788874670.408391,1788874670.408391,0
1788874670.4594388,1788874670.4594388,0
1788874670.5096831,1788874670.5096831,0
1788874670.5598638,1788874670.5598638,0
1788874670.6110513,1788874670.6110513,0
1788874670.6597073,1788874670.6597073,0
1788874670.7100787,1788874670.7100787,0
1788874670.758567,1788874670.758567,0
1788874670.8083463,1788874670.8083463,0
1788874670.858345,1788874670.858345,0
1788874670.9082386,1788874670.9082386,0
1788874670.9583817,1788874670.9583817,0
1788874671.0085397,1788874671.0085397,0
1788874671.0593848,1788874671.0593848,0
1788874671.109897,1788874671.109897,0
1788874671.1595666,1788874671.1595666,0
1788874671.210322,1788874671.210322,0
1788874671.2596085,1788874671.2596085,0
1788874671.3089323,1788874671.3089323,0
1788874671.3589797,1788874671.3589797,0
1788874671.4090693,1788874671.4090693,0
1788874671.4581914,1788874671.4581914,0
1788874671.5089595,1788874671.5089595,0
1788874671.5588093,1788874671.5588093,0
1788874671.6097372,1788874671.6097372,0
1788874671.658467,1788874671.658467,0
1788874671.7099597,1788874671.7099597,0
1788874671.761309,1788874671.761309,0
1788874671.8119218,1788874671.8119218,0
1788874671.8616278,1788874671.8616278,0
1788874671.9118679,1788874671.9118679,0
1788874671.9607923,1788874671.9607923,0
1788874672.0099428,1788874672.0099428,0
1788874672.0584204,1788874672.0584204,0
1788874672.1083512,1788874672.1083512,0
1788874672.1586459,1788874672.1586459,0
1788874672.2132955,1788874672.2132955,0
1788874672.2636514,1788874672.2636514,0
1788874672.3141334,1788874672.3141334,0
1788874672.3642242,1788874672.3642242,0
1788874672.4151776,1788874672.4151776,0
1788874672.4638436,1788874672.4638436,0
1788874672.5138628,1788874672.5138628,0
1788874672.5626514,1788874672.5626514,0
1788874672.6151772,1788874672.6151772,0
1788874672.664521,1788874672.664521,0
1788874672.7162437,1788874672.7162437,0
1788874672.7675045,1788874672.7675045,0
1788874672.8354163,1788874672.8354163,0
1788874672.8864627,1788874672.8864627,0
1788874672.936605,1788874672.936605,0
1788874672.9857876,1788874672.9857876,0
1788874673.0359242,1788874673.0359242,0
1788874673.0859807,1788874673.0859807,0
1788874673.1363418,1788874673.1363418,0
1788874673.1869223,1788874673.1869223,0
1788874673.2409472,1788874673.2409472,0
1788874673.3089836,1788874673.3089836,0
1788874673.3588576,1788874673.3588576,0
1788874673.409967,1788874673.409967,0
1788874673.4600594,1788874673.4600594,0
1788874673.5084252,1788874673.5084252,0
1788874673.5595465,1788874673.5595465,0
1788874673.608802,1788874673.608802,0
1788874673.6590421,1788874673.6590421,0
1788874673.7085133,1788874673.7085133,0
1788874673.7593672,1788874673.7593672,0
1788874673.8073437,1788874673.8073437,0
1788874673.858016,1788874673.858016,0
1788874673.9088793,1788874673.9088793,0
1788874673.9615643,1788874673.9615643,0
1788874674.0153677,1788874674.0153677,0
1788874674.0644197,1788874674.0644197,0
1788874674.1145275,1788874674.1145275,0
1788874674.1639583,1788874674.1639583,0
1788874674.213657,1788874674.213657,0
1788874674.2649214,1788874674.2649214,0
1788874674.3153694,1788874674.3153694,0
1788874674.3652272,1788874674.3652272,0
1788874674.4158375,1788874674.4158375,0
1788874674.483593,1788874674.483593,0
1788874674.533067,1788874674.533067,0
1788874674.5837033,1788874674.5837033,0
1788874674.6336102,1788874674.6336102,0
1788874674.684736,1788874674.684736,0
1788874674.7339203,1788874674.7339203,0
1788874674.783967,1788874674.783967,0
1788874674.8342154,1788874674.8342154,0
1788874674.883251,1788874674.883251,0
1788874674.9343274,1788874674.9343274,0
1788874674.987325,1788874674.987325,0
1788874675.036698,1788874675.036698,0
1788874675.0866263,1788874675.0866263,0
1788874675.1370137,1788874675.1370137,0
1788874675.1857452,1788874675.1857452,0
1788874675.23467,1788874675.23467,0
1788874675.2846415,1788874675.2846415,0
1788874675.3350792,1788874675.3350792,0
1788874675.3850317,1788874675.3850317,0
1788874675.4341989,1788874675.4341989,0
1788874675.483177,1788874675.483177,0
1788874675.5325077,1788874675.5325077,0
1788874675.5834413,1788874675.5834413,0
1788874675.6338496,1788874675.6338496,0
1788874675.6835198,1788874675.6835198,0
1788874675.7337024,1788874675.7337024,0
1788874675.7847664,1788874675.7847664,0
1788874675.83492,1788874675.83492,0
1788874675.8851697,1788874675.8851697,0
1788874675.9347389,1788874675.9347389,0
1788874675.9847574,1788874675.9847574,0
1788874676.036718,1788874676.036718,0
1788874676.0857935,1788874676.0857935,0
1788874676.1357536,1788874676.1357536,0
1788874676.1853437,1788874676.1853437,0
1788874676.2345276,1788874676.2345276,0
1788874676.2858276,1788874676.2858276,0
1788874676.3363805,1788874676.3363805,0
1788874676.3877907,1788874676.3877907,0
1788874676.4375641,1788874676.4375641,0
1788874676.487,1788874676.487,0
1788874676.53663,1788874676.53663,0
1788874676.5872955,1788874676.5872955,0
1788874676.6358585,1788874676.6358585,0
1788874676.6846092,1788874676.6846092,0
1788874676.7341635,1788874676.7341635,0
1788874676.784096,1788874676.784096,0
1788874676.8330395,1788874676.8330395,0
1788874676.8835623,1788874676.8835623,0
1788874676.9341671,1788874676.9341671,0
1788874676.984981,1788874676.984981,0
1788874677.033918,1788874677.033918,0
1788874677.08329,1788874677.08329,0
1788874677.1349046,1788874677.1349046,0
1788874677.1839287,1788874677.1839287,0
1788874677.2336695,1788874677.2336695,0
1788874677.285246,1788874677.285246,0
1788874677.3351674,1788874677.3351674,0
1788874677.3849676,1788874677.3849676,0
1788874677.435793,1788874677.435793,0
1788874677.4862225,1788874677.4862225,0
