bag_time,time,count
1788874661.817969,1788874661.817969,0
1788874661.8842504,1788874661.8842504,0
1788874661.9346983,1788874661.9346983,0
1788874661.9855964,1788874661.9855964,0
1788874662.0346303,1788874662.0346303,0
1788874662.083442,1788874662.083442,0
1788874662.13334,1788874662.13334,0
1788874662.1849332,1788874662.1849332,0
1788874662.234897,1788874662.234897,0
1788874662.2840068,1788874662.2840068,0
1788874662.3343015,1788874662.3343015,0
1788874662.3832686,1788874662.3832686,0
1788874662.4346895,1788874662.4346895,0
1788874662.4880383,1788874662.4880383,0
1788874662.5375392,1788874662.5375392,0
1788874662.5863936,1788874662.5863936,0
1788874662.6351202,1788874662.6351202,0
1788874662.6838453,1788874662.6838453,0
1788874662.7345734,1788874662.7345734,0
1788874662.7834845,1788874662.7834845,0
1788874662.8348875,1788874662.8348875,0
1788874662.8867202,1788874662.8867202,0
1788874662.9358945,1788874662.9358945,0
1788874662.9850903,1788874662.9850903,0
1788874663.034269,1788874663.034269,0
1788874663.08409,1788874663.08409,0
1788874663.1345017,1788874663.1345017,0
1788874663.1849875,1788874663.1849875,0
1788874663.2337794,1788874663.2337794,0
1788874663.2841754,1788874663.2841754,0
1788874663.337536,1788874663.337536,0
1788874663.3866591,1788874663.3866591,0
1788874663.4378312,1788874663.4378312,0
1788874663.4907694,1788874663.4907694,0
1788874663.558382,1788874663.558382,0
1788874663.6086056,1788874663.6086056,0
1788874663.660398,1788874663.660398,0
1788874663.7112238,1788874663.7112238,0
1788874663.7598934,1788874663.7598934,0
1788874663.8084064,1788874663.8084064,0
1788874663.8584027,1788874663.8584027,0
1788874663.9087303,1788874663.9087303,0
1788874663.9623978,1788874663.9623978,0
1788874664.0105298,1788874664.0105298,0
1788874664.0599265,1788874664.0599265,0
1788874664.1082807,1788874664.1082807,0
1788874664.161072,1788874664.161072,0
1788874664.209721,1788874664.209721,0
1788874664.2597547,1788874664.2597547,0
1788874664.309039,1788874664.309039,0
1788874664.3604174,1788874664.3604174,0
1788874664.4096286,1788874664.4096286,0
1788874664.4589627,1788874664.4589627,0
1788874664.5105615,1788874664.5105615,0
1788874664.5609238,1788874664.5609238,0
1788874664.6102395,1788874664.6102395,0
1788874664.661055,1788874664.661055,0
1788874664.7111707,1788874664.7111707,0
1788874664.7594159,1788874664.7594159,0
1788874664.8108652,1788874664.8108652,0
1788874664.8596408,1788874664.8596408,0
1788874664.9083395,1788874664.9083395,0
1788874664.9589097,1788874664.9589097,0
1788874665.008908,1788874665.008908,0
1788874665.0597138,1788874665.0597138,0
1788874665.1093416,1788874665.1093416,0
1788874665.1584125,1788874665.1584125,0
1788874665.2100096,1788874665.2100096,0
1788874665.2586038,1788874665.2586038,0
1788874665.3083298,1788874665.3083298,0
1788874665.3595684,1788874665.3595684,0
1788874665.408736,1788874665.408736,0
1788874665.458714,1788874665.458714,0
1788874665.5093582,1788874665.5093582,0
1788874665.558511,1788874665.558511,0
1788874665.6086972,1788874665.6086972,0
1788874665.6596105,1788874665.6596105,0
1788874665.7093673,1788874665.7093673,0
1788874665.759531,1788874665.759531,0
1788874665.8097725,1788874665.8097725,0
1788874665.8586366,1788874665.8586366,0
1788874665.9083629,1788874665.9083629,0
1788874665.9597976,1788874665.9597976,0
1788874666.0098512,1788874666.0098512,0
1788874666.058715,1788874666.058715,0
1788874666.109688,1788874666.109688,0
1788874666.1593997,1788874666.1593997,0
1788874666.2085507,1788874666.2085507,0
1788874666.2595665,1788874666.2595665,0
1788874666.308277,1788874666.308277,0
1788874666.3577538,1788874666.3577538,0
1788874666.4096835,1788874666.4096835,0
1788874666.4585693,1788874666.4585693,0
1788874666.5088878,1788874666.5088878,0
1788874666.5587566,1788874666.5587566,0
1788874666.6087732,1788874666.6087732,0
1788874666.6601334,1788874666.6601334,0
1788874666.709807,1788874666.709807,0
1788874666.7589638,1788874666.7589638,0
1788874666.8086681,1788874666.8086681,0
1788874666.8605525,1788874666.8605525,0
1788874666.911897,1788874666.911897,0
1788874666.9628608,1788874666.9628608,0
1788874667.0146883,1788874667.0146883,0
1788874667.066109,1788874667.066109,0
1788874667.1173732,1788874667.1173732,0
1788874667.1843865,1788874667.1843865,0
