event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r1_next_first_step_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r2_next_first_step_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,first_prediction_corridor_margin_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
161,1789729638886458884,0,0.01162016392,3,0.0002905041038,0.07500000298,49,0.009834766388,0.00906265527,1,0,0,0,0,-1,344403.1875,nan,0.8055509925,nan,R1,49,0,0.01162016392,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,1015.638,0,1137.187,7,1,7,14,22,23,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004600728,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.267937839,0.8055509925,0.006014320999,0.005636457354,0.001356601715,0.00366204977,-1,-1
182,1789729638909300748,0,0.009805321693,3,0.0002451330365,0.07500000298,27,0.009068012238,0.007022544742,1,0,0,0,0,-1,344402.8438,nan,0.8055485487,nan,R1,27,0,0.009805321693,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,382.8900003,0,444.0949993,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003968609,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2597849965,0.8055485487,0.0002033631317,0.0002258457243,0.000102519989,0.0001356601715,-1,-1
203,1789729638934214105,0,0.009828209877,3,0.0002457052469,0.07500000298,27,0.009081363678,0.007064007223,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.009828209877,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,374.3039999,0,434.5559998,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004079268,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2598793805,0.8055486083,0.0001181532862,0.0001452751458,8.66651535e-05,0.0001055002213,-1,-1
224,1789729638959384526,0,0.0098285079,3,0.0002457126975,0.07500000298,27,0.009081363678,0.007056757808,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.0098285079,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,375.3959999,0,509.9989996,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003336491,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2598784268,0.8055486083,0.0001189751783,0.0001462362707,8.690357208e-05,0.0001058578491,-1,-1
244,1789729638984254933,0,0.009828567505,3,0.0002457141818,0.07500000298,27,0.009081363678,0.007056497037,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.009828567505,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,379.4830008,0,439.7960005,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.00362326,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2598786354,0.8055486083,0.0001189658651,0.0001462325454,8.690357208e-05,0.0001058578491,-1,-1
267,1789729639009481278,0,0.06790464371,3,0.004897615872,0.07800000161,27,0.00902056694,0.006894975901,1,0,0,0,0,-1,344179.5,nan,0.8054326773,nan,R1,27,0,0.06790464371,3,21.80566961,0.1656917483,0.8906917483,0.8406917475,nan,nan,nan,nan,nan,nan,373.7229996,0,433.4849997,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.003000000026,0.003199999919,0.003465143,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2595828772,0.8054326773,0.0002941098064,0.0002807155252,0.0001047849655,0.0001776814461,-1,-1
288,1789729639033925694,0,1.312980533,3,0.1055931002,0.1525041908,27,0.005796670914,0.009022548795,1,0,0,0,0,-1,338624.7812,nan,0.8058085442,nan,R1,27,0,1.312980533,3,21.80580985,0.1656477749,0.8906477749,0.8406477742,nan,nan,nan,nan,nan,nan,540.4849997,0,600.5689993,1,1,14,14,10,11,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.07750418782,0.07276859134,0.003391555,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.2554829717,0.8058085442,0.003704299685,0.002490267158,0.002320408821,0.001990020275,-1,-1
310,1789729639059650577,0,-0.07189190388,3,0.07097129524,0.2256385535,29,0.009159803391,0.007131651044,1,0,0,0,0,-1,333118.8438,nan,0.8056740761,nan,R1,29,0,-0.07189190388,3,21.80600707,0.16558595,0.89058595,0.8405859493,nan,nan,nan,nan,nan,nan,435.2179995,0,495.7409992,1,1,14,14,4,5,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.1506385505,0.07276859134,0.0043574,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.3655296266,0.8056740761,0.00416878378,0.002311255783,0.002602159977,0.001878142357,-1,-1
333,1789729639083841867,0,-0.07307111472,3,0.07016681135,0.304015398,25,0.008749961853,0.005807772279,1,0,0,0,0,-1,327293.4688,nan,0.8056361675,nan,R1,25,0,-0.07307111472,3,21.80621843,0.1655196846,0.8905196846,0.8405196838,nan,nan,nan,nan,nan,nan,369.4139996,0,429.9169998,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.229015395,0.0719935894,0.003316885,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0.05000000075,0.4312645495,0.8056361675,0.0007882133359,0.0004648864269,0.000440120697,0.0003417134285,-1,-1
355,1789729639109663121,0,-0.05002590269,3,0.07074294239,0.376247704,23,0.00910449028,0.005872130394,1,0,0,0,0,-1,321871.25,nan,0.8066949844,nan,R1,23,0,-0.05002590269,3,21.80670215,0.1653684229,0.8903684229,0.8403684221,nan,nan,nan,nan,nan,nan,342.7650003,0,403.3480005,1,1,14,14,2,3,21.80577648,0.1656584591,-0.3013655841,0.008686403744,0,0.01240000036,0.3012476861,0.0719935894,0.003172353,-0.05187451569,1.195793242,0.725,0.8906584591,0.8406584583,0.05000000075,0.4851765633,0.8066949844,0.0004833631683,0.0002502053976,0.0002712607384,0.0003004670143,-1,-1
377,1789729639134360753,0,-0.3344489336,3,0.0459328182,0.4534084201,30,0.008761405945,0.005372598767,1,0,0,0,0,-1,315863.9688,nan,0.8066209555,nan,R1,30,0,-0.3344489336,3,21.80818327,0.1649079174,0.8899079174,0.8399079166,nan,nan,nan,nan,nan,nan,360.5270004,0,431.0500002,1,1,14,14,0,1,21.806365,0.1654754132,-0.3004916906,0.04131979123,0,0.02859999985,0.378408432,0.05429404229,0.003169297,-0.0518272547,1.195425395,0.725,0.8904754132,0.8404754125,0.05000000075,0.5780074,0.8066209555,0.002591561759,0.001201458275,0.001259684563,0.001435041428,-1,-1
398,1789729639160174143,0,0.002399113029,3,0.05424528196,0.5269630551,24,0.008581876755,0.004492707551,1,0,0,0,0,-1,310133.5312,nan,0.8058640361,nan,R1,24,0,0.002399113029,3,21.81070754,0.1641253829,0.8891253829,0.8391253822,nan,nan,nan,nan,nan,nan,351.4299994,0,411.8129997,1,1,14,14,2,3,21.8078656,0.1650099158,-0.2999103665,0.08064716309,0,0.04170000181,0.4519630671,0.05418530479,0.004218759,-0.05170675071,1.194487474,0.725,0.8900099158,0.8400099151,0.05000000075,0.606990099,0.8058640361,0.0004495698959,0.0001965463161,0.000200688839,0.0002816915512,-1,-1
420,1789729639184937809,0,0.008456306532,3,0.05394306779,0.6061162949,21,0.009760856628,0.004945665598,1,0,0,0,0,-1,303737.8438,nan,0.8057857752,nan,R1,21,0,0.008456306532,3,21.81515913,0.1627543122,0.8877543122,0.8377543114,nan,nan,nan,nan,nan,nan,364.4449997,0,429.6870003,1,1,14,14,4,5,21.81060961,0.1641617268,-0.2984783053,0.1517612189,0,0.05840000138,0.5311163068,0.05373166129,0.003464572,-0.05148639535,1.19277238,0.725,0.8891617268,0.8391617261,0.05000000075,0.6549872756,0.8057857752,0.0004284465685,0.0001633092761,0.0001795887947,0.000247836113,-1,-1
443,1789729639209767990,0,0.04101571813,3,0.05502753332,0.6790174842,21,0.007442951202,0.006793171167,1,0,0,0,0,-1,297885.7812,nan,0.8056465387,nan,R1,21,0,0.04101571813,3,21.82137528,0.1608496755,0.8873061,0.8373060992,nan,nan,nan,nan,nan,nan,384.4829998,0,444.5550003,1,1,14,28,5,6,21.81507788,0.1627875566,-0.2970553935,0.225509569,0,0.05579999834,0.6040174961,0.05400213972,0.003264045,-0.05112757542,1.189979572,0.725,0.8877875566,0.8377875559,0.05000000075,0.7030276656,0.8056465387,0.0004488024861,0.0001861229539,0.0002804398537,0.0002479553223,-1,-1
465,1789729639234453268,0,0.1284058392,3,0.06233581901,0.7539866567,19,0.004390954971,0.009150743484,1,0,0,0,0,-1,292066.7188,nan,0.8054746985,nan,R1,19,0,0.1284058392,3,21.82908577,0.1584703028,0.8897457857,0.8397457849,nan,nan,nan,nan,nan,nan,389.5120001,0,450.1359997,1,1,28,28,6,7,21.82108078,0.1609079242,-0.2943619192,0.2967967093,0,0.06650000066,0.6789866686,0.05912567303,0.003280026,-0.0506529573,1.1875,0.7262723638,0.887180288,0.8371802873,0.05000000075,0.7200185657,0.8054746985,0.0002978146076,0.0001480355859,0.0001791119576,0.0001863241196,-1,-1
486,1789729639259980139,0,0.07165059447,3,0.06202398613,0.8276954293,20,0.008916854858,0.004342138767,1,0,0,0,0,-1,286823.7812,nan,0.8058135509,nan,R1,20,0,0.07165059447,3,21.83794715,0.1558135599,0.8926274045,0.8426274037,nan,nan,nan,nan,nan,nan,302.3389997,0,363.243,1,1,28,14,1,2,21.82885858,0.1585618705,-0.292660296,0.3385326862,0,0.07800000161,0.7526954412,0.06023272127,0.00381983,-0.05005678887,1.1875,0.7311334893,0.8896953598,0.839695359,0.05000000075,0.761987865,0.8058135509,0.0004344796762,0.0001133009791,0.0002614855766,0.0002716779709,-1,-1
