wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,59
2.0,2.5775348910994906,59
4.0,4.9216,59
6.0,7.3134861746604685,59
8.0,9.663177386851014,59
10.0,11.957321073226048,59
12.0,13.844966916047374,59
14.0,15.72660759388553,59
16.0,17.60824827172369,59
18.0,18.785966445680987,59
20.0,20.29168985796157,59
22.0,21.3115,59
24.0,21.3115,59
26.0,21.3115,59
28.0,21.3115,59
30.0,21.3115,59
