throttle,speed_bin_mps,acceleration_mps2,acceleration_std_mps2,samples
0.0,0.0,0.0,1.1757245432756014,346
0.0,0.5,-5.567221063076623,1.1187184876384546,16
0.0,1.0,-5.048771744379364,1.0829131343237843,12
0.0,1.5,-5.422567005356038,2.1806343801735593,14
0.0,2.0,-5.923284178838536,1.4577443942231114,8
0.0,2.5,-6.520169565978033,2.2053964809031945,10
0.0,3.0,-6.313780901180866,1.1021403399604768,9
0.0,3.5,-4.7690056187477055,2.3180102271950305,8
0.0,4.0,-6.484424064072414,1.1217786240843448,8
0.0,4.5,-6.796292076200709,0.8263957405114631,7
0.0,5.0,-5.408422239932764,1.8006383793555991,3
0.0,5.5,-7.075403213838185,1.4349216550578188,8
0.0,6.0,-6.451644785631053,2.468099457784006,5
0.0,6.5,-7.379977480893601,1.7537530961059,4
0.0,7.0,-7.812625053576812,1.1311751580881797,4
0.0,7.5,-6.501901621688276,1.1727897765764839,6
0.0,8.0,-7.526319088227796,3.5024377869901118,5
0.0,8.5,-7.5098501803046425,1.3393064233968373,3
0.0,9.0,-9.592174686031944,1.5754057502766436,3
0.0,9.5,-7.189940916527341,1.1628618462833455,2
0.0,10.0,-7.700132527423317,1.6610275757931838,4
0.0,10.5,-8.512573092734863,1.0612781428787292,4
0.0,11.0,-7.35958057055075,2.685918052055688,2
0.0,11.5,-4.153516429626071,2.8957416330994366,2
0.0,12.0,-7.398241020555785,0.0,1
0.0,12.5,-10.351954043107929,0.5378173696415285,2
0.0,13.0,-10.465260912459366,0.0,1
0.0,13.5,-10.243318633720753,0.0,1
0.0,14.0,-8.011716940249736,1.3898199184207107,2
0.0,14.5,-5.14383781796141,0.0,1
0.0,15.0,-0.6852241338887083,0.6852241338887083,2
0.03,0.0,0.9006920522643969,1.4211114788904102,3
0.03,0.5,0.0,1.1489725307396275,434
0.03,1.0,-4.942090980314375,0.9194499911238735,9
0.03,1.5,-6.272625675743352,1.7611676508345162,11
0.03,2.0,-6.4522637062881625,1.2323974963211954,11
0.03,2.5,-6.117286954395185,1.386336618482664,12
0.03,3.0,-4.689856140409387,1.7427778284889615,7
0.03,3.5,-6.448053760533536,2.5006958264732706,8
0.03,4.0,-6.413767912199206,1.225215503235192,9
0.03,4.5,-7.748255901988981,1.6521171172670348,5
0.03,5.0,-7.026283743892329,1.1271545289630784,9
0.03,5.5,-5.358208000050324,0.858886560096715,4
0.03,6.0,-6.910312977977827,2.6716865601848374,8
0.03,6.5,-7.260519916931255,1.293295032182629,6
0.03,7.0,-7.126478965966086,1.2215433840423278,5
0.03,7.5,-6.074252262871591,1.2779767350723605,6
0.03,8.0,-4.991606909322273,3.727653688744771,5
0.03,8.5,-7.352539389653778,0.5767354280623698,4
0.03,9.0,-5.254456047116765,0.04804606870467509,2
0.03,9.5,-8.684647285307992,0.3689876994392129,4
0.03,10.0,-7.70381084369642,1.0460456600820787,2
0.03,10.5,-9.00916770747758,1.4856764421103088,3
0.03,11.0,-5.699973308155348,0.5554488007918801,2
0.03,11.5,-7.596879054766635,3.464893649990813,5
0.03,12.0,-5.99386408265727,0.0,1
0.03,12.5,-9.634092865871466,0.9261622312445841,2
0.03,13.0,-7.269963620199975,0.0,1
0.03,13.5,-9.486761180234621,0.0,1
0.03,14.0,-10.122303693526755,0.0,1
0.03,14.5,-6.175461477791528,0.0,1
0.03,15.0,-0.8456196293563796,0.8456196293563796,2
0.06,0.0,1.9435522942188896,1.667701310228403,3
0.06,0.5,5.254059238734039,0.0,1
0.06,1.0,0.0,0.5461451739101957,266
0.06,1.5,-3.2842464487246046,2.5654263020704096,29
0.06,2.0,-5.634229414667782,1.2734015951850906,10
0.06,2.5,-6.2801000147234465,1.356966584781326,11
0.06,3.0,-5.83659103637191,0.902881101614717,8
0.06,3.5,-5.75160472054627,2.052941734796993,8
0.06,4.0,-6.553339450562559,1.0568718733017317,9
0.06,4.5,-6.775086193141572,1.5418923162037528,7
0.06,5.0,-6.857938733786567,1.3490803383020677,5
0.06,5.5,-6.295970686842446,1.4860305525988842,8
0.06,6.0,-7.043293637459231,3.092968929279803,5
0.06,6.5,-6.819027330757829,0.954531927747701,5
0.06,7.0,-8.52523044320474,1.5768244442104664,6
0.06,7.5,-7.645287090625346,1.3290889831094397,4
0.06,8.0,-4.654400506879882,3.2552493179859394,4
0.06,8.5,-6.62368550105554,1.553211090843083,2
0.06,9.0,-7.695189936815247,1.4830947670188954,5
0.06,9.5,-8.351748601109302,1.9606468766565035,3
0.06,10.0,-9.218372240438658,0.9995620707674391,2
0.06,10.5,-6.646876856858607,0.4195958906104549,2
0.06,11.0,-7.14023173223311,3.5367231341076195,4
0.06,11.5,-3.5963750537821566,2.3293275510215263,4
0.06,12.0,-9.041836838345748,1.5609675118077322,3
