motion_regime,force_curve_region,wheel_speed_bin_mps,median_wheel_speed_mps,median_body_vx_mps,median_slip_speed_mps,median_slip_ratio,slip_ratio_mad,slip_ratio_p10,slip_ratio_p90,samples
braking,asymptotic,0.0,0.0,4.6981,-4.6423000000000005,-1.0,0.0,-1.0,-1.0,2592
braking,asymptotic,2.0,2.786430289571358,5.963100000000001,-2.922520004698624,-0.5115414832125782,0.17754016367325004,-0.7664299724825071,0.8177209038041826,112
braking,asymptotic,4.0,4.825110435651434,6.8752,-1.86065195657868,-0.2816001737557771,0.30243033281459514,-0.5632308724103633,2.510461704047956,55
braking,asymptotic,6.0,7.014258600935772,5.2988,1.7347210641227448,0.3524709574371637,0.7455751831470194,-0.46063655499332484,1.9704034923608647,43
braking,asymptotic,8.0,9.22100312261168,5.5174,3.6602695454193737,0.6516164958356598,0.7141452730010563,-0.37523487339259354,2.7640828669269872,32
braking,asymptotic,10.0,11.341510081645566,5.6179,5.456071302088546,0.9458450554644159,0.9308921972927885,-0.26166850584951723,2.2152836081762004,29
braking,asymptotic,12.0,13.10335488220173,5.8164,7.11347662614598,1.2687833888232938,0.47099501652776743,0.5132816965436408,7.4318471825320325,19
braking,asymptotic,14.0,15.22116133780835,6.6917,8.52946133780835,1.274632953929248,0.6854735817754714,0.4779631678081447,2.1727092941652795,17
braking,asymptotic,16.0,16.794188403868734,7.3329,9.178626281492061,1.2370362245688573,0.5273340778665263,0.707845353364345,4.9650631636613465,13
braking,asymptotic,18.0,18.69002795030768,6.4971,12.39460194814989,1.9503500864578762,1.0389824116457658,0.8781065377424413,6.546391995395262,14
braking,asymptotic,20.0,21.19114948086476,6.6184,14.59513021833731,2.2730603051439804,1.1381088385721174,1.1110638734242821,10.042852077175132,18
braking,asymptotic,22.0,23.099761031844068,7.3135,15.948900220495116,2.170952184100608,1.2695537874286351,0.9013983966719727,14.367610928057736,5
braking,asymptotic,24.0,25.277568925861427,7.31745,17.800724176840028,2.4326772198250577,1.5447613667962163,0.7252814366903391,15.709206243589135,12
braking,asymptotic,26.0,26.76142951912292,7.0006,19.652343661136193,2.817964201522992,1.5303922902515281,0.4142960822090829,4.377088994936748,6
braking,asymptotic,28.0,29.03458913580367,6.7616499999999995,22.272939135803668,3.4346439179845234,1.978557568603102,0.284864954515538,10.027697859443865,4
braking,asymptotic,30.0,30.751248452973318,9.8929,20.858348452973317,2.108415980447929,0.8661492983831236,0.9692854735195489,2.9745652788310526,7
braking,asymptotic,32.0,32.6835907466116,12.56905,20.114540746611596,1.6773541956709446,0.8534290355450325,0.4188755010072546,5.889812326052689,4
braking,asymptotic,34.0,34.44322773443337,11.9725,22.701952981657346,1.8961748157575566,1.0233613382854945,0.8462773838510558,4.667556638188229,11
braking,asymptotic,36.0,37.54411673892798,12.10075,25.570405132617708,2.113758186113357,0.5752184709828668,1.0230034117382105,3.933002155321029,4
braking,asymptotic,38.0,39.48532270658882,5.93555,33.95464219962618,6.0051320321336545,4.078220484614553,1.5508741836027198,14.717515157924224,6
braking,asymptotic,40.0,41.50734660600502,5.4362,36.24714072477907,6.667734948084888,3.224866376117342,1.701565798738524,9.89260132420223,7
braking,asymptotic,42.0,42.767521343701674,6.46515,36.30237134370167,7.859927138591121,4.444346770486048,3.4155803681050725,12.30427390907717,2
braking,asymptotic,44.0,45.427851859093806,11.480599999999999,33.409571498215726,2.9237410041149547,0.6994741081361469,1.981342616142809,7.286873998193691,6
braking,asymptotic,46.0,46.19162400607361,19.12225,27.06937400607361,1.5147466755699242,0.50408524050339,1.0106614350665342,2.018831916073314,2
braking,asymptotic,50.0,50.980017807140754,4.9343,46.045717807140754,9.331762926279461,0.0,9.331762926279461,9.331762926279461,1
braking,asymptotic,52.0,53.31524969121149,11.3525,41.96274969121149,3.696344390329134,0.0,3.696344390329134,3.696344390329134,1
braking,asymptotic,54.0,54.61282952735369,6.584,48.02882952735369,7.949302878795686,2.4359169219586843,5.513385956837002,10.38521980075437,2
braking,asymptotic,56.0,56.34416126547892,15.58765,40.75651126547892,3.6401037367197344,2.190915373709052,1.4491883630106823,5.8310191104287865,2
braking,asymptotic,58.0,58.077657618797275,5.5195,52.558157618797274,9.522267889989541,0.0,9.522267889989541,9.522267889989541,1
braking,post_extremum,0.0,1.1744219674824146,1.498,-0.2730948817931437,-0.19481286760825994,0.02412416579336535,-0.2308520059821711,-0.16522007326116173,18
braking,post_extremum,2.0,3.007053037549547,3.7096,-0.7787920930090091,-0.1972339179652229,0.016294959397302217,-0.24464944317566464,0.17552173345560915,15
braking,post_extremum,4.0,4.455687260282269,5.4162,-0.986959189720646,-0.17656708371957067,0.02224801899129286,-0.22906073335554664,-0.1543190647282778,17
braking,post_extremum,6.0,7.092068600749448,8.0403,-1.5508057665398214,-0.17883119147781343,0.0659038055975923,-0.2408997943875289,0.19004331832580024,12
braking,post_extremum,8.0,8.72265249378645,10.70095,-2.086464444193899,-0.18458630201994314,0.02327126900683732,-0.22763563068801287,-0.15484485279746626,10
braking,post_extremum,10.0,11.149617385639306,11.9725,-1.8155428110665959,-0.15164274888841894,0.06075006046291259,-0.21239280935133154,0.1581010008454227,3
braking,post_extremum,12.0,12.484457296177954,15.361,-2.7393427038220466,-0.17993816943352162,0.017144773129370294,-0.1970829425628919,-0.15421626744029193,3
braking,post_extremum,14.0,14.785195515343796,11.9725,2.162360918554679,0.1806106426021866,0.054319030844779015,-0.1725261136019128,0.2349296734469656,5
braking,post_extremum,16.0,17.533157071859733,22.8078,-5.267895660924175,-0.2302039740654519,0.010169525811365446,-0.24686121759813487,0.16184165622556304,4
braking,post_extremum,18.0,18.726563647851798,15.0923,3.634263647851798,0.24080250510868442,0.0,0.24080250510868442,0.24080250510868442,1
braking,pre_extremum,0.0,1.2875131740617047,1.4407999999999999,-0.07472044784831922,-0.04276080874834371,0.07352717081252723,-0.1191722584479801,0.10749407474034306,10
braking,pre_extremum,2.0,2.562899006840427,2.6576,-0.23772458441667332,-0.07121190639099856,0.05591299639419651,-0.13630679888732825,0.08380766990866861,13
braking,pre_extremum,4.0,4.6942664362318425,5.11205,-0.41545744902089643,-0.07857404037715093,0.04991117473671372,-0.14278846768627,0.08865122505031907,28
braking,pre_extremum,6.0,6.671402426723734,7.31745,-0.6338009632835697,-0.08459603214317221,0.05435939089131923,-0.14091434160462488,0.10748692418330405,16
braking,pre_extremum,8.0,8.711253663423209,9.6394,-0.7721118055904075,-0.0848138984127606,0.05772860769752061,-0.14254250611028121,0.08717135819496115,11
braking,pre_extremum,10.0,11.099917641623918,11.9725,-0.6457076355574749,-0.056498185003577346,0.01691582271707686,-0.07241840560890049,-0.0056768306687048084,8
braking,pre_extremum,12.0,12.53516474709112,12.6329,-0.09773525290887974,-0.007638724700290979,0.062421741395723304,-0.14373190006451517,0.11325585188484943,4
braking,pre_extremum,14.0,15.41554810458387,15.1029,-0.05571664532100851,-0.003150937270649955,0.08889307606934818,-0.14944404479055795,0.14556277324389658,4
braking,pre_extremum,16.0,17.535438039492345,18.6555,-1.1200619605076554,-0.060039235641374145,0.009029767840456247,-0.1387616068077381,-0.0510094678009179,3
braking,pre_extremum,18.0,19.33342452579981,18.6555,0.6779245257998099,0.03633912389374768,0.0,0.03633912389374768,0.03633912389374768,1
braking,pre_extremum,22.0,22.64022881464569,22.8834,-0.24317118535431348,-0.01062650365773484,0.006515529040585439,-0.017142032698320278,-0.0041109746171494,2
steady,asymptotic,0.0,0.0,8.4935,-8.4935,-1.0,0.0,-1.0,-1.0,5233
steady,asymptotic,2.0,2.960389993032293,1.993,1.3085369698046547,0.6915056369190178,0.4325147471531202,-0.2883000523188283,1.9626727951726577,268
steady,asymptotic,4.0,4.966402745889045,1.9933,2.6477233573559236,1.2434334045898547,0.4616884713460966,-0.2716056389432603,1.9186973713556548,360
steady,asymptotic,6.0,6.722743037491987,3.7096,3.9426985953601212,1.0972488218835215,0.7398464977331449,-0.2573070929870803,2.3424341160212734,279
steady,asymptotic,8.0,8.8501539151614,3.7096,4.776362380260359,1.2769492057890448,0.4027437827309679,-0.2682956700425536,2.5129728055084875,226
steady,asymptotic,10.0,11.105032597785634,4.9217,5.927261304738924,1.20445861793886,0.7693757752839148,-0.2669836636431108,4.44502384836271,237
steady,asymptotic,12.0,12.84467177529981,6.1232,7.236129967622272,1.1817079726995123,0.5989008615471343,0.4597052445200072,4.556087809307449,160
steady,asymptotic,14.0,15.081395804951963,6.1233,8.162624974995836,1.315632270885876,0.5276509113090183,0.5963214755040258,6.698541976989384,169
steady,asymptotic,16.0,16.98682107743823,7.3135,9.899794593543817,1.3540291483940343,0.5123985980466106,0.4012951024229906,7.325227924409895,160
steady,asymptotic,18.0,19.093134227024365,8.4858,11.407657878491452,1.3490895240824397,0.728538722858598,0.5415726279653877,8.076366897886198,159
steady,asymptotic,20.0,21.005505861170843,8.4935,12.015674828793033,1.4030169220842321,0.6939794158719911,0.42118508246041136,7.7845580859098025,135
steady,asymptotic,22.0,23.179043727290296,11.9714,11.814595157229174,0.9868110383987617,0.5522829106033331,0.4574678982184335,10.37255368319066,147
steady,asymptotic,24.0,24.964834183358036,11.9725,13.198543229135257,1.102404947098372,0.7269457179449832,0.3588514364666567,11.338121078297354,155
steady,asymptotic,26.0,26.982915423703318,11.9725,14.90594028055893,1.2450148490757094,0.5499177004519845,0.4759765812741865,2.687157939779843,167
steady,asymptotic,28.0,28.934229147102975,11.9725,16.49834251351293,1.3780198382554132,0.7838760838444461,0.5421609536388786,6.829110503072577,162
steady,asymptotic,30.0,30.91497062565865,11.9725,18.19790873913903,1.5199756725110904,0.8183737791898442,0.6375766413251542,14.542539346391905,127
steady,asymptotic,32.0,32.91294423938836,15.3603,18.170203963453577,1.1828789768539534,0.4440652647229719,0.7651558277656231,15.391155416284413,95
steady,asymptotic,34.0,35.233277176246546,15.356,20.375085993864264,1.3264166391422605,0.5174281507921081,0.8514100996052029,16.658864139524034,105
steady,asymptotic,36.0,37.12542583958878,15.3599,22.04880453047183,1.4353755960205605,0.5241565006740793,0.9467205278783687,13.904545367537352,69
steady,asymptotic,38.0,39.089787813391496,15.30575,24.54509481056053,1.5984108781514144,0.6523262061994095,0.9951485759638939,18.221419947996292,86
steady,asymptotic,40.0,40.94798086884449,15.3595,25.798563373384166,1.6794846281742182,0.7623835480145218,0.8101146726407116,19.44180697837852,75
steady,asymptotic,42.0,43.01108867959957,15.361,27.367079917551795,1.7815949428781845,0.7849510295173823,0.8887709030358273,16.3467471247552,74
steady,asymptotic,44.0,44.996401593163206,15.361,29.397730521598053,1.9137901517868663,0.6708763923282102,1.002396252112424,21.279304025629642,59
steady,asymptotic,46.0,47.11667741838811,15.3579,32.17333829480472,2.0944820190615667,0.6405700704315755,1.4865656628654094,22.082493598775823,52
steady,asymptotic,48.0,49.04143730717894,15.361,33.39906019010655,2.174276426671867,0.5657254324143374,1.178850312722827,12.418165289224229,62
steady,asymptotic,50.0,51.01645674000498,15.361,35.87898920414777,2.3379471188080387,0.6183685346601071,1.2289092639842414,12.870940988746558,82
steady,asymptotic,52.0,52.662208440616034,15.361,37.570264485312364,2.4458215275901543,0.6963726159112962,1.3259486944672185,13.495619639731922,65
steady,asymptotic,54.0,54.90121389840686,15.361,39.85205268064295,2.5944671154815597,1.1786303840090124,1.3937963419641743,26.27969272865384,41
steady,asymptotic,56.0,56.690612899659925,7.312950000000001,49.66059466129999,6.790728316881869,4.4528021095666706,1.4798525266209825,21.534944482383075,40
steady,asymptotic,58.0,58.970867792692744,17.0013,41.96317623678051,2.496813126473722,0.9320453973418339,1.5729140787889004,15.087485985618784,28
steady,post_extremum,0.0,1.569631586658919,1.993,-0.3739397157625013,-0.20416801889704955,0.020884088763286207,-0.2390685565364141,-0.1624383451042603,301
steady,post_extremum,2.0,2.9386244072997356,3.7096,-0.6566027597797612,-0.18222471818530456,0.025239669349399446,-0.23648070147873534,-0.15000119719614924,233
steady,post_extremum,4.0,4.891693545528271,6.1232,-1.106069955664018,-0.181220849652667,0.02728615673085702,-0.23300877234168896,0.18759759907038134,207
steady,post_extremum,6.0,6.9668220875991125,8.4935,-1.6037466730854986,-0.18447610656336783,0.023790482179184086,-0.22303831879145422,0.16858859570812715,150
steady,post_extremum,8.0,9.552935497117922,11.9725,-2.36216443685635,-0.197312364731521,0.021032949521587213,-0.23423576557806816,-0.16835759892105173,135
steady,post_extremum,10.0,11.303669525545413,11.9725,-1.9286696205527942,-0.1610916367135347,0.06905578047286443,-0.23816427239177154,0.20806416627012342,89
steady,post_extremum,12.0,12.554747056105143,15.361,-2.7860976607820067,-0.1813802701297277,0.018501765286865673,-0.2107903476086698,-0.15253020875545806,149
steady,post_extremum,14.0,14.969336391368577,18.6551,-3.269349867066344,-0.1754263045333561,0.023739918989494208,-0.22730431894782635,0.18713155539033355,71
