bag_time,time,x,y,yaw,vx,vy,wz
1788875423.2385395,1788875423.188711,0.8,3.1597,-1.5707963267948966,0.0089,0.0,0.0
1788875423.2918878,1788875423.2403615,0.8,3.1594,-1.5707963267948966,0.0071,0.0,0.0
1788875423.342584,1788875423.2933528,0.8,3.1591,-1.5707963267948968,0.0056,0.0,0.0
1788875423.391564,1788875423.3444796,0.8,3.1523,-1.569379814194586,0.2091,0.0077,0.0488
1788875423.440784,1788875423.3929663,0.8,3.1419,-1.5647077820971402,0.2254,0.0232,0.1499
1788875423.4918325,1788875423.4422593,0.8002,3.1308,-1.5543741118508363,0.2191,0.0407,0.2586
1788875423.5406532,1788875423.4931514,0.8005,3.1202,-1.5388120120689763,0.2078,0.0559,0.3499
1788875423.5907626,1788875423.5419378,0.801,3.1098,-1.5212670439748341,0.2063,0.0562,0.3488
1788875423.6417146,1788875423.5921602,0.8017,3.0996,-1.5038664402198807,0.2058,0.0561,0.3487
1788875423.6924503,1788875423.6432889,0.8025,3.0893,-1.4864568999847538,0.2054,0.0561,0.3487
1788875423.7434773,1788875423.6938639,0.8037,3.0783,-1.467488642946598,0.205,0.056,0.3486
1788875423.7777164,1788875423.76413,0.8055,3.0639,-1.4428384321418193,0.2047,0.056,0.3486
1788875423.8407192,1788875423.7895513,0.8062,3.0588,-1.4340509150002851,0.2046,0.056,0.3486
1788875423.8925824,1788875423.8419733,0.8078,3.0487,-1.416608032331034,0.2044,0.056,0.3486
1788875423.9433439,1788875423.8938005,0.8096,3.0379,-1.4001450668516486,0.2101,0.048,0.2937
1788875424.0113869,1788875423.9638674,0.8125,3.0231,-1.3795557069952293,0.2117,0.0461,0.2867
1788875424.0667377,1788875424.0142288,0.8147,3.0124,-1.3666253228984118,0.2149,0.0407,0.2532
1788875424.1178446,1788875424.0684538,0.8173,3.0002,-1.354253502070762,0.2626,0.0418,0.2607
1788875424.1675215,1788875424.1192093,0.8208,2.9853,-1.3411668720632273,0.286,0.039,0.2439
1788875424.2173166,1788875424.1688466,0.8228,2.9771,-1.3359021502673785,0.1396,0.0095,0.0536
1788875424.2665808,1788875424.2184994,0.8245,2.9704,-1.3349066541228212,0.126,-0.002,-0.014
1788875424.3159132,1788875424.2677755,0.8259,2.9647,-1.3369118241845674,0.1239,-0.011,-0.0697
1788875424.366758,1788875424.3172078,0.8272,2.9587,-1.3418798377548335,0.1204,-0.0206,-0.1291
1788875424.4177399,1788875424.3680725,0.8285,2.953,-1.3498794417437492,0.1143,-0.0301,-0.1883
1788875424.467594,1788875424.4191573,0.8298,2.947,-1.3602468257152023,0.1129,-0.0314,-0.193
1788875424.5176213,1788875424.4688003,0.8308,2.9419,-1.3692097313870135,0.1129,-0.0313,-0.193
1788875424.5668044,1788875424.5192535,0.8319,2.936,-1.3794259761482885,0.113,-0.0312,-0.193
1788875424.6161864,1788875424.5681431,0.8328,2.9308,-1.388516015647021,0.113,-0.0312,-0.193
1788875424.6666374,1788875424.6180246,0.8338,2.9252,-1.39816966873948,0.113,-0.0312,-0.193
1788875424.716613,1788875424.6684558,0.8347,2.9193,-1.4083872142534208,0.113,-0.0311,-0.193
1788875424.7666728,1788875424.7179606,0.8355,2.914,-1.4174784091636043,0.1131,-0.0311,-0.193
1788875424.8164775,1788875424.76803,0.8363,2.9084,-1.42710992809805,0.1131,-0.0311,-0.193
1788875424.8658333,1788875424.8177812,0.837,2.9028,-1.4367639423214325,0.1131,-0.0311,-0.1931
1788875424.916468,1788875424.8670561,0.8377,2.8972,-1.4463981813796882,0.1131,-0.0311,-0.1931
1788875424.9666388,1788875424.9177186,0.8383,2.8916,-1.4560306406593295,0.1131,-0.0311,-0.1931
1788875425.0157807,1788875424.9679046,0.8389,2.8859,-1.465667399684441,0.1131,-0.0311,-0.1931
1788875425.0664725,1788875425.0170884,0.8394,2.8803,-1.4754337177204886,0.1131,-0.0311,-0.1931
1788875425.1157515,1788875425.0677419,0.8399,2.8747,-1.4850674359145355,0.1131,-0.0311,-0.1931
1788875425.165404,1788875425.1171303,0.8403,2.869,-1.4946887771026873,0.1131,-0.0311,-0.1931
1788875425.2164848,1788875425.1666954,0.8406,2.8634,-1.504454868261836,0.1131,-0.0311,-0.1931
1788875425.2664952,1788875425.217744,0.8411,2.8543,-1.5149299513709644,0.2085,-0.0378,-0.2364
1788875425.3164308,1788875425.2682414,0.8417,2.8427,-1.5221356886269397,0.223,-0.0172,-0.1005
1788875425.3683023,1788875425.3181458,0.8422,2.8315,-1.523686240862006,0.2261,-0.0043,-0.0276
1788875425.4403486,1788875425.3891222,0.8429,2.8152,-1.5207061607525767,0.2254,0.0129,0.0783
1788875425.4909189,1788875425.4420295,0.8435,2.8041,-1.5140510922363848,0.2211,0.0287,0.1827
1788875425.5405896,1788875425.4927986,0.8443,2.7932,-1.5022967525671804,0.2124,0.046,0.2899
1788875425.5907607,1788875425.5420656,0.8451,2.7829,-1.4855932723618488,0.2044,0.0564,0.3488
1788875425.6404629,1788875425.5919912,0.8462,2.7727,-1.4680392609027288,0.204,0.0563,0.3484
1788875425.6909049,1788875425.6417284,0.8474,2.7626,-1.4506188827684805,0.204,0.0562,0.3484
1788875425.7416084,1788875425.6921947,0.8488,2.7525,-1.4333284513744895,0.204,0.0562,0.3484
